,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
ABCB9,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABCC1,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ABCC10,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABCC12,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABCC4,0.0,1.0,0.0,-0.056590393,0.06805289,1
ABCD1,0.0,4.0,0.0,-0.056590393,-0.41195324,1
ABCD2,9.2624e-11,1.0,9.2624e-11,-0.056589942,0.06805321,1
ABCD3,0.0,1.0,0.0,-0.056590393,0.06805289,1
ABCD4,0.0,1.0,0.0,-0.056590393,0.06805289,1
ABCE1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABCF1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABCF2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABCF3,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABCG1,4.2291143e-11,2.0,4.2291143e-11,-0.05659019,-0.091949,1
ABCG2,4.557071e-09,1.0,4.557071e-09,-0.0565684,0.068068646,1
ABHD10,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABHD13,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABHD14A,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABHD14B,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABHD16A,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABHD3,0.0,1.0,0.0,-0.056590393,0.06805289,1
ABHD5,0.0,1.0,0.0,-0.056590393,0.06805289,1
ABHD6,9.9067025e-11,1.0,9.9067025e-11,-0.056589913,0.06805323,1
ABHD8,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABI1,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ABI2,1.4036523e-08,2.0,1.4036523e-08,-0.056522656,-0.091900624,1
ABL1,3.5905875e-06,8.0,3.5905875e-06,-0.039263424,-1.0395485,1
ABL2,0.00064634404,1.0,0.00064634404,3.0624483,2.3025007,1
ABLIM1,9.87689e-17,1.0,9.87689e-17,-0.056590393,0.06805289,1
ABLIM2,1.1512706e-09,1.0,1.1512706e-09,-0.056584835,0.068056874,1
ABR,0.0,3.0,0.0,-0.056590393,-0.2519512,1
ABRA,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABT1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABTB1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ABTB2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACAA1,0.0001008089,4.0,0.0001008089,0.42987943,-0.06345116,1
ACACA,2.6856446e-15,4.0,2.6856446e-15,-0.056590393,-0.41195324,1
ACACB,7.3225315e-11,3.0,7.3225315e-11,-0.056590036,-0.25195092,1
ACAD10,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACAD11,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACAD9,9.840608e-07,1.0,9.840608e-07,-0.051841646,0.07145484,1
ACADM,0.0,3.0,0.0,-0.056590393,-0.2519512,1
ACADS,0.0,1.0,0.0,-0.056590393,0.06805289,1
ACAP2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACAP3,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACAT2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACBD3,0.0,1.0,0.0,-0.056590393,0.06805289,1
ACBD4,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACBD5,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACBD6,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACCS,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACD,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ACIN1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACLY,7.401878e-07,2.0,7.401878e-07,-0.053018495,-0.08939028,1
ACOT11,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACOT12,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACOT13,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACOT2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACOT7,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACOT9,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACOX1,0.0,4.0,0.0,-0.056590393,-0.41195324,1
ACOX3,2.6850614e-18,1.0,2.6850614e-18,-0.056590393,0.06805289,1
ACOXL,0.0,1.0,0.0,-0.056590393,0.06805289,1
ACP1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACRBP,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACSBG1,1.126087e-20,1.0,1.126087e-20,-0.056590393,0.06805289,1
ACSF3,0.0,1.0,0.0,-0.056590393,0.06805289,1
ACSL3,0.0,1.0,0.0,-0.056590393,0.06805289,1
ACSL6,0.0,1.0,0.0,-0.056590393,0.06805289,1
ACSM2A,0.0,1.0,0.0,-0.056590393,0.06805289,1
ACSM4,0.0,1.0,0.0,-0.056590393,0.06805289,1
ACSM5,3.426745e-19,1.0,3.426745e-19,-0.056590393,0.06805289,1
ACSS2,8.910574e-09,2.0,8.910574e-09,-0.056547392,-0.09191834,1
ACTA2,5.2969648e-05,2.0,5.2969648e-05,0.19902329,0.09116991,1
ACTC1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACTL6A,0.0014105659,4.0,0.0014105659,6.7503257,4.4644527,1
ACTL6B,6.8600775e-06,2.0,6.8600775e-06,-0.023485968,-0.068233475,1
ACTL9,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACTN1,0.0,4.0,0.0,-0.056590393,-0.41195324,1
ACTN2,9.5181595e-17,5.0,9.5181595e-17,-0.056590393,-0.57195526,1
ACTN3,4.4090528e-14,2.0,4.4090528e-14,-0.056590393,-0.09194915,1
ACTR10,0.0,4.0,0.0,-0.056590393,-0.41195324,1
ACTR1A,4.230372e-06,8.0,4.230372e-06,-0.03617604,-1.0373367,1
ACTR2,6.621725e-07,4.0,6.621725e-07,-0.053394973,-0.40966406,1
ACTR3,7.8633183e-10,3.0,7.8633183e-10,-0.056586593,-0.25194845,1
ACTR3B,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACTR5,0.0,1.0,0.0,-0.056590393,0.06805289,1
ACTR6,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACTR8,1.3113094e-08,1.0,1.3113094e-08,-0.05652711,0.068098225,1
ACTRT1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACTRT2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACVR1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ACVR1B,7.232587e-05,1.0,7.232587e-05,0.2924299,0.3180875,1
ACVR1C,3.684666e-08,1.0,3.684666e-08,-0.056412585,0.06818026,1
ACVR2A,2.2300033e-07,2.0,2.2300033e-07,-0.05551427,-0.09117822,1
ACVR2B,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ACVRL1,1.6195993e-18,1.0,1.6195993e-18,-0.056590393,0.06805289,1
ACY3,4.37571e-12,1.0,4.37571e-12,-0.05659037,0.0680529,1
ACYP1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADAD1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADAL,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ADAM10,0.0,12.0,0.0,-0.056590393,-1.6919694,1
ADAM11,4.4809148e-10,1.0,4.4809148e-10,-0.05658823,0.06805444,1
ADAM15,2.7721144e-05,1.0,2.7721144e-05,0.07718252,0.16388644,1
ADAM19,0.0,1.0,0.0,-0.056590393,0.06805289,1
ADAM20,3.021618e-14,1.0,3.021618e-14,-0.056590393,0.06805289,1
ADAM30,4.5701276e-17,1.0,4.5701276e-17,-0.056590393,0.06805289,1
ADAM7,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADAMDEC1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADAMTS12,2.5490902e-08,2.0,2.5490902e-08,-0.05646738,-0.091861024,1
ADAMTS17,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ADAMTS18,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ADAMTS20,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ADAMTSL2,1.4318335e-16,2.0,1.4318335e-16,-0.056590393,-0.09194915,1
ADAMTSL5,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ADAT1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADAT2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADAT3,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADCK1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADCK2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADCY10,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADCY2,1.2282804e-08,6.0,1.2282804e-08,-0.05653112,-0.7319149,1
ADCY6,0.0,8.0,0.0,-0.056590393,-1.0519614,1
ADCY7,0.0,6.0,0.0,-0.056590393,-0.7319573,1
ADCY9,0.0,6.0,0.0,-0.056590393,-0.7319573,1
ADD1,1.2004166e-15,3.0,1.2004166e-15,-0.056590393,-0.2519512,1
ADD3,0.0,1.0,0.0,-0.056590393,0.06805289,1
ADH1C,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ADHFE1,9.679974e-15,1.0,9.679974e-15,-0.056590393,0.06805289,1
ADI1,3.9611233e-08,1.0,3.9611233e-08,-0.05639924,0.06818983,1
ADIPOR1,4.005859e-09,1.0,4.005859e-09,-0.056571063,0.06806673,1
ADK,5.226684e-10,1.0,5.226684e-10,-0.056587867,0.06805469,1
ADNP2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADO,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADORA2A,0.0,3.0,0.0,-0.056590393,-0.2519512,1
ADP signalling through P2Y purinoceptor 1,1.2091732e-07,2.0,1.2091732e-07,-0.12932722,-0.34119976,2
ADP signalling through P2Y purinoceptor 12,2.562706e-09,2.0,2.562706e-09,-0.1295225,-0.2565676,2
ADPGK,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADPRH,0.0,0.0,0.0,-0.056590393,0.22805494,1
ADPRHL2,0.0,1.0,0.0,-0.056590393,0.06805289,1
ADRA2B,0.0,3.0,0.0,-0.056590393,-0.2519512,1
ADRB1,2.31291e-11,1.0,2.31291e-11,-0.05659028,0.06805297,1
ADRM1,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ADSL,1.9120752e-11,1.0,1.9120752e-11,-0.0565903,0.068052955,1
ADSS,3.2568486e-26,1.0,3.2568486e-26,-0.056590393,0.06805289,1
ADSSL1,0.0,1.0,0.0,-0.056590393,0.06805289,1
AEBP2,0.0,2.0,0.0,-0.056590393,-0.09194915,1
AEN,0.0,0.0,0.0,-0.056590393,0.22805494,1
AFAP1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AFAP1L1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AFAP1L2,0.0,0.0,0.0,-0.056590393,0.22805494,1
AFF1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AFF3,0.0,0.0,0.0,-0.056590393,0.22805494,1
AFF4,1.345458e-07,2.0,1.345458e-07,-0.055941116,-0.09148401,1
AFM,0.0,0.0,0.0,-0.056590393,0.22805494,1
AFMID,0.0,1.0,0.0,-0.056590393,0.06805289,1
AFP,0.0,2.0,0.0,-0.056590393,-0.09194915,1
AFTPH,0.0,0.0,0.0,-0.056590393,0.22805494,1
AGA,1.7196268e-13,1.0,1.7196268e-13,-0.056590393,0.06805289,1
AGAP1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AGAP4,0.0,0.0,0.0,-0.056590393,0.22805494,1
AGAP6,0.0,0.0,0.0,-0.056590393,0.22805494,1
AGBL2,2.6876338e-11,1.0,2.6876338e-11,-0.05659026,0.068052985,1
AGBL4,0.0,1.0,0.0,-0.056590393,0.06805289,1
AGBL5,0.0,1.0,0.0,-0.056590393,0.06805289,1
AGFG1,1.8917123e-12,1.0,1.8917123e-12,-0.056590382,0.068052895,1
AGK,3.2784947e-06,1.0,3.2784947e-06,-0.04076948,0.07938683,1
AGL,1.1637067e-13,2.0,1.1637067e-13,-0.056590393,-0.09194915,1
AGPAT2,0.0,2.0,0.0,-0.056590393,-0.09194915,1
AGPAT3,0.0,2.0,0.0,-0.056590393,-0.09194915,1
AGPAT4,1.7121536e-12,1.0,1.7121536e-12,-0.056590382,0.068052895,1
AGPAT5,5.3034106e-05,1.0,5.3034106e-05,0.19933434,0.25139478,1
AGPS,0.0,2.0,0.0,-0.056590393,-0.09194915,1
AGR2,0.0,0.0,0.0,-0.056590393,0.22805494,1
AGT,0.0,3.0,0.0,-0.056590393,-0.2519512,1
AGTPBP1,7.20576e-10,1.0,7.20576e-10,-0.056586914,0.06805538,1
AGTR2,0.0,1.0,0.0,-0.056590393,0.06805289,1
AGTRAP,6.7666273e-09,1.0,6.7666273e-09,-0.056557737,0.06807628,1
AGXT2,5.3057636e-10,1.0,5.3057636e-10,-0.056587834,0.06805471,1
AHCTF1,0.0,4.0,0.0,-0.056590393,-0.41195324,1
AHCY,0.0,2.0,0.0,-0.056590393,-0.09194915,1
AHCYL2,0.0,0.0,0.0,-0.056590393,0.22805494,1
AHDC1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AHI1,7.6793495e-16,1.0,7.6793495e-16,-0.056590393,0.06805289,1
AHR,0.0,1.0,0.0,-0.056590393,0.06805289,1
AHSA1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AHSG,3.3223286e-09,4.0,3.3223286e-09,-0.05657436,-0.41194177,1
AICDA,0.0,0.0,0.0,-0.056590393,0.22805494,1
AIF1L,0.0,0.0,0.0,-0.056590393,0.22805494,1
AIMP1,1.2943565e-07,2.0,1.2943565e-07,-0.055965777,-0.09150168,1
AIMP2,1.1383707e-08,2.0,1.1383707e-08,-0.056535456,-0.09190979,1
AIP,0.0,2.0,0.0,-0.056590393,-0.09194915,1
AJAP1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AJUBA,0.0,3.0,0.0,-0.056590393,-0.2519512,1
AK2,5.752192e-07,1.0,5.752192e-07,-0.05381458,0.070041455,1
AK3,0.0,0.0,0.0,-0.056590393,0.22805494,1
AK4,2.1348358e-05,1.0,2.1348358e-05,0.046429597,0.14185537,1
AK7,3.0231536e-18,1.0,3.0231536e-18,-0.056590393,0.06805289,1
AK8,7.397467e-12,1.0,7.397467e-12,-0.056590356,0.06805292,1
AKAP10,0.0,0.0,0.0,-0.056590393,0.22805494,1
AKAP11,0.0,0.0,0.0,-0.056590393,0.22805494,1
AKAP14,0.0,0.0,0.0,-0.056590393,0.22805494,1
AKAP3,0.0,0.0,0.0,-0.056590393,0.22805494,1
AKAP6,0.0,0.0,0.0,-0.056590393,0.22805494,1
AKAP8,0.0,0.0,0.0,-0.056590393,0.22805494,1
AKAP8L,0.0,0.0,0.0,-0.056590393,0.22805494,1
AKAP9,5.8559044e-07,10.0,5.8559044e-07,-0.053764526,-1.369941,1
AKIP1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AKIRIN1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AKIRIN2,0.0,0.0,0.0,-0.056590393,0.22805494,1
AKR1B1,0.0,2.0,0.0,-0.056590393,-0.09194915,1
AKR1B15,2.920019e-19,1.0,2.920019e-19,-0.056590393,0.06805289,1
AKR1C1,1.0954809e-06,2.0,1.0954809e-06,-0.051303968,-0.088162005,1
AKR1C4,2.5283988e-13,2.0,2.5283988e-13,-0.056590393,-0.09194915,1
AKR1D1,3.5831464e-12,1.0,3.5831464e-12,-0.056590375,0.0680529,1
AKR7A3,0.0,1.0,0.0,-0.056590393,0.06805289,1
AKR7L,7.233965e-13,1.0,7.233965e-13,-0.056590386,0.068052895,1
AKT phosphorylates targets in the cytosol,1.4627466e-06,2.0,1.4627466e-06,-0.1271133,-0.16973932,2
AKT phosphorylates targets in the nucleus,2.6364744e-09,2.0,2.6364744e-09,-0.12952238,0.040221296,2
AKT-mediated inactivation of FOXO1A,2.8180676e-09,2.0,2.8180676e-09,-0.12952207,0.07398842,2
AKT1,1.1902506e-05,25.0,4.7610024e-07,-0.05429289,-3.7308483,1
AKT1S1,1.6962318e-10,2.0,1.6962318e-10,-0.05658957,-0.09194856,1
AKT2,0.0,19.0,0.0,-0.056590393,-2.8119838,1
AKT3,2.1606574e-11,15.0,2.1606574e-11,-0.056590285,-2.1719756,1
AKTIP,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALAD,7.949862e-06,2.0,7.949862e-06,-0.018227033,-0.06446603,1
ALAS1,9.3535193e-11,3.0,9.3535193e-11,-0.05658994,-0.25195086,1
ALB,1.4794766e-06,9.0,1.4794766e-06,-0.049450934,-1.2068489,1
ALDH16A1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALDH1A1,2.4184667e-06,3.0,2.4184667e-06,-0.04491969,-0.2435904,1
ALDH1A2,1.314215e-18,1.0,1.314215e-18,-0.056590393,0.06805289,1
ALDH1B1,0.0,1.0,0.0,-0.056590393,0.06805289,1
ALDH2,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ALDH5A1,5.9554154e-15,1.0,5.9554154e-15,-0.056590393,0.06805289,1
ALDH8A1,0.0,1.0,0.0,-0.056590393,0.06805289,1
ALDH9A1,0.00010519894,1.0,0.00010519894,0.45106426,0.43173155,1
ALDOC,3.200641e-10,2.0,3.200641e-10,-0.056588847,-0.09194804,1
ALG10B,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALG11,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALG12,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALG2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALG5,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALG8,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALG9,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALK,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALKBH1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALKBH2,4.379482e-09,1.0,4.379482e-09,-0.05656926,0.06806803,1
ALKBH2 mediated reversal of alkylation damage,4.37943e-09,2.0,4.37943e-09,-0.1295195,0.07399027,2
ALKBH3 mediated reversal of alkylation damage,8.5969955e-14,2.0,8.5969955e-14,-0.12952673,0.07398506,2
ALKBH4,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALKBH5,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALKBH7,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALKBH8,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALOX12,0.0,5.0,0.0,-0.056590393,-0.57195526,1
ALOX12B,0.0,1.0,0.0,-0.056590393,0.06805289,1
ALOX5,6.001333e-09,13.0,6.001333e-09,-0.05656143,-1.8519508,1
ALPI,1.5715348e-14,1.0,1.5715348e-14,-0.056590393,0.06805289,1
ALPK2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALPK3,0.0,0.0,0.0,-0.056590393,0.22805494,1
ALS2CR12,0.0,0.0,0.0,-0.056590393,0.22805494,1
AMBP,7.1752226e-09,1.0,7.1752226e-09,-0.056555767,0.06807769,1
AMBRA1,1.0000885e-11,1.0,1.0000885e-11,-0.056590345,0.068052925,1
AMDHD1,0.0,1.0,0.0,-0.056590393,0.06805289,1
AMDHD2,0.0,0.0,0.0,-0.056590393,0.22805494,1
AMER1 mutants destabilize the destruction complex,6.345308e-08,3.0,6.345308e-08,-0.12942204,-0.48582676,3
AMFR,0.0,1.0,0.0,-0.056590393,0.06805289,1
AMIGO1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AMIGO3,0.0,0.0,0.0,-0.056590393,0.22805494,1
AMMECR1L,0.0,0.0,0.0,-0.056590393,0.22805494,1
AMN1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AMPD1,0.0,1.0,0.0,-0.056590393,0.06805289,1
AMPD2,1.8972468e-09,1.0,1.8972468e-09,-0.056581236,0.068059444,1
AMPH,0.0,0.0,0.0,-0.056590393,0.22805494,1
AMPK inhibits chREBP transcriptional activation activity,5.521592e-06,2.0,5.521592e-06,-0.18068518,0.08056668,2
AMTN,3.8467806e-06,2.0,3.8467806e-06,-0.038027123,-0.07865061,1
AMY1A,1.0311434e-10,1.0,1.0311434e-10,-0.056589894,0.068053246,1
AMY2A,8.838667e-07,1.0,8.838667e-07,-0.052325148,0.07110847,1
AMY2B,5.7190728e-06,1.0,5.7190728e-06,-0.028992072,0.08782405,1
AMZ1,0.0,0.0,0.0,-0.056590393,0.22805494,1
AMZ2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANAPC10,0.0,9.0,0.0,-0.056590393,-1.2119634,1
ANAPC13,3.889677e-11,1.0,3.889677e-11,-0.056590203,0.06805302,1
ANAPC16,4.2263785e-08,8.0,4.2263785e-08,-0.056386437,-1.0518153,1
ANAPC2,0.0,9.0,0.0,-0.056590393,-1.2119634,1
ANAPC4,1.2378919e-07,9.0,1.2378919e-07,-0.055993024,-1.2115356,1
ANAPC7,0.0,9.0,0.0,-0.056590393,-1.2119634,1
ANG,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANGEL1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANGEL2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANGPT1,3.8688175e-10,1.0,3.8688175e-10,-0.056588527,0.06805422,1
ANGPTL2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANGPTL6,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANK1,7.7091145e-10,5.0,7.7091145e-10,-0.056586668,-0.5719526,1
ANKAR,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKFY1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKH,0.0,1.0,0.0,-0.056590393,0.06805289,1
ANKHD1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKIB1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKLE1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKLE2,0.0,1.0,0.0,-0.056590393,0.06805289,1
ANKMY1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRA2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD1,1.0582702e-08,1.0,1.0582702e-08,-0.056539323,0.06808947,1
ANKRD10,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD13A,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD13C,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD13D,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD16,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD2,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD23,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD27,3.246137e-09,1.0,3.246137e-09,-0.05657473,0.068064116,1
ANKRD28,1.8064975e-06,1.0,1.8064975e-06,-0.04787284,0.074298054,1
ANKRD30A,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD31,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD34A,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD36,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD36B,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD39,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD40,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD46,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD49,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD50,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD6,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD7,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKRD9,0.0,1.0,0.0,-0.056590393,0.06805289,1
ANKS1A,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKS1B,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKS4B,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKS6,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANKZF1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANO1,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANO10,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANO3,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANO6,1.0339013e-16,1.0,1.0339013e-16,-0.056590393,0.06805289,1
ANO8,0.0,2.0,0.0,-0.056590393,-0.09194915,1
ANP32A,0.0,1.0,0.0,-0.056590393,0.06805289,1
ANP32E,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANTXR2,7.295779e-15,1.0,7.295779e-15,-0.056590393,0.06805289,1
ANXA1,1.000265e-07,3.0,1.000265e-07,-0.0561077,-0.2516054,1
ANXA11,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANXA13,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANXA2,4.3186717e-12,3.0,4.3186717e-12,-0.05659037,-0.25195116,1
ANXA3,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANXA4,0.0,0.0,0.0,-0.056590393,0.22805494,1
ANXA5,6.984918e-08,1.0,6.984918e-08,-0.05625332,0.06829436,1
ANXA6,0.0,1.0,0.0,-0.056590393,0.06805289,1
ANXA7,0.0,0.0,0.0,-0.056590393,0.22805494,1
