,fanin,fanout,degree
R-HSA-977225,1.0,1.0,2.0
R-HSA-428542,1.0,1.0,2.0
R-HSA-1368108,1.0,1.0,2.0
R-HSA-3928665,1.0,1.0,2.0
R-HSA-5619052,1.0,1.0,2.0
R-HSA-373753,1.0,1.0,2.0
R-HSA-1296025,1.0,1.0,2.0
R-HSA-168799,8.0,1.0,9.0
R-HSA-8964038,1.0,1.0,2.0
R-HSA-210993,1.0,1.0,2.0
R-HSA-1834941,2.0,1.0,3.0
R-HSA-4839748,2.0,1.0,3.0
R-HSA-5619109,1.0,1.0,2.0
R-HSA-5619076,1.0,1.0,2.0
R-HSA-162710,1.0,1.0,2.0
R-HSA-9018519,1.0,1.0,2.0
R-HSA-210744,1.0,1.0,2.0
R-HSA-3560792,1.0,2.0,3.0
R-HSA-5619066,1.0,1.0,2.0
R-HSA-1296053,1.0,1.0,2.0
R-HSA-73614,1.0,1.0,2.0
R-HSA-8951664,1.0,1.0,2.0
R-HSA-5336415,1.0,1.0,2.0
R-HSA-1912399,1.0,1.0,2.0
R-HSA-193697,2.0,1.0,3.0
R-HSA-211163,1.0,1.0,2.0
R-HSA-983170,1.0,1.0,2.0
R-HSA-3000484,1.0,1.0,2.0
R-HSA-1222499,4.0,1.0,5.0
R-HSA-204005,1.0,1.0,2.0
R-HSA-1250347,1.0,1.0,2.0
R-HSA-5619048,1.0,1.0,2.0
R-HSA-73928,2.0,1.0,3.0
R-HSA-350054,1.0,1.0,2.0
R-HSA-1237044,1.0,1.0,2.0
R-HSA-1442490,1.0,1.0,2.0
R-HSA-70263,1.0,1.0,2.0
R-HSA-8866652,1.0,1.0,2.0
R-HSA-399956,1.0,1.0,2.0
R-HSA-180786,2.0,1.0,3.0
R-HSA-156590,1.0,1.0,2.0
R-HSA-1170546,1.0,1.0,2.0
R-HSA-166665,1.0,1.0,2.0
R-HSA-5683371,1.0,1.0,2.0
R-HSA-2534343,1.0,1.0,2.0
R-HSA-427359,1.0,1.0,2.0
R-HSA-5624138,1.0,1.0,2.0
R-HSA-888590,3.0,1.0,4.0
R-HSA-5626978,1.0,1.0,2.0
R-HSA-428543,1.0,1.0,2.0
R-HSA-3296469,14.0,1.0,15.0
R-HSA-1222556,1.0,1.0,2.0
R-HSA-2142753,8.0,1.0,9.0
R-HSA-5658471,1.0,1.0,2.0
R-HSA-5675482,1.0,1.0,2.0
R-HSA-70635,1.0,1.0,2.0
R-HSA-5688890,1.0,1.0,2.0
R-HSA-5688399,1.0,1.0,2.0
R-HSA-141424,1.0,1.0,2.0
R-HSA-9033500,1.0,1.0,2.0
R-HSA-381771,1.0,1.0,2.0
R-HSA-2142789,1.0,1.0,2.0
R-HSA-5619054,1.0,1.0,2.0
R-HSA-6794361,1.0,1.0,2.0
R-HSA-2161541,1.0,1.0,2.0
R-HSA-5576894,1.0,1.0,2.0
R-HSA-71262,1.0,1.0,2.0
R-HSA-5663213,1.0,1.0,2.0
R-HSA-389958,3.0,1.0,4.0
R-HSA-4755579,1.0,1.0,2.0
R-HSA-209905,1.0,1.0,2.0
R-HSA-3769402,1.0,1.0,2.0
R-HSA-8849470,1.0,1.0,2.0
R-HSA-433692,1.0,1.0,2.0
R-HSA-5083633,1.0,1.0,2.0
R-HSA-73843,1.0,1.0,2.0
R-HSA-166208,1.0,1.0,2.0
R-HSA-3560801,1.0,1.0,2.0
R-HSA-4839743,4.0,1.0,5.0
R-HSA-76061,1.0,1.0,2.0
R-HSA-5669034,1.0,1.0,2.0
R-HSA-909733,1.0,1.0,2.0
R-HSA-5655291,1.0,1.0,2.0
R-HSA-5625900,1.0,1.0,2.0
R-HSA-3371511,1.0,1.0,2.0
R-HSA-6799990,1.0,1.0,2.0
R-HSA-156588,1.0,1.0,2.0
R-HSA-187037,8.0,1.0,9.0
R-HSA-1855204,1.0,1.0,2.0
R-HSA-77588,1.0,1.0,2.0
R-HSA-71064,1.0,1.0,2.0
R-HSA-156584,1.0,1.0,2.0
R-HSA-5688354,1.0,1.0,2.0
R-HSA-5610783,1.0,1.0,2.0
R-HSA-209968,1.0,1.0,2.0
R-HSA-383280,1.0,1.0,2.0
R-HSA-70350,1.0,1.0,2.0
R-HSA-71384,1.0,1.0,2.0
R-HSA-1855196,1.0,1.0,2.0
R-HSA-181430,1.0,1.0,2.0
R-HSA-5658208,1.0,1.0,2.0
R-HSA-1300645,1.0,1.0,2.0
R-HSA-5389840,1.0,1.0,2.0
R-HSA-4551295,1.0,1.0,2.0
R-HSA-2408499,1.0,1.0,2.0
R-HSA-8942233,1.0,1.0,2.0
R-HSA-68884,1.0,1.0,2.0
R-HSA-1296059,1.0,1.0,2.0
R-HSA-112409,2.0,1.0,3.0
R-HSA-212718,1.0,1.0,2.0
R-HSA-71182,1.0,1.0,2.0
R-HSA-5679001,1.0,1.0,2.0
R-HSA-1663150,1.0,1.0,2.0
R-HSA-8857538,1.0,1.0,2.0
R-HSA-162587,2.0,1.0,3.0
R-HSA-1855192,1.0,1.0,2.0
R-HSA-8957275,1.0,1.0,2.0
R-HSA-2029481,1.0,1.0,2.0
R-HSA-3928663,1.0,1.0,2.0
R-HSA-140875,1.0,1.0,2.0
R-HSA-6798695,1.0,1.0,2.0
R-HSA-4641257,1.0,1.0,2.0
R-HSA-162791,1.0,1.0,2.0
R-HSA-4719377,1.0,1.0,2.0
R-HSA-5683678,1.0,1.0,2.0
R-HSA-8878166,4.0,1.0,5.0
R-HSA-5663220,1.0,1.0,2.0
R-HSA-379716,1.0,1.0,2.0
R-HSA-3928664,1.0,1.0,2.0
R-HSA-5619077,1.0,1.0,2.0
R-HSA-211728,1.0,1.0,2.0
R-HSA-947581,1.0,1.0,2.0
R-HSA-1855215,1.0,1.0,2.0
R-HSA-390522,1.0,1.0,2.0
R-HSA-8864260,6.0,1.0,7.0
R-HSA-1793185,4.0,1.0,5.0
R-HSA-194068,2.0,1.0,3.0
R-HSA-5619108,1.0,1.0,2.0
R-HSA-2691230,1.0,1.0,2.0
R-HSA-2029485,1.0,1.0,2.0
R-HSA-6807070,4.0,1.0,5.0
R-HSA-1475029,1.0,1.0,2.0
R-HSA-75953,1.0,1.0,2.0
R-HSA-2871837,1.0,1.0,2.0
R-HSA-73980,1.0,1.0,2.0
R-HSA-1251985,1.0,1.0,2.0
R-HSA-69109,1.0,1.0,2.0
R-HSA-1912420,1.0,1.0,2.0
R-HSA-420029,1.0,1.0,2.0
R-HSA-198933,1.0,1.0,2.0
R-HSA-5083632,1.0,1.0,2.0
R-HSA-3656234,1.0,1.0,2.0
R-HSA-1855170,1.0,1.0,2.0
R-HSA-917977,1.0,1.0,2.0
R-HSA-5696397,1.0,1.0,2.0
R-HSA-199220,1.0,1.0,2.0
R-HSA-5619096,1.0,1.0,2.0
R-HSA-982772,1.0,1.0,2.0
R-HSA-112382,1.0,1.0,2.0
R-HSA-392170,1.0,1.0,2.0
R-HSA-8955332,1.0,1.0,2.0
R-HSA-109688,1.0,1.0,2.0
R-HSA-5687868,1.0,1.0,2.0
R-HSA-4570571,1.0,1.0,2.0
R-HSA-5603029,1.0,1.0,2.0
R-HSA-69580,1.0,1.0,2.0
R-HSA-622312,4.0,1.0,5.0
R-HSA-5678520,1.0,1.0,2.0
R-HSA-140837,1.0,1.0,2.0
R-HSA-5696394,1.0,1.0,2.0
R-HSA-8937144,1.0,1.0,2.0
R-HSA-110320,1.0,1.0,2.0
R-HSA-5578999,1.0,1.0,2.0
R-HSA-4720489,1.0,1.0,2.0
R-HSA-5689896,1.0,1.0,2.0
R-HSA-5221030,1.0,1.0,2.0
R-HSA-2161517,1.0,1.0,2.0
R-HSA-75205,1.0,1.0,2.0
R-HSA-5619041,1.0,1.0,2.0
R-HSA-5578749,1.0,1.0,2.0
R-HSA-6782861,1.0,1.0,2.0
R-HSA-5362798,1.0,1.0,2.0
R-HSA-5619047,1.0,1.0,2.0
R-HSA-389356,2.0,1.0,3.0
R-HSA-8852405,1.0,1.0,2.0
R-HSA-426117,1.0,1.0,2.0
R-HSA-9013508,1.0,1.0,2.0
R-HSA-8963678,1.0,1.0,2.0
R-HSA-5693548,1.0,1.0,2.0
R-HSA-418592,1.0,1.0,2.0
R-HSA-5368598,1.0,1.0,2.0
R-HSA-1855229,1.0,1.0,2.0
R-HSA-418594,1.0,1.0,2.0
R-HSA-3134973,1.0,1.0,2.0
R-HSA-4420097,2.0,1.0,3.0
R-HSA-5619083,1.0,1.0,2.0
R-HSA-418555,1.0,1.0,2.0
R-HSA-6783310,1.0,1.0,2.0
R-HSA-77042,1.0,1.0,2.0
R-HSA-111452,1.0,1.0,2.0
R-HSA-1592389,1.0,1.0,2.0
R-HSA-112126,1.0,1.0,2.0
R-HSA-3371571,1.0,1.0,2.0
R-HSA-196807,1.0,1.0,2.0
R-HSA-3560783,1.0,1.0,2.0
R-HSA-5619035,1.0,1.0,2.0
R-HSA-6802953,1.0,1.0,2.0
R-HSA-2660825,1.0,1.0,2.0
R-HSA-3656244,1.0,1.0,2.0
R-HSA-5603037,1.0,1.0,2.0
R-HSA-2586552,1.0,1.0,2.0
R-HSA-8863795,1.0,1.0,2.0
R-HSA-1253288,1.0,1.0,2.0
R-HSA-6806664,1.0,1.0,2.0
R-HSA-5678420,1.0,1.0,2.0
R-HSA-69613,1.0,1.0,2.0
R-HSA-5619061,1.0,1.0,2.0
R-HSA-8875360,1.0,1.0,2.0
R-HSA-168181,1.0,1.0,2.0
R-HSA-168253,2.0,1.0,3.0
R-HSA-166663,2.0,1.0,3.0
R-HSA-6782135,1.0,1.0,2.0
R-HSA-5619081,1.0,1.0,2.0
R-HSA-196299,1.0,1.0,2.0
R-HSA-3656237,1.0,1.0,2.0
R-HSA-3299685,1.0,1.0,2.0
R-HSA-8934903,1.0,1.0,2.0
R-HSA-4086398,1.0,1.0,2.0
R-HSA-5579010,1.0,1.0,2.0
R-HSA-3371453,1.0,1.0,2.0
R-HSA-112303,1.0,1.0,2.0
R-HSA-936440,1.0,1.0,2.0
R-HSA-5578996,1.0,1.0,2.0
R-HSA-5687583,1.0,1.0,2.0
R-HSA-4641262,1.0,1.0,2.0
R-HSA-5610785,1.0,1.0,2.0
R-HSA-5579011,1.0,1.0,2.0
R-HSA-4043911,1.0,1.0,2.0
R-HSA-111453,1.0,1.0,2.0
R-HSA-8866427,1.0,1.0,2.0
R-HSA-5619070,1.0,1.0,2.0
R-HSA-73817,1.0,1.0,2.0
R-HSA-114604,1.0,1.0,2.0
R-HSA-5619036,1.0,1.0,2.0
R-HSA-8866654,1.0,1.0,2.0
R-HSA-3656534,2.0,1.0,3.0
R-HSA-201688,1.0,1.0,2.0
R-HSA-2029482,1.0,1.0,2.0
R-HSA-5579019,1.0,1.0,2.0
R-HSA-77075,1.0,1.0,2.0
R-HSA-189200,1.0,1.0,2.0
R-HSA-380615,1.0,1.0,2.0
R-HSA-68952,1.0,1.0,2.0
R-HSA-179812,1.0,1.0,2.0
R-HSA-189483,1.0,1.0,2.0
R-HSA-140342,1.0,1.0,2.0
R-HSA-447043,1.0,1.0,2.0
R-HSA-913709,1.0,1.0,2.0
R-HSA-5619107,1.0,1.0,2.0
R-HSA-429593,1.0,1.0,2.0
R-HSA-186763,1.0,1.0,2.0
R-HSA-5678895,1.0,1.0,2.0
R-HSA-163316,1.0,1.0,2.0
R-HSA-376172,1.0,1.0,2.0
R-HSA-4043916,1.0,1.0,2.0
R-HSA-2206281,11.0,1.0,12.0
R-HSA-2028269,1.0,1.0,2.0
R-HSA-5682294,1.0,1.0,2.0
R-HSA-5655332,2.0,1.0,3.0
R-HSA-3215018,3.0,1.0,4.0
R-HSA-4641265,1.0,1.0,2.0
R-HSA-8985801,1.0,1.0,2.0
R-HSA-5696395,1.0,1.0,2.0
R-HSA-5662853,1.0,1.0,2.0
R-HSA-8849468,1.0,1.0,2.0
R-HSA-2151209,1.0,1.0,2.0
R-HSA-164378,1.0,1.0,2.0
R-HSA-5619045,1.0,1.0,2.0
R-HSA-5655799,1.0,1.0,2.0
R-HSA-5619078,1.0,1.0,2.0
R-HSA-2644605,1.0,1.0,2.0
R-HSA-5689603,1.0,1.0,2.0
R-HSA-159234,3.0,1.0,4.0
R-HSA-983695,1.0,1.0,2.0
R-HSA-68877,3.0,1.0,4.0
R-HSA-381340,1.0,1.0,2.0
R-HSA-5083628,1.0,1.0,2.0
R-HSA-5358606,1.0,1.0,2.0
R-HSA-73728,1.0,1.0,2.0
R-HSA-1855156,1.0,1.0,2.0
R-HSA-77595,1.0,1.0,2.0
R-HSA-5627083,1.0,1.0,2.0
R-HSA-68911,1.0,1.0,2.0
R-HSA-5619085,1.0,1.0,2.0
R-HSA-5676934,1.0,1.0,2.0
R-HSA-428559,1.0,1.0,2.0
R-HSA-8851805,1.0,1.0,2.0
R-HSA-210991,1.0,1.0,2.0
R-HSA-73772,1.0,1.0,2.0
R-HSA-181438,0.0,1.0,1.0
R-HSA-447041,1.0,1.0,2.0
R-HSA-1296072,1.0,1.0,2.0
R-HSA-5339700,1.0,1.0,2.0
R-HSA-8875878,3.0,1.0,4.0
R-HSA-5619043,1.0,1.0,2.0
R-HSA-176974,1.0,1.0,2.0
R-HSA-5576886,1.0,1.0,2.0
R-HSA-416476,1.0,1.0,2.0
R-HSA-5579002,1.0,1.0,2.0
R-HSA-427652,1.0,1.0,2.0
R-HSA-174362,1.0,1.0,2.0
R-HSA-2173791,1.0,1.0,2.0
R-HSA-9013695,1.0,1.0,2.0
R-HSA-5210891,1.0,1.0,2.0
R-HSA-75158,1.0,1.0,2.0
R-HSA-75892,1.0,1.0,2.0
R-HSA-202430,1.0,1.0,2.0
R-HSA-445095,1.0,1.0,2.0
R-HSA-9010642,1.0,1.0,2.0
R-HSA-156581,1.0,1.0,2.0
R-HSA-8856688,2.0,1.0,3.0
R-HSA-1299287,1.0,1.0,2.0
R-HSA-3214858,1.0,1.0,2.0
R-HSA-8964026,1.0,1.0,2.0
R-HSA-2142700,1.0,1.0,2.0
R-HSA-5173214,1.0,1.0,2.0
R-HSA-193681,1.0,1.0,2.0
R-HSA-111471,2.0,1.0,3.0
R-HSA-918233,1.0,1.0,2.0
R-HSA-204626,1.0,1.0,2.0
R-HSA-69206,3.0,1.0,4.0
R-HSA-114294,1.0,1.0,2.0
R-HSA-3560796,1.0,1.0,2.0
R-HSA-5579026,1.0,1.0,2.0
R-HSA-4549349,1.0,1.0,2.0
R-HSA-399954,1.0,1.0,2.0
R-HSA-5619046,1.0,1.0,2.0
R-HSA-5576893,1.0,1.0,2.0
R-HSA-9035968,1.0,1.0,2.0
R-HSA-191859,1.0,1.0,2.0
R-HSA-5619079,1.0,1.0,2.0
R-HSA-418890,1.0,1.0,2.0
R-HSA-5601884,1.0,1.0,2.0
R-HSA-425561,1.0,1.0,2.0
R-HSA-418990,1.0,1.0,2.0
R-HSA-1296067,1.0,1.0,2.0
R-HSA-975957,1.0,1.0,2.0
R-HSA-975634,1.0,1.0,2.0
R-HSA-5579006,1.0,1.0,2.0
R-HSA-6790901,1.0,1.0,2.0
R-HSA-73776,1.0,1.0,2.0
R-HSA-425381,1.0,1.0,2.0
R-HSA-193692,1.0,1.0,2.0
R-HSA-8849932,1.0,1.0,2.0
R-HSA-8851907,1.0,1.0,2.0
R-HSA-8874211,1.0,1.0,2.0
R-HSA-399721,2.0,1.0,3.0
R-HSA-432030,1.0,1.0,2.0
R-HSA-5666185,1.0,1.0,2.0
R-HSA-5657560,1.0,1.0,2.0
R-HSA-5545483,1.0,1.0,2.0
R-HSA-2555396,2.0,1.0,3.0
R-HSA-8985586,1.0,1.0,2.0
R-HSA-203615,1.0,1.0,2.0
R-HSA-6785807,1.0,1.0,2.0
R-HSA-5659898,1.0,1.0,2.0
R-HSA-5689901,1.0,1.0,2.0
R-HSA-400685,2.0,1.0,3.0
R-HSA-110357,1.0,1.0,2.0
R-HSA-5619053,1.0,1.0,2.0
R-HSA-445144,1.0,1.0,2.0
R-HSA-4839735,2.0,1.0,3.0
R-HSA-5625740,1.0,1.0,2.0
R-HSA-140180,1.0,1.0,2.0
R-HSA-168638,1.0,1.0,2.0
R-HSA-4793953,1.0,1.0,2.0
R-HSA-1963640,1.0,1.0,2.0
R-HSA-8963889,1.0,1.0,2.0
R-HSA-75815,1.0,1.0,2.0
R-HSA-3214847,1.0,1.0,2.0
R-HSA-181431,1.0,1.0,2.0
R-HSA-140834,1.0,1.0,2.0
R-HSA-427601,1.0,1.0,2.0
R-HSA-69478,1.0,1.0,2.0
R-HSA-8964011,1.0,1.0,2.0
R-HSA-6781823,1.0,1.0,2.0
R-HSA-8963896,1.0,1.0,2.0
R-HSA-73863,1.0,1.0,2.0
R-HSA-427389,1.0,1.0,2.0
R-HSA-202427,1.0,1.0,2.0
R-HSA-77108,1.0,1.0,2.0
R-HSA-1855183,1.0,1.0,2.0
R-HSA-69275,8.0,1.0,9.0
R-HSA-445355,1.0,1.0,2.0
R-HSA-373080,2.0,1.0,3.0
R-HSA-264876,1.0,1.0,2.0
R-HSA-430039,1.0,1.0,2.0
R-HSA-3214815,1.0,1.0,2.0
R-HSA-418885,1.0,1.0,2.0
R-HSA-8878171,12.0,1.0,13.0
R-HSA-4085011,1.0,1.0,2.0
R-HSA-111367,1.0,1.0,2.0
R-HSA-9013700,1.0,1.0,2.0
R-HSA-6793080,1.0,1.0,2.0
R-HSA-211733,1.0,1.0,2.0
R-HSA-4341670,1.0,1.0,2.0
R-HSA-389513,1.0,1.0,2.0
R-HSA-450520,1.0,1.0,2.0
R-HSA-425410,1.0,1.0,2.0
R-HSA-5679090,1.0,1.0,2.0
R-HSA-442755,2.0,1.0,3.0
R-HSA-112308,1.0,1.0,2.0
R-HSA-212300,1.0,1.0,2.0
R-HSA-2243919,1.0,1.0,2.0
R-HSA-4724289,1.0,1.0,2.0
R-HSA-388844,1.0,1.0,2.0
R-HSA-194306,1.0,1.0,2.0
R-HSA-2428924,1.0,1.0,2.0
R-HSA-8854691,1.0,1.0,2.0
R-HSA-212676,1.0,1.0,2.0
R-HSA-163767,1.0,1.0,2.0
R-HSA-5579016,1.0,1.0,2.0
R-HSA-3595177,1.0,1.0,2.0
R-HSA-5627117,1.0,1.0,2.0
R-HSA-1433617,1.0,1.0,2.0
R-HSA-159236,1.0,1.0,2.0
R-HSA-5619037,1.0,1.0,2.0
R-HSA-217271,1.0,1.0,2.0
R-HSA-83936,1.0,1.0,2.0
R-HSA-1368071,1.0,1.0,2.0
R-HSA-5619099,1.0,1.0,2.0
R-HSA-6785470,1.0,1.0,2.0
R-HSA-139853,1.0,1.0,2.0
R-HSA-5676594,1.0,1.0,2.0
R-HSA-1632852,1.0,1.0,2.0
R-HSA-72165,1.0,1.0,2.0
R-HSA-446388,1.0,1.0,2.0
R-HSA-2132295,1.0,1.0,2.0
R-HSA-5334118,1.0,1.0,2.0
R-HSA-6802952,1.0,1.0,2.0
R-HSA-416482,1.0,1.0,2.0
R-HSA-5682910,1.0,1.0,2.0
R-HSA-3214841,1.0,1.0,2.0
R-HSA-2122948,1.0,1.0,2.0
R-HSA-1963642,1.0,1.0,2.0
R-HSA-5619040,1.0,1.0,2.0
R-HSA-110312,1.0,1.0,2.0
R-HSA-977606,1.0,1.0,2.0
R-HSA-1989781,1.0,1.0,2.0
R-HSA-450513,1.0,1.0,2.0
R-HSA-425986,1.0,1.0,2.0
R-HSA-375170,1.0,1.0,2.0
R-HSA-430116,1.0,1.0,2.0
R-HSA-3322077,1.0,1.0,2.0
R-HSA-5656121,1.0,1.0,2.0
