,fanin,fanout,degree
R-HSA-174403,5.0,1.0,6.0
R-HSA-159227,5.0,1.0,6.0
R-HSA-159230,5.0,1.0,6.0
R-HSA-159231,10.0,1.0,11.0
R-HSA-159740,0.0,1.0,1.0
R-HSA-159763,0.0,1.0,1.0
R-HSA-159782,1.0,1.0,2.0
R-HSA-1606341,2.0,1.0,3.0
R-HSA-1810476,9.0,1.0,10.0
R-HSA-1614517,1.0,1.0,2.0
R-HSA-162594,6.0,1.0,7.0
R-HSA-162599,96.0,1.0,97.0
R-HSA-164952,21.0,1.0,22.0
R-HSA-176033,26.0,1.0,27.0
R-HSA-176034,1.0,1.0,2.0
R-HSA-177243,26.0,1.0,27.0
R-HSA-180534,31.0,1.0,32.0
R-HSA-180585,32.0,1.0,33.0
R-HSA-180689,3.0,1.0,4.0
R-HSA-2022854,9.0,1.0,10.0
R-HSA-2022857,2.0,1.0,3.0
R-HSA-1971475,6.0,2.0,8.0
R-HSA-2022928,9.0,1.0,10.0
R-HSA-2024096,5.0,1.0,6.0
R-HSA-2426168,16.0,1.0,17.0
R-HSA-166020,0.0,1.0,1.0
R-HSA-166166,62.0,1.0,63.0
R-HSA-445989,16.0,1.0,17.0
R-HSA-450294,44.0,2.0,46.0
R-HSA-167826,0.0,1.0,1.0
R-HSA-167827,0.0,1.0,1.0
R-HSA-166786,1.0,1.0,2.0
R-HSA-173736,1.0,1.0,2.0
R-HSA-975155,52.0,2.0,54.0
R-HSA-168927,12.0,1.0,13.0
R-HSA-9013957,4.0,1.0,5.0
R-HSA-9013973,8.0,1.0,9.0
R-HSA-9014325,9.0,1.0,10.0
R-HSA-168276,28.0,1.0,29.0
R-HSA-168277,0.0,1.0,1.0
R-HSA-168268,0.0,1.0,1.0
R-HSA-168270,0.0,1.0,1.0
R-HSA-168271,2.0,1.0,3.0
R-HSA-168273,52.0,1.0,53.0
R-HSA-168274,2.0,1.0,3.0
R-HSA-168275,0.0,1.0,1.0
R-HSA-5250955,3.0,1.0,4.0
R-HSA-5250958,1.0,1.0,2.0
R-HSA-5250968,1.0,1.0,2.0
R-HSA-5250971,2.0,1.0,3.0
R-HSA-5250981,3.0,1.0,4.0
R-HSA-5250982,1.0,1.0,2.0
R-HSA-5250989,2.0,1.0,3.0
R-HSA-5250992,1.0,1.0,2.0
R-HSA-174084,40.0,1.0,41.0
R-HSA-174178,41.0,1.0,42.0
R-HSA-176407,12.0,1.0,13.0
R-HSA-176814,42.0,1.0,43.0
R-HSA-174417,16.0,1.0,17.0
R-HSA-2022870,10.0,1.0,11.0
R-HSA-2022923,3.0,1.0,4.0
R-HSA-2024101,6.0,1.0,7.0
R-HSA-171319,1.0,1.0,2.0
R-HSA-629602,3.0,1.0,4.0
R-HSA-3249367,2.0,1.0,3.0
R-HSA-3270619,2.0,1.0,3.0
R-HSA-1839124,16.0,1.0,17.0
R-HSA-1839126,13.0,1.0,14.0
R-HSA-187015,1.0,1.0,2.0
R-HSA-167021,1.0,1.0,2.0
R-HSA-177504,8.0,1.0,9.0
R-HSA-187687,19.0,1.0,20.0
R-HSA-198203,6.0,1.0,7.0
R-HSA-198725,18.0,1.0,19.0
R-HSA-198745,1.0,1.0,2.0
R-HSA-198765,2.0,1.0,3.0
R-HSA-190239,2.0,1.0,3.0
R-HSA-190241,2.0,1.0,3.0
R-HSA-190242,2.0,1.0,3.0
R-HSA-190322,3.0,1.0,4.0
R-HSA-190861,2.0,1.0,3.0
R-HSA-190873,5.0,1.0,6.0
R-HSA-6807047,1.0,1.0,2.0
R-HSA-6807062,1.0,1.0,2.0
R-HSA-191647,2.0,1.0,3.0
R-HSA-192105,6.0,1.0,7.0
R-HSA-209543,9.0,1.0,10.0
R-HSA-209560,10.0,1.0,11.0
R-HSA-193634,4.0,1.0,5.0
R-HSA-209563,3.0,1.0,4.0
R-HSA-159418,4.0,1.0,5.0
R-HSA-195399,2.0,1.0,3.0
R-HSA-193048,1.0,1.0,2.0
R-HSA-193144,0.0,1.0,1.0
R-HSA-193993,0.0,1.0,1.0
R-HSA-194002,0.0,1.0,1.0
R-HSA-196108,5.0,1.0,6.0
R-HSA-197264,6.0,1.0,7.0
R-HSA-196783,3.0,1.0,4.0
R-HSA-6811558,45.0,1.0,46.0
R-HSA-4411364,6.0,1.0,7.0
R-HSA-2046105,3.0,1.0,4.0
R-HSA-2046106,7.0,1.0,8.0
R-HSA-193648,31.0,1.0,32.0
R-HSA-205025,4.0,1.0,5.0
R-HSA-205043,12.0,1.0,13.0
R-HSA-350864,1.0,1.0,2.0
R-HSA-211916,1.0,1.0,2.0
R-HSA-211935,1.0,1.0,2.0
R-HSA-211958,2.0,1.0,3.0
R-HSA-211976,3.0,1.0,4.0
R-HSA-211979,1.0,1.0,2.0
R-HSA-211981,0.0,1.0,1.0
R-HSA-2142670,0.0,1.0,1.0
R-HSA-2142688,3.0,1.0,4.0
R-HSA-2142691,4.0,1.0,5.0
R-HSA-2142696,1.0,1.0,2.0
R-HSA-2142712,2.0,1.0,3.0
R-HSA-2142770,1.0,1.0,2.0
R-HSA-2142816,1.0,1.0,2.0
R-HSA-2162123,4.0,1.0,5.0
R-HSA-2142850,0.0,1.0,1.0
R-HSA-2160916,7.0,1.0,8.0
R-HSA-2173788,18.0,1.0,19.0
R-HSA-2173795,17.0,1.0,18.0
R-HSA-2173796,21.0,1.0,22.0
R-HSA-2206280,0.0,1.0,1.0
R-HSA-2206282,0.0,1.0,1.0
R-HSA-2206285,0.0,1.0,1.0
R-HSA-2206290,0.0,1.0,1.0
R-HSA-2206291,0.0,1.0,1.0
R-HSA-2206292,0.0,1.0,1.0
R-HSA-2206296,0.0,1.0,1.0
R-HSA-2206302,0.0,1.0,1.0
R-HSA-2206305,0.0,1.0,1.0
R-HSA-2206307,0.0,1.0,1.0
R-HSA-2206308,0.0,1.0,1.0
R-HSA-2428933,4.0,1.0,5.0
R-HSA-2466712,1.0,1.0,2.0
R-HSA-68881,1.0,1.0,2.0
R-HSA-68882,103.0,1.0,104.0
R-HSA-2559584,6.0,1.0,7.0
R-HSA-2644606,39.0,1.0,40.0
R-HSA-2644607,5.0,1.0,6.0
R-HSA-2660826,4.0,1.0,5.0
R-HSA-2691232,10.0,1.0,11.0
R-HSA-2894862,39.0,1.0,40.0
R-HSA-2980766,32.0,1.0,33.0
R-HSA-3108214,50.0,1.0,51.0
R-HSA-3232118,15.0,1.0,16.0
R-HSA-3232142,30.0,1.0,31.0
R-HSA-3899300,31.0,1.0,32.0
R-HSA-4085377,27.0,1.0,28.0
R-HSA-4090294,20.0,1.0,21.0
R-HSA-4551638,37.0,1.0,38.0
R-HSA-4570464,32.0,1.0,33.0
R-HSA-4615885,31.0,1.0,32.0
R-HSA-4655427,8.0,1.0,9.0
R-HSA-4755510,10.0,1.0,11.0
R-HSA-3248023,0.0,1.0,1.0
R-HSA-3065676,3.0,1.0,4.0
R-HSA-3065678,4.0,1.0,5.0
R-HSA-3065679,5.0,1.0,6.0
R-HSA-3229133,0.0,1.0,1.0
R-HSA-3274531,0.0,1.0,1.0
R-HSA-3282872,0.0,1.0,1.0
R-HSA-3785653,6.0,1.0,7.0
R-HSA-3814836,2.0,1.0,3.0
R-HSA-3828062,2.0,1.0,3.0
R-HSA-3858516,0.0,1.0,1.0
R-HSA-3878781,0.0,1.0,1.0
R-HSA-5357609,1.0,1.0,2.0
R-HSA-3359454,1.0,1.0,2.0
R-HSA-3359457,0.0,1.0,1.0
R-HSA-3359458,0.0,1.0,1.0
R-HSA-3359462,0.0,1.0,1.0
R-HSA-3359463,0.0,1.0,1.0
R-HSA-3359467,2.0,1.0,3.0
R-HSA-3359469,2.0,1.0,3.0
R-HSA-3359471,0.0,1.0,1.0
R-HSA-3359473,2.0,1.0,3.0
R-HSA-3359474,1.0,1.0,2.0
R-HSA-3359475,1.0,1.0,2.0
R-HSA-3359478,0.0,1.0,1.0
R-HSA-3359485,2.0,1.0,3.0
R-HSA-3311021,3.0,1.0,4.0
R-HSA-3304356,4.0,1.0,5.0
R-HSA-3315487,5.0,1.0,6.0
R-HSA-3371598,0.0,1.0,1.0
R-HSA-3371599,5.0,1.0,6.0
R-HSA-3371568,11.0,1.0,12.0
R-HSA-3642279,1.0,1.0,2.0
R-HSA-3645790,2.0,1.0,3.0
R-HSA-3656532,4.0,1.0,5.0
R-HSA-3656535,2.0,1.0,3.0
R-HSA-5628897,48.0,1.0,49.0
R-HSA-5633007,109.0,1.0,110.0
R-HSA-5633008,30.0,1.0,31.0
R-HSA-6791312,23.0,1.0,24.0
R-HSA-6796648,44.0,1.0,45.0
R-HSA-3296197,0.0,1.0,1.0
R-HSA-375276,30.0,1.0,31.0
R-HSA-375280,4.0,1.0,5.0
R-HSA-375281,1.0,1.0,2.0
R-HSA-391903,0.0,1.0,1.0
R-HSA-418038,3.0,1.0,4.0
R-HSA-419408,5.0,1.0,6.0
R-HSA-419771,2.0,1.0,3.0
R-HSA-444209,1.0,1.0,2.0
R-HSA-419812,0.0,1.0,1.0
R-HSA-420092,10.0,1.0,11.0
R-HSA-379397,1.0,1.0,2.0
R-HSA-379398,1.0,1.0,2.0
R-HSA-380287,53.0,1.0,54.0
R-HSA-380612,1.0,1.0,2.0
R-HSA-389357,12.0,1.0,13.0
R-HSA-389359,8.0,1.0,9.0
R-HSA-389957,13.0,1.0,14.0
R-HSA-389960,10.0,1.0,11.0
R-HSA-390450,6.0,1.0,7.0
R-HSA-389599,5.0,1.0,6.0
R-HSA-389887,4.0,1.0,5.0
R-HSA-390247,7.0,1.0,8.0
R-HSA-392451,13.0,1.0,14.0
R-HSA-418217,11.0,1.0,12.0
R-HSA-399719,13.0,1.0,14.0
R-HSA-399710,0.0,1.0,1.0
R-HSA-434316,5.0,1.0,6.0
R-HSA-416550,4.0,1.0,5.0
R-HSA-416572,10.0,1.0,11.0
R-HSA-4608870,38.0,1.0,39.0
R-HSA-5099900,8.0,1.0,9.0
R-HSA-5140745,2.0,1.0,3.0
R-HSA-881907,10.0,1.0,11.0
R-HSA-381753,35.0,1.0,36.0
R-HSA-420597,1.0,1.0,2.0
R-HSA-432720,21.0,1.0,22.0
R-HSA-432722,42.0,1.0,43.0
R-HSA-435354,7.0,1.0,8.0
R-HSA-427589,1.0,1.0,2.0
R-HSA-438064,16.0,1.0,17.0
R-HSA-5218920,18.0,1.0,19.0
R-HSA-5218921,11.0,1.0,12.0
R-HSA-438066,5.0,1.0,6.0
R-HSA-448706,1.0,1.0,2.0
R-HSA-9007892,1.0,1.0,2.0
R-HSA-9008059,14.0,1.0,15.0
R-HSA-9012546,1.0,1.0,2.0
R-HSA-9014826,2.0,1.0,3.0
R-HSA-9014843,1.0,1.0,2.0
R-HSA-8984722,7.0,1.0,8.0
R-HSA-9020591,22.0,1.0,23.0
R-HSA-9020933,3.0,1.0,4.0
R-HSA-9020956,7.0,1.0,8.0
R-HSA-451306,3.0,1.0,4.0
R-HSA-500657,11.0,1.0,12.0
R-HSA-8983432,8.0,1.0,9.0
R-HSA-8985947,5.0,1.0,6.0
R-HSA-9020558,7.0,1.0,8.0
R-HSA-9020958,5.0,1.0,6.0
R-HSA-912526,11.0,2.0,13.0
R-HSA-5467340,9.0,1.0,10.0
R-HSA-5467345,1.0,1.0,2.0
R-HSA-5358747,10.0,1.0,11.0
R-HSA-5358749,10.0,1.0,11.0
R-HSA-5358751,10.0,1.0,11.0
R-HSA-5358752,10.0,1.0,11.0
R-HSA-5467333,0.0,1.0,1.0
R-HSA-5467337,9.0,1.0,10.0
R-HSA-5467343,1.0,1.0,2.0
R-HSA-5467348,9.0,1.0,10.0
R-HSA-912631,16.0,1.0,17.0
R-HSA-901042,18.0,1.0,19.0
R-HSA-549127,1.0,1.0,2.0
R-HSA-561048,1.0,1.0,2.0
R-HSA-5607761,35.0,1.0,36.0
R-HSA-5607763,6.0,1.0,7.0
R-HSA-5660668,2.0,1.0,3.0
R-HSA-5625886,10.0,1.0,11.0
R-HSA-5637810,12.0,1.0,13.0
R-HSA-1236382,15.0,1.0,16.0
R-HSA-5638303,1.0,1.0,2.0
R-HSA-5654687,13.0,1.0,14.0
R-HSA-5654696,13.0,1.0,14.0
R-HSA-5654708,13.0,1.0,14.0
R-HSA-5654716,14.0,1.0,15.0
R-HSA-5654726,17.0,1.0,18.0
R-HSA-5654727,17.0,1.0,18.0
R-HSA-5654732,17.0,1.0,18.0
R-HSA-5654733,18.0,1.0,19.0
R-HSA-5658623,2.0,1.0,3.0
R-HSA-6803529,17.0,1.0,18.0
R-HSA-1839128,0.0,1.0,1.0
R-HSA-8853334,8.0,1.0,9.0
R-HSA-8853338,10.0,1.0,11.0
R-HSA-5658442,41.0,1.0,42.0
R-HSA-5673000,17.0,1.0,18.0
R-HSA-5674135,23.0,1.0,24.0
R-HSA-5675221,24.0,1.0,25.0
R-HSA-5218900,8.0,1.0,9.0
R-HSA-5685942,41.0,1.0,42.0
R-HSA-5685938,23.0,1.0,24.0
R-HSA-5693607,43.0,1.0,44.0
R-HSA-6799198,23.0,1.0,24.0
R-HSA-844455,2.0,1.0,3.0
R-HSA-844456,8.0,1.0,9.0
R-HSA-844615,1.0,1.0,2.0
R-HSA-844623,2.0,1.0,3.0
R-HSA-1059683,7.0,1.0,8.0
R-HSA-6788467,5.0,1.0,6.0
R-HSA-5659996,0.0,1.0,1.0
R-HSA-6791055,0.0,1.0,1.0
R-HSA-6791461,0.0,1.0,1.0
R-HSA-6791462,0.0,1.0,1.0
R-HSA-8943723,9.0,1.0,10.0
R-HSA-8943724,35.0,1.0,36.0
R-HSA-8948747,7.0,1.0,8.0
R-HSA-8948751,43.0,1.0,44.0
R-HSA-68616,5.0,1.0,6.0
R-HSA-68689,6.0,1.0,7.0
R-HSA-68827,35.0,1.0,36.0
R-HSA-162658,9.0,1.0,10.0
R-HSA-2299718,12.0,1.0,13.0
R-HSA-2465910,7.0,1.0,8.0
R-HSA-2500257,56.0,1.0,57.0
R-HSA-2514853,4.0,1.0,5.0
R-HSA-380320,54.0,1.0,55.0
R-HSA-2470946,7.0,1.0,8.0
R-HSA-69091,9.0,2.0,11.0
R-HSA-69183,10.0,1.0,11.0
R-HSA-187577,37.0,1.0,38.0
R-HSA-69205,7.0,1.0,8.0
R-HSA-69231,31.0,1.0,32.0
R-HSA-69273,10.0,1.0,11.0
R-HSA-156711,6.0,1.0,7.0
R-HSA-2565942,58.0,1.0,59.0
R-HSA-8852276,34.0,1.0,35.0
R-HSA-8854050,33.0,1.0,34.0
R-HSA-8854518,47.0,1.0,48.0
R-HSA-8854521,0.0,1.0,1.0
R-HSA-75035,5.0,1.0,6.0
R-HSA-69563,38.0,1.0,39.0
R-HSA-69610,31.0,1.0,32.0
R-HSA-170822,22.0,1.0,23.0
R-HSA-204174,8.0,1.0,9.0
R-HSA-72662,30.0,1.0,31.0
R-HSA-72689,40.0,1.0,41.0
R-HSA-72695,25.0,1.0,26.0
R-HSA-72702,30.0,1.0,31.0
R-HSA-72706,48.0,1.0,49.0
R-HSA-72731,7.0,1.0,8.0
R-HSA-110330,1.0,1.0,2.0
R-HSA-110331,1.0,1.0,2.0
R-HSA-110328,7.0,1.0,8.0
R-HSA-110329,7.0,1.0,8.0
R-HSA-2393930,5.0,1.0,6.0
R-HSA-74713,2.0,1.0,3.0
R-HSA-74749,5.0,1.0,6.0
R-HSA-75876,12.0,1.0,13.0
R-HSA-69229,32.0,1.0,33.0
R-HSA-77286,6.0,1.0,7.0
R-HSA-71032,4.0,1.0,5.0
R-HSA-77288,1.0,1.0,2.0
R-HSA-877312,10.0,1.0,11.0
R-HSA-6811434,40.0,1.0,41.0
R-HSA-6811436,24.0,1.0,25.0
R-HSA-1358803,9.0,1.0,10.0
R-HSA-8866904,5.0,1.0,6.0
R-HSA-8866906,0.0,1.0,1.0
R-HSA-8866907,3.0,1.0,4.0
R-HSA-8866910,5.0,1.0,6.0
R-HSA-8866911,3.0,1.0,4.0
R-HSA-8869496,2.0,1.0,3.0
R-HSA-8874081,3.0,1.0,4.0
R-HSA-8875513,1.0,1.0,2.0
R-HSA-8875555,9.0,1.0,10.0
R-HSA-8941855,5.0,1.0,6.0
R-HSA-8941856,10.0,1.0,11.0
R-HSA-8941858,31.0,1.0,32.0
R-HSA-8949275,2.0,1.0,3.0
R-HSA-8951430,6.0,1.0,7.0
R-HSA-8951671,1.0,1.0,2.0
R-HSA-8951911,2.0,1.0,3.0
R-HSA-8951936,4.0,1.0,5.0
R-HSA-8952158,3.0,1.0,4.0
R-HSA-8939902,41.0,1.0,42.0
R-HSA-8941326,15.0,1.0,16.0
R-HSA-8941332,5.0,1.0,6.0
R-HSA-8941333,3.0,1.0,4.0
R-HSA-8877330,2.0,1.0,3.0
R-HSA-8931987,6.0,1.0,7.0
R-HSA-8934593,16.0,1.0,17.0
R-HSA-8935964,3.0,1.0,4.0
R-HSA-8936459,32.0,1.0,33.0
R-HSA-8939236,49.0,1.0,50.0
R-HSA-8939242,5.0,1.0,6.0
R-HSA-8939243,24.0,1.0,25.0
R-HSA-8939245,4.0,1.0,5.0
R-HSA-8939246,5.0,1.0,6.0
R-HSA-8939247,3.0,1.0,4.0
R-HSA-8939256,4.0,1.0,5.0
R-HSA-888568,0.0,1.0,1.0
R-HSA-888593,0.0,1.0,1.0
R-HSA-916853,1.0,1.0,2.0
R-HSA-9024909,0.0,1.0,1.0
R-HSA-9025046,0.0,1.0,1.0
R-HSA-9026357,0.0,1.0,1.0
R-HSA-9026519,4.0,1.0,5.0
R-HSA-9026527,1.0,1.0,2.0
R-HSA-9028335,3.0,1.0,4.0
R-HSA-9028731,6.0,1.0,7.0
R-HSA-9032500,4.0,1.0,5.0
R-HSA-9032845,4.0,1.0,5.0
R-HSA-9017802,5.0,1.0,6.0
R-HSA-9018676,3.0,1.0,4.0
R-HSA-9018681,1.0,1.0,2.0
R-HSA-9018682,1.0,1.0,2.0
R-HSA-9020265,3.0,1.0,4.0
R-HSA-9026395,0.0,1.0,1.0
R-HSA-9018896,3.0,1.0,4.0
R-HSA-9023661,3.0,1.0,4.0
R-HSA-9025094,2.0,1.0,3.0
R-HSA-9025106,1.0,1.0,2.0
R-HSA-9034013,0.0,1.0,1.0
R-HSA-9034793,1.0,1.0,2.0
R-HSA-9034864,4.0,1.0,5.0
R-HSA-9603381,4.0,1.0,5.0
R-HSA-9603505,2.0,1.0,3.0
R-HSA-167060,2.0,1.0,3.0
R-HSA-912694,9.0,1.0,10.0
R-HSA-977068,5.0,1.0,6.0
R-HSA-964739,3.0,1.0,4.0
R-HSA-975576,11.0,1.0,12.0
R-HSA-977441,2.0,1.0,3.0
R-HSA-977442,0.0,1.0,1.0
R-HSA-977444,15.0,1.0,16.0
R-HSA-75205,2.0,1.0,3.0
R-HSA-75892,6.0,1.0,7.0
R-HSA-111452,2.0,1.0,3.0
R-HSA-111453,4.0,1.0,5.0
R-HSA-111457,2.0,1.0,3.0
R-HSA-114294,2.0,1.0,3.0
R-HSA-75108,3.0,1.0,4.0
R-HSA-110312,10.0,1.0,11.0
R-HSA-110320,11.0,1.0,12.0
R-HSA-5655862,10.0,1.0,11.0
R-HSA-5656121,10.0,1.0,11.0
R-HSA-5656169,19.0,1.0,20.0
R-HSA-112303,2.0,1.0,3.0
R-HSA-181429,5.0,1.0,6.0
R-HSA-181430,5.0,1.0,6.0
R-HSA-210500,7.0,1.0,8.0
R-HSA-212676,6.0,1.0,7.0
R-HSA-264642,5.0,1.0,6.0
R-HSA-210455,3.0,1.0,4.0
R-HSA-112308,6.0,1.0,7.0
R-HSA-426048,3.0,1.0,4.0
R-HSA-1433617,2.0,1.0,3.0
R-HSA-1300642,1.0,1.0,2.0
R-HSA-1300644,1.0,1.0,2.0
R-HSA-1300645,0.0,1.0,1.0
R-HSA-1300652,1.0,1.0,2.0
R-HSA-2534343,0.0,1.0,1.0
R-HSA-1250196,11.0,1.0,12.0
R-HSA-1251932,3.0,1.0,4.0
R-HSA-1306955,3.0,1.0,4.0
R-HSA-1963640,7.0,1.0,8.0
R-HSA-1963642,7.0,1.0,8.0
R-HSA-6785631,6.0,1.0,7.0
R-HSA-8847993,5.0,1.0,6.0
R-HSA-1250342,4.0,1.0,5.0
R-HSA-1250347,6.0,1.0,7.0
R-HSA-1251985,12.0,1.0,13.0
R-HSA-1253288,6.0,1.0,7.0
R-HSA-198323,12.0,1.0,13.0
R-HSA-198693,7.0,1.0,8.0
R-HSA-381340,39.0,1.0,40.0
R-HSA-5682910,3.0,1.0,4.0
R-HSA-1170546,8.0,1.0,9.0
R-HSA-982772,12.0,1.0,13.0
R-HSA-198933,26.0,1.0,27.0
R-HSA-2132295,55.0,1.0,56.0
R-HSA-392517,7.0,1.0,8.0
R-HSA-8851680,6.0,1.0,7.0
R-HSA-1296025,1.0,1.0,2.0
R-HSA-1296053,1.0,1.0,2.0
R-HSA-1296067,2.0,1.0,3.0
R-HSA-1296052,2.0,1.0,3.0
R-HSA-1296061,2.0,1.0,3.0
R-HSA-1296072,10.0,1.0,11.0
R-HSA-1299287,0.0,1.0,1.0
R-HSA-1299308,2.0,1.0,3.0
R-HSA-1299316,0.0,1.0,1.0
R-HSA-1299344,0.0,1.0,1.0
R-HSA-1299361,0.0,1.0,1.0
R-HSA-1299503,0.0,1.0,1.0
R-HSA-2395516,2.0,1.0,3.0
R-HSA-140834,1.0,1.0,2.0
R-HSA-140837,3.0,1.0,4.0
R-HSA-140875,4.0,1.0,5.0
R-HSA-1475029,3.0,1.0,4.0
R-HSA-2564830,7.0,1.0,8.0
R-HSA-71737,1.0,1.0,2.0
R-HSA-1433559,11.0,1.0,12.0
R-HSA-1442490,10.0,1.0,11.0
R-HSA-1592389,5.0,1.0,6.0
R-HSA-1566977,0.0,1.0,1.0
R-HSA-216083,14.0,1.0,15.0
R-HSA-3000157,6.0,1.0,7.0
R-HSA-3000178,12.0,1.0,13.0
R-HSA-8941237,3.0,1.0,4.0
R-HSA-1237044,6.0,1.0,7.0
R-HSA-1247673,3.0,1.0,4.0
R-HSA-1855156,0.0,1.0,1.0
R-HSA-1855167,1.0,1.0,2.0
R-HSA-1855170,0.0,1.0,1.0
R-HSA-1855183,8.0,1.0,9.0
R-HSA-1855184,0.0,1.0,1.0
R-HSA-1855191,2.0,1.0,3.0
R-HSA-1855192,0.0,1.0,1.0
R-HSA-1855196,0.0,1.0,1.0
R-HSA-1855204,14.0,1.0,15.0
R-HSA-1855215,0.0,1.0,1.0
R-HSA-1855229,0.0,1.0,1.0
R-HSA-1855231,0.0,1.0,1.0
R-HSA-1221632,23.0,1.0,24.0
R-HSA-912446,19.0,1.0,20.0
R-HSA-373753,11.0,1.0,12.0
R-HSA-391160,7.0,1.0,8.0
R-HSA-2473224,2.0,1.0,3.0
R-HSA-156581,8.0,1.0,9.0
R-HSA-156582,0.0,1.0,1.0
R-HSA-174362,2.0,2.0,4.0
R-HSA-2129379,10.0,1.0,11.0
R-HSA-156902,31.0,1.0,32.0
R-HSA-171306,11.0,1.0,12.0
R-HSA-499943,11.0,1.0,12.0
R-HSA-2151201,18.0,1.0,19.0
R-HSA-2151209,5.0,1.0,6.0
R-HSA-8949613,7.0,1.0,8.0
R-HSA-1237112,5.0,1.0,6.0
R-HSA-1614603,2.0,1.0,3.0
R-HSA-2028269,9.0,1.0,10.0
R-HSA-2586552,9.0,1.0,10.0
R-HSA-162699,1.0,1.0,2.0
R-HSA-162710,11.0,1.0,12.0
R-HSA-162791,4.0,1.0,5.0
R-HSA-163210,0.0,1.0,1.0
R-HSA-164378,6.0,1.0,7.0
R-HSA-163358,1.0,1.0,2.0
R-HSA-163680,5.0,1.0,6.0
R-HSA-163754,1.0,1.0,2.0
R-HSA-163765,4.0,1.0,5.0
R-HSA-163767,4.0,1.0,5.0
R-HSA-1663150,5.0,1.0,6.0
R-HSA-204626,4.0,1.0,5.0
R-HSA-5358493,6.0,1.0,7.0
R-HSA-8948216,8.0,1.0,9.0
R-HSA-165181,2.0,1.0,3.0
R-HSA-166208,11.0,1.0,12.0
R-HSA-380972,22.0,1.0,23.0
R-HSA-166665,0.0,1.0,1.0
R-HSA-174577,0.0,1.0,1.0
R-HSA-977606,6.0,1.0,7.0
R-HSA-1222556,13.0,1.0,14.0
R-HSA-6798695,238.0,1.0,239.0
R-HSA-879415,9.0,1.0,10.0
R-HSA-168638,24.0,1.0,25.0
R-HSA-1679131,6.0,1.0,7.0
