,,coef
TMEM99,gene_expression,0.0
ANP32A,gene_expression,4.164705e-08
MKNK1,gene_expression,4.1188232e-05
TTLL4,gene_expression,3.3673025e-08
EREG,gene_expression,2.8422224e-05
ARPC1A,gene_expression,1.8152954e-05
LRRC8A,gene_expression,4.818809e-05
PIGG,gene_expression,1.1009996e-08
HMGN4,gene_expression,0.0
URB1,gene_expression,0.0
CAPZA1,gene_expression,1.946881e-05
KRCC1,gene_expression,0.0
CNN2,gene_expression,2.5215406e-05
ELK3,gene_expression,0.0
DNAH12,gene_expression,0.0
HYAL4,gene_expression,0.0
ZSWIM3,gene_expression,0.0
ZNF207,gene_expression,0.0
ZNF354B,gene_expression,0.0
CEBPE,gene_expression,0.0
PRKAR2A,gene_expression,2.632781e-08
FLCN,gene_expression,0.0
DCAF7,gene_expression,3.9600086e-06
LAMTOR5,gene_expression,9.610831e-05
KDM6B,gene_expression,4.9650727e-05
TRIM26,gene_expression,0.0
INTU,gene_expression,0.0
RASSF4,gene_expression,0.0
TCEA3,gene_expression,0.0
PDCD7,gene_expression,1.17567e-08
DUSP8,gene_expression,1.5829445e-07
OGT,gene_expression,1.904308e-08
KLHDC10,gene_expression,0.0
SKIL,gene_expression,2.8538443e-06
CASQ2,gene_expression,0.0
KDELR2,gene_expression,7.658108e-08
PDHX,gene_expression,4.8181832e-08
BCL2L12,gene_expression,0.0
DENND5B,gene_expression,1.5359356e-08
RP1,gene_expression,0.0
ISCU,gene_expression,0.0
DHRS11,gene_expression,0.0
KAT2A,gene_expression,7.03142e-05
SAMD3,gene_expression,0.0
TIAM2,gene_expression,1.2801261e-06
MAVS,gene_expression,0.00013236838
PLEKHB2,gene_expression,0.0
ACOX1,gene_expression,1.2779732e-06
RMI2,gene_expression,6.3781687e-07
SUZ12,gene_expression,0.0001156284
ZNF227,gene_expression,0.0
LEPROT,gene_expression,0.0
C1RL,gene_expression,0.0
MORC2,gene_expression,0.0
RBM43,gene_expression,0.0
ITK,gene_expression,1.3904502e-05
AP4E1,gene_expression,3.8825462e-08
GSTCD,gene_expression,0.0
STK11IP,gene_expression,0.00057091634
BCR,gene_expression,9.397871e-06
MAP3K4,gene_expression,0.0
SPDL1,gene_expression,7.416742e-07
ZBTB45,gene_expression,0.0
YPEL5,gene_expression,4.891265e-05
ALPK3,gene_expression,0.0
CHKB,gene_expression,5.6538727e-07
DUSP16,gene_expression,2.1289095e-07
EXOC8,gene_expression,6.1441565e-06
HOXA6,gene_expression,0.0
CACNA2D2,gene_expression,1.0568731e-06
WDSUB1,gene_expression,0.0
SETD3,gene_expression,1.6225827e-05
CMTM7,gene_expression,0.0
E2F7,gene_expression,5.7474476e-06
ARF1,gene_expression,2.5553942e-05
SERINC2,gene_expression,1.16346364e-07
ZNF552,gene_expression,0.0
PAAF1,gene_expression,0.0
ST7,gene_expression,0.0
ABCG1,gene_expression,5.8647097e-06
SLC19A2,gene_expression,1.173266e-06
MCM3,gene_expression,1.8822968e-06
ZNF77,gene_expression,0.0
TWF2,gene_expression,0.0
MMAA,gene_expression,1.7958724e-05
CLIP1,gene_expression,5.565252e-06
CLK4,gene_expression,0.0
ANO10,gene_expression,0.0
CTNNA1,gene_expression,2.429346e-06
SPIB,gene_expression,0.0
DPEP3,gene_expression,2.984905e-06
MAP3K7CL,gene_expression,0.0
LYL1,gene_expression,0.0
GOLGA6L1,gene_expression,0.0
LMO2,gene_expression,5.2556643e-05
BVES,gene_expression,0.0
QSER1,gene_expression,0.0
PHOSPHO2,gene_expression,0.0
COPS3,gene_expression,3.241007e-05
SAAL1,gene_expression,0.0
CTSK,gene_expression,1.0034117e-06
DTWD1,gene_expression,0.0
SIAH3,gene_expression,0.0
ARMC6,gene_expression,0.0
ITPKB,gene_expression,2.9050415e-07
EPS8,gene_expression,0.0
FBXL3,gene_expression,4.223171e-05
ARIH2,gene_expression,1.6711747e-05
PTPRN2,gene_expression,5.751517e-07
UBE3A,gene_expression,2.4870587e-05
AGO4,gene_expression,0.00010787899
SPATS2,gene_expression,0.0
CLDN20,gene_expression,9.646201e-06
ZNF91,gene_expression,0.0
AKAP10,gene_expression,0.0
CRADD,gene_expression,1.900375e-06
COPS8,gene_expression,2.0738067e-05
MIEF1,gene_expression,0.0
ENTPD6,gene_expression,2.418723e-06
CARD6,gene_expression,0.0
MRPL35,gene_expression,3.5908148e-08
HCN2,gene_expression,4.066133e-06
KCTD8,gene_expression,0.0
SPEN,gene_expression,0.0
IST1,gene_expression,9.8840996e-05
PDGFA,gene_expression,1.6838783e-05
EHMT1,gene_expression,7.315113e-06
TADA2A,gene_expression,1.4369097e-07
RSRC1,gene_expression,0.0
UGCG,gene_expression,6.3560224e-06
ATE1,gene_expression,0.0
PHAX,gene_expression,1.8791742e-06
ARFGAP1,gene_expression,2.2465846e-07
FSD1,gene_expression,0.0
TOMM40L,gene_expression,0.0
MRPL2,gene_expression,1.1633948e-09
ZNF687,gene_expression,0.0
ZMYM5,gene_expression,0.0
RNF113A,gene_expression,0.0
DGKE,gene_expression,0.0
ADO,gene_expression,0.0
ARHGAP10,gene_expression,1.593812e-05
FIGNL1,gene_expression,0.0
CNPY4,gene_expression,0.0
MTMR9,gene_expression,3.5663907e-05
TSEN54,gene_expression,7.375249e-08
DSTYK,gene_expression,0.0
RNF146,gene_expression,6.069742e-05
PATE3,gene_expression,0.0
ARHGAP24,gene_expression,3.7863495e-06
IDH3G,gene_expression,8.701581e-08
MTCH1,gene_expression,0.0
GALNT6,gene_expression,0.0
RING1,gene_expression,0.0003494375
DXO,gene_expression,0.0
BRIX1,gene_expression,0.0
TRIP11,gene_expression,3.3366723e-06
FAAH,gene_expression,0.0
SF3B6,gene_expression,2.0372838e-06
IMP3,gene_expression,1.2442521e-08
CA5B,gene_expression,2.7219467e-05
IFT74,gene_expression,5.7142704e-09
DCK,gene_expression,1.825465e-05
TTC33,gene_expression,0.0
TRAF3,gene_expression,8.403998e-06
GNG7,gene_expression,1.26932155e-05
SPRY2,gene_expression,1.3030423e-05
PLAGL2,gene_expression,0.0
MCMDC2,gene_expression,0.0
PINK1,gene_expression,5.4947737e-05
YIPF3,gene_expression,0.0
NUDCD2,gene_expression,0.0
PHTF1,gene_expression,0.0
GAB3,gene_expression,0.0
SMARCD1,gene_expression,0.00014026991
CDC34,gene_expression,0.00017742193
FAM98B,gene_expression,5.32476e-08
CETN3,gene_expression,0.0
CFAP70,gene_expression,0.0
LIPC,gene_expression,1.0146638e-06
CHERP,gene_expression,3.816924e-07
IQCC,gene_expression,0.0
SDHA,gene_expression,2.2947536e-07
ANGPT1,gene_expression,1.8334335e-06
PRCC,gene_expression,6.779479e-08
SGSH,gene_expression,1.9349552e-07
PPP2R2C,gene_expression,0.0
ZNF7,gene_expression,0.0
NAT8B,gene_expression,3.3939516e-06
RABAC1,gene_expression,0.0
PPFIBP1,gene_expression,4.6110076e-06
EIF3B,gene_expression,6.5354307e-06
FAM180B,gene_expression,0.0
DUSP11,gene_expression,0.0
RPP25L,gene_expression,0.0
SIRT4,gene_expression,3.037234e-10
MRPL43,gene_expression,1.8120735e-08
DHX30,gene_expression,0.0
DYNC1LI2,gene_expression,2.1327899e-06
FOXO3,gene_expression,0.00010825264
USP32,gene_expression,0.0
XXYLT1,gene_expression,0.0
PIK3R2,gene_expression,0.0006633972
HSD17B7,gene_expression,0.0
RPS20,gene_expression,3.159499e-06
HSP90B1,gene_expression,0.00019209647
MBOAT2,gene_expression,1.195462e-08
ANKRD10,gene_expression,0.0
ARNTL,gene_expression,8.760578e-09
ZC3H10,gene_expression,0.0
CDCA7L,gene_expression,0.0
WDR25,gene_expression,0.0
GJC1,gene_expression,2.4194498e-05
FOXD2,gene_expression,0.0
TMEM101,gene_expression,0.0
APPL1,gene_expression,4.2246348e-10
WLS,gene_expression,1.687255e-07
HSPA6,gene_expression,7.435014e-05
TDRD9,gene_expression,0.00010536425
MTURN,gene_expression,0.0
CSK,gene_expression,6.877072e-06
NPY5R,gene_expression,7.8269106e-05
AAMP,gene_expression,0.0
LIN54,gene_expression,5.728247e-08
VAMP3,gene_expression,2.1715945e-05
RPS6KA4,gene_expression,3.265037e-09
UBE2Z,gene_expression,1.4684566e-05
SFSWAP,gene_expression,0.0
BBIP1,gene_expression,2.0598738e-09
UTY,gene_expression,3.3512322e-09
EHD3,gene_expression,0.0
NRIP1,gene_expression,2.7943863e-05
LCK,gene_expression,4.0826577e-05
CDK4,gene_expression,7.475342e-06
PDPR,gene_expression,2.1467613e-08
MED14,gene_expression,7.094589e-09
HSPD1,gene_expression,1.8878432e-05
PIP5K1A,gene_expression,4.904545e-07
UBE2G2,gene_expression,5.4086404e-06
ING2,gene_expression,9.426355e-08
ARL5B,gene_expression,0.0
WDR33,gene_expression,1.1764958e-07
AHSA1,gene_expression,0.0
LRRC6,gene_expression,0.0
FAM120A,gene_expression,0.0
SWAP70,gene_expression,0.0
DYRK3,gene_expression,0.0
ETV6,gene_expression,0.0
RHPN2,gene_expression,1.7650107e-08
ABHD14A,gene_expression,0.0
OTUD7B,gene_expression,3.247928e-06
HSP90AA1,gene_expression,1.4311952e-05
KCNH2,gene_expression,1.4462438e-07
FANCI,gene_expression,1.0102428e-05
NEU1,gene_expression,0.00011801037
NUP205,gene_expression,0.00022926903
ZNF776,gene_expression,0.0
ELK4,gene_expression,0.0
FBLN1,gene_expression,4.3253954e-07
CALB2,gene_expression,0.0
NSMAF,gene_expression,0.00023400103
CROCC,gene_expression,0.0
TMEM14C,gene_expression,0.0
CDH20,gene_expression,0.0
SKA2,gene_expression,1.0587098e-05
JMY,gene_expression,8.297037e-08
SSBP3,gene_expression,0.0
ZNF74,gene_expression,0.0
AIF1L,gene_expression,0.0
IL6ST,gene_expression,0.00011482799
TTC17,gene_expression,0.0
PTK6,gene_expression,3.7653174e-06
GATC,gene_expression,0.0
MED30,gene_expression,7.83506e-09
PON2,gene_expression,3.814529e-07
ALDH1A2,gene_expression,2.1158954e-08
ZFP36L1,gene_expression,6.6600535e-07
TCP1,gene_expression,1.9968375e-05
PLEKHG5,gene_expression,4.161821e-06
SDHAF2,gene_expression,0.0
SLC50A1,gene_expression,0.00014666276
FLNA,gene_expression,2.3861787e-05
DTWD2,gene_expression,0.0
DAPK2,gene_expression,1.2784914e-08
SPECC1L,gene_expression,0.0
ZNF799,gene_expression,0.0
HIP1R,gene_expression,2.0565862e-09
B3GAT3,gene_expression,5.253141e-06
MGME1,gene_expression,0.0
SDHC,gene_expression,8.045223e-08
PPM1M,gene_expression,0.0
ZNF784,gene_expression,0.0
CDKL3,gene_expression,0.0
TIFA,gene_expression,0.0
PLA2G12A,gene_expression,1.7444478e-06
MRPS18C,gene_expression,3.9632027e-07
ELP3,gene_expression,1.9469368e-08
CDC42BPB,gene_expression,0.0
TADA3,gene_expression,7.2019867e-07
RIOK3,gene_expression,6.907236e-07
TMOD1,gene_expression,3.24841e-07
L3MBTL3,gene_expression,0.0
ABL1,gene_expression,0.0012983301
RASA2,gene_expression,9.27448e-08
VPS4A,gene_expression,4.83315e-07
AGAP4,gene_expression,0.0
SCRIB,gene_expression,4.3920663e-06
MUC4,gene_expression,7.844192e-06
EXOC3,gene_expression,7.300195e-07
COPRS,gene_expression,3.2944692e-05
CSTF3,gene_expression,3.2470214e-06
ZNF134,gene_expression,0.0
IP6K1,gene_expression,2.7271299e-06
KDM4C,gene_expression,3.7089878e-06
RHOT1,gene_expression,7.5685907e-06
NTSR1,gene_expression,0.00013237093
NFE2L1,gene_expression,0.0
TNPO2,gene_expression,0.0
NCL,gene_expression,0.0
EPB41,gene_expression,8.364935e-06
FAM53C,gene_expression,0.0
FANCE,gene_expression,8.458828e-06
EEF1E1,gene_expression,9.858896e-07
BLNK,gene_expression,1.4373244e-05
GDAP1,gene_expression,0.0
HTATIP2,gene_expression,0.0
CNOT8,gene_expression,9.163161e-05
BSDC1,gene_expression,0.0
IFRD2,gene_expression,0.0
DHX34,gene_expression,0.0
TMEM168,gene_expression,0.0
FARP1,gene_expression,0.0
NUDT5,gene_expression,2.7738013e-05
RCOR3,gene_expression,0.0
ARPC3,gene_expression,1.29370555e-05
ENTPD1,gene_expression,6.592018e-07
SMCP,gene_expression,0.0
ERCC5,gene_expression,4.5322327e-06
TRIM52,gene_expression,0.0
GEMIN2,gene_expression,1.10363594e-07
ATRX,gene_expression,0.0
CFAP58,gene_expression,0.0
MRM1,gene_expression,4.3306313e-06
EBPL,gene_expression,0.0
RNMT,gene_expression,2.0852622e-07
RTF1,gene_expression,3.8280272e-05
UST,gene_expression,0.00015797932
ZXDB,gene_expression,0.0
PALB2,gene_expression,8.645071e-06
SND1,gene_expression,3.5615977e-09
TNNT3,gene_expression,3.6551492e-07
OR5M8,gene_expression,2.2073674e-08
KMT2A,gene_expression,1.7523285e-05
GLS,gene_expression,2.9510167e-07
TMEM207,gene_expression,0.0
CCDC125,gene_expression,0.0
PYROXD2,gene_expression,0.0
RNF14,gene_expression,5.569046e-05
CAMKMT,gene_expression,4.434766e-08
HRAS,gene_expression,2.1417276e-05
DDX19B,gene_expression,0.0
ZNF76,gene_expression,0.0
SMG7,gene_expression,5.33536e-06
RSBN1L,gene_expression,0.0
DDIT3,gene_expression,1.9251308e-07
ORC1,gene_expression,7.6932025e-09
NAB1,gene_expression,0.0
WDR53,gene_expression,0.0
EGFLAM,gene_expression,0.0
PTPN1,gene_expression,0.00012230713
KCTD3,gene_expression,0.0
WNT5B,gene_expression,4.9175725e-08
PRDX1,gene_expression,7.0243976e-07
PRIM1,gene_expression,2.6490802e-06
PJA2,gene_expression,2.714047e-05
ZKSCAN2,gene_expression,0.0
ZNF526,gene_expression,0.0
L2HGDH,gene_expression,1.0887474e-06
TIMMDC1,gene_expression,5.50416e-10
GNAS,gene_expression,3.2234417e-05
PLEKHM2,gene_expression,0.0
DAB2,gene_expression,4.8595473e-07
CTR9,gene_expression,2.561963e-05
FOPNL,gene_expression,0.0
BCL7A,gene_expression,0.0
BLOC1S2,gene_expression,0.0
STARD3,gene_expression,3.625022e-07
TAF1D,gene_expression,6.591125e-05
ZNF350,gene_expression,4.1141797e-07
CMC1,gene_expression,0.0
DHX40,gene_expression,0.0
ALG1,gene_expression,0.0
NUBPL,gene_expression,6.203808e-09
CRY2,gene_expression,0.0
FAM118B,gene_expression,0.0
LPL,gene_expression,5.99097e-06
TMEM260,gene_expression,0.0
PTEN,gene_expression,1.2788162e-05
HCN3,gene_expression,7.393056e-06
RAP1GAP2,gene_expression,0.0010527661
VCX3A,gene_expression,0.0
ZC3H14,gene_expression,0.0
LEMD3,gene_expression,1.7940681e-07
LMNB2,gene_expression,0.0
SCAMP2,gene_expression,0.0
HOXA1,gene_expression,4.731073e-05
HDHD3,gene_expression,0.0
NPHP3,gene_expression,1.51447e-08
STX8,gene_expression,0.0
NLGN2,gene_expression,0.00033158614
CADM4,gene_expression,0.0
COX7C,gene_expression,2.129636e-06
PLIN2,gene_expression,1.6645052e-07
NAPB,gene_expression,2.7163995e-07
METAP2,gene_expression,0.0
STAG3,gene_expression,1.9151091e-08
TXNDC11,gene_expression,0.0
ADPGK,gene_expression,0.0
VSX2,gene_expression,0.0
HK1,gene_expression,0.0
TMX3,gene_expression,0.00020459463
MYO5C,gene_expression,0.0
RGL1,gene_expression,1.2450694e-07
DAG1,gene_expression,1.2766284e-05
ZNF561,gene_expression,0.0
SHOX2,gene_expression,0.0
VEZF1,gene_expression,0.0
TICAM2,gene_expression,4.6792316e-05
NAB2,gene_expression,0.0
CASP9,gene_expression,3.448766e-07
ARMC7,gene_expression,0.0
COG6,gene_expression,4.9181796e-07
KIAA0040,gene_expression,0.0
SLC35A3,gene_expression,1.5470383e-06
PPM1D,gene_expression,0.0
TBCD,gene_expression,3.608508e-09
RAB21,gene_expression,2.5366169e-06
KRTAP10-3,gene_expression,0.0
MRPL32,gene_expression,7.317713e-08
ASPSCR1,gene_expression,2.0417366e-07
JUN,gene_expression,7.660516e-05
CHD1,gene_expression,0.00019123273
NUP133,gene_expression,5.1179642e-05
CHMP3,gene_expression,4.4277053e-07
TSNAX,gene_expression,7.119044e-06
UTP23,gene_expression,0.0
SCAF4,gene_expression,0.0
TDP1,gene_expression,2.0384385e-07
APPBP2,gene_expression,0.0
ZFP90,gene_expression,0.0
MAGEC1,gene_expression,0.0
CYB5D2,gene_expression,0.0
ACSF3,gene_expression,5.1891075e-08
KRAS,gene_expression,4.3083205e-06
NFU1,gene_expression,0.0
SH3YL1,gene_expression,0.0
KXD1,gene_expression,0.0
PRKCSH,gene_expression,0.00015485931
SEMA7A,gene_expression,2.5712822e-07
SLC7A6OS,gene_expression,0.0
REXO1,gene_expression,0.0
SLC25A40,gene_expression,0.0
ZNF417,gene_expression,0.0
STRN4,gene_expression,0.0
OSGEPL1,gene_expression,0.0
RNF213,gene_expression,1.0579878e-05
WDR61,gene_expression,7.2292487e-06
NECAP2,gene_expression,5.021735e-08
B4GALT4,gene_expression,1.8435525e-05
SCMH1,gene_expression,5.0155937e-05
CD24,gene_expression,0.0
LPAR2,gene_expression,3.2382937e-05
TRIM39,gene_expression,2.015999e-06
DACH1,gene_expression,0.0
ZBTB49,gene_expression,0.0
CDC42,gene_expression,0.00011702618
TGFBR1,gene_expression,1.8897603e-05
RBMX,gene_expression,6.3193664e-07
ILF2,gene_expression,6.346898e-06
ZMIZ2,gene_expression,0.0
DNAJC1,gene_expression,0.0
SS18,gene_expression,0.0
VAMP1,gene_expression,9.599537e-06
CLDN11,gene_expression,2.2710863e-05
VOPP1,gene_expression,0.0
CEP104,gene_expression,0.0
CCNB1IP1,gene_expression,0.0
COMMD6,gene_expression,3.1141368e-05
ATMIN,gene_expression,0.0
CREB3,gene_expression,5.9093118e-08
ADD3,gene_expression,4.8676e-06
RANBP10,gene_expression,2.137194e-07
CYB5R3,gene_expression,6.588796e-06
PFKL,gene_expression,2.8226036e-06
CIC,gene_expression,0.0
SLC15A4,gene_expression,3.8392594e-05
NOL10,gene_expression,0.0
DLL1,gene_expression,0.00030932302
SEL1L,gene_expression,8.2509395e-08
LAMP2,gene_expression,9.7525146e-05
OR4K13,gene_expression,1.1472161e-07
NUMB,gene_expression,4.1466387e-06
TMEM177,gene_expression,0.0
ZNF548,gene_expression,0.0
ACTN1,gene_expression,5.610296e-06
TKFC,gene_expression,4.796611e-06
SESN3,gene_expression,9.2400654e-07
ID3,gene_expression,0.0
EGFR,gene_expression,3.3534394e-05
NFATC3,gene_expression,9.507058e-07
YWHAH,gene_expression,7.228329e-06
MX1,gene_expression,2.0701973e-06
MEPCE,gene_expression,0.0
NBAS,gene_expression,1.5235256e-09
GTF3C1,gene_expression,1.7107068e-08
LMNA,gene_expression,1.08319e-06
MTM1,gene_expression,6.136967e-05
IRF2BPL,gene_expression,0.0
DDB1,gene_expression,2.240162e-05
SLC25A42,gene_expression,0.0
LCE1B,gene_expression,1.8020123e-07
SOX4,gene_expression,0.0006134259
OS9,gene_expression,9.796306e-08
RNF44,gene_expression,0.0
UBE2H,gene_expression,1.5952226e-05
FAM117A,gene_expression,0.0
TFE3,gene_expression,0.0
TRAPPC6B,gene_expression,1.2495093e-07
ZNF25,gene_expression,0.0
TWF1,gene_expression,0.0
SLC45A3,gene_expression,3.033901e-05
SLC35C1,gene_expression,1.1554775e-06
HS6ST1,gene_expression,7.7364314e-07
MSH5,gene_expression,7.897929e-07
SYNCRIP,gene_expression,0.0
SF3B2,gene_expression,1.9163905e-05
DCAF10,gene_expression,1.2077306e-05
FURIN,gene_expression,1.8752748e-05
INTS7,gene_expression,9.516761e-06
MRPL10,gene_expression,3.911462e-08
TMEM209,gene_expression,0.0
KRIT1,gene_expression,0.0
IPP,gene_expression,0.0
DNAH1,gene_expression,0.0
SERAC1,gene_expression,0.0
HYLS1,gene_expression,0.0
ARHGEF6,gene_expression,0.0001133697
NUP88,gene_expression,0.00025369157
ATRAID,gene_expression,0.0
DDX55,gene_expression,0.0
TRAPPC13,gene_expression,8.8735325e-10
TBC1D28,gene_expression,0.0
TBL3,gene_expression,1.16302715e-07
RAB9A,gene_expression,3.14365e-05
CLEC4G,gene_expression,3.909417e-06
WDR36,gene_expression,1.4798431e-05
AKT3,gene_expression,1.3884856e-05
DMRTB1,gene_expression,0.0
NSA2,gene_expression,0.0
LUC7L,gene_expression,0.0
RNF121,gene_expression,0.0
KANSL1L,gene_expression,0.0
ERI2,gene_expression,0.0
VAMP8,gene_expression,4.8445767e-05
BCOR,gene_expression,0.0
P4HA2,gene_expression,0.0
MAF1,gene_expression,0.000141036
SUCLG2,gene_expression,2.7520264e-07
RHOG,gene_expression,9.6597985e-05
DEFA1B,gene_expression,0.0
CCDC58,gene_expression,0.0
SPATA24,gene_expression,0.0
TIMP2,gene_expression,3.9236365e-05
SGTA,gene_expression,0.0
RPH3AL,gene_expression,0.0
RNF11,gene_expression,0.0
LIMK2,gene_expression,2.8125953e-05
RILPL1,gene_expression,0.0
RELL2,gene_expression,0.0
AMER1,gene_expression,4.575576e-05
CCDC92,gene_expression,0.0
MAPKAPK5,gene_expression,7.75603e-06
SMC3,gene_expression,7.225749e-05
CLN3,gene_expression,0.0
HP,gene_expression,5.2289273e-05
TDRD7,gene_expression,0.0
BCL6,gene_expression,8.247541e-06
SH3TC1,gene_expression,0.0
VAMP4,gene_expression,2.39294e-06
TAF6,gene_expression,8.047602e-05
H2AFZ,gene_expression,1.4348988e-05
PARN,gene_expression,0.00015832444
JKAMP,gene_expression,0.0
CCAR2,gene_expression,0.00020296527
PRICKLE1,gene_expression,3.7247443e-07
MCCC1,gene_expression,8.2062326e-07
ORC3,gene_expression,4.2923258e-08
GPRASP1,gene_expression,0.0
COL3A1,gene_expression,1.0024281e-06
KIAA0232,gene_expression,0.0
MERTK,gene_expression,0.0
PXMP2,gene_expression,0.0
IL9R,gene_expression,1.4913024e-06
LPP,gene_expression,0.0
NOS2,gene_expression,9.895666e-06
TMX2,gene_expression,0.0
PLEKHN1,gene_expression,0.0
COX6C,gene_expression,2.9080688e-06
DPYD,gene_expression,1.41163255e-05
MSL2,gene_expression,4.9724697e-08
DTX3,gene_expression,0.0
DNAJA4,gene_expression,1.9049137e-06
CLEC16A,gene_expression,0.0
IL36B,gene_expression,3.026707e-06
TMEM183A,gene_expression,0.0
MARK3,gene_expression,3.9496524e-07
PCSK6,gene_expression,2.8151424e-06
TCP11L1,gene_expression,0.0
FGF6,gene_expression,6.3702115e-05
NBPF10,gene_expression,0.0
CEP162,gene_expression,1.7105423e-08
MED31,gene_expression,6.95482e-10
TRIM35,gene_expression,0.0
AP3M1,gene_expression,2.2700542e-05
CDC123,gene_expression,0.0
CCT6B,gene_expression,3.7736015e-06
LRRC37B,gene_expression,0.0
PRDX4,gene_expression,0.00030543839
SELP,gene_expression,2.1706228e-07
KIF5C,gene_expression,3.9470287e-06
DENND2D,gene_expression,7.3537535e-08
PDCD4,gene_expression,3.847072e-06
FCRLB,gene_expression,0.0
PTGR2,gene_expression,1.1608788e-07
AGO3,gene_expression,0.00042050917
ZNF613,gene_expression,0.0
BOLA1,gene_expression,0.0
ZDHHC5,gene_expression,0.0
GNL1,gene_expression,0.0
RAB8B,gene_expression,6.3034754e-06
BLZF1,gene_expression,3.6957542e-06
ARHGEF7,gene_expression,5.0576928e-06
URB2,gene_expression,0.0
GOLIM4,gene_expression,1.0624032e-09
DLX4,gene_expression,0.0
U2AF1,gene_expression,7.0190517e-06
COMMD9,gene_expression,0.00022797652
XBP1,gene_expression,2.4814e-09
BLOC1S5,gene_expression,0.0
LSM1,gene_expression,4.906628e-08
LSM8,gene_expression,1.1898351e-07
HNRNPM,gene_expression,3.8881853e-06
TAB1,gene_expression,2.4539959e-05
DDTL,gene_expression,0.0
GPR137,gene_expression,0.0
FANCL,gene_expression,2.15478e-05
TCTA,gene_expression,0.0
RRAS2,gene_expression,0.0
RFK,gene_expression,8.4333294e-07
MRPL42,gene_expression,2.8914332e-07
GNPDA2,gene_expression,0.0
OARD1,gene_expression,0.0
RPLP0,gene_expression,2.1095677e-06
ZDHHC8,gene_expression,6.929372e-05
METTL25,gene_expression,0.0
ACTR3,gene_expression,1.3632937e-06
FAM102B,gene_expression,0.0
PIBF1,gene_expression,0.0
ROM1,gene_expression,0.0
CUL1,gene_expression,2.0637062e-05
STK17A,gene_expression,0.0
SYNE3,gene_expression,0.0
