,,root
POLD1,gene_expression,-0.048352472
VPS9D1,gene_expression,0.15781878
OR5I1,gene_expression,0.09883709
HHIP,gene_expression,-0.023296501
DTHD1,gene_expression,-0.08819488
LANCL1,gene_expression,-0.12949766
HYAL1,gene_expression,-0.06591176
CEP131,gene_expression,-0.072191335
RNF4,gene_expression,-0.018023701
PPP1R12A,gene_expression,0.16641317
NFKB2,gene_expression,0.033617795
OR13C3,gene_expression,-0.083907194
RPP40,gene_expression,-0.020513564
MRPL1,gene_expression,0.14163467
ESPNL,gene_expression,0.10653207
MDFIC,gene_expression,0.076756686
MOGAT3,gene_expression,0.13397276
TPRKB,gene_expression,-0.07516684
TOMM40,gene_expression,0.13323265
GLRX5,gene_expression,-0.15129836
DARS2,gene_expression,-0.0106588425
TCIRG1,gene_expression,-0.21991815
SLN,gene_expression,0.06236798
MSL2,gene_expression,0.11188197
PPME1,gene_expression,0.09449907
FGFR1,gene_expression,-0.10262628
ACKR3,gene_expression,0.07507977
MARVELD3,gene_expression,-0.088881716
LIPE,gene_expression,-0.52176315
PTBP2,gene_expression,-0.07733448
MTCP1,gene_expression,-0.049180284
CNOT10,gene_expression,0.04482654
CRB3,gene_expression,-0.012414909
CMC1,gene_expression,0.06503849
HSPA4,gene_expression,0.14682272
LDHAL6A,gene_expression,-2.471428e-08
CHMP4C,gene_expression,0.0045716804
GALE,gene_expression,-0.09190984
AMN1,gene_expression,0.034145508
FBXO44,gene_expression,0.014510496
CYP4F11,gene_expression,-1.5886237e-06
USP44,gene_expression,-0.013577954
ACIN1,gene_expression,0.042947438
COX4I1,gene_expression,-0.043419003
DUS2,gene_expression,-0.03409693
CCDC102B,gene_expression,0.016095482
IP6K1,gene_expression,0.014879519
GLE1,gene_expression,0.0729953
FGF19,gene_expression,-2.350844e-11
BTN2A2,gene_expression,-4.9742823e-08
ICMT,gene_expression,-0.16399981
MIF4GD,gene_expression,0.030998843
METTL5,gene_expression,0.0058267103
EPHA3,gene_expression,-0.020126842
HIBADH,gene_expression,0.13458471
PPARG,gene_expression,0.11392987
IGHMBP2,gene_expression,-0.14850469
TATDN3,gene_expression,-0.20237303
CCDC137,gene_expression,-0.10181772
TRUB1,gene_expression,-0.14545088
C1GALT1C1,gene_expression,0.02290099
MB,gene_expression,-0.048194315
ZNF184,gene_expression,0.0908088
CALCOCO2,gene_expression,-0.006329239
DYNLT3,gene_expression,-0.23047958
HSDL2,gene_expression,-0.08502308
MAPK10,gene_expression,0.043470837
CORO6,gene_expression,-0.43597373
CT47A7,gene_expression,0.039975736
BBS9,gene_expression,-0.045516636
ARHGEF1,gene_expression,0.08688393
CHIA,gene_expression,0.06577214
USF2,gene_expression,-0.03544582
GPATCH2,gene_expression,0.112370245
NT5E,gene_expression,-0.002127156
ZNF692,gene_expression,-0.04740937
DEFB116,gene_expression,0.013539291
DDX10,gene_expression,0.05047874
OR6C70,gene_expression,0.030391008
RALB,gene_expression,0.027693879
MPPED2,gene_expression,0.22884528
SLC9A6,gene_expression,-0.096307844
MATN2,gene_expression,-0.026580729
HAL,gene_expression,-0.03669073
ISX,gene_expression,0.009510651
TM6SF1,gene_expression,-0.02187402
LCE5A,gene_expression,-0.007206172
IGFN1,gene_expression,-0.08521504
DEF8,gene_expression,0.029111246
TCF3,gene_expression,-0.0026016966
KCTD18,gene_expression,-0.110358566
TMEM126B,gene_expression,0.010815853
TRIM25,gene_expression,0.10718262
PLP2,gene_expression,-0.1437007
FAM53B,gene_expression,0.028746879
SNAP25,gene_expression,-0.14184633
USP13,gene_expression,-0.043043897
HEXIM1,gene_expression,-0.07863277
INHBB,gene_expression,-0.055095885
ZMYM5,gene_expression,-0.10736337
WDR36,gene_expression,-0.031427972
BCOR,gene_expression,0.06070892
QPCTL,gene_expression,-0.023579737
NCDN,gene_expression,0.023040961
RNF126,gene_expression,0.09483937
OR6C4,gene_expression,-0.04331899
RGP1,gene_expression,-0.15439145
SIRT7,gene_expression,0.06207027
USP9X,gene_expression,-0.019379254
NDFIP1,gene_expression,0.027317742
NR2F6,gene_expression,-0.11186856
SUMO4,gene_expression,-0.08527969
LOXL3,gene_expression,-0.10616026
OR10A4,gene_expression,-0.05356994
PSAT1,gene_expression,-0.06797237
SIAH2,gene_expression,0.12798981
AUTS2,gene_expression,0.0767789
RPL27,gene_expression,0.12434578
AFAP1L2,gene_expression,-0.027194504
LARP4,gene_expression,0.05083171
VDAC1,gene_expression,-0.19775756
LRCH2,gene_expression,-0.03157979
MFSD1,gene_expression,-0.0034807369
TGFBRAP1,gene_expression,-0.056431584
SLC30A8,gene_expression,-0.022116307
SHCBP1L,gene_expression,-0.14691529
GDE1,gene_expression,0.45374817
LRRC57,gene_expression,-0.10787755
CT47A6,gene_expression,-0.0050948164
ENPP4,gene_expression,-0.035431966
BCL9L,gene_expression,-0.034860115
ECHDC2,gene_expression,-0.083968095
SUMO2,gene_expression,-0.084903814
CEP104,gene_expression,-0.019899253
CCDC171,gene_expression,0.07588651
TRIM72,gene_expression,-0.06797276
CANT1,gene_expression,-0.14451835
NUDT22,gene_expression,-0.00040817104
FGF11,gene_expression,-0.042289767
SNX24,gene_expression,0.053714335
UBC,gene_expression,-0.032039445
PRR26,gene_expression,-0.04040923
CENPB,gene_expression,0.090756245
RNF26,gene_expression,0.054921273
GCDH,gene_expression,-0.022727057
SRPX2,gene_expression,-0.09916798
BNIP2,gene_expression,0.031020101
GGA2,gene_expression,0.12429218
GPR65,gene_expression,0.264708
HEXB,gene_expression,7.0676543e-07
CSN2,gene_expression,-0.114494614
MCHR1,gene_expression,-0.06685103
CDKN2AIP,gene_expression,-0.1809198
KLHL8,gene_expression,-0.060156465
TMEM241,gene_expression,-0.12565663
GLIS2,gene_expression,-0.10592486
SHQ1,gene_expression,0.0148863075
USP51,gene_expression,0.07688592
UNC5B,gene_expression,0.05373426
TK2,gene_expression,-0.067769825
CHCHD7,gene_expression,0.104632
SH3D19,gene_expression,-0.109282814
TMEM17,gene_expression,0.16601315
MGA,gene_expression,-0.05724947
TEFM,gene_expression,0.0048256437
WSB2,gene_expression,0.22072008
RBM28,gene_expression,0.08562329
ZNF304,gene_expression,0.19921477
AZIN1,gene_expression,-0.16440602
DEFB121,gene_expression,0.02369974
WDR35,gene_expression,-0.052532867
OR4C12,gene_expression,0.07394918
MYBPC3,gene_expression,-0.117071435
ZFP69B,gene_expression,-0.14718966
ARID5B,gene_expression,0.06833746
PLA2R1,gene_expression,-0.04670355
MFN1,gene_expression,0.1006658
WDR20,gene_expression,-0.07456654
SP4,gene_expression,-0.02582695
CTSZ,gene_expression,-0.08508017
PTH2,gene_expression,-0.033516068
LDLRAP1,gene_expression,0.021556001
LGSN,gene_expression,-0.01947466
PIK3C2B,gene_expression,-0.092190064
PNLIPRP2,gene_expression,0.07512592
GHRH,gene_expression,-0.0416252
DUSP8,gene_expression,-0.13461967
ATPAF1,gene_expression,0.03856297
LPL,gene_expression,0.0907723
MFAP1,gene_expression,0.007498461
TCTE1,gene_expression,-8.010336e-09
WBP1,gene_expression,-0.12249848
CYP17A1,gene_expression,0.00017453854
NODAL,gene_expression,-0.074511535
PDZRN4,gene_expression,0.058807798
PIWIL3,gene_expression,0.02179405
UBQLN2,gene_expression,0.019306641
ZNF598,gene_expression,0.0019283085
CREG1,gene_expression,0.056681376
DLX4,gene_expression,-0.0005879297
ZNF335,gene_expression,-0.016522625
NR2C1,gene_expression,-0.12685525
ZNF674,gene_expression,-0.051129255
ITPA,gene_expression,0.006240524
ZNF625,gene_expression,3.6060022e-13
JUN,gene_expression,0.10628666
DPF1,gene_expression,-0.07154839
SNRNP200,gene_expression,-0.09493866
LTB4R2,gene_expression,0.0021648745
B4GALT4,gene_expression,-0.062099162
LCT,gene_expression,0.14176653
KLF6,gene_expression,0.050792158
GPX4,gene_expression,-0.07374351
LSM10,gene_expression,0.11699079
LCE2A,gene_expression,0.088229984
LIMK2,gene_expression,-0.00684136
CDIP1,gene_expression,-5.3664736e-11
SRXN1,gene_expression,0.034223102
STK32B,gene_expression,0.08537867
ZNF763,gene_expression,-0.036423776
ZNF280D,gene_expression,0.03315067
TSPAN15,gene_expression,-0.0035738307
FNDC8,gene_expression,-0.13768966
OR6C76,gene_expression,0.14307436
FAM47E,gene_expression,-0.034672823
MUL1,gene_expression,0.079383604
AEBP2,gene_expression,0.013931325
GP1BA,gene_expression,-0.191127
SLC36A2,gene_expression,0.013803535
ELF4,gene_expression,0.075802125
ARMC9,gene_expression,0.10862775
ARMCX2,gene_expression,-0.102165475
N4BP2,gene_expression,-0.05571163
LGALS8,gene_expression,-0.0051651224
GRP,gene_expression,0.013311393
MAST3,gene_expression,0.05133603
KIAA1841,gene_expression,-0.15611981
KLC2,gene_expression,0.15246904
EIF2B1,gene_expression,0.009467746
KRT38,gene_expression,-0.05480414
LHB,gene_expression,-0.056290265
YTHDF2,gene_expression,-0.0757669
NBPF10,gene_expression,-4.366212e-10
ART3,gene_expression,-0.064415514
CYTH3,gene_expression,0.06374968
TNKS1BP1,gene_expression,0.10887692
KATNB1,gene_expression,0.029483229
RNMT,gene_expression,-0.04945781
MTCH2,gene_expression,0.0030037283
MED12,gene_expression,0.03524581
CHID1,gene_expression,8.457116e-10
DMC1,gene_expression,0.129166
DNAH1,gene_expression,0.11561092
EMC7,gene_expression,0.09060865
PLXDC2,gene_expression,0.01188114
LRRC23,gene_expression,0.09671706
WNT4,gene_expression,0.06999248
CDC25A,gene_expression,-0.0155241685
ADGRF3,gene_expression,0.06297431
SPSB1,gene_expression,0.08023575
TMEM168,gene_expression,-0.28316492
PRM2,gene_expression,-0.0030271986
ARHGEF40,gene_expression,-0.032330606
GNB1,gene_expression,0.031589203
SLK,gene_expression,-0.117060155
NOMO2,gene_expression,0.003106511
TBCD,gene_expression,-0.058102947
VAPA,gene_expression,0.019924046
CNEP1R1,gene_expression,0.030758306
MTF2,gene_expression,0.01328323
MSH2,gene_expression,-0.07194084
EPS8L2,gene_expression,0.013412878
SENP6,gene_expression,-0.1508484
SEC23IP,gene_expression,0.008614758
NRXN2,gene_expression,-0.33598194
RAB31,gene_expression,-0.034682605
UNC79,gene_expression,0.027332654
GAGE10,gene_expression,-0.019501982
IMPG2,gene_expression,-0.07918167
PEX26,gene_expression,-0.016510893
EIF2S3,gene_expression,-0.06643352
BET1L,gene_expression,-0.01219873
ERAL1,gene_expression,-0.08466601
RAB13,gene_expression,0.48731202
PRSS16,gene_expression,0.092636965
TAF4B,gene_expression,-0.10468244
ARL1,gene_expression,-3.77959e-07
HPS1,gene_expression,0.03300238
OR6Q1,gene_expression,-0.0142956525
ASMTL,gene_expression,-0.015832286
MED24,gene_expression,-0.15499425
BTN3A1,gene_expression,-0.08399649
LHX6,gene_expression,-0.03602117
OR7D4,gene_expression,0.131347
FN1,gene_expression,-0.05699798
DHRS7C,gene_expression,0.038734898
ZNF277,gene_expression,0.031489596
ERLIN1,gene_expression,-0.0025572903
ZBTB21,gene_expression,-0.02114152
PRH1,gene_expression,0.038627896
CDC123,gene_expression,0.0015367467
IL27,gene_expression,0.06907192
GNPDA2,gene_expression,0.09514435
SCARF2,gene_expression,0.006745938
ALDH1A2,gene_expression,0.08962124
PTPN3,gene_expression,0.03323891
KATNBL1,gene_expression,-0.03546714
MTHFSD,gene_expression,0.069878764
SPZ1,gene_expression,-0.08318833
LYZL1,gene_expression,-0.018823143
KIF13B,gene_expression,-0.045590572
SCP2D1,gene_expression,-0.13785172
NUTM2A,gene_expression,0.10455008
GSKIP,gene_expression,0.0064311335
MYL6B,gene_expression,-2.4106072e-05
MSH5,gene_expression,-0.041130096
GUCY2F,gene_expression,-0.08005159
BID,gene_expression,-0.08474304
TMEM120A,gene_expression,-0.048349492
HAUS2,gene_expression,-0.02807645
CLASP1,gene_expression,-0.021568205
BIVM,gene_expression,0.17480394
SH2D3C,gene_expression,0.086599074
TEX30,gene_expression,0.06174969
PTPMT1,gene_expression,0.09445378
KRT35,gene_expression,0.022288717
SGCB,gene_expression,0.026157793
POU5F1,gene_expression,0.20657358
HTR3C,gene_expression,-0.033440836
ZMIZ2,gene_expression,-0.11578813
CPQ,gene_expression,-0.0005865943
SPRYD3,gene_expression,-0.11589249
GK5,gene_expression,-0.080049396
SPAG11A,gene_expression,0.0074972315
DIDO1,gene_expression,-0.030044198
TRMT61A,gene_expression,-0.11442923
EXOSC9,gene_expression,-7.589377e-08
GK2,gene_expression,0.023411194
SLC5A7,gene_expression,-0.16515115
CYP11B1,gene_expression,0.34431916
PPDPF,gene_expression,0.059703164
RAD51D,gene_expression,-0.057414565
FRMD8,gene_expression,0.06378287
MMADHC,gene_expression,-0.042132355
PLEKHA1,gene_expression,-0.018338885
PRDM4,gene_expression,-0.082756706
CEP68,gene_expression,0.07859976
FANCC,gene_expression,-2.1762554e-07
GNAI2,gene_expression,-0.050989013
CDK13,gene_expression,0.041490648
DTD2,gene_expression,-0.03273389
ASCC1,gene_expression,0.06806177
PMF1,gene_expression,-0.07105976
ZNF354A,gene_expression,0.050161973
IL15RA,gene_expression,0.12665677
CLTC,gene_expression,-0.009955265
GAR1,gene_expression,-6.49462e-08
PGAP3,gene_expression,0.042560928
RBM11,gene_expression,0.085185714
GAST,gene_expression,0.0055841506
PARP2,gene_expression,0.034329582
SPP2,gene_expression,0.1036471
CHTOP,gene_expression,0.29089734
YBX3,gene_expression,-0.11552148
COX7B,gene_expression,0.03656051
GART,gene_expression,-0.1050388
ZCCHC9,gene_expression,0.008610825
CLDN11,gene_expression,-0.17506433
COL6A3,gene_expression,0.08794233
ZBTB7B,gene_expression,0.056862753
ATP6V1G1,gene_expression,0.0042524277
NABP2,gene_expression,0.036756974
INF2,gene_expression,-0.09866696
TRABD,gene_expression,0.07922111
BBOX1,gene_expression,0.0027987417
SKP1,gene_expression,0.102919415
RNPC3,gene_expression,-0.087023996
ZNF559,gene_expression,0.0672647
MYF6,gene_expression,0.002131101
YKT6,gene_expression,-0.121055685
NAT9,gene_expression,0.041928492
GALC,gene_expression,-0.29322132
DRAM1,gene_expression,0.09145188
ZSCAN18,gene_expression,-0.25037214
VBP1,gene_expression,-0.0871849
LACC1,gene_expression,0.018360835
SLC1A4,gene_expression,0.13971643
TCERG1,gene_expression,-0.031863052
UBE2QL1,gene_expression,-0.12517686
STBD1,gene_expression,-0.08114638
GPATCH11,gene_expression,-0.04360684
SRD5A3,gene_expression,0.0044528525
MED30,gene_expression,-0.09058887
FBXO48,gene_expression,-0.081232764
VPS4B,gene_expression,-0.08657734
PEX14,gene_expression,-1.1667403e-06
PPP1R3A,gene_expression,0.00044165784
LRFN3,gene_expression,0.081478946
FZD6,gene_expression,-0.14355776
MPZL3,gene_expression,-0.19112338
USP15,gene_expression,0.106013216
NEK8,gene_expression,1.1249021e-07
OR9K2,gene_expression,-0.0072257826
WASF3,gene_expression,-0.17222957
ZNF214,gene_expression,-0.039112356
CRY1,gene_expression,-0.03483856
FBXO39,gene_expression,0.013581752
TMPRSS15,gene_expression,-0.0037059942
MN1,gene_expression,0.13486095
CACNB1,gene_expression,-0.02041537
DNA2,gene_expression,0.0782808
TRA2A,gene_expression,0.038947936
ACCS,gene_expression,-0.00017347668
BEND7,gene_expression,0.02155362
FBXO9,gene_expression,-0.032811463
OR5J2,gene_expression,-6.3299854e-07
BHLHE23,gene_expression,0.057277624
RAD18,gene_expression,-0.05716189
LIFR,gene_expression,0.022913035
TMEM179B,gene_expression,-0.20979369
UNC13A,gene_expression,-0.042839818
DGAT2,gene_expression,-0.06154906
DPYSL2,gene_expression,-0.050175708
COG8,gene_expression,-0.1359964
WDR37,gene_expression,0.08577456
BECN1,gene_expression,-0.12902795
GPRIN1,gene_expression,0.06979481
DMRT1,gene_expression,-0.3595736
SYT15,gene_expression,-0.0054405066
IFI35,gene_expression,-0.05701606
STK35,gene_expression,0.24484174
SLC35E2B,gene_expression,0.069951035
SUPT5H,gene_expression,0.33532253
KRTAP4-7,gene_expression,0.0093751
TSTD2,gene_expression,-0.07981551
HOMEZ,gene_expression,-0.075963624
LIPM,gene_expression,0.08224076
SYNGAP1,gene_expression,0.096348144
PDE6D,gene_expression,0.037571106
ZNF182,gene_expression,-0.05146071
EPN2,gene_expression,-0.22163494
GMPPB,gene_expression,-0.07202521
SPNS1,gene_expression,-0.034686133
ZNF808,gene_expression,-0.046830326
STX3,gene_expression,0.112516165
KRTCAP3,gene_expression,-0.0996112
ATXN7,gene_expression,0.07042538
SMIM12,gene_expression,-0.037620846
PHACTR1,gene_expression,0.07111212
TRIL,gene_expression,0.074088
FZR1,gene_expression,-0.11817569
TMED4,gene_expression,0.01406172
DHX30,gene_expression,-0.10517009
TMEM187,gene_expression,0.021990288
CTIF,gene_expression,-0.14664654
EIF4E1B,gene_expression,0.09157253
MAGEB16,gene_expression,0.010264715
PSTPIP2,gene_expression,0.041802905
CEP41,gene_expression,0.23155183
SLC25A35,gene_expression,0.059376236
ANKRD13A,gene_expression,-0.031419676
GZF1,gene_expression,0.14967169
ADAMTS20,gene_expression,0.00054845406
LMBR1L,gene_expression,-0.04504402
MCPH1,gene_expression,0.060174987
STEAP4,gene_expression,6.0043504e-08
TAS2R39,gene_expression,0.055270694
GKAP1,gene_expression,-0.06245899
MMP14,gene_expression,0.001122596
BLMH,gene_expression,0.13313162
FN3KRP,gene_expression,0.03785779
PTAR1,gene_expression,0.08407912
GNGT1,gene_expression,0.06579696
TFAP4,gene_expression,-0.03812117
PRICKLE1,gene_expression,-0.047021113
LUC7L,gene_expression,-0.046031438
ANKRD30A,gene_expression,-0.059945848
PIH1D2,gene_expression,7.8679905e-06
KDM5B,gene_expression,-0.08084526
TM4SF5,gene_expression,0.14247692
TBC1D25,gene_expression,-0.070626475
ZNF324,gene_expression,-0.0004735714
CDH3,gene_expression,-0.047676496
CASP14,gene_expression,-0.05178564
RPA2,gene_expression,-0.020319063
OR8B12,gene_expression,0.09261166
EPS8L1,gene_expression,-0.096833184
SPAG8,gene_expression,-0.06058346
MAGEA11,gene_expression,0.09278911
SDCBP,gene_expression,-0.11993995
XKRX,gene_expression,-0.09317007
STON2,gene_expression,0.0295906
NRF1,gene_expression,-0.09197111
FABP12,gene_expression,0.12005232
TMEM151B,gene_expression,-0.01712709
ANKRD28,gene_expression,-0.03743066
METTL22,gene_expression,0.03371483
ZNF746,gene_expression,0.07938768
PDGFRB,gene_expression,0.045789618
SEC24C,gene_expression,0.04099014
A1CF,gene_expression,0.14468339
CKMT2,gene_expression,-0.022689953
POLR2G,gene_expression,0.053390503
FARSA,gene_expression,0.087055884
DNM3,gene_expression,-0.08043536
FAM174A,gene_expression,-0.011172807
GIN1,gene_expression,0.087342426
ANXA7,gene_expression,-0.1513813
PDCL2,gene_expression,-0.0065644393
RAP1GDS1,gene_expression,-0.033407614
CARD11,gene_expression,-0.13940959
SLC31A1,gene_expression,0.13699113
NAGLU,gene_expression,1.5260704e-09
RAD21,gene_expression,0.08778704
EHMT1,gene_expression,-0.0090112975
PAK2,gene_expression,0.045440927
KCTD10,gene_expression,0.054209106
SNX21,gene_expression,4.7777704e-08
RIPK4,gene_expression,0.067041576
PGBD1,gene_expression,-3.0767274e-05
METTL6,gene_expression,0.11511891
CCT4,gene_expression,0.059100177
NCAPD2,gene_expression,0.00079034356
OR2H2,gene_expression,-0.14006078
CAPN7,gene_expression,-0.43525195
TWF1,gene_expression,0.039684284
EPC1,gene_expression,0.067164935
RGPD3,gene_expression,-0.0044236886
CCER1,gene_expression,-0.11689055
CRYL1,gene_expression,0.023653729
LRRC34,gene_expression,0.07477489
IL10RB,gene_expression,-0.030068874
ARID4B,gene_expression,0.018225523
FNBP1,gene_expression,-0.029282529
CCDC148,gene_expression,-0.18465568
LZTR1,gene_expression,0.021518584
LPO,gene_expression,0.06207825
FAM209B,gene_expression,-0.09182993
SLC38A1,gene_expression,0.0104018245
SMC3,gene_expression,0.09110061
MS4A15,gene_expression,0.11338205
GEN1,gene_expression,0.037755184
PPP3R1,gene_expression,-0.09711169
TPH1,gene_expression,0.01801188
KNOP1,gene_expression,0.01783387
DAPK3,gene_expression,0.03965046
MAP3K12,gene_expression,0.021875145
PPP1R17,gene_expression,-0.06999024
GUCY2C,gene_expression,-0.12562753
GID8,gene_expression,-0.02740309
CAD,gene_expression,-0.04971625
DIAPH1,gene_expression,3.853126e-08
DTWD2,gene_expression,-0.04745977
VWA5B1,gene_expression,0.005528847
WFDC12,gene_expression,0.002860214
DPPA2,gene_expression,0.0038321582
FAM214B,gene_expression,0.11968797
VWA2,gene_expression,-0.00021617487
KLHL28,gene_expression,0.05217899
PIFO,gene_expression,0.07111364
EIF3L,gene_expression,-0.1728626
IFNL1,gene_expression,-0.00896924
SCP2,gene_expression,-0.008334578
ZNF596,gene_expression,0.05834345
NTRK2,gene_expression,-0.0025027303
GORASP2,gene_expression,0.05943628
IPPK,gene_expression,-0.03340253
PYY,gene_expression,0.00032812022
TPMT,gene_expression,-0.051683377
PDCD2,gene_expression,-0.09308438
ARID3C,gene_expression,-0.077413775
CDK18,gene_expression,-0.019834656
SPACA7,gene_expression,-0.025811609
CACYBP,gene_expression,-0.013474907
KLHL17,gene_expression,-0.24666363
DCAF4,gene_expression,-0.045629486
KCNT1,gene_expression,-0.06840137
OSMR,gene_expression,-0.002705597
ZMYM2,gene_expression,0.100716285
OR52E2,gene_expression,0.076260075
COA3,gene_expression,1.1947535e-13
JSRP1,gene_expression,0.04148479
KRTAP6-1,gene_expression,0.024769906
ASB17,gene_expression,-0.055629503
WRN,gene_expression,0.09564821
MSRB1,gene_expression,-0.09635359
OR2M7,gene_expression,0.13684887
CBLC,gene_expression,0.031440794
ZNF675,gene_expression,-0.060814947
MPP1,gene_expression,-0.30950385
UBE2V2,gene_expression,-0.01629107
C1RL,gene_expression,-0.021213667
CERK,gene_expression,-0.045976713
LILRA1,gene_expression,-0.14470047
PTX3,gene_expression,-0.12731871
WDR38,gene_expression,-0.103456825
XYLT1,gene_expression,0.04336344
CTTNBP2,gene_expression,-0.058370393
MDGA1,gene_expression,-0.06688344
GLRA2,gene_expression,0.06690201
ZSWIM3,gene_expression,0.058028445
TEX37,gene_expression,3.937162e-06
STXBP1,gene_expression,-0.17528178
PAIP2,gene_expression,0.024400774
RAD17,gene_expression,0.14368898
VGF,gene_expression,0.05087354
TRAIP,gene_expression,-0.054376766
IDE,gene_expression,-0.04646429
SHE,gene_expression,0.09685056
TSEN34,gene_expression,-0.08899338
POFUT2,gene_expression,-0.15521277
RNF43,gene_expression,-0.031421527
TNRC6B,gene_expression,0.069229975
LYPD3,gene_expression,-0.061040066
NAPRT,gene_expression,0.06401569
CCP110,gene_expression,-9.547138e-09
SLC25A20,gene_expression,-0.05545917
TTC32,gene_expression,0.14350855
WFIKKN2,gene_expression,0.00321166
SPATA18,gene_expression,0.024723405
CCNYL1,gene_expression,-7.17334e-15
CEP85,gene_expression,0.037657026
ILKAP,gene_expression,0.0019339167
CDK20,gene_expression,0.13780606
GPR162,gene_expression,-0.29683694
RCBTB1,gene_expression,0.023382988
AADACL2,gene_expression,0.12757069
KLHDC8A,gene_expression,8.6244756e-05
HS3ST3B1,gene_expression,0.06310837
CCDC88C,gene_expression,0.15434963
GLRB,gene_expression,0.0200822
RWDD1,gene_expression,3.249827e-05
LXN,gene_expression,-1.0617686e-08
SERP1,gene_expression,-0.012669121
LRIG3,gene_expression,0.059059884
MRPL51,gene_expression,0.027397579
KIF7,gene_expression,-0.0022477733
MEPE,gene_expression,-0.004066263
CDCA7L,gene_expression,-0.00095429865
TERF2IP,gene_expression,0.053920217
CCDC77,gene_expression,1.43054865e-11
NPC1,gene_expression,0.07015372
PYGO2,gene_expression,-0.061354566
HIRA,gene_expression,0.07805915
PRKCI,gene_expression,0.06040362
MYO1E,gene_expression,0.15100914
PLCB4,gene_expression,-0.039832227
IGFBP5,gene_expression,-0.004939216
ABCF3,gene_expression,0.048567798
KLHL15,gene_expression,-0.05163698
CA6,gene_expression,-0.034024365
BAHD1,gene_expression,0.011364202
ANXA3,gene_expression,0.049568463
FHIT,gene_expression,0.11994889
