,,coef
TTLL12,gene_expression,0.2706582
LSR,gene_expression,0.00068203744
SCML2,gene_expression,0.0
FANCA,gene_expression,0.0049598026
RAB3IL1,gene_expression,0.0004911724
SCAMP1,gene_expression,0.00016921807
MCC,gene_expression,0.0
RNF115,gene_expression,0.0038867968
ZFAND1,gene_expression,0.0
DPP9,gene_expression,0.0
FAM118B,gene_expression,0.0
PEMT,gene_expression,0.00029305174
CCDC102A,gene_expression,0.0
CCNI,gene_expression,0.0
COX10,gene_expression,0.0028892814
ZC2HC1C,gene_expression,0.0
SYTL4,gene_expression,0.006744239
CCDC47,gene_expression,0.0
PAEP,gene_expression,0.0
TBC1D1,gene_expression,0.0006241865
ST18,gene_expression,0.0
TMCC3,gene_expression,0.0
RBCK1,gene_expression,0.0059995493
CREBBP,gene_expression,0.08067831
SERINC1,gene_expression,2.588291e-05
CALML3,gene_expression,0.0
TTC12,gene_expression,0.0
KRAS,gene_expression,0.07109145
HTR3D,gene_expression,0.0
CBY1,gene_expression,0.003707561
SET,gene_expression,0.00063721143
STIM2,gene_expression,0.0
RNF41,gene_expression,0.0042322115
ESRRA,gene_expression,0.004353342
DSN1,gene_expression,0.0024316541
ABL2,gene_expression,0.000700763
HSF5,gene_expression,0.0
BROX,gene_expression,0.0
POLD1,gene_expression,0.018549763
VPS9D1,gene_expression,0.0
OR5I1,gene_expression,3.0605813e-07
HHIP,gene_expression,0.0006028275
DTHD1,gene_expression,0.0
LANCL1,gene_expression,0.0
HYAL1,gene_expression,0.027850678
CEP131,gene_expression,0.0021775244
RNF4,gene_expression,0.00089891726
PPP1R12A,gene_expression,0.011674474
NFKB2,gene_expression,0.08508249
OR13C3,gene_expression,1.8217945e-06
RPP40,gene_expression,9.056756e-05
MRPL1,gene_expression,0.018352743
ESPNL,gene_expression,0.0
MDFIC,gene_expression,0.0
MOGAT3,gene_expression,0.0022206574
TPRKB,gene_expression,0.0
TOMM40,gene_expression,0.000104748804
GLRX5,gene_expression,0.0
DARS2,gene_expression,0.0028815384
TCIRG1,gene_expression,0.0056579798
SLN,gene_expression,0.0
MSL2,gene_expression,5.24647e-05
PPME1,gene_expression,1.1109475e-05
FGFR1,gene_expression,0.013318133
ACKR3,gene_expression,0.011463221
MARVELD3,gene_expression,0.0
LIPE,gene_expression,0.14695348
PTBP2,gene_expression,0.0
MTCP1,gene_expression,0.0
CNOT10,gene_expression,0.0021977173
CRB3,gene_expression,8.35498e-05
CMC1,gene_expression,0.0
HSPA4,gene_expression,0.0015948879
LDHAL6A,gene_expression,0.0
CHMP4C,gene_expression,0.000114145194
GALE,gene_expression,0.0054842685
AMN1,gene_expression,0.0
FBXO44,gene_expression,0.0022305558
CYP4F11,gene_expression,1.7878698e-08
USP44,gene_expression,0.00027023128
ACIN1,gene_expression,0.0
COX4I1,gene_expression,0.0009774815
DUS2,gene_expression,0.0
CCDC102B,gene_expression,0.0
IP6K1,gene_expression,0.00025461797
GLE1,gene_expression,0.0
FGF19,gene_expression,7.5666096e-13
BTN2A2,gene_expression,6.199041e-09
ICMT,gene_expression,0.0
MIF4GD,gene_expression,0.0
METTL5,gene_expression,0.0
EPHA3,gene_expression,0.00026671705
HIBADH,gene_expression,0.0
PPARG,gene_expression,0.03226037
IGHMBP2,gene_expression,0.0
TATDN3,gene_expression,0.0
CCDC137,gene_expression,0.0
TRUB1,gene_expression,0.0
C1GALT1C1,gene_expression,0.0
MB,gene_expression,8.744844e-05
ZNF184,gene_expression,0.0
CALCOCO2,gene_expression,0.0
DYNLT3,gene_expression,0.0
HSDL2,gene_expression,0.0
MAPK10,gene_expression,0.0010857705
CORO6,gene_expression,0.0
CT47A7,gene_expression,0.0
BBS9,gene_expression,0.0041529187
ARHGEF1,gene_expression,0.022781562
CHIA,gene_expression,1.4165417e-06
USF2,gene_expression,0.0048931898
GPATCH2,gene_expression,0.0
NT5E,gene_expression,0.00068872096
ZNF692,gene_expression,0.0
DEFB116,gene_expression,7.32502e-08
DDX10,gene_expression,0.0
OR6C70,gene_expression,2.7007002e-06
RALB,gene_expression,0.0033584293
MPPED2,gene_expression,0.0
SLC9A6,gene_expression,0.0013988564
MATN2,gene_expression,0.0
HAL,gene_expression,0.00024684836
ISX,gene_expression,0.0
TM6SF1,gene_expression,0.0
LCE5A,gene_expression,1.0447144e-07
IGFN1,gene_expression,0.0
DEF8,gene_expression,0.0
TCF3,gene_expression,0.00032132617
KCTD18,gene_expression,0.0
TMEM126B,gene_expression,0.0049963994
TRIM25,gene_expression,0.03563006
PLP2,gene_expression,0.0
FAM53B,gene_expression,0.0
SNAP25,gene_expression,0.16354743
USP13,gene_expression,0.0021163963
HEXIM1,gene_expression,0.0
INHBB,gene_expression,0.00094614655
ZMYM5,gene_expression,0.0
WDR36,gene_expression,0.00041431366
BCOR,gene_expression,0.0
QPCTL,gene_expression,0.0
NCDN,gene_expression,0.0
RNF126,gene_expression,0.0074661295
OR6C4,gene_expression,5.1773977e-06
RGP1,gene_expression,0.049585264
SIRT7,gene_expression,0.0
USP9X,gene_expression,0.0044070194
NDFIP1,gene_expression,0.0
NR2F6,gene_expression,0.011315488
SUMO4,gene_expression,0.0
LOXL3,gene_expression,0.00824087
OR10A4,gene_expression,0.0022798216
PSAT1,gene_expression,0.00025771034
SIAH2,gene_expression,0.025972845
AUTS2,gene_expression,0.0005341005
RPL27,gene_expression,0.055145413
AFAP1L2,gene_expression,0.0
LARP4,gene_expression,0.0
VDAC1,gene_expression,0.0031522007
LRCH2,gene_expression,0.0
MFSD1,gene_expression,0.0
TGFBRAP1,gene_expression,0.0
SLC30A8,gene_expression,0.010202854
SHCBP1L,gene_expression,0.0
GDE1,gene_expression,0.0038576429
LRRC57,gene_expression,0.0
CT47A6,gene_expression,0.0
ENPP4,gene_expression,3.5854708e-05
BCL9L,gene_expression,0.0017299402
ECHDC2,gene_expression,0.0
SUMO2,gene_expression,0.38592976
CEP104,gene_expression,0.0
CCDC171,gene_expression,0.0
TRIM72,gene_expression,2.3313237e-06
CANT1,gene_expression,9.611195e-05
NUDT22,gene_expression,0.0
FGF11,gene_expression,0.0
SNX24,gene_expression,0.0
UBC,gene_expression,0.032695476
PRR26,gene_expression,0.0
CENPB,gene_expression,0.0
RNF26,gene_expression,0.0
GCDH,gene_expression,0.00067698077
SRPX2,gene_expression,0.0
BNIP2,gene_expression,6.289758e-05
GGA2,gene_expression,0.0015071164
GPR65,gene_expression,0.0
HEXB,gene_expression,2.6637294e-06
CSN2,gene_expression,1.9182913e-05
MCHR1,gene_expression,0.0015484566
CDKN2AIP,gene_expression,0.0
KLHL8,gene_expression,0.0
TMEM241,gene_expression,0.0
GLIS2,gene_expression,0.0
SHQ1,gene_expression,0.0
USP51,gene_expression,0.0
UNC5B,gene_expression,0.00013791726
TK2,gene_expression,0.0014800006
CHCHD7,gene_expression,4.5203957e-05
SH3D19,gene_expression,0.010698891
TMEM17,gene_expression,0.0
MGA,gene_expression,0.00012667116
TEFM,gene_expression,0.0
WSB2,gene_expression,0.010709729
RBM28,gene_expression,0.0
ZNF304,gene_expression,0.0
AZIN1,gene_expression,0.00043264774
DEFB121,gene_expression,3.5838583e-09
WDR35,gene_expression,0.00030896335
OR4C12,gene_expression,2.5462036e-06
MYBPC3,gene_expression,0.002391059
ZFP69B,gene_expression,0.0
ARID5B,gene_expression,5.029132e-06
PLA2R1,gene_expression,0.0
MFN1,gene_expression,9.058961e-05
WDR20,gene_expression,0.00020382203
SP4,gene_expression,0.0
CTSZ,gene_expression,0.021815522
PTH2,gene_expression,0.0
LDLRAP1,gene_expression,0.00039114186
LGSN,gene_expression,0.0
PIK3C2B,gene_expression,1.4438966e-06
PNLIPRP2,gene_expression,5.614377e-05
GHRH,gene_expression,4.15771e-05
DUSP8,gene_expression,0.0015212066
ATPAF1,gene_expression,0.0
LPL,gene_expression,0.0044644093
MFAP1,gene_expression,0.00055977795
TCTE1,gene_expression,0.0
WBP1,gene_expression,0.0
CYP17A1,gene_expression,2.487417e-06
NODAL,gene_expression,1.1426227e-05
PDZRN4,gene_expression,0.0
PIWIL3,gene_expression,0.0
UBQLN2,gene_expression,1.8313127e-05
ZNF598,gene_expression,0.0
CREG1,gene_expression,0.0007004053
DLX4,gene_expression,0.0
ZNF335,gene_expression,0.0
NR2C1,gene_expression,0.00086196896
ZNF674,gene_expression,0.0
ITPA,gene_expression,0.0
ZNF625,gene_expression,0.0
JUN,gene_expression,0.026360365
DPF1,gene_expression,0.0
SNRNP200,gene_expression,0.022813294
LTB4R2,gene_expression,1.6677837e-05
B4GALT4,gene_expression,0.03084063
LCT,gene_expression,0.00044180866
KLF6,gene_expression,0.0
GPX4,gene_expression,0.0048772623
LSM10,gene_expression,0.0047189463
LCE2A,gene_expression,8.618893e-07
LIMK2,gene_expression,0.005688104
CDIP1,gene_expression,0.0
SRXN1,gene_expression,0.0
STK32B,gene_expression,0.0
ZNF763,gene_expression,0.0
ZNF280D,gene_expression,0.0
TSPAN15,gene_expression,0.0
FNDC8,gene_expression,0.0
OR6C76,gene_expression,1.2677036e-05
FAM47E,gene_expression,0.0
MUL1,gene_expression,0.012303384
AEBP2,gene_expression,0.00011467649
GP1BA,gene_expression,0.0007280532
SLC36A2,gene_expression,8.936967e-06
ELF4,gene_expression,0.0
ARMC9,gene_expression,0.0
ARMCX2,gene_expression,0.0
N4BP2,gene_expression,0.0
LGALS8,gene_expression,0.0
GRP,gene_expression,0.0014626591
MAST3,gene_expression,0.0
KIAA1841,gene_expression,0.0
KLC2,gene_expression,0.003955961
EIF2B1,gene_expression,0.0059226938
KRT38,gene_expression,0.0
LHB,gene_expression,0.0005975552
YTHDF2,gene_expression,0.0
NBPF10,gene_expression,0.0
ART3,gene_expression,0.0
CYTH3,gene_expression,0.00013644315
TNKS1BP1,gene_expression,0.00032919063
KATNB1,gene_expression,0.0
RNMT,gene_expression,0.0011490756
MTCH2,gene_expression,0.0
MED12,gene_expression,0.000866058
CHID1,gene_expression,1.3464817e-10
DMC1,gene_expression,3.9896244e-05
DNAH1,gene_expression,0.0
EMC7,gene_expression,0.0
PLXDC2,gene_expression,0.0
LRRC23,gene_expression,0.0
WNT4,gene_expression,0.00059670454
CDC25A,gene_expression,0.0015552583
ADGRF3,gene_expression,0.0
SPSB1,gene_expression,0.009949198
TMEM168,gene_expression,0.0
PRM2,gene_expression,0.0
ARHGEF40,gene_expression,0.017082887
GNB1,gene_expression,0.007947991
SLK,gene_expression,0.0
NOMO2,gene_expression,0.0
TBCD,gene_expression,4.6922567e-05
VAPA,gene_expression,0.0037705598
CNEP1R1,gene_expression,0.0005236559
MTF2,gene_expression,0.00011842221
MSH2,gene_expression,0.0053057037
EPS8L2,gene_expression,0.0
SENP6,gene_expression,0.0
SEC23IP,gene_expression,0.007741912
NRXN2,gene_expression,0.0016804469
RAB31,gene_expression,0.016323501
UNC79,gene_expression,0.0
GAGE10,gene_expression,0.0
IMPG2,gene_expression,0.0
PEX26,gene_expression,0.0
EIF2S3,gene_expression,0.030697754
BET1L,gene_expression,0.0015556843
ERAL1,gene_expression,0.032560807
RAB13,gene_expression,0.053679477
PRSS16,gene_expression,0.0
TAF4B,gene_expression,0.0049911244
ARL1,gene_expression,2.6011216e-07
HPS1,gene_expression,0.0011807283
OR6Q1,gene_expression,2.814221e-07
ASMTL,gene_expression,0.0
MED24,gene_expression,0.00108415
BTN3A1,gene_expression,0.021523217
LHX6,gene_expression,0.0
OR7D4,gene_expression,1.1149234e-05
FN1,gene_expression,0.07671117
DHRS7C,gene_expression,0.0
ZNF277,gene_expression,0.0
ERLIN1,gene_expression,1.1810373e-05
ZBTB21,gene_expression,0.0
PRH1,gene_expression,0.0
CDC123,gene_expression,0.0
IL27,gene_expression,1.7863882e-05
GNPDA2,gene_expression,0.0
SCARF2,gene_expression,0.0
ALDH1A2,gene_expression,0.00035480293
PTPN3,gene_expression,3.6803995e-05
KATNBL1,gene_expression,0.0
MTHFSD,gene_expression,0.0
SPZ1,gene_expression,0.0
LYZL1,gene_expression,0.0
KIF13B,gene_expression,0.009002391
SCP2D1,gene_expression,0.0
NUTM2A,gene_expression,0.0
GSKIP,gene_expression,0.0
MYL6B,gene_expression,2.7842727e-06
MSH5,gene_expression,0.0001356588
GUCY2F,gene_expression,0.0
BID,gene_expression,3.5415425e-05
TMEM120A,gene_expression,0.0
HAUS2,gene_expression,0.002967632
CLASP1,gene_expression,0.013339985
BIVM,gene_expression,0.0
SH2D3C,gene_expression,0.0
TEX30,gene_expression,0.0
PTPMT1,gene_expression,0.008056588
KRT35,gene_expression,0.0
SGCB,gene_expression,0.0
POU5F1,gene_expression,0.008837516
HTR3C,gene_expression,0.0
ZMIZ2,gene_expression,0.0
CPQ,gene_expression,0.0
SPRYD3,gene_expression,0.0
GK5,gene_expression,0.0
SPAG11A,gene_expression,0.0
DIDO1,gene_expression,4.2803484e-05
TRMT61A,gene_expression,0.0
EXOSC9,gene_expression,8.6004365e-10
GK2,gene_expression,1.8573651e-06
SLC5A7,gene_expression,8.241202e-06
CYP11B1,gene_expression,0.002443125
PPDPF,gene_expression,0.0
RAD51D,gene_expression,5.6527697e-05
FRMD8,gene_expression,0.0
MMADHC,gene_expression,0.011826265
PLEKHA1,gene_expression,0.00091383775
PRDM4,gene_expression,0.0050602504
CEP68,gene_expression,0.0
FANCC,gene_expression,5.178003e-08
GNAI2,gene_expression,0.0020584466
CDK13,gene_expression,0.0011687365
DTD2,gene_expression,0.0
ASCC1,gene_expression,0.00082977716
PMF1,gene_expression,0.013888687
ZNF354A,gene_expression,0.0
IL15RA,gene_expression,0.0017748482
CLTC,gene_expression,0.013880123
GAR1,gene_expression,4.508068e-11
PGAP3,gene_expression,0.0
RBM11,gene_expression,0.0
GAST,gene_expression,4.256304e-05
PARP2,gene_expression,0.0052258167
SPP2,gene_expression,0.00076056673
CHTOP,gene_expression,0.0014322774
YBX3,gene_expression,0.0
COX7B,gene_expression,0.0010711421
GART,gene_expression,0.010545388
ZCCHC9,gene_expression,0.0
CLDN11,gene_expression,2.7933811e-05
COL6A3,gene_expression,0.04489916
ZBTB7B,gene_expression,0.0
ATP6V1G1,gene_expression,0.0025330295
NABP2,gene_expression,0.0037279143
INF2,gene_expression,0.0
TRABD,gene_expression,0.0
BBOX1,gene_expression,0.00047934268
SKP1,gene_expression,0.014556608
RNPC3,gene_expression,0.021468911
ZNF559,gene_expression,0.0
MYF6,gene_expression,5.370755e-10
YKT6,gene_expression,0.024443094
NAT9,gene_expression,0.0
GALC,gene_expression,0.020884741
DRAM1,gene_expression,0.0
ZSCAN18,gene_expression,0.0
VBP1,gene_expression,0.00094876013
LACC1,gene_expression,0.0
SLC1A4,gene_expression,0.00070001686
TCERG1,gene_expression,0.0
UBE2QL1,gene_expression,0.0
STBD1,gene_expression,2.4415373e-05
GPATCH11,gene_expression,0.0
SRD5A3,gene_expression,0.00014781713
MED30,gene_expression,0.005535614
FBXO48,gene_expression,0.0
VPS4B,gene_expression,0.002142926
PEX14,gene_expression,2.9459292e-07
PPP1R3A,gene_expression,0.0
LRFN3,gene_expression,3.330194e-05
FZD6,gene_expression,0.0038201178
MPZL3,gene_expression,0.0
USP15,gene_expression,0.04014222
NEK8,gene_expression,0.0
OR9K2,gene_expression,4.1938782e-07
WASF3,gene_expression,0.112072766
ZNF214,gene_expression,0.0
CRY1,gene_expression,0.0
FBXO39,gene_expression,0.0
TMPRSS15,gene_expression,0.0
MN1,gene_expression,0.0
CACNB1,gene_expression,0.00039980054
DNA2,gene_expression,0.00075157353
TRA2A,gene_expression,0.0
ACCS,gene_expression,0.0
BEND7,gene_expression,0.0
FBXO9,gene_expression,0.0138639305
OR5J2,gene_expression,1.2006367e-11
BHLHE23,gene_expression,0.0
RAD18,gene_expression,0.0032625382
LIFR,gene_expression,0.014726781
TMEM179B,gene_expression,0.0004461415
UNC13A,gene_expression,0.0
DGAT2,gene_expression,0.006629837
DPYSL2,gene_expression,0.0015796217
COG8,gene_expression,0.0055869524
WDR37,gene_expression,0.0
BECN1,gene_expression,0.009096623
GPRIN1,gene_expression,0.0
DMRT1,gene_expression,0.0
SYT15,gene_expression,0.0
IFI35,gene_expression,0.0
STK35,gene_expression,0.0
SLC35E2B,gene_expression,0.0
SUPT5H,gene_expression,0.007934883
KRTAP4-7,gene_expression,0.0
TSTD2,gene_expression,0.0
HOMEZ,gene_expression,0.0
LIPM,gene_expression,0.00010281664
SYNGAP1,gene_expression,0.027196709
PDE6D,gene_expression,0.00066355604
ZNF182,gene_expression,0.0
EPN2,gene_expression,0.00021925599
GMPPB,gene_expression,0.0
SPNS1,gene_expression,0.0
ZNF808,gene_expression,0.0
STX3,gene_expression,0.0032374957
KRTCAP3,gene_expression,0.0
ATXN7,gene_expression,0.009638924
SMIM12,gene_expression,0.0
PHACTR1,gene_expression,0.0
TRIL,gene_expression,0.0
FZR1,gene_expression,0.033852197
TMED4,gene_expression,0.0
DHX30,gene_expression,0.0
TMEM187,gene_expression,0.0
CTIF,gene_expression,0.0
EIF4E1B,gene_expression,0.0
MAGEB16,gene_expression,0.0
PSTPIP2,gene_expression,0.0
CEP41,gene_expression,0.005695669
SLC25A35,gene_expression,0.0
ANKRD13A,gene_expression,0.0
GZF1,gene_expression,0.0
ADAMTS20,gene_expression,6.676391e-08
LMBR1L,gene_expression,0.0
MCPH1,gene_expression,0.00042781892
STEAP4,gene_expression,0.0
TAS2R39,gene_expression,0.00020078605
GKAP1,gene_expression,0.0
MMP14,gene_expression,0.00042371725
BLMH,gene_expression,0.0012276437
FN3KRP,gene_expression,0.0
PTAR1,gene_expression,0.0
GNGT1,gene_expression,0.0012669842
TFAP4,gene_expression,0.0
PRICKLE1,gene_expression,0.000986909
LUC7L,gene_expression,0.0
ANKRD30A,gene_expression,0.0
PIH1D2,gene_expression,0.0
KDM5B,gene_expression,5.1661544e-05
TM4SF5,gene_expression,0.0
TBC1D25,gene_expression,0.0007732331
ZNF324,gene_expression,0.0
CDH3,gene_expression,0.0
CASP14,gene_expression,9.74654e-05
RPA2,gene_expression,0.048587922
OR8B12,gene_expression,5.26843e-05
EPS8L1,gene_expression,0.0
SPAG8,gene_expression,0.0
MAGEA11,gene_expression,0.0
SDCBP,gene_expression,0.00057649467
XKRX,gene_expression,0.0
STON2,gene_expression,7.1937175e-05
NRF1,gene_expression,6.5224385e-06
FABP12,gene_expression,0.00095748244
TMEM151B,gene_expression,0.0
ANKRD28,gene_expression,0.012669229
METTL22,gene_expression,0.0002951919
ZNF746,gene_expression,0.0
PDGFRB,gene_expression,0.037774764
SEC24C,gene_expression,0.029479431
A1CF,gene_expression,0.0096462
CKMT2,gene_expression,0.039852057
POLR2G,gene_expression,0.015014727
FARSA,gene_expression,0.008528441
DNM3,gene_expression,0.00094644504
FAM174A,gene_expression,0.0
GIN1,gene_expression,0.0
ANXA7,gene_expression,0.0
PDCL2,gene_expression,0.0
RAP1GDS1,gene_expression,0.0
CARD11,gene_expression,0.0052575707
SLC31A1,gene_expression,0.0
NAGLU,gene_expression,1.0044115e-11
RAD21,gene_expression,0.022832522
EHMT1,gene_expression,0.006942194
PAK2,gene_expression,0.007438578
KCTD10,gene_expression,0.0
SNX21,gene_expression,0.0
RIPK4,gene_expression,0.0
PGBD1,gene_expression,0.0
METTL6,gene_expression,0.0
CCT4,gene_expression,0.0449154
NCAPD2,gene_expression,8.941236e-05
OR2H2,gene_expression,0.00036782975
CAPN7,gene_expression,0.0
TWF1,gene_expression,0.0
EPC1,gene_expression,0.00014458192
RGPD3,gene_expression,0.0
CCER1,gene_expression,0.0
CRYL1,gene_expression,0.0010246485
LRRC34,gene_expression,0.0
IL10RB,gene_expression,0.00036413732
ARID4B,gene_expression,0.00045333593
FNBP1,gene_expression,0.0
CCDC148,gene_expression,0.0
LZTR1,gene_expression,0.0
LPO,gene_expression,0.0
FAM209B,gene_expression,0.0
SLC38A1,gene_expression,0.0018404978
SMC3,gene_expression,0.054612596
MS4A15,gene_expression,0.0
GEN1,gene_expression,2.40862e-05
PPP3R1,gene_expression,0.0053894636
TPH1,gene_expression,0.0013305584
KNOP1,gene_expression,0.0
DAPK3,gene_expression,3.362493e-05
MAP3K12,gene_expression,0.0
PPP1R17,gene_expression,0.0
GUCY2C,gene_expression,0.004544761
GID8,gene_expression,0.0
CAD,gene_expression,0.0037278861
DIAPH1,gene_expression,3.3372846e-08
DTWD2,gene_expression,0.0
VWA5B1,gene_expression,0.0
WFDC12,gene_expression,0.0
DPPA2,gene_expression,0.0
FAM214B,gene_expression,0.0
VWA2,gene_expression,0.0
KLHL28,gene_expression,0.0
PIFO,gene_expression,0.0
EIF3L,gene_expression,0.09627749
IFNL1,gene_expression,1.6454857e-06
SCP2,gene_expression,0.019344347
ZNF596,gene_expression,0.0
NTRK2,gene_expression,2.185806e-05
GORASP2,gene_expression,0.00091023964
IPPK,gene_expression,0.00021107522
PYY,gene_expression,3.5137534e-06
TPMT,gene_expression,0.00043517255
PDCD2,gene_expression,0.0
ARID3C,gene_expression,0.0
CDK18,gene_expression,0.0
SPACA7,gene_expression,0.0
CACYBP,gene_expression,0.0
KLHL17,gene_expression,0.0
DCAF4,gene_expression,0.012923006
KCNT1,gene_expression,0.0
OSMR,gene_expression,0.010240384
ZMYM2,gene_expression,0.0067664026
OR52E2,gene_expression,1.0290224e-06
COA3,gene_expression,0.0
JSRP1,gene_expression,0.0
KRTAP6-1,gene_expression,0.0
ASB17,gene_expression,8.313329e-05
WRN,gene_expression,0.054990027
MSRB1,gene_expression,0.004933516
OR2M7,gene_expression,9.853346e-06
CBLC,gene_expression,0.0
ZNF675,gene_expression,0.0
MPP1,gene_expression,0.0
UBE2V2,gene_expression,0.0041678245
C1RL,gene_expression,0.0
CERK,gene_expression,0.015080452
LILRA1,gene_expression,0.000336832
PTX3,gene_expression,0.00040294047
WDR38,gene_expression,0.0
XYLT1,gene_expression,0.013313545
CTTNBP2,gene_expression,0.0
MDGA1,gene_expression,0.0
GLRA2,gene_expression,0.0
ZSWIM3,gene_expression,0.0
TEX37,gene_expression,0.0
STXBP1,gene_expression,0.050854925
PAIP2,gene_expression,0.0
RAD17,gene_expression,0.013362719
VGF,gene_expression,0.0009475021
TRAIP,gene_expression,0.00044863767
IDE,gene_expression,0.0040079746
SHE,gene_expression,0.0
TSEN34,gene_expression,0.00011696732
POFUT2,gene_expression,0.0064087007
RNF43,gene_expression,0.00014621748
TNRC6B,gene_expression,0.074714914
LYPD3,gene_expression,0.0
NAPRT,gene_expression,0.0056837485
CCP110,gene_expression,1.218678e-09
SLC25A20,gene_expression,0.0141337095
TTC32,gene_expression,0.0
WFIKKN2,gene_expression,0.0
SPATA18,gene_expression,0.0
CCNYL1,gene_expression,0.0
CEP85,gene_expression,0.0
ILKAP,gene_expression,0.0
CDK20,gene_expression,0.0
GPR162,gene_expression,0.0
RCBTB1,gene_expression,0.0
AADACL2,gene_expression,0.0
KLHDC8A,gene_expression,0.0
HS3ST3B1,gene_expression,0.025849625
CCDC88C,gene_expression,0.0017566136
GLRB,gene_expression,0.0
RWDD1,gene_expression,0.0
LXN,gene_expression,0.0
SERP1,gene_expression,3.1635293e-05
LRIG3,gene_expression,0.0
MRPL51,gene_expression,0.025836531
KIF7,gene_expression,0.0
MEPE,gene_expression,1.4551435e-05
CDCA7L,gene_expression,0.0
TERF2IP,gene_expression,0.015897354
CCDC77,gene_expression,0.0
NPC1,gene_expression,9.2468275e-05
PYGO2,gene_expression,0.000378715
HIRA,gene_expression,0.0008281583
PRKCI,gene_expression,0.01690777
MYO1E,gene_expression,0.0
PLCB4,gene_expression,0.002815047
IGFBP5,gene_expression,0.06355695
ABCF3,gene_expression,0.0
KLHL15,gene_expression,0.0
CA6,gene_expression,2.013453e-05
BAHD1,gene_expression,0.0
ANXA3,gene_expression,0.0
FHIT,gene_expression,0.0
PRMT1,gene_expression,0.012197457
LRFN5,gene_expression,0.0
SMPD1,gene_expression,0.009241056
RAB4A,gene_expression,0.017454999
NECAB1,gene_expression,0.0
SRP14,gene_expression,0.019712297
ARHGEF10L,gene_expression,0.012665468
AFAP1,gene_expression,0.0
BAX,gene_expression,0.0049649756
NPBWR2,gene_expression,1.2997693e-06
RNF34,gene_expression,0.0025888372
RANBP9,gene_expression,0.007807347
DAP3,gene_expression,0.035192158
DDB1,gene_expression,0.017981496
ARPC3,gene_expression,0.148451
WTAP,gene_expression,0.0
MT4,gene_expression,5.3527065e-06
ZNRF1,gene_expression,7.454514e-05
PHYKPL,gene_expression,0.00029946753
CEP97,gene_expression,0.0032295194
SULT2A1,gene_expression,2.162479e-05
PLEK2,gene_expression,0.0
HSPA6,gene_expression,0.0002124488
SAMD9L,gene_expression,0.0
EFTUD2,gene_expression,3.4311468e-18
RAB17,gene_expression,0.057585448
TRUB2,gene_expression,0.0
TBC1D32,gene_expression,0.0
ACAP3,gene_expression,0.0
RAB11B,gene_expression,0.0019413825
MVP,gene_expression,0.0007180855
ERBB3,gene_expression,3.632174e-14
RGS7,gene_expression,2.142776e-12
FAR1,gene_expression,0.008435656
IKZF5,gene_expression,0.0
ARHGAP10,gene_expression,1.1368032e-14
FKTN,gene_expression,0.0
PROC,gene_expression,0.000323324
AIMP1,gene_expression,0.0011819788
HAUS3,gene_expression,0.0007250812
ATXN7L3,gene_expression,1.125232e-06
CNTRL,gene_expression,0.011000586
RHBDL2,gene_expression,0.0
DDX3Y,gene_expression,0.0
KRT4,gene_expression,0.0
SYT7,gene_expression,0.0014007329
ARSK,gene_expression,0.0043509314
L3MBTL2,gene_expression,0.044629645
NR1I2,gene_expression,0.0018590575
