,,root
TNFSF10,gene_expression,0.0074030426
SENP3,gene_expression,0.049502514
SRP54,gene_expression,0.078532
CCNT2,gene_expression,-0.009852148
ERC1,gene_expression,-0.024457509
FAM78A,gene_expression,-0.0027921274
FBXL19,gene_expression,0.00096186856
MKNK1,gene_expression,0.0054245926
COMMD3,gene_expression,0.008666001
MTM1,gene_expression,0.04518118
CLCN1,gene_expression,0.1132538
KLHL34,gene_expression,0.008625583
SDS,gene_expression,-0.00021181343
ZNF79,gene_expression,-0.019561414
ACAA1,gene_expression,-0.028516619
N6AMT1,gene_expression,-0.023702553
HP,gene_expression,0.007706741
MCM4,gene_expression,-0.02043137
DISP1,gene_expression,0.06491477
DHX9,gene_expression,-0.039476458
DBNL,gene_expression,0.027423097
CLSTN3,gene_expression,0.010685179
PTPN2,gene_expression,-0.005592427
CNOT10,gene_expression,0.02737083
GTF3C3,gene_expression,-0.010055463
SETD1A,gene_expression,-0.01397965
PNKP,gene_expression,0.0025169975
ZFP36L1,gene_expression,0.08502101
USO1,gene_expression,-0.0013024069
RPS28,gene_expression,-0.013450722
MTHFR,gene_expression,0.04515067
LRRC47,gene_expression,0.015640413
AMY2B,gene_expression,-0.0068195635
LIPC,gene_expression,0.022976058
GATA3,gene_expression,0.00019419266
TOR1A,gene_expression,0.041898493
CDK17,gene_expression,0.09273333
FAM89B,gene_expression,-0.02401815
METTL23,gene_expression,0.024879046
TNFSF13,gene_expression,-0.010286602
NR1D2,gene_expression,0.013453251
ADPRHL2,gene_expression,-0.02097504
OMA1,gene_expression,0.04086538
DIP2C,gene_expression,0.018501144
VPS53,gene_expression,-0.004958055
ERH,gene_expression,-0.0073645064
TVP23B,gene_expression,-0.0034502244
KIF20B,gene_expression,0.010985774
NDUFAF2,gene_expression,0.025264263
DDIT4L,gene_expression,0.009632236
PEX6,gene_expression,0.011703332
DCAKD,gene_expression,0.018341
NTSR1,gene_expression,0.0039996863
TUBE1,gene_expression,-0.022688141
ZNF227,gene_expression,0.015325504
RAP1GDS1,gene_expression,0.010248448
CTNNAL1,gene_expression,0.043175895
TK2,gene_expression,-0.004595352
USP4,gene_expression,-0.011774716
MDP1,gene_expression,0.005371819
TADA3,gene_expression,-0.019290155
ARMT1,gene_expression,-0.00829705
NOP14,gene_expression,0.013726375
PLEKHH3,gene_expression,-0.08318631
ELF2,gene_expression,0.009968437
POLH,gene_expression,0.07442989
MALT1,gene_expression,0.013949599
SGPP1,gene_expression,0.07205835
TOP3A,gene_expression,-0.012511433
PIK3R4,gene_expression,0.010468526
P2RY8,gene_expression,-0.010108325
FAM24B,gene_expression,0.021460291
RPAP2,gene_expression,0.011653268
THAP11,gene_expression,-0.08895647
FAM126B,gene_expression,-0.009077015
GLRX2,gene_expression,-0.00844547
HHATL,gene_expression,-0.014320415
TMEM106B,gene_expression,-0.04805409
YBX3,gene_expression,0.005942731
SETD9,gene_expression,-0.029096872
SLC25A47,gene_expression,-0.0057878518
WIPI2,gene_expression,0.0102329645
ENTPD6,gene_expression,0.012618184
ITGAM,gene_expression,0.010683617
LACC1,gene_expression,0.013970585
ASH1L,gene_expression,-0.0030067067
TBC1D32,gene_expression,0.003759347
TMEM159,gene_expression,-0.034004778
NFYB,gene_expression,-0.012996927
SAP30,gene_expression,0.0443733
SYNRG,gene_expression,-0.0022662478
TMEM184B,gene_expression,-0.0074655637
DUSP3,gene_expression,0.0145322075
CMSS1,gene_expression,-0.01626155
CREBL2,gene_expression,-0.07574667
TRMT10A,gene_expression,-0.025064237
THOC6,gene_expression,0.008956872
GATA2,gene_expression,0.015503951
TSC22D1,gene_expression,0.012966356
FKBP15,gene_expression,0.015011541
NEDD1,gene_expression,0.017582795
PPIL2,gene_expression,-0.015421755
ZGPAT,gene_expression,-0.008222248
LAX1,gene_expression,0.01143422
CLPTM1,gene_expression,-0.009297059
ZNF565,gene_expression,-0.009888533
HEG1,gene_expression,0.018307593
DYRK1B,gene_expression,-0.0041953386
TMEM126A,gene_expression,0.0019381624
SAFB,gene_expression,0.0010774989
PCBP2,gene_expression,0.008967804
POMC,gene_expression,-0.010635039
ZNF160,gene_expression,0.023265053
KCTD12,gene_expression,-0.010894091
OTUD7B,gene_expression,0.0057391985
DST,gene_expression,0.012000938
TBC1D2,gene_expression,-0.01129477
SCYL2,gene_expression,0.023520045
AIF1L,gene_expression,-0.009478171
HGS,gene_expression,0.0129743265
RAB6A,gene_expression,-0.006932635
TINF2,gene_expression,-0.013519669
DHFR,gene_expression,0.027556475
LY6H,gene_expression,-0.051935095
ZBTB11,gene_expression,-0.015970431
EML3,gene_expression,-0.01119522
EPC2,gene_expression,0.008932671
OR5D16,gene_expression,0.038448457
TKFC,gene_expression,-0.014399653
C2CD5,gene_expression,-0.024457525
AEBP2,gene_expression,-0.02868842
ECHDC3,gene_expression,-0.05304578
GK5,gene_expression,0.009695121
SRSF5,gene_expression,-0.00934822
TTC9C,gene_expression,0.008034564
TSPYL2,gene_expression,-0.009702983
PGLYRP2,gene_expression,0.0058958144
IDS,gene_expression,0.1181028
MTCH1,gene_expression,0.009286235
MAGEA11,gene_expression,0.015097128
HLCS,gene_expression,0.08786226
AMER1,gene_expression,0.0008624479
NAA15,gene_expression,0.006899806
PIK3CA,gene_expression,-0.18013701
SLC5A6,gene_expression,-0.0074253315
CCNL1,gene_expression,0.0023944909
ANO6,gene_expression,-0.037005283
POLR3E,gene_expression,-0.0071967654
AASDH,gene_expression,0.002904102
CD9,gene_expression,0.012032189
RBBP7,gene_expression,-0.008931471
AKR1B1,gene_expression,-0.121593505
H1F0,gene_expression,0.09657735
MRPS21,gene_expression,0.01061153
ZNF586,gene_expression,-0.009480874
RASA1,gene_expression,0.0014681526
MLLT11,gene_expression,0.005665438
MRGBP,gene_expression,-0.011743362
SLC43A2,gene_expression,-0.032455802
HNRNPUL1,gene_expression,-0.0121190995
GPC5,gene_expression,-0.014763364
KLHL36,gene_expression,-0.014503489
UBAC1,gene_expression,-0.008862945
NISCH,gene_expression,-0.006855556
FAM120AOS,gene_expression,0.067426465
PNISR,gene_expression,0.011750788
PEX2,gene_expression,-0.02103813
PIK3IP1,gene_expression,0.07572593
AP1S2,gene_expression,0.01199134
AP1G2,gene_expression,-0.008729129
ANKRD34A,gene_expression,0.009043498
LRSAM1,gene_expression,0.015513863
HNRNPR,gene_expression,-0.008013782
MLKL,gene_expression,-0.009899029
ARHGAP21,gene_expression,0.027889129
RWDD3,gene_expression,0.0065682307
PCBP1,gene_expression,0.009820967
HAND2,gene_expression,0.012742348
AUH,gene_expression,0.103069305
SEPSECS,gene_expression,-0.0070819953
ARID1A,gene_expression,-0.0092258835
E2F5,gene_expression,-0.0063748523
SH2D3C,gene_expression,0.057014477
TNFRSF10A,gene_expression,-0.011520654
COA5,gene_expression,-0.011884193
MYBPH,gene_expression,-0.010282566
TUBG1,gene_expression,-0.006801612
WHAMM,gene_expression,0.011170196
BEND5,gene_expression,0.0009899845
SLC9B1,gene_expression,-0.0689487
DYNLL1,gene_expression,-0.022478806
TDRD3,gene_expression,-0.031371053
MPV17L2,gene_expression,-0.007749467
TGFBRAP1,gene_expression,0.0012863423
KCTD11,gene_expression,-0.010432076
MTHFD1,gene_expression,-0.0058704065
NHLRC3,gene_expression,0.0032051562
SLC9A7,gene_expression,-0.09654537
GRHL1,gene_expression,0.023855275
SPHK2,gene_expression,0.041279156
FEV,gene_expression,-0.004290947
ZNF180,gene_expression,-0.018946292
LDAH,gene_expression,0.009593497
POU2AF1,gene_expression,0.04382321
UBE2V2,gene_expression,0.0028251272
NCKIPSD,gene_expression,-0.032384347
IBTK,gene_expression,0.010151428
DAAM2,gene_expression,-0.0063909707
EPB41L2,gene_expression,0.009642795
TRIM8,gene_expression,0.005976797
NOL4L,gene_expression,0.00986123
PHIP,gene_expression,-0.006745386
FLYWCH2,gene_expression,-0.012407804
QRSL1,gene_expression,0.041677717
GYPE,gene_expression,0.033221316
ZNF837,gene_expression,0.013491495
CNIH1,gene_expression,-0.00980394
PAWR,gene_expression,0.002276702
ZNF585A,gene_expression,0.009724227
CD82,gene_expression,-0.011050121
TMEM41B,gene_expression,-0.00030462485
ZFP1,gene_expression,-0.034808896
PRR19,gene_expression,0.013238637
RUNX1,gene_expression,0.0066179945
YTHDC2,gene_expression,0.033881664
PIK3C3,gene_expression,-0.055546097
DCDC2B,gene_expression,-0.006455674
WDR4,gene_expression,-0.016772937
DNAH6,gene_expression,0.010581955
FLVCR2,gene_expression,0.040197156
SNX33,gene_expression,0.018390296
GLUL,gene_expression,0.0068344725
ZSCAN5A,gene_expression,0.01051976
ZBTB40,gene_expression,-0.0277606
RIOK2,gene_expression,0.008214883
METTL4,gene_expression,-0.010283755
TADA2A,gene_expression,-0.009247289
DNMBP,gene_expression,-0.007659434
CNOT7,gene_expression,-0.013731681
TRIM26,gene_expression,0.008221685
KHDC1L,gene_expression,0.022596497
KCTD6,gene_expression,0.00744813
PPIE,gene_expression,0.026163697
CCDC115,gene_expression,0.009043537
ANKRD13D,gene_expression,0.06581304
PDSS1,gene_expression,0.007411442
CASP8,gene_expression,-0.010405615
PAK1,gene_expression,-0.0051435633
TMEM109,gene_expression,-0.009134486
PKN2,gene_expression,0.011396141
NRSN2,gene_expression,0.07022481
PLEKHM2,gene_expression,0.011623
DOK1,gene_expression,-0.012940865
YIPF4,gene_expression,-0.0061607976
KRCC1,gene_expression,0.0029149866
NBPF1,gene_expression,0.007164426
HCN2,gene_expression,-0.006818889
ZYG11B,gene_expression,0.065056
NEDD4L,gene_expression,-0.11273405
SRRT,gene_expression,-0.008762916
ANAPC10,gene_expression,0.030661333
ARHGEF10,gene_expression,0.01170896
ZNF679,gene_expression,0.0049393033
SREBF2,gene_expression,-0.013881815
SEL1L3,gene_expression,0.00039992156
UTP18,gene_expression,-0.008214558
GTF2F1,gene_expression,-0.0066547925
ATP7A,gene_expression,0.02308942
PGD,gene_expression,0.03111055
JADE3,gene_expression,0.013344632
LANCL1,gene_expression,-0.009663764
HDX,gene_expression,-0.007571311
MAPK4,gene_expression,0.017217163
ZNF628,gene_expression,-0.008989429
PLP1,gene_expression,0.0015200605
HIST1H2BE,gene_expression,0.035284806
UTY,gene_expression,0.01122023
MYNN,gene_expression,0.031043625
ZFR2,gene_expression,0.013465076
GPKOW,gene_expression,0.01711867
SPATA24,gene_expression,-0.007908658
PAM,gene_expression,-0.0091495095
DNM3,gene_expression,-0.011351127
NOL11,gene_expression,0.10253204
ZNF737,gene_expression,0.007869905
ANKS6,gene_expression,0.10555681
CYP20A1,gene_expression,0.017439684
GRPEL2,gene_expression,0.011291962
MIEN1,gene_expression,0.009336969
NOC2L,gene_expression,-0.0065625394
CCDC106,gene_expression,-0.011173617
RSF1,gene_expression,0.0023130374
KCNC1,gene_expression,0.020106595
APLF,gene_expression,-0.017711468
HNRNPAB,gene_expression,0.05503731
SYVN1,gene_expression,-0.0062554064
TAF1B,gene_expression,-0.0012330875
RPS27L,gene_expression,-0.07709718
BRD7,gene_expression,0.010159765
MFSD8,gene_expression,-0.007999087
CSNK1G1,gene_expression,0.0071025356
MANEA,gene_expression,0.009692192
TRIP11,gene_expression,-0.083444685
SERAC1,gene_expression,-0.012169035
PLIN2,gene_expression,0.010639157
WDR55,gene_expression,0.0039551463
ZNF785,gene_expression,0.011187119
RDH13,gene_expression,-0.056706578
IL9R,gene_expression,-0.0016749025
CXXC5,gene_expression,0.0068074265
SAP30L,gene_expression,0.057536427
QSOX2,gene_expression,0.0047522224
BECN1,gene_expression,0.012480948
LSM6,gene_expression,-0.015523953
MAPK6,gene_expression,-0.009487251
MFSD6,gene_expression,0.013463871
FUT8,gene_expression,0.012944483
PARS2,gene_expression,-0.015819533
CTAGE15,gene_expression,0.010697519
SMIM7,gene_expression,0.00411741
HEATR6,gene_expression,0.0055038217
NXF3,gene_expression,0.01625467
SEPHS2,gene_expression,-0.053196438
TMF1,gene_expression,-0.049716
SMAGP,gene_expression,0.061179016
PBDC1,gene_expression,0.007474358
SMTNL1,gene_expression,-0.013052444
GLI3,gene_expression,-0.018413013
TRPS1,gene_expression,-0.019922169
KDM4A,gene_expression,-0.00678588
IRF2,gene_expression,0.017836088
TIGD1,gene_expression,0.006673502
DYNC1LI2,gene_expression,0.006177446
RGR,gene_expression,0.008515283
NDN,gene_expression,0.009932427
IL15RA,gene_expression,0.0012097626
HAGH,gene_expression,-0.008423964
NPEPL1,gene_expression,-0.08803793
CPA3,gene_expression,-0.0026727105
PINX1,gene_expression,-0.011503922
CXCL12,gene_expression,-0.010244712
RPF1,gene_expression,-0.009008653
TKT,gene_expression,0.02367831
WDR6,gene_expression,0.0045623034
WBP1,gene_expression,0.0076767206
HIC1,gene_expression,0.003883251
NUP43,gene_expression,-0.007925572
ASH2L,gene_expression,-0.057822842
DTNA,gene_expression,0.0059567913
TMEM69,gene_expression,0.013739029
NKIRAS2,gene_expression,-0.0076051895
GNG7,gene_expression,0.012860574
AR,gene_expression,-0.0072509367
BIRC2,gene_expression,0.016333789
GNAI2,gene_expression,0.0076891733
ADHFE1,gene_expression,-0.0018258479
HYOU1,gene_expression,-0.011462502
HARS,gene_expression,-0.0048398003
CAMK2G,gene_expression,-0.009619988
ZBTB3,gene_expression,0.019684259
COMMD2,gene_expression,-0.015752828
FAHD2A,gene_expression,-0.006568556
RAD21,gene_expression,0.004226717
MBD4,gene_expression,0.03569036
MYO1C,gene_expression,0.038818397
MINK1,gene_expression,-0.017183043
NEK11,gene_expression,0.018531075
PGM2,gene_expression,-0.01917283
DCTPP1,gene_expression,-0.007870493
BCOR,gene_expression,-0.012460017
TSPAN5,gene_expression,-0.011640028
EIF2A,gene_expression,0.013978457
MEGF10,gene_expression,0.0049522463
EIF3F,gene_expression,-0.01232425
PHLPP2,gene_expression,0.002279412
UBLCP1,gene_expression,-0.02422099
NRROS,gene_expression,0.009671726
MLF2,gene_expression,-0.01070038
HBA2,gene_expression,-0.009499873
SEC11A,gene_expression,-0.0015631828
PIK3CD,gene_expression,-0.0021268348
CALCOCO1,gene_expression,-0.0077878353
RBM10,gene_expression,0.01087516
LASP1,gene_expression,-0.07902061
LRWD1,gene_expression,-0.0029541254
CPQ,gene_expression,0.011430401
PCGF6,gene_expression,-0.061347917
PURA,gene_expression,-0.072521575
LAMTOR5,gene_expression,-0.006529456
ICE2,gene_expression,0.011392811
LOXL3,gene_expression,-0.014107002
RBM5,gene_expression,0.010589607
WDR77,gene_expression,0.015191299
MMACHC,gene_expression,0.009046544
VCPKMT,gene_expression,0.0058833323
SMCO4,gene_expression,0.009138643
KCNQ1,gene_expression,-0.014800181
GGH,gene_expression,-0.01986666
DUSP12,gene_expression,-0.013429684
TNFRSF10D,gene_expression,0.016551448
ALPK3,gene_expression,0.00844217
KLRK1,gene_expression,0.07684955
NLN,gene_expression,-0.082544334
TAGLN,gene_expression,-0.017112967
NPHP3,gene_expression,-0.005001301
NME6,gene_expression,-0.006980186
CHMP3,gene_expression,-0.011418609
TP53I3,gene_expression,0.010915905
FZD7,gene_expression,-0.013177332
NAT10,gene_expression,0.024310604
PHF10,gene_expression,-0.078916386
LENG8,gene_expression,0.0107390825
UTP15,gene_expression,0.010112889
PLEKHF1,gene_expression,0.009830635
MCMDC2,gene_expression,0.005475072
CSNK2A2,gene_expression,0.009597385
TEDDM1,gene_expression,0.009460413
DNPEP,gene_expression,0.029781258
ST6GALNAC3,gene_expression,0.0072126943
TECR,gene_expression,-0.005776859
USP39,gene_expression,-0.023255115
DMTF1,gene_expression,0.004650785
IL6R,gene_expression,-0.009980007
MGST2,gene_expression,0.0076172356
SNPH,gene_expression,-0.011148351
RFC4,gene_expression,0.00633213
DAZAP1,gene_expression,0.020182118
TVP23C,gene_expression,0.0770294
EIF2B5,gene_expression,-0.012697157
VSIG1,gene_expression,0.013965611
HNRNPCL3,gene_expression,0.028658897
NLGN2,gene_expression,-0.009739317
SLC35C2,gene_expression,0.022711992
OXSM,gene_expression,-0.011638185
SOCS2,gene_expression,0.12050764
EFCAB6,gene_expression,0.0112535795
DBT,gene_expression,-0.0075315153
CLASP1,gene_expression,-0.017945072
DDX1,gene_expression,0.012097184
PLEKHA2,gene_expression,-0.012941129
SAV1,gene_expression,-0.0074803857
ZNF552,gene_expression,-0.010662509
TAPBP,gene_expression,0.007566298
CNPY2,gene_expression,-0.010773488
PSMC3IP,gene_expression,-0.00037161063
TOP1MT,gene_expression,-0.008211216
PANK4,gene_expression,-0.0068557635
BCL2,gene_expression,-0.008268578
ACYP1,gene_expression,0.008761466
FNDC3B,gene_expression,-0.021052452
SNX2,gene_expression,-0.009090659
LRRC58,gene_expression,-0.016707744
ETFDH,gene_expression,0.059906926
TMEFF1,gene_expression,0.0009314707
OR5D18,gene_expression,-0.01882762
HOOK2,gene_expression,-0.0007116563
LRRC57,gene_expression,-0.007630612
B9D2,gene_expression,0.03275685
SUMO1,gene_expression,0.058269653
CMTR1,gene_expression,-0.059181564
DLG4,gene_expression,-0.012093335
PXYLP1,gene_expression,0.009691857
GMIP,gene_expression,0.0101170195
USP13,gene_expression,0.012341455
DCUN1D4,gene_expression,0.028261518
