,,coef
CSTF2,gene_expression,2.499072e-06
SPDYE1,gene_expression,0.0
COQ5,gene_expression,8.927382e-07
EXTL2,gene_expression,1.9310429e-08
CBX1,gene_expression,0.0
SPATA7,gene_expression,0.0
MEF2A,gene_expression,1.3105498e-05
ARV1,gene_expression,0.0
MORC2,gene_expression,0.0
KIDINS220,gene_expression,3.4522e-06
RHOT1,gene_expression,8.178791e-06
PSMD12,gene_expression,2.3865276e-05
NBAS,gene_expression,1.2413887e-09
CRLS1,gene_expression,2.549994e-08
FAM107B,gene_expression,0.0
ATP6V1A,gene_expression,1.4643386e-05
PIGC,gene_expression,3.4738545e-11
GPATCH1,gene_expression,0.0
PIP4K2A,gene_expression,0.00010990627
TTC29,gene_expression,0.0
WDR11,gene_expression,0.0
MMAA,gene_expression,6.703165e-07
ACOT8,gene_expression,2.5957617e-08
BBS2,gene_expression,7.119138e-08
SLC38A9,gene_expression,1.06117295e-05
CCDC59,gene_expression,9.374134e-09
LRRC8D,gene_expression,3.353899e-05
DCST1,gene_expression,0.0
AGPAT2,gene_expression,7.4112068e-06
QRICH1,gene_expression,0.0
OR11H1,gene_expression,1.9881865e-07
ZNF84,gene_expression,0.0
CCR4,gene_expression,2.534553e-06
AFF1,gene_expression,0.0
YIPF3,gene_expression,0.0
FZD5,gene_expression,1.0397583e-05
PPP2R3C,gene_expression,0.0
NME7,gene_expression,6.128986e-07
DSC1,gene_expression,0.00012985014
IKZF1,gene_expression,2.385647e-09
MR1,gene_expression,0.0
TFE3,gene_expression,0.0
HDAC11,gene_expression,5.9772683e-06
CD55,gene_expression,6.121036e-05
GJC1,gene_expression,6.7427917e-09
KCNJ8,gene_expression,1.3593107e-09
CEP68,gene_expression,0.0
APOA1,gene_expression,1.4464651e-05
BET1,gene_expression,2.7245957e-08
HMGCL,gene_expression,8.583917e-06
ATP6V0E1,gene_expression,9.9521e-07
ZNF70,gene_expression,0.0
RPL11,gene_expression,1.3222985e-06
KBTBD8,gene_expression,4.0714905e-08
DCANP1,gene_expression,0.0
SUSD1,gene_expression,0.0
ULK1,gene_expression,9.056267e-07
SEMA3E,gene_expression,5.628662e-06
FCRLB,gene_expression,0.0
ZNF35,gene_expression,0.0
FFAR2,gene_expression,4.856551e-06
SLC39A6,gene_expression,8.4529694e-07
NT5C2,gene_expression,7.328691e-08
TRIM41,gene_expression,1.4978252e-08
RXRB,gene_expression,2.7964958e-07
HIGD1A,gene_expression,3.8189196e-08
MYBPC3,gene_expression,2.6077498e-06
RPL17,gene_expression,2.6761104e-06
HGD,gene_expression,1.0032501e-07
MRPL34,gene_expression,1.17729584e-07
SUV39H1,gene_expression,1.9594998e-08
RAB5B,gene_expression,1.3465338e-06
LRCH4,gene_expression,0.0
ACTR3,gene_expression,7.460905e-06
PGM3,gene_expression,0.0
DHDDS,gene_expression,0.0
EXOC2,gene_expression,6.2088e-07
NSD1,gene_expression,5.597392e-10
DHPS,gene_expression,2.1233137e-09
WDR41,gene_expression,0.0
NT5DC2,gene_expression,0.0
DNAJB12,gene_expression,0.0
PHACTR2,gene_expression,2.4779069e-05
ARHGEF9,gene_expression,2.8825532e-05
ASCC2,gene_expression,8.584693e-07
EIF4ENIF1,gene_expression,0.0
PHF20,gene_expression,2.514921e-07
ZMYM1,gene_expression,0.0
APH1B,gene_expression,1.9780202e-06
IFNGR1,gene_expression,1.3239282e-06
TPCN2,gene_expression,0.0
RNF214,gene_expression,0.0
DBP,gene_expression,2.4615337e-08
ZNF260,gene_expression,0.0
CACTIN,gene_expression,0.0
STK25,gene_expression,0.0
HYKK,gene_expression,1.6920114e-09
HCN3,gene_expression,3.0506015e-09
IL1R1,gene_expression,3.138599e-07
GP1BA,gene_expression,2.5224278e-06
ABCE1,gene_expression,0.0
IL27RA,gene_expression,6.5825684e-10
CBFB,gene_expression,1.2315043e-05
DDX10,gene_expression,0.0
EPHA2,gene_expression,6.833867e-08
HIPK2,gene_expression,5.9057706e-06
TSR3,gene_expression,2.6781955e-11
TMEM79,gene_expression,0.0
TNFSF10,gene_expression,5.2541077e-06
SENP3,gene_expression,1.8623832e-10
SRP54,gene_expression,3.531778e-08
CCNT2,gene_expression,5.3118058e-08
ERC1,gene_expression,0.0
FAM78A,gene_expression,0.0
FBXL19,gene_expression,5.6915637e-09
MKNK1,gene_expression,8.535165e-07
COMMD3,gene_expression,5.544948e-07
MTM1,gene_expression,2.6166254e-06
CLCN1,gene_expression,0.0
KLHL34,gene_expression,0.0
SDS,gene_expression,4.2851395e-12
ZNF79,gene_expression,0.0
ACAA1,gene_expression,2.7624783e-06
N6AMT1,gene_expression,2.2636837e-07
HP,gene_expression,5.0328946e-08
MCM4,gene_expression,6.9964693e-07
DISP1,gene_expression,0.0
DHX9,gene_expression,8.265138e-08
DBNL,gene_expression,8.791617e-06
CLSTN3,gene_expression,0.0
PTPN2,gene_expression,4.1193252e-06
CNOT10,gene_expression,2.2309499e-07
GTF3C3,gene_expression,2.9673868e-06
SETD1A,gene_expression,5.665668e-06
PNKP,gene_expression,2.3220736e-07
ZFP36L1,gene_expression,2.2873412e-05
USO1,gene_expression,3.4952516e-06
RPS28,gene_expression,3.623789e-05
MTHFR,gene_expression,2.2182054e-08
LRRC47,gene_expression,0.0
AMY2B,gene_expression,4.5472947e-07
LIPC,gene_expression,4.547715e-06
GATA3,gene_expression,2.4523484e-07
TOR1A,gene_expression,1.0839227e-06
CDK17,gene_expression,0.0
FAM89B,gene_expression,0.0
METTL23,gene_expression,0.0
TNFSF13,gene_expression,3.953527e-06
NR1D2,gene_expression,7.2585317e-07
ADPRHL2,gene_expression,3.0669132e-06
OMA1,gene_expression,0.0
DIP2C,gene_expression,0.0
VPS53,gene_expression,4.4284434e-07
ERH,gene_expression,0.0
TVP23B,gene_expression,0.0
KIF20B,gene_expression,1.8207372e-06
NDUFAF2,gene_expression,3.7094721e-06
DDIT4L,gene_expression,0.0
PEX6,gene_expression,0.0
DCAKD,gene_expression,0.0
NTSR1,gene_expression,1.8758534e-07
TUBE1,gene_expression,0.0
ZNF227,gene_expression,0.0
RAP1GDS1,gene_expression,0.0
CTNNAL1,gene_expression,0.0
TK2,gene_expression,1.6424711e-07
USP4,gene_expression,3.2559043e-08
MDP1,gene_expression,0.0
TADA3,gene_expression,2.1056246e-07
ARMT1,gene_expression,0.0
NOP14,gene_expression,1.4976372e-10
PLEKHH3,gene_expression,0.0
ELF2,gene_expression,3.2317715e-07
POLH,gene_expression,0.00017047422
MALT1,gene_expression,1.3256638e-07
SGPP1,gene_expression,3.133541e-06
TOP3A,gene_expression,2.7706592e-06
PIK3R4,gene_expression,5.9865883e-06
P2RY8,gene_expression,0.0
FAM24B,gene_expression,0.0
RPAP2,gene_expression,2.0976902e-06
THAP11,gene_expression,0.0
FAM126B,gene_expression,0.0
GLRX2,gene_expression,0.0
HHATL,gene_expression,0.0
TMEM106B,gene_expression,0.0
YBX3,gene_expression,0.0
SETD9,gene_expression,6.759506e-07
SLC25A47,gene_expression,0.0
WIPI2,gene_expression,2.68248e-08
ENTPD6,gene_expression,6.797766e-07
ITGAM,gene_expression,1.4726356e-05
LACC1,gene_expression,0.0
ASH1L,gene_expression,5.961041e-11
TBC1D32,gene_expression,0.0
TMEM159,gene_expression,0.0
NFYB,gene_expression,2.0991225e-05
SAP30,gene_expression,8.202054e-06
SYNRG,gene_expression,0.0
TMEM184B,gene_expression,0.0
DUSP3,gene_expression,9.29979e-06
CMSS1,gene_expression,0.0
CREBL2,gene_expression,0.0
TRMT10A,gene_expression,0.0
THOC6,gene_expression,1.0413195e-06
GATA2,gene_expression,4.192301e-06
TSC22D1,gene_expression,1.1182451e-10
FKBP15,gene_expression,0.0
NEDD1,gene_expression,6.113321e-07
PPIL2,gene_expression,2.006949e-06
ZGPAT,gene_expression,0.0
LAX1,gene_expression,0.0
CLPTM1,gene_expression,0.0
ZNF565,gene_expression,0.0
HEG1,gene_expression,0.0
DYRK1B,gene_expression,0.0
TMEM126A,gene_expression,0.0
SAFB,gene_expression,1.1064821e-09
PCBP2,gene_expression,0.0002599124
POMC,gene_expression,5.5878395e-06
ZNF160,gene_expression,0.0
KCTD12,gene_expression,0.0
OTUD7B,gene_expression,5.0632462e-08
DST,gene_expression,9.878847e-07
TBC1D2,gene_expression,0.0
SCYL2,gene_expression,0.0
AIF1L,gene_expression,0.0
HGS,gene_expression,1.4795146e-06
RAB6A,gene_expression,1.7719822e-06
TINF2,gene_expression,4.5093792e-08
DHFR,gene_expression,1.3235359e-05
LY6H,gene_expression,0.0
ZBTB11,gene_expression,0.0
EML3,gene_expression,0.0
EPC2,gene_expression,0.0
OR5D16,gene_expression,2.1035514e-06
TKFC,gene_expression,1.1832379e-06
C2CD5,gene_expression,5.680063e-08
AEBP2,gene_expression,5.696829e-07
ECHDC3,gene_expression,0.0
GK5,gene_expression,0.0
SRSF5,gene_expression,3.7054397e-06
TTC9C,gene_expression,0.0
TSPYL2,gene_expression,8.6580116e-08
PGLYRP2,gene_expression,0.0
IDS,gene_expression,2.1534297e-05
MTCH1,gene_expression,0.0
MAGEA11,gene_expression,0.0
HLCS,gene_expression,1.7268538e-05
AMER1,gene_expression,5.044212e-07
NAA15,gene_expression,0.0
PIK3CA,gene_expression,0.0015783192
SLC5A6,gene_expression,6.999276e-07
CCNL1,gene_expression,0.0
ANO6,gene_expression,1.27323665e-05
POLR3E,gene_expression,9.620422e-07
AASDH,gene_expression,0.0
CD9,gene_expression,6.0102127e-05
RBBP7,gene_expression,2.9883358e-06
AKR1B1,gene_expression,0.0001087867
H1F0,gene_expression,0.0004961414
MRPS21,gene_expression,2.081489e-07
ZNF586,gene_expression,0.0
RASA1,gene_expression,1.6309556e-06
MLLT11,gene_expression,0.0
MRGBP,gene_expression,3.7946624e-08
SLC43A2,gene_expression,3.6130825e-06
HNRNPUL1,gene_expression,6.5865596e-10
GPC5,gene_expression,2.751813e-07
KLHL36,gene_expression,0.0
UBAC1,gene_expression,5.350372e-08
NISCH,gene_expression,0.0
FAM120AOS,gene_expression,0.0
PNISR,gene_expression,0.0
PEX2,gene_expression,3.9725023e-09
PIK3IP1,gene_expression,0.0
AP1S2,gene_expression,2.7750739e-06
AP1G2,gene_expression,4.2554055e-07
ANKRD34A,gene_expression,0.0
LRSAM1,gene_expression,7.3740824e-07
HNRNPR,gene_expression,9.92492e-07
MLKL,gene_expression,0.0
ARHGAP21,gene_expression,5.8932354e-05
RWDD3,gene_expression,0.0
PCBP1,gene_expression,4.6667964e-08
HAND2,gene_expression,0.0
AUH,gene_expression,0.0
SEPSECS,gene_expression,5.2741666e-07
ARID1A,gene_expression,1.678951e-05
E2F5,gene_expression,9.109917e-07
SH2D3C,gene_expression,0.0
TNFRSF10A,gene_expression,1.3089126e-06
COA5,gene_expression,0.0
MYBPH,gene_expression,0.0
TUBG1,gene_expression,1.1001027e-06
WHAMM,gene_expression,0.0
BEND5,gene_expression,0.0
SLC9B1,gene_expression,0.0
DYNLL1,gene_expression,2.2902657e-05
TDRD3,gene_expression,0.0
MPV17L2,gene_expression,0.0
TGFBRAP1,gene_expression,0.0
KCTD11,gene_expression,0.0
MTHFD1,gene_expression,3.2937728e-09
NHLRC3,gene_expression,6.9770334e-07
SLC9A7,gene_expression,3.197835e-05
GRHL1,gene_expression,5.557058e-07
SPHK2,gene_expression,1.7475463e-06
FEV,gene_expression,0.0
ZNF180,gene_expression,0.0
LDAH,gene_expression,0.0
POU2AF1,gene_expression,0.0
UBE2V2,gene_expression,1.12662484e-07
NCKIPSD,gene_expression,2.3300176e-05
IBTK,gene_expression,0.0
DAAM2,gene_expression,0.0
EPB41L2,gene_expression,8.61041e-09
TRIM8,gene_expression,0.0
NOL4L,gene_expression,0.0
PHIP,gene_expression,0.0
FLYWCH2,gene_expression,0.0
QRSL1,gene_expression,0.0
GYPE,gene_expression,0.0
ZNF837,gene_expression,0.0
CNIH1,gene_expression,1.6383402e-07
PAWR,gene_expression,0.0
ZNF585A,gene_expression,0.0
CD82,gene_expression,0.0
TMEM41B,gene_expression,0.0
ZFP1,gene_expression,0.0
PRR19,gene_expression,0.0
RUNX1,gene_expression,2.9797517e-05
YTHDC2,gene_expression,0.0
PIK3C3,gene_expression,2.675082e-06
DCDC2B,gene_expression,0.0
WDR4,gene_expression,0.0
DNAH6,gene_expression,0.0
FLVCR2,gene_expression,0.0
SNX33,gene_expression,0.0
GLUL,gene_expression,1.0874462e-08
ZSCAN5A,gene_expression,0.0
ZBTB40,gene_expression,0.0
RIOK2,gene_expression,1.5219254e-10
METTL4,gene_expression,0.0
TADA2A,gene_expression,3.9495866e-08
DNMBP,gene_expression,0.0
CNOT7,gene_expression,1.1461765e-06
TRIM26,gene_expression,0.0
KHDC1L,gene_expression,0.0
KCTD6,gene_expression,4.512153e-06
PPIE,gene_expression,2.0753541e-06
CCDC115,gene_expression,0.0
ANKRD13D,gene_expression,0.0
PDSS1,gene_expression,2.913759e-07
CASP8,gene_expression,7.625782e-05
PAK1,gene_expression,8.39321e-05
TMEM109,gene_expression,0.0
PKN2,gene_expression,0.0
NRSN2,gene_expression,0.0
PLEKHM2,gene_expression,0.0
DOK1,gene_expression,3.754354e-06
YIPF4,gene_expression,0.0
KRCC1,gene_expression,0.0
NBPF1,gene_expression,0.0
HCN2,gene_expression,3.5930663e-09
ZYG11B,gene_expression,0.0
NEDD4L,gene_expression,2.1175897e-06
SRRT,gene_expression,2.6421153e-06
ANAPC10,gene_expression,5.3119447e-06
ARHGEF10,gene_expression,1.7894565e-06
ZNF679,gene_expression,0.0
SREBF2,gene_expression,2.4025388e-05
SEL1L3,gene_expression,0.0
UTP18,gene_expression,5.378985e-10
GTF2F1,gene_expression,1.9742694e-05
ATP7A,gene_expression,0.00010345722
PGD,gene_expression,0.0
JADE3,gene_expression,2.5504143e-09
LANCL1,gene_expression,0.0
HDX,gene_expression,0.0
MAPK4,gene_expression,5.9037135e-09
ZNF628,gene_expression,0.0
PLP1,gene_expression,0.0
HIST1H2BE,gene_expression,0.0
UTY,gene_expression,1.814518e-08
MYNN,gene_expression,0.0
ZFR2,gene_expression,0.0
GPKOW,gene_expression,2.6127589e-06
SPATA24,gene_expression,0.0
PAM,gene_expression,0.0
DNM3,gene_expression,7.931612e-06
NOL11,gene_expression,2.7886693e-09
ZNF737,gene_expression,0.0
ANKS6,gene_expression,0.0
CYP20A1,gene_expression,0.0
GRPEL2,gene_expression,6.629802e-08
MIEN1,gene_expression,0.0
NOC2L,gene_expression,3.5254732e-07
CCDC106,gene_expression,0.0
RSF1,gene_expression,5.7181893e-08
KCNC1,gene_expression,2.6686845e-07
APLF,gene_expression,0.0
HNRNPAB,gene_expression,0.0
SYVN1,gene_expression,7.5136973e-06
TAF1B,gene_expression,8.2956177e-07
RPS27L,gene_expression,1.1232176e-05
BRD7,gene_expression,2.2110302e-07
MFSD8,gene_expression,0.0
CSNK1G1,gene_expression,0.0
MANEA,gene_expression,2.2330175e-09
TRIP11,gene_expression,1.1499168e-05
SERAC1,gene_expression,0.0
PLIN2,gene_expression,1.2858722e-07
WDR55,gene_expression,0.0
ZNF785,gene_expression,0.0
RDH13,gene_expression,4.2525878e-07
IL9R,gene_expression,3.898995e-08
CXXC5,gene_expression,3.122981e-06
SAP30L,gene_expression,3.52461e-05
QSOX2,gene_expression,0.0
BECN1,gene_expression,1.6759412e-07
LSM6,gene_expression,7.1118586e-07
MAPK6,gene_expression,1.4577997e-09
MFSD6,gene_expression,0.0
FUT8,gene_expression,1.165284e-07
PARS2,gene_expression,1.9132548e-08
CTAGE15,gene_expression,0.0
SMIM7,gene_expression,0.0
HEATR6,gene_expression,0.0
NXF3,gene_expression,0.0
SEPHS2,gene_expression,1.390064e-06
TMF1,gene_expression,1.8169139e-06
SMAGP,gene_expression,0.0
PBDC1,gene_expression,0.0
SMTNL1,gene_expression,0.0
GLI3,gene_expression,1.0130441e-05
TRPS1,gene_expression,0.0
KDM4A,gene_expression,2.496246e-09
IRF2,gene_expression,0.0
TIGD1,gene_expression,0.0
DYNC1LI2,gene_expression,6.405608e-07
RGR,gene_expression,4.3071907e-08
NDN,gene_expression,5.3383356e-08
IL15RA,gene_expression,5.551125e-10
HAGH,gene_expression,0.0
NPEPL1,gene_expression,0.0
CPA3,gene_expression,1.1806209e-10
PINX1,gene_expression,0.0
CXCL12,gene_expression,1.2900865e-07
RPF1,gene_expression,0.0
TKT,gene_expression,6.450903e-08
WDR6,gene_expression,0.0
WBP1,gene_expression,0.0
HIC1,gene_expression,5.539465e-10
NUP43,gene_expression,1.3118224e-05
ASH2L,gene_expression,1.2794259e-05
DTNA,gene_expression,0.0
TMEM69,gene_expression,0.0
NKIRAS2,gene_expression,0.0
GNG7,gene_expression,0.00022842929
AR,gene_expression,1.5248217e-05
BIRC2,gene_expression,4.089502e-06
GNAI2,gene_expression,5.7584083e-07
ADHFE1,gene_expression,8.080855e-08
HYOU1,gene_expression,1.6995239e-07
HARS,gene_expression,2.2092175e-10
CAMK2G,gene_expression,1.8292068e-08
ZBTB3,gene_expression,0.0
COMMD2,gene_expression,1.1147507e-08
FAHD2A,gene_expression,0.0
RAD21,gene_expression,1.5403299e-06
MBD4,gene_expression,9.842188e-06
MYO1C,gene_expression,4.5141564e-06
MINK1,gene_expression,3.618997e-08
NEK11,gene_expression,0.0
PGM2,gene_expression,5.0894276e-05
DCTPP1,gene_expression,1.6471748e-07
BCOR,gene_expression,0.0
TSPAN5,gene_expression,0.0
EIF2A,gene_expression,0.0
MEGF10,gene_expression,0.0
EIF3F,gene_expression,6.073865e-07
PHLPP2,gene_expression,0.0
UBLCP1,gene_expression,0.0
NRROS,gene_expression,0.0
MLF2,gene_expression,0.0
HBA2,gene_expression,0.0
SEC11A,gene_expression,6.7070466e-10
PIK3CD,gene_expression,8.285534e-06
CALCOCO1,gene_expression,0.0
RBM10,gene_expression,0.0
LASP1,gene_expression,0.0
LRWD1,gene_expression,0.0
CPQ,gene_expression,0.0
PCGF6,gene_expression,1.0379738e-06
PURA,gene_expression,0.0
LAMTOR5,gene_expression,6.5874144e-07
ICE2,gene_expression,3.0052138e-07
LOXL3,gene_expression,2.894155e-10
RBM5,gene_expression,2.737119e-07
WDR77,gene_expression,2.142241e-05
MMACHC,gene_expression,2.0614093e-06
VCPKMT,gene_expression,5.5221504e-12
SMCO4,gene_expression,0.0
KCNQ1,gene_expression,2.870333e-07
GGH,gene_expression,4.0063586e-07
DUSP12,gene_expression,0.0
TNFRSF10D,gene_expression,9.417665e-08
ALPK3,gene_expression,0.0
KLRK1,gene_expression,1.1376334e-05
NLN,gene_expression,1.9676363e-05
TAGLN,gene_expression,0.0
NPHP3,gene_expression,1.0508559e-06
NME6,gene_expression,0.0
CHMP3,gene_expression,5.8275435e-07
TP53I3,gene_expression,4.425279e-08
FZD7,gene_expression,8.5819856e-08
NAT10,gene_expression,2.1140256e-10
PHF10,gene_expression,0.0
LENG8,gene_expression,0.0
UTP15,gene_expression,8.484375e-10
PLEKHF1,gene_expression,0.0
MCMDC2,gene_expression,0.0
CSNK2A2,gene_expression,2.2811768e-05
TEDDM1,gene_expression,0.0
DNPEP,gene_expression,0.0
ST6GALNAC3,gene_expression,2.5739641e-11
TECR,gene_expression,3.0117132e-08
USP39,gene_expression,1.9577256e-07
DMTF1,gene_expression,0.0
IL6R,gene_expression,1.438453e-07
MGST2,gene_expression,1.0228966e-06
SNPH,gene_expression,0.0
RFC4,gene_expression,1.5614027e-05
DAZAP1,gene_expression,0.0
TVP23C,gene_expression,0.0
EIF2B5,gene_expression,3.7253898e-08
VSIG1,gene_expression,0.0
HNRNPCL3,gene_expression,0.0
NLGN2,gene_expression,8.133741e-09
SLC35C2,gene_expression,0.0
OXSM,gene_expression,0.0
SOCS2,gene_expression,1.5801925e-07
EFCAB6,gene_expression,0.0
DBT,gene_expression,0.0
CLASP1,gene_expression,0.000102997015
DDX1,gene_expression,2.1909136e-07
PLEKHA2,gene_expression,1.2151679e-05
SAV1,gene_expression,5.604201e-08
ZNF552,gene_expression,0.0
TAPBP,gene_expression,2.3801552e-07
CNPY2,gene_expression,0.0
PSMC3IP,gene_expression,0.0
TOP1MT,gene_expression,0.0
PANK4,gene_expression,1.0164455e-09
BCL2,gene_expression,1.9953186e-06
ACYP1,gene_expression,0.0
FNDC3B,gene_expression,0.0
SNX2,gene_expression,1.1582007e-07
LRRC58,gene_expression,0.0
ETFDH,gene_expression,0.0
TMEFF1,gene_expression,0.0
OR5D18,gene_expression,5.6165356e-07
HOOK2,gene_expression,0.0
LRRC57,gene_expression,0.0
B9D2,gene_expression,8.813163e-06
SUMO1,gene_expression,1.711302e-05
CMTR1,gene_expression,0.0
DLG4,gene_expression,3.6561719e-06
PXYLP1,gene_expression,0.0
GMIP,gene_expression,2.4731213e-05
USP13,gene_expression,9.000555e-07
DCUN1D4,gene_expression,1.6849613e-07
CSTB,gene_expression,9.5523865e-06
RAPGEF2,gene_expression,0.0
JUN,gene_expression,2.1225997e-05
SRRM1,gene_expression,4.217449e-06
HSD17B7,gene_expression,0.0
ZNF7,gene_expression,0.0
PIP4K2B,gene_expression,5.7024135e-06
KRBOX4,gene_expression,0.0
LYN,gene_expression,0.00011415909
