,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Acyl chain remodelling of PS,3.6759322e-06,10.0,3.6759322e-06,-0.2541396,-0.08812291
Adrenaline signalling through Alpha-2 adrenergic receptor,0.0,2.0,0.0,-0.26016214,0.24223801
"Adrenaline,noradrenaline inhibits insulin secretion",0.0012850949,22.0,0.0012850949,1.8453115,1.0760878
Advanced glycosylation endproduct receptor signaling,4.1449783e-07,10.0,4.1449783e-07,-0.25948307,-0.092365526
Aflatoxin activation and detoxification,1.5909835e-06,10.0,1.5909835e-06,-0.2575555,-0.09083509
Agmatine biosynthesis,3.8228964e-07,2.0,3.8228964e-07,-0.25953582,0.2427353
Alpha-defensins,7.0687334e-10,4.0,7.0687334e-10,-0.26016098,0.15845326
Alpha-oxidation of phytanate,1.2636254e-07,6.0,1.2636254e-07,-0.2599551,0.074831024
Alternative complement activation,2.3129195e-14,2.0,2.3129195e-14,-0.26016214,0.24223801
Amine ligand-binding receptors,3.9735414e-06,20.0,3.9735414e-06,-0.25365198,-0.50666416
Amino acid transport across the plasma membrane,0.000578383,14.0,0.000578383,0.687449,0.49190927
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,0.0002194152,54.0,0.0002194152,0.099323325,-1.6507653
Amyloid fiber formation,0.00013241629,34.0,0.00013241629,-0.04321396,-0.9260803
Anchoring fibril formation,0.0,1.0,0.0,-0.26016214,0.28413087
Anchoring of the basal body to the plasma membrane,0.00016735971,73.0,0.00016735971,0.014036651,-2.514445
Androgen biosynthesis,2.599536e-07,5.0,2.599536e-07,-0.25973624,0.11689765
Antagonism of Activin by Follistatin,1.6970576e-05,4.0,1.6970576e-05,-0.2323579,0.18052837
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0.0005138868,19.0,0.0005138868,0.5817797,0.19854566
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.00019900355,22.0,0.00019900355,0.06588128,-0.33674648
Antigen processing: Ubiquitination & Proteasome degradation,3.5068817e-05,207.0,1.6941458e-07,-0.2598846,-8.300176
Apoptotic cleavage of cell adhesion  proteins,3.5396537e-05,7.0,3.5396537e-05,-0.2021692,0.078819126
Arachidonate production from DAG,2.6088003e-07,4.0,2.6088003e-07,-0.25973472,0.1587917
Aryl hydrocarbon receptor signalling,1.3963482e-06,7.0,1.3963482e-06,-0.25787443,0.03459022
Assembly of active LPL and LIPC lipase complexes,8.9735215e-05,12.0,8.9735215e-05,-0.113141775,-0.059958994
Assembly of the ORC complex at the origin of replication,3.5730773e-06,6.0,3.5730773e-06,-0.2543081,0.079314664
Association of TriC/CCT with target proteins during biosynthesis,0.0004380109,31.0,0.0004380109,0.45746616,-0.4028711
Astrocytic Glutamate-Glutamine Uptake And Metabolism,8.728814e-06,4.0,8.728814e-06,-0.24586105,0.16980714
Asymmetric localization of PCP proteins,2.55759e-06,43.0,2.55759e-06,-0.25597185,-1.4720415
Attachment of GPI anchor to uPAR,1.2488593e-06,5.0,1.2488593e-06,-0.25811604,0.118184045
Attenuation phase,0.0011887059,14.0,0.0011887059,1.6873897,1.2858436
Autodegradation of Cdh1 by Cdh1:APC/C,0.00071311946,43.0,0.00071311946,0.90819854,-0.5477122
Axonal growth inhibition (RHOA activation),2.0007938e-05,5.0,2.0007938e-05,-0.22738156,0.14258666
Axonal growth stimulation,1.4315134e-05,4.0,1.4315134e-05,-0.23670852,0.17707407
B-WICH complex positively regulates rRNA expression,0.0003464226,21.0,0.0003464226,0.3074097,-0.10308462
BBSome-mediated cargo-targeting to cilium,8.4549305e-05,12.0,8.4549305e-05,-0.12163827,-0.06670505
BDNF activates NTRK2 (TRKB) signaling,3.3005726e-08,2.0,3.3005726e-08,-0.26010808,0.24228095
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,2.4330557e-08,5.0,2.4330557e-08,-0.2601223,0.11659115
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",4.865041e-06,7.0,4.865041e-06,-0.25219136,0.039102457
Basigin interactions,1.6565478e-05,10.0,1.6565478e-05,-0.23302162,-0.07135563
Beta defensins,2.3635782e-10,22.0,2.3635782e-10,-0.2601618,-0.59561855
Beta-catenin phosphorylation cascade,0.00022278639,12.0,0.00022278639,0.104846604,0.11311967
Beta-oxidation of pristanoyl-CoA,0.0003710731,6.0,0.0003710731,0.34779662,0.5573745
Beta-oxidation of very long chain fatty acids,1.0501931e-05,8.0,1.0501931e-05,-0.24295601,0.0045423266
Bicarbonate transporters,4.9760547e-09,6.0,4.9760547e-09,-0.260154,0.074673116
Binding of TCF/LEF:CTNNB1 to target gene promoters,5.054341e-07,8.0,5.054341e-07,-0.25933406,-0.008461546
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,0.0,1.0,0.0,-0.26016214,0.28413087
"Biosynthesis of A2E, implicated in retinal degradation",0.0,2.0,0.0,-0.26016214,0.24223801
Biosynthesis of D-series resolvins,3.0542665e-06,4.0,3.0542665e-06,-0.2551581,0.16242546
Biosynthesis of DHA-derived sulfido conjugates,0.0,1.0,0.0,-0.26016214,0.28413087
Biosynthesis of DPAn-3 SPMs,1.5334521e-07,3.0,1.5334521e-07,-0.2599109,0.20054466
Biosynthesis of DPAn-6 SPMs,7.386166e-11,2.0,7.386166e-11,-0.26016203,0.2422381
Biosynthesis of E-series 18(R)-resolvins,4.633332e-06,4.0,4.633332e-06,-0.25257102,0.16447957
Biosynthesis of E-series 18(S)-resolvins,7.793859e-06,4.0,7.793859e-06,-0.24739285,0.16859093
Biosynthesis of aspirin-triggered D-series resolvins,6.130876e-08,4.0,6.130876e-08,-0.2600617,0.15853207
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,5.377608e-10,2.0,5.377608e-10,-0.26016128,0.2422387
Biosynthesis of maresins,2.420869e-07,4.0,2.420869e-07,-0.25976554,0.15876725
Biosynthesis of protectins,2.4790072e-08,3.0,2.4790072e-08,-0.26012152,0.20037743
Biotin transport and metabolism,7.6937846e-05,11.0,7.6937846e-05,-0.13410874,-0.03471352
Breakdown of the nuclear lamina,4.371905e-06,3.0,4.371905e-06,-0.2529993,0.20603234
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,1.4766623e-05,13.0,1.4766623e-05,-0.23596881,-0.1993742
Butyrophilin (BTN) family interactions,6.8436515e-05,9.0,6.8436515e-05,-0.14803714,0.038013265
C6 deamination of adenosine,0.0,2.0,0.0,-0.26016214,0.24223801
CASP8 activity is inhibited,1.602247e-07,9.0,1.602247e-07,-0.25989965,-0.050803456
CD209 (DC-SIGN) signaling,1.7855677e-06,16.0,1.7855677e-06,-0.25723672,-0.34193903
CD22 mediated BCR regulation,8.180767e-08,5.0,8.180767e-08,-0.26002812,0.11666591
CD28 dependent PI3K/Akt signaling,4.475963e-09,15.0,4.475963e-09,-0.2601548,-0.3023631
CD28 dependent Vav1 pathway,1.9769655e-06,9.0,1.9769655e-06,-0.25692314,-0.048440173
CDC6 association with the ORC:origin complex,5.778355e-05,7.0,5.778355e-05,-0.16549075,0.1079411
CDK-mediated phosphorylation and removal of Cdc6,0.0021869298,48.0,0.0021869298,3.3228598,1.1600194
CDO in myogenesis,1.7118105e-05,23.0,1.7118105e-05,-0.23211621,-0.61524373
CDT1 association with the CDC6:ORC:origin complex,1.0539636e-06,38.0,1.0539636e-06,-0.25843537,-1.2645334
CHL1 interactions,4.926599e-09,5.0,4.926599e-09,-0.26015407,0.11656591
CLEC7A (Dectin-1) induces NFAT activation,1.0483715e-05,8.0,1.0483715e-05,-0.24298586,0.0045186314
CLEC7A/inflammasome pathway,1.3797109e-07,3.0,1.3797109e-07,-0.25993612,0.20052466
COPI-dependent Golgi-to-ER retrograde traffic,0.00027364446,49.0,0.00027364446,0.18817145,-1.3707572
COPI-independent Golgi-to-ER retrograde traffic,8.5493426e-05,27.0,8.5493426e-05,-0.12009144,-0.69386953
COPI-mediated anterograde transport,0.0009971141,63.0,0.0009971141,1.3734897,-1.0161369
COPII-mediated vesicle transport,0.00020259438,54.0,0.00020259438,0.071764424,-1.6726465
COX reactions,1.2989551e-08,2.0,1.2989551e-08,-0.26014087,0.2422549
CREB3 factors activate genes,2.658333e-05,9.0,2.658333e-05,-0.21660855,-0.016431145
CRMPs in Sema3A signaling,3.31807e-05,11.0,3.31807e-05,-0.20579956,-0.09163469
CS/DS degradation,0.0012236531,8.0,0.0012236531,1.7446465,1.5826614
CTLA4 inhibitory signaling,0.0010437417,16.0,0.0010437417,1.4498835,1.0134821
Ca2+ activated K+ channels,2.8487045e-07,4.0,2.8487045e-07,-0.25969544,0.15882291
Ca2+ pathway,2.1186175e-08,43.0,2.1186175e-08,-0.26012745,-1.475341
Calcineurin activates NFAT,1.201376e-05,8.0,1.201376e-05,-0.24047907,0.006508984
Calcitonin-like ligand receptors,9.218266e-13,3.0,9.218266e-13,-0.26016214,0.20034519
Calmodulin induced events,7.4272116e-08,13.0,7.4272116e-08,-0.26004046,-0.21848665
Calnexin/calreticulin cycle,6.66933e-05,21.0,6.66933e-05,-0.1508932,-0.4669685
Carboxyterminal post-translational modifications of tubulin,3.6371089e-06,21.0,3.6371089e-06,-0.2542032,-0.54899466
Cargo concentration in the ER,7.907341e-08,20.0,7.907341e-08,-0.2600326,-0.5117303
Cargo recognition for clathrin-mediated endocytosis,0.000511981,65.0,0.000511981,0.5786573,-1.7310044
Carnitine synthesis,5.389636e-08,5.0,5.389636e-08,-0.26007384,0.11662961
Caspase-mediated cleavage of cytoskeletal proteins,1.8659704e-05,11.0,1.8659704e-05,-0.22959048,-0.11052423
Catecholamine biosynthesis,8.596903e-06,4.0,8.596903e-06,-0.24607715,0.16963556
Cation-coupled Chloride cotransporters,1.8867817e-05,3.0,1.8867817e-05,-0.22924949,0.22488925
Cell redox homeostasis,0.0,1.0,0.0,-0.26016214,0.28413087
Cellular hexose transport,6.868491e-08,9.0,6.868491e-08,-0.2600496,-0.050922524
Centrosome maturation,6.961133e-06,57.0,6.961133e-06,-0.24875718,-2.052813
Ceramide signalling,4.0568325e-06,2.0,4.0568325e-06,-0.25351554,0.2475153
ChREBP activates metabolic gene expression,2.434744e-05,5.0,2.434744e-05,-0.22027181,0.14823167
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,4.7676735e-06,7.0,4.7676735e-06,-0.2523509,0.038975783
Cholesterol biosynthesis via desmosterol,1.1815397e-08,2.0,1.1815397e-08,-0.2601428,0.2422534
Cholesterol biosynthesis via lathosterol,2.0418458e-06,2.0,2.0418458e-06,-0.25681683,0.24489415
Choline catabolism,0.0,3.0,0.0,-0.26016214,0.20034519
Chondroitin sulfate biosynthesis,0.0020346558,12.0,0.0020346558,3.0733771,2.4700773
Chylomicron assembly,7.375906e-08,5.0,7.375906e-08,-0.2600413,0.11665543
Chylomicron clearance,7.751882e-07,2.0,7.751882e-07,-0.2588921,0.2432464
Chylomicron remodeling,1.409037e-06,6.0,1.409037e-06,-0.25785363,0.07649958
Citric acid cycle (TCA cycle),0.0014267848,19.0,0.0014267848,2.0774534,1.3860826
Class C/3 (Metabotropic glutamate/pheromone receptors),1.6068318e-05,18.0,1.6068318e-05,-0.23383616,-0.40714514
Classical Kir channels,9.19209e-07,3.0,9.19209e-07,-0.25865614,0.20154093
Cleavage of Growing Transcript in the Termination Region ,3.7019603e-05,53.0,3.7019603e-05,-0.19950998,-1.8461404
Cleavage of the damaged purine,2.044794e-06,3.0,2.044794e-06,-0.256812,0.20300514
Cleavage of the damaged pyrimidine ,0.0003456387,8.0,0.0003456387,0.30612537,0.44050258
"Cobalamin (Cbl, vitamin B12) transport and metabolism",6.3842426e-06,14.0,6.3842426e-06,-0.24970233,-0.25217122
Coenzyme A biosynthesis,8.076572e-07,4.0,8.076572e-07,-0.2588389,0.15950297
Cohesin Loading onto Chromatin,0.00029340884,9.0,0.00029340884,0.22055303,0.3306669
Collagen chain trimerization,1.627884e-05,21.0,1.627884e-05,-0.23349124,-0.5325498
Collagen degradation,7.979356e-06,15.0,7.979356e-06,-0.24708894,-0.2919891
Common Pathway of Fibrin Clot Formation,2.6846658e-06,13.0,2.6846658e-06,-0.25576365,-0.21509095
Complex I biogenesis,5.850095e-05,25.0,5.850095e-05,-0.16431536,-0.6451968
Condensation of Prometaphase Chromosomes,1.3659442e-06,5.0,1.3659442e-06,-0.25792423,0.11833636
Condensation of Prophase Chromosomes,6.591085e-07,7.0,6.591085e-07,-0.2590823,0.033631194
Conjugation of carboxylic acids,2.728507e-09,5.0,2.728507e-09,-0.26015767,0.116563044
Constitutive Signaling by AKT1 E17K in Cancer,2.984287e-05,22.0,2.984287e-05,-0.2112682,-0.556798
Constitutive Signaling by Aberrant PI3K in Cancer,0.00028313996,46.0,0.00028313996,0.20372869,-1.2327266
Constitutive Signaling by EGFRvIII,0.00047613794,13.0,0.00047613794,0.5199327,0.40079743
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.00054386456,16.0,0.00054386456,0.63089466,0.36322054
Constitutive Signaling by NOTCH1 HD Domain Mutants,3.918983e-06,11.0,3.918983e-06,-0.25374138,-0.1296996
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,5.2170526e-05,41.0,5.2170526e-05,-0.17468701,-1.3237172
Constitutive Signaling by NOTCH1 PEST Domain Mutants,0.0005791713,41.0,0.0005791713,0.68874055,-0.6381721
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,2.4909734e-06,5.0,2.4909734e-06,-0.256081,0.11979984
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,0.0007090663,14.0,0.0007090663,0.90155786,0.66190773
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,1.8618328e-05,26.0,1.8618328e-05,-0.22965826,-0.7389707
Creatine metabolism,0.0002458086,7.0,0.0002458086,0.14256573,0.35253215
Creation of C4 and C2 activators,6.508592e-07,5.0,6.508592e-07,-0.2590958,0.11740615
Cristae formation,5.7899902e-05,9.0,5.7899902e-05,-0.16530012,0.024306789
Cross-presentation of particulate exogenous antigens (phagosomes),2.466136e-06,4.0,2.466136e-06,-0.25612167,0.1616604
Cross-presentation of soluble exogenous antigens (endosomes),2.684281e-05,30.0,2.684281e-05,-0.21618344,-0.8958433
Crosslinking of collagen fibrils,7.283622e-06,4.0,7.283622e-06,-0.2482288,0.16792719
Cyclin A/B1/B2 associated events during G2/M transition,3.2911068e-08,13.0,3.2911068e-08,-0.26010823,-0.21854044
Cyclin D associated events in G1,5.876304e-09,33.0,5.876304e-09,-0.26015252,-1.0564325
Cysteine formation from homocysteine,2.5943882e-08,3.0,2.5943882e-08,-0.26011965,0.20037892
Cytochrome c-mediated apoptotic response,1.8734865e-07,6.0,1.8734865e-07,-0.2598552,0.07491036
Cytosolic iron-sulfur cluster assembly,0.00052441435,10.0,0.00052441435,0.5990279,0.5892759
Cytosolic tRNA aminoacylation,4.4777826e-06,7.0,4.4777826e-06,-0.25282586,0.038598694
DAP12 signaling,1.2576028e-07,21.0,1.2576028e-07,-0.25995612,-0.5535624
DCC mediated attractive signaling,0.0013618692,13.0,0.0013618692,1.971097,1.5529945
DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,8.637796e-05,7.0,8.637796e-05,-0.11864224,0.14513795
DNA Damage Recognition in GG-NER,0.0013119634,21.0,0.0013119634,1.8893324,1.1529324
DNA methylation,4.284105e-08,4.0,4.284105e-08,-0.26009196,0.15850806
DNA replication initiation,2.9890996e-05,6.0,2.9890996e-05,-0.21118934,0.11355014
DSCAM interactions,1.0632273e-05,9.0,1.0632273e-05,-0.24274246,-0.03718097
Deactivation of the beta-catenin transactivating complex,0.0006699042,30.0,0.0006699042,0.83739555,-0.05932148
Deadenylation of mRNA,8.0710626e-05,17.0,8.0710626e-05,-0.12792748,-0.2811628
Dectin-1 mediated noncanonical NF-kB signaling,8.8039036e-05,38.0,8.8039036e-05,-0.11592076,-1.1513795
Dectin-2 family,6.323452e-05,12.0,6.323452e-05,-0.15655999,-0.094432235
Defective ABCA1 causes Tangier disease,0.0,1.0,0.0,-0.26016214,0.28413087
Defective ABCA12 causes autosomal recessive congenital ichthyosis type 4B,0.0,1.0,0.0,-0.26016214,0.28413087
Defective ABCA3 causes pulmonary surfactant metabolism dysfunction 3 (SMDP3),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ABCB11 causes progressive familial intrahepatic cholestasis 2 and benign recurrent intrahepatic cholestasis 2,0.0,1.0,0.0,-0.26016214,0.28413087
"Defective ABCB4 causes progressive familial intrahepatic cholestasis 3, intrahepatic cholestasis of pregnancy 3 and gallbladder disease 1",0.0,1.0,0.0,-0.26016214,0.28413087
Defective ABCB6 causes isolated colobomatous microphthalmia 7 (MCOPCB7),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ABCC2 causes Dubin-Johnson syndrome,0.0,1.0,0.0,-0.26016214,0.28413087
Defective ABCC6 causes pseudoxanthoma elasticum (PXE),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ABCC8 can cause hypoglycemias and hyperglycemias,0.0,2.0,0.0,-0.26016214,0.24223801
"Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia",0.0,1.0,0.0,-0.26016214,0.28413087
Defective ABCD1 causes adrenoleukodystrophy (ALD),0.0,1.0,0.0,-0.26016214,0.28413087
"Defective ABCD4 causes methylmalonic aciduria and homocystinuria, cblj type (MAHCJ)",0.0,2.0,0.0,-0.26016214,0.24223801
Defective ABCG5 causes sitosterolemia,0.0,1.0,0.0,-0.26016214,0.28413087
Defective ABCG8 causes gallbladder disease 4 and sitosterolemia,0.0,1.0,0.0,-0.26016214,0.28413087
Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD),1.2172069e-09,3.0,1.2172069e-09,-0.26016015,0.20034677
Defective ACY1 causes encephalopathy,0.0,1.0,0.0,-0.26016214,0.28413087
Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ALG1 causes ALG1-CDG (CDG-1k),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ALG11 causes ALG11-CDG (CDG-1p),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ALG12 causes ALG12-CDG (CDG-1g),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ALG2 causes ALG2-CDG (CDG-1i),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ALG3 causes ALG3-CDG (CDG-1d),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ALG6 causes ALG6-CDG (CDG-1c),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ALG8 causes ALG8-CDG (CDG-1h),0.0,1.0,0.0,-0.26016214,0.28413087
Defective ALG9 causes ALG9-CDG (CDG-1l),0.0,1.0,0.0,-0.26016214,0.28413087
Defective AMN causes hereditary megaloblastic anemia 1,0.0,1.0,0.0,-0.26016214,0.28413087
Defective AVP causes neurohypophyseal diabetes insipidus (NDI),3.0801525e-10,3.0,3.0801525e-10,-0.26016167,0.20034559
Defective AVP causes neurohypophyseal diabetes insipidus (NDI),3.0801525e-10,2.0,3.0801525e-10,-0.26016167,0.24223842
Defective AVP causes neurohypophyseal diabetes insipidus (NDI),3.217105e-14,3.0,3.217105e-14,-0.26016214,0.20034519
Defective AVP causes neurohypophyseal diabetes insipidus (NDI),3.217105e-14,2.0,3.217105e-14,-0.26016214,0.24223801
Defective B3GALT6 causes EDSP2 and SEMDJL1,0.00012279967,9.0,0.00012279967,-0.058969636,0.10873119
