,,root
SLC9A3,gene_expression,0.005034736
GAA,gene_expression,-9.2820574e-14
BIN3,gene_expression,-0.0062989052
LIPF,gene_expression,-1.3933276e-07
RBM44,gene_expression,-0.0047089583
TMEM199,gene_expression,0.03739742
COX14,gene_expression,-0.00011053171
MLYCD,gene_expression,-0.05296491
ZNF177,gene_expression,-0.041221473
ACVR1B,gene_expression,-0.04976776
ARL4C,gene_expression,-0.00977616
PRSS55,gene_expression,-0.009151806
ROR2,gene_expression,-7.931872e-23
MBD2,gene_expression,0.09018612
FEM1C,gene_expression,-0.094839044
NAA25,gene_expression,-0.020586602
BCL2L12,gene_expression,-0.009539669
ZMIZ2,gene_expression,-0.14827777
CHML,gene_expression,-0.00092847116
TAS2R16,gene_expression,0.039236233
NDUFC2,gene_expression,4.352853e-19
OR52L1,gene_expression,0.07944735
KRIT1,gene_expression,0.031347845
LRRC8A,gene_expression,0.0029523305
GAGE12F,gene_expression,-0.015189476
VEZF1,gene_expression,4.756273e-08
SOWAHC,gene_expression,0.027966028
NUDT16L1,gene_expression,0.0035638947
PCK2,gene_expression,0.0037796558
CST8,gene_expression,-5.180048e-10
SHISA3,gene_expression,-0.0022087565
NRBP1,gene_expression,-6.9786684e-06
CEP41,gene_expression,-0.00594134
CHAMP1,gene_expression,-1.8539933e-05
IDH3A,gene_expression,-0.0028280574
FUS,gene_expression,-1.6435318e-11
FAM155B,gene_expression,-8.482671e-19
SMYD5,gene_expression,-7.234968e-20
FAN1,gene_expression,-2.0685366e-08
LEMD3,gene_expression,0.00056643545
DTNBP1,gene_expression,-0.003121404
HOXB2,gene_expression,0.0078907395
SLC45A3,gene_expression,0.0037235413
WDR45B,gene_expression,-2.1733201e-26
SPINK4,gene_expression,8.346445e-14
IL27,gene_expression,0.017885951
DNAJC11,gene_expression,1.11141465e-20
UTS2B,gene_expression,3.9213695e-08
TES,gene_expression,5.7672467e-09
BLOC1S5,gene_expression,-0.00028271542
FGF13,gene_expression,9.075796e-22
THEM4,gene_expression,-0.07072654
CEP78,gene_expression,-0.00090813654
CRLS1,gene_expression,2.3204546e-05
FZD1,gene_expression,-0.038837146
RABEPK,gene_expression,0.007867692
VPS33A,gene_expression,-2.5864075e-10
EHBP1L1,gene_expression,0.03600512
GJA5,gene_expression,-0.003109805
ACADM,gene_expression,-4.6480664e-09
PPTC7,gene_expression,0.052105434
PMM2,gene_expression,-0.063238315
BMP4,gene_expression,3.8279692e-11
GLUD1,gene_expression,-4.475496e-19
SLC47A1,gene_expression,0.0019927807
AP5S1,gene_expression,-0.016330482
KLHL15,gene_expression,0.007396632
FEM1A,gene_expression,4.981304e-07
INHBB,gene_expression,8.155218e-16
TMEM185B,gene_expression,0.0016336322
PNLIPRP2,gene_expression,-0.0029512288
OR13H1,gene_expression,-0.00039902347
XRCC1,gene_expression,-0.002785236
KLHL25,gene_expression,-0.0008798282
NINJ1,gene_expression,1.4631265e-13
SEMA6C,gene_expression,1.2496323e-16
CTRB2,gene_expression,-8.3516895e-08
DET1,gene_expression,0.0002921398
AGR2,gene_expression,0.08265924
COX20,gene_expression,1.6502279e-25
CARD11,gene_expression,-0.0215483
ZBTB11,gene_expression,-0.09079857
GNG11,gene_expression,-0.10051339
EEPD1,gene_expression,5.3014717e-09
EIF3F,gene_expression,8.5409004e-19
NPHP3,gene_expression,-8.3486206e-08
GTF2A2,gene_expression,-0.03244906
POGZ,gene_expression,-0.04510178
POLR3A,gene_expression,-0.0017512977
CDC26,gene_expression,0.008410542
SPIRE1,gene_expression,0.052429136
UBP1,gene_expression,5.606001e-07
FMO1,gene_expression,-2.1443628e-15
PPM1N,gene_expression,-1.2543441e-20
CLASRP,gene_expression,-0.051373
CRABP1,gene_expression,-7.320989e-08
FKBP3,gene_expression,0.0024786328
ZNF415,gene_expression,-2.213906e-20
YY1AP1,gene_expression,0.00836969
CNOT8,gene_expression,-1.6356792e-19
GLIPR2,gene_expression,1.6913498e-30
PRAMEF10,gene_expression,-1.9146213e-13
ROBO1,gene_expression,-8.7109555e-07
RAP1GAP,gene_expression,-1.3436562e-09
M6PR,gene_expression,1.9010224e-10
SFT2D2,gene_expression,0.04888093
PSMA4,gene_expression,-0.019434204
BTN2A1,gene_expression,0.0327149
NDUFB6,gene_expression,0.007942921
ANKRD13C,gene_expression,-5.8054933e-14
GPC4,gene_expression,0.0030328056
TERF2IP,gene_expression,-0.033686414
COMMD6,gene_expression,-0.015481658
EXOSC10,gene_expression,-1.5273907e-06
ACBD5,gene_expression,0.017680602
RYBP,gene_expression,-0.0018842078
MT3,gene_expression,0.02229643
DNAAF5,gene_expression,-2.9530502e-09
SMC6,gene_expression,0.021014376
TXNRD1,gene_expression,-0.055512875
ACAT2,gene_expression,-0.032503463
ACACB,gene_expression,-0.033487175
DLK1,gene_expression,-0.0015613295
CRYAB,gene_expression,0.011921395
HIPK4,gene_expression,-2.0367083e-14
ROCK1,gene_expression,0.02580051
CLUAP1,gene_expression,4.5190547e-05
TMEM207,gene_expression,2.9687737e-12
RSF1,gene_expression,0.14667413
DPP3,gene_expression,-1.4065888e-05
PRKAG2,gene_expression,-1.3628672e-09
ZNF518B,gene_expression,2.8907853e-05
ZNF737,gene_expression,2.1705227e-19
LSM6,gene_expression,0.0050891545
HNMT,gene_expression,6.5142835e-05
SRSF1,gene_expression,-3.1645064e-19
PRDM5,gene_expression,-7.080423e-08
CARHSP1,gene_expression,0.1366111
SYBU,gene_expression,6.730172e-14
DYDC2,gene_expression,2.8526081e-09
CCDC120,gene_expression,2.0372665e-11
EPHA1,gene_expression,-0.07192394
SEC13,gene_expression,-1.7760035e-15
POLR1C,gene_expression,2.0040877e-14
SV2A,gene_expression,0.029532347
OPN1LW,gene_expression,-0.1271198
RGS22,gene_expression,0.04697473
TTC26,gene_expression,8.5019174e-08
NSF,gene_expression,0.022878814
TRIM16L,gene_expression,6.0793405e-05
B4GAT1,gene_expression,-1.28497295e-05
DYNC1LI2,gene_expression,0.06740111
USP25,gene_expression,0.014803897
SLC26A8,gene_expression,6.7255028e-06
ISOC2,gene_expression,-1.04188525e-14
UBR3,gene_expression,0.026931744
MCM6,gene_expression,-0.0013052147
HEPHL1,gene_expression,-0.02699994
CADM4,gene_expression,-0.017077524
TMEM218,gene_expression,-0.000120232355
ZMYND15,gene_expression,-4.319953e-07
EMC2,gene_expression,-0.053899933
LRP1,gene_expression,-0.075268425
ELAC1,gene_expression,0.06708275
BAP1,gene_expression,-0.07501912
CELSR2,gene_expression,-8.322812e-08
PECR,gene_expression,-0.07171164
MAPK8IP1,gene_expression,-0.11534244
OR2T27,gene_expression,2.1833118e-06
SYVN1,gene_expression,-0.0010867098
CMPK1,gene_expression,-0.0155592775
ZNF420,gene_expression,2.8707824e-05
TWSG1,gene_expression,4.7715416e-14
SYCP1,gene_expression,-0.0001308614
AKAP8L,gene_expression,4.9701535e-29
HLA-A,gene_expression,0.0019343433
GYPB,gene_expression,-0.017340843
LRSAM1,gene_expression,-0.06352071
MAP3K12,gene_expression,-0.023186382
GUF1,gene_expression,0.034953024
SLC16A4,gene_expression,0.013321294
PPID,gene_expression,-1.2490898e-15
DIP2C,gene_expression,-0.06499341
SRRM4,gene_expression,-3.913461e-16
SH3BP2,gene_expression,0.00029336437
DAP3,gene_expression,-0.13132705
ZNF620,gene_expression,0.018821314
ZSCAN29,gene_expression,-0.01820237
FTO,gene_expression,-1.909205e-08
C1D,gene_expression,1.8420319e-25
NANOS2,gene_expression,7.9602965e-18
GPATCH4,gene_expression,-4.4693618e-09
DCTN1,gene_expression,9.073583e-19
ENDOU,gene_expression,-0.0352331
TBC1D9,gene_expression,-0.0064109466
BCCIP,gene_expression,-0.021984037
SUCNR1,gene_expression,-0.020703228
SLC30A4,gene_expression,1.4774331e-11
RAP2B,gene_expression,-0.04361782
PKD2,gene_expression,6.514727e-07
DNAJB7,gene_expression,1.9184128e-20
COL1A2,gene_expression,2.0572871e-08
FCHSD2,gene_expression,-1.4432553e-05
MAGOHB,gene_expression,0.019030161
NMNAT3,gene_expression,0.012960088
AP3S2,gene_expression,3.2740152e-19
PRM3,gene_expression,0.0083543435
USP28,gene_expression,0.008143659
FNDC1,gene_expression,0.0005418358
KRTAP20-3,gene_expression,2.4985261e-18
LYZL1,gene_expression,-6.3057996e-07
SIK2,gene_expression,-6.6788534e-20
XG,gene_expression,0.03938356
RPL26L1,gene_expression,-3.3545103e-19
ADAL,gene_expression,0.024829356
ZSCAN16,gene_expression,-0.057768285
MYF5,gene_expression,1.6022562e-06
LMLN,gene_expression,-0.0033556835
SPHK2,gene_expression,0.00013138524
SDHD,gene_expression,0.00066207314
FAM177A1,gene_expression,-0.03328172
FKBP11,gene_expression,5.1272245e-06
STEAP1,gene_expression,-0.09314301
ARF4,gene_expression,-1.5593104e-20
ZKSCAN2,gene_expression,-4.8950107e-13
CEBPE,gene_expression,0.013473128
HNRNPAB,gene_expression,0.0070007583
SKI,gene_expression,-0.006511631
TPH1,gene_expression,-0.0072563333
HAVCR1,gene_expression,-0.02336962
MAPKAPK3,gene_expression,0.00020261586
PCYOX1L,gene_expression,-0.047279943
METTL8,gene_expression,0.047371823
RAG1,gene_expression,0.019428408
MAP3K3,gene_expression,-0.0025332682
VWC2,gene_expression,-4.7417074e-19
FLVCR2,gene_expression,7.232223e-08
ZNF843,gene_expression,0.0005543048
KEL,gene_expression,0.05452238
SDS,gene_expression,-4.954651e-19
PEX16,gene_expression,2.3544205e-08
SLC13A3,gene_expression,-1.2977076e-19
CACTIN,gene_expression,-0.0690728
KRBA2,gene_expression,0.027905079
TCAF1,gene_expression,-0.011209519
VPS52,gene_expression,0.07333451
PILRB,gene_expression,-2.8382043e-11
CAND2,gene_expression,0.013197198
CYP4Z1,gene_expression,0.006982972
BPIFB6,gene_expression,0.009627985
DVL3,gene_expression,0.013840377
BCL7B,gene_expression,-1.28367055e-14
USP24,gene_expression,0.00011450342
JADE1,gene_expression,-1.8271518e-19
CCDC174,gene_expression,7.895303e-20
PDGFB,gene_expression,-1.3779241e-12
RALGPS1,gene_expression,0.010421866
HSPE1,gene_expression,-0.03605289
PI4K2A,gene_expression,-0.0056122686
MPP7,gene_expression,0.0052434355
RHBDD2,gene_expression,-0.08606341
RCN2,gene_expression,0.09694962
FER1L6,gene_expression,-0.026674075
KIAA0040,gene_expression,-0.01296545
RIMKLA,gene_expression,0.00607729
KIF3C,gene_expression,3.6382815e-05
U2SURP,gene_expression,-2.8873294e-06
LAMB2,gene_expression,-0.0016711844
ZNF658,gene_expression,-0.027422458
RNF14,gene_expression,-0.021120872
KRCC1,gene_expression,0.06783613
SIX5,gene_expression,-0.0029631013
TUSC2,gene_expression,-0.036264453
DHRS1,gene_expression,-0.07200388
BACE1,gene_expression,1.7468968e-08
TBC1D28,gene_expression,0.050844036
U2AF1L4,gene_expression,0.10520072
NOP10,gene_expression,0.060592953
FBLN7,gene_expression,-0.006506242
PAX5,gene_expression,-3.742895e-07
ADAM10,gene_expression,1.9913577e-18
GPR161,gene_expression,-2.9226807e-05
ZNF28,gene_expression,0.012820303
SEMA6A,gene_expression,0.044470545
CYB5R1,gene_expression,-0.001981136
COA1,gene_expression,0.029364381
FGFR1,gene_expression,-0.035604928
KDELR2,gene_expression,0.049100854
MYCL,gene_expression,-0.037044957
CPNE8,gene_expression,-1.478381e-06
PPAT,gene_expression,0.008201506
POLA2,gene_expression,-0.06640705
COL5A2,gene_expression,0.07311571
POLR3H,gene_expression,-0.05852585
TECTA,gene_expression,7.9919765e-11
TMEM135,gene_expression,0.0021916246
ARL17B,gene_expression,-0.024634974
GNAL,gene_expression,-6.8850882e-25
HNRNPH2,gene_expression,-0.0075769634
CUL9,gene_expression,8.310872e-15
CLRN3,gene_expression,-0.034849014
CWC22,gene_expression,-0.025933895
SERPINA3,gene_expression,-0.005803748
PTPN4,gene_expression,0.010613409
ZNF250,gene_expression,8.127122e-19
SPZ1,gene_expression,1.6101047e-16
RPAIN,gene_expression,-0.0007106028
NAP1L5,gene_expression,-9.615386e-05
TXNIP,gene_expression,-0.0053149345
PDS5A,gene_expression,-1.0834706e-20
CYP2U1,gene_expression,0.00033578224
SDF2L1,gene_expression,8.164816e-21
PEX26,gene_expression,0.07020171
HNRNPLL,gene_expression,-8.239224e-08
DDB1,gene_expression,-0.00010680345
CHST15,gene_expression,1.0347187e-08
LCE2A,gene_expression,7.0242763e-06
RRP12,gene_expression,0.016441122
CARM1,gene_expression,-0.009183863
CPSF4,gene_expression,-0.01750054
ANAPC10,gene_expression,-1.9477933e-19
XYLT1,gene_expression,-0.003852139
OR4C6,gene_expression,-0.0017921511
RPL34,gene_expression,-1.3800927e-14
OR6K2,gene_expression,-0.0013352573
CDK18,gene_expression,0.00010908989
CLEC7A,gene_expression,-0.0530152
CRY1,gene_expression,-6.061572e-19
TTPA,gene_expression,-1.10121064e-07
ENPP4,gene_expression,-0.07295895
INO80B,gene_expression,0.09003834
LUC7L,gene_expression,-1.152296e-17
OR4K5,gene_expression,0.00066024734
KIF5C,gene_expression,-0.04201246
NAA50,gene_expression,0.006620536
CASP2,gene_expression,9.351162e-05
DPY19L4,gene_expression,0.011464535
DENND6B,gene_expression,0.011520895
ETV6,gene_expression,0.000114854134
CHADL,gene_expression,-0.04854387
ADAT1,gene_expression,0.019171117
SLC5A10,gene_expression,-0.0005943098
CDK5R2,gene_expression,-4.0476607e-06
UBR5,gene_expression,0.04391669
RAB11FIP3,gene_expression,0.051345073
ADCY6,gene_expression,-3.1488014e-08
GRAMD1A,gene_expression,0.05008009
FDFT1,gene_expression,0.10870381
SLC22A5,gene_expression,0.006306827
CIDEC,gene_expression,6.139937e-05
RPL13,gene_expression,1.6220282e-13
ADI1,gene_expression,0.026339555
LPP,gene_expression,-0.04306853
MED14,gene_expression,-0.054493386
HMOX2,gene_expression,4.222402e-20
BRF2,gene_expression,-0.07086364
IFT80,gene_expression,0.11333535
PAXBP1,gene_expression,-1.0774776e-16
ARSB,gene_expression,4.3242417e-07
OR2D2,gene_expression,-0.002152393
ZNF76,gene_expression,-0.012690068
EFHB,gene_expression,-0.0002025421
FBXO7,gene_expression,9.939878e-11
RERG,gene_expression,6.94829e-25
FAM217B,gene_expression,-0.0914997
PINK1,gene_expression,4.458724e-14
IFT74,gene_expression,-1.3006075e-10
PSMC5,gene_expression,0.19199751
LILRB2,gene_expression,-0.009002344
KIAA1217,gene_expression,3.0373803e-07
NABP2,gene_expression,4.7903627e-06
FRG2C,gene_expression,-6.3160375e-09
POLH,gene_expression,7.5450257e-06
N4BP2,gene_expression,-4.4688593e-19
FBXO46,gene_expression,-2.9047271e-09
SLC25A20,gene_expression,5.7197474e-05
DGKZ,gene_expression,0.09841624
MAPKAPK5,gene_expression,-0.0008112739
PRMT6,gene_expression,0.03317262
ZNF597,gene_expression,0.016664103
RASGRP4,gene_expression,-0.0008537147
TNNI3K,gene_expression,-6.6896726e-05
RABGEF1,gene_expression,-0.0024224655
PLXDC1,gene_expression,0.0006375825
HACL1,gene_expression,4.3716505e-10
MOSPD3,gene_expression,-1.5546282e-06
PAFAH1B2,gene_expression,5.305971e-07
GABRA6,gene_expression,-5.579512e-25
OR1A1,gene_expression,-0.0016408016
FBXO47,gene_expression,-0.024252236
SCGB3A1,gene_expression,0.01888178
CT47A10,gene_expression,-0.10922124
GALP,gene_expression,0.018161856
TIAM2,gene_expression,-0.0020377145
RSL24D1,gene_expression,0.042208973
ZBTB22,gene_expression,5.2864824e-09
PYROXD1,gene_expression,-0.060753338
RNFT1,gene_expression,-1.9389103e-14
ZNF333,gene_expression,-0.0021159744
TRAF5,gene_expression,0.0015425173
RAP2A,gene_expression,0.12389814
AP1M2,gene_expression,-3.318504e-06
RNF115,gene_expression,-0.048876617
AMZ2,gene_expression,3.420303e-15
ENTPD4,gene_expression,-0.0012610005
NDUFA6,gene_expression,1.5889113e-21
NAGK,gene_expression,2.0578446e-08
CFAP44,gene_expression,-0.007979442
DUSP28,gene_expression,-0.01466418
TUBGCP5,gene_expression,3.597175e-06
FLVCR1,gene_expression,-0.037381735
CGNL1,gene_expression,1.6951318e-06
YIPF6,gene_expression,-4.3349352e-10
PTRHD1,gene_expression,0.0006866688
OR2T35,gene_expression,0.044153705
JMJD6,gene_expression,1.9694482e-10
ARHGEF1,gene_expression,-0.092531495
RMND5A,gene_expression,0.013065202
DEFB135,gene_expression,0.01259108
ELP3,gene_expression,0.0015365499
PPDPF,gene_expression,7.634155e-09
POU5F1,gene_expression,1.7070412e-09
ZNF526,gene_expression,-0.001564845
SLCO2A1,gene_expression,-0.021140723
KDM5A,gene_expression,0.022214342
MAGED1,gene_expression,5.0049932e-21
ATP2C2,gene_expression,0.04178938
XKR7,gene_expression,7.2649755e-21
OAF,gene_expression,-0.0141994
EPHA7,gene_expression,-0.019934094
RCBTB2,gene_expression,-0.0002500729
UBN1,gene_expression,-0.032272328
EPHB4,gene_expression,-0.03828207
LIMK1,gene_expression,-0.03433058
TMC3,gene_expression,-0.070206076
VBP1,gene_expression,0.00085769524
ARAP2,gene_expression,0.0023708646
PARP10,gene_expression,0.039693084
RHOA,gene_expression,2.6396798e-09
RPF2,gene_expression,-0.048641987
TRPA1,gene_expression,0.05238488
PARN,gene_expression,-0.012909336
GZF1,gene_expression,-0.03511157
AGPS,gene_expression,1.9996735e-30
RNF139,gene_expression,0.056796864
FAM199X,gene_expression,0.014020575
SPO11,gene_expression,0.009470821
HEXIM2,gene_expression,-0.013867268
GPR27,gene_expression,-0.042346474
TNKS2,gene_expression,-0.0037636496
NRIP3,gene_expression,-4.624369e-11
TTC9C,gene_expression,9.437407e-16
ZNF439,gene_expression,0.010501695
HSD17B8,gene_expression,-1.652688e-14
MGME1,gene_expression,2.1917714e-08
DBF4,gene_expression,7.037685e-09
PPP1R3D,gene_expression,5.627226e-19
FAM47B,gene_expression,0.055002604
ECI2,gene_expression,0.011538509
KCNU1,gene_expression,0.006311667
PTTG2,gene_expression,0.011013916
HMX1,gene_expression,-6.0110553e-19
DHTKD1,gene_expression,-0.00058716786
GRN,gene_expression,0.005277061
VIL1,gene_expression,-0.01305496
UTP3,gene_expression,3.362088e-20
GIT1,gene_expression,0.009974374
CEPT1,gene_expression,0.006199989
NEDD4,gene_expression,-1.8606235e-10
HNRNPA1L2,gene_expression,0.04147668
FASTKD1,gene_expression,2.8912173e-19
SNX12,gene_expression,-1.79365e-15
PTGES3,gene_expression,-0.016175259
CHID1,gene_expression,1.6410354e-07
NPEPPS,gene_expression,1.425554e-19
TTC19,gene_expression,6.6734096e-08
ZSCAN4,gene_expression,3.0690423e-18
GC,gene_expression,-0.009028768
TFPI,gene_expression,-2.9031882e-16
BBX,gene_expression,4.6916676e-15
DPP9,gene_expression,3.9306697e-06
ZNF207,gene_expression,-8.7067264e-07
CASP9,gene_expression,7.38241e-21
PSG6,gene_expression,0.010041008
TLE2,gene_expression,-0.005517262
SPINK1,gene_expression,-0.0014796503
GABPA,gene_expression,-0.007491061
HPS4,gene_expression,-0.0022417887
TTC31,gene_expression,-0.0035856452
