,,coef
DNAH6,gene_expression,0.0
HOXB8,gene_expression,0.0
CFL1,gene_expression,1.9484413e-15
RNASEK,gene_expression,0.0
LHPP,gene_expression,6.288031e-23
NOP58,gene_expression,5.9891768e-06
MAGEB3,gene_expression,0.0
VPS37C,gene_expression,4.786969e-08
NT5E,gene_expression,6.0436565e-11
SEZ6L,gene_expression,0.0
ZC3H18,gene_expression,0.0
SYT5,gene_expression,0.0
NOD1,gene_expression,1.2632069e-10
VGF,gene_expression,6.0513185e-24
PXK,gene_expression,0.0
SLC39A3,gene_expression,1.1281838e-07
PVALB,gene_expression,0.0
FAM161B,gene_expression,0.0
AP1G1,gene_expression,3.3458694e-11
MDP1,gene_expression,0.0
PAIP2B,gene_expression,0.0
SERPINA9,gene_expression,0.0
ZNF268,gene_expression,0.0
TMTC2,gene_expression,0.0
SNX18,gene_expression,0.0
ARPP19,gene_expression,4.7469396e-11
AKAP11,gene_expression,0.0
DDX10,gene_expression,0.0
TANK,gene_expression,1.2353188e-13
PXMP2,gene_expression,0.0
ZYG11B,gene_expression,0.0
CGREF1,gene_expression,0.0
TRIM56,gene_expression,0.0
MECOM,gene_expression,4.5173437e-07
SMYD1,gene_expression,0.0
BANF2,gene_expression,0.0
SNCB,gene_expression,8.943691e-10
SSX7,gene_expression,0.0
HERC1,gene_expression,6.020857e-13
TOMM20,gene_expression,6.263761e-07
ZNF557,gene_expression,0.0
IQCF2,gene_expression,0.0
G6PC3,gene_expression,1.1034317e-17
MB,gene_expression,2.5668506e-08
SCRN2,gene_expression,0.0
FAM122C,gene_expression,0.0
KRTAP19-3,gene_expression,0.0
MCTS1,gene_expression,0.0
CADPS2,gene_expression,0.0
PERM1,gene_expression,4.415919e-06
IGF2BP1,gene_expression,3.0073782e-10
AGAP1,gene_expression,0.0
OR10J1,gene_expression,1.009605e-08
MTCP1,gene_expression,0.0
IDH2,gene_expression,0.00015993175
JAM2,gene_expression,1.2138835e-06
NOTCH4,gene_expression,1.06640695e-11
RBM5,gene_expression,2.4570463e-07
OR4D11,gene_expression,8.5602353e-10
CDKN2C,gene_expression,1.0196932e-12
PSMD7,gene_expression,8.09398e-15
DISP2,gene_expression,1.127259e-13
SLC12A4,gene_expression,1.8867808e-05
DKC1,gene_expression,0.000135988
AP5M1,gene_expression,0.0
GLTP,gene_expression,1.4131661e-05
IDI2,gene_expression,0.0
SCN3B,gene_expression,9.829595e-09
NXT2,gene_expression,0.0
ABHD15,gene_expression,0.0
NCLN,gene_expression,0.0
TMEM86A,gene_expression,0.0
SREBF2,gene_expression,2.8558607e-05
EEF1G,gene_expression,0.0
PCBP1,gene_expression,6.264606e-23
TMCC1,gene_expression,0.0
ZNF202,gene_expression,0.0
OR4C45,gene_expression,0.0
CUZD1,gene_expression,0.0
TNFRSF13C,gene_expression,2.493342e-08
SCARF1,gene_expression,3.644089e-10
CALM2,gene_expression,0.0
STK33,gene_expression,0.0
FGF1,gene_expression,5.233304e-07
CHRNA1,gene_expression,1.2009756e-05
ITGA2,gene_expression,6.119026e-07
CLASP2,gene_expression,6.348201e-20
TCP11L2,gene_expression,0.0
CLEC4G,gene_expression,5.3178105e-13
HPRT1,gene_expression,1.2412481e-06
TMEM151A,gene_expression,0.0
GORASP1,gene_expression,1.28621475e-23
USPL1,gene_expression,0.0
ADPRH,gene_expression,0.0
MAPK1IP1L,gene_expression,0.0
DPYD,gene_expression,1.704308e-10
ABT1,gene_expression,0.0
CALY,gene_expression,0.0
MTA2,gene_expression,0.00015907016
SLC4A3,gene_expression,4.9816586e-09
MTHFSD,gene_expression,0.0
GRM3,gene_expression,2.69021e-26
SAYSD1,gene_expression,0.0
FAM50B,gene_expression,0.0
SNAP29,gene_expression,7.0270704e-05
KRTAP22-1,gene_expression,0.0
CNKSR1,gene_expression,2.1821024e-05
MRPL33,gene_expression,0.00043423162
COG3,gene_expression,1.2099226e-28
ERN1,gene_expression,0.0
SLC9A3,gene_expression,1.6799496e-11
GAA,gene_expression,1.4859701e-15
BIN3,gene_expression,0.0
LIPF,gene_expression,1.9418698e-16
RBM44,gene_expression,0.0
TMEM199,gene_expression,0.0
COX14,gene_expression,0.0
MLYCD,gene_expression,2.8495958e-06
ZNF177,gene_expression,0.0
ACVR1B,gene_expression,1.6239424e-05
ARL4C,gene_expression,0.0
PRSS55,gene_expression,0.0
ROR2,gene_expression,8.255239e-31
MBD2,gene_expression,5.1626176e-10
FEM1C,gene_expression,8.0143684e-07
NAA25,gene_expression,0.0
BCL2L12,gene_expression,0.0
ZMIZ2,gene_expression,0.0
CHML,gene_expression,2.2544688e-10
TAS2R16,gene_expression,8.689207e-13
NDUFC2,gene_expression,2.4512867e-22
OR52L1,gene_expression,1.6299204e-07
KRIT1,gene_expression,0.0
LRRC8A,gene_expression,6.1177747e-09
GAGE12F,gene_expression,0.0
VEZF1,gene_expression,0.0
SOWAHC,gene_expression,0.0
NUDT16L1,gene_expression,0.0
PCK2,gene_expression,1.3294341e-07
CST8,gene_expression,0.0
SHISA3,gene_expression,0.0
NRBP1,gene_expression,4.2474166e-09
CEP41,gene_expression,3.183724e-06
CHAMP1,gene_expression,0.0
IDH3A,gene_expression,2.0431173e-06
FUS,gene_expression,2.7399498e-15
FAM155B,gene_expression,0.0
SMYD5,gene_expression,0.0
FAN1,gene_expression,1.6084703e-11
LEMD3,gene_expression,7.3189284e-07
DTNBP1,gene_expression,2.2902886e-06
HOXB2,gene_expression,6.273564e-07
SLC45A3,gene_expression,2.0248383e-09
WDR45B,gene_expression,6.019724e-28
SPINK4,gene_expression,0.0
IL27,gene_expression,4.941266e-09
DNAJC11,gene_expression,7.7468858e-25
UTS2B,gene_expression,6.6430825e-15
TES,gene_expression,0.0
BLOC1S5,gene_expression,0.0
FGF13,gene_expression,0.0
THEM4,gene_expression,2.6985352e-05
CEP78,gene_expression,1.2575512e-07
CRLS1,gene_expression,7.9950324e-11
FZD1,gene_expression,1.2681561e-05
RABEPK,gene_expression,9.324864e-06
VPS33A,gene_expression,0.0
EHBP1L1,gene_expression,0.0
GJA5,gene_expression,5.413004e-07
ACADM,gene_expression,2.8747582e-12
PPTC7,gene_expression,0.0
PMM2,gene_expression,0.0
BMP4,gene_expression,6.2645586e-13
GLUD1,gene_expression,5.3622213e-21
SLC47A1,gene_expression,0.0
AP5S1,gene_expression,0.0
KLHL15,gene_expression,0.0
FEM1A,gene_expression,3.6170473e-11
INHBB,gene_expression,4.0757032e-19
TMEM185B,gene_expression,0.0
PNLIPRP2,gene_expression,1.8360284e-11
OR13H1,gene_expression,1.1013357e-09
XRCC1,gene_expression,4.259089e-05
KLHL25,gene_expression,1.4880934e-06
NINJ1,gene_expression,0.0
SEMA6C,gene_expression,0.0
CTRB2,gene_expression,1.3740838e-12
DET1,gene_expression,1.6123308e-10
AGR2,gene_expression,0.0
COX20,gene_expression,0.0
CARD11,gene_expression,6.1014147e-05
ZBTB11,gene_expression,0.0
GNG11,gene_expression,0.0008736206
EEPD1,gene_expression,0.0
EIF3F,gene_expression,1.2152066e-21
NPHP3,gene_expression,2.744889e-11
GTF2A2,gene_expression,0.0003908596
POGZ,gene_expression,0.0
POLR3A,gene_expression,3.292746e-05
CDC26,gene_expression,6.6000895e-05
SPIRE1,gene_expression,0.0
UBP1,gene_expression,0.0
FMO1,gene_expression,1.27911744e-20
PPM1N,gene_expression,0.0
CLASRP,gene_expression,0.0
CRABP1,gene_expression,4.603636e-12
FKBP3,gene_expression,0.0
ZNF415,gene_expression,0.0
YY1AP1,gene_expression,0.0
CNOT8,gene_expression,9.577535e-22
GLIPR2,gene_expression,0.0
PRAMEF10,gene_expression,0.0
ROBO1,gene_expression,4.650685e-09
RAP1GAP,gene_expression,1.5741685e-12
M6PR,gene_expression,1.5464421e-12
SFT2D2,gene_expression,0.0
PSMA4,gene_expression,0.0016391799
BTN2A1,gene_expression,5.758373e-06
NDUFB6,gene_expression,0.00039322124
ANKRD13C,gene_expression,0.0
GPC4,gene_expression,4.4246106e-05
TERF2IP,gene_expression,3.0255816e-05
COMMD6,gene_expression,0.00033834766
EXOSC10,gene_expression,3.1976644e-10
ACBD5,gene_expression,0.0
RYBP,gene_expression,5.512586e-06
MT3,gene_expression,5.2633873e-06
DNAAF5,gene_expression,0.0
SMC6,gene_expression,6.1130604e-06
TXNRD1,gene_expression,0.00082078285
ACAT2,gene_expression,0.0
ACACB,gene_expression,1.0614343e-05
DLK1,gene_expression,3.5397701e-07
CRYAB,gene_expression,0.0
HIPK4,gene_expression,0.0
ROCK1,gene_expression,0.0007872816
CLUAP1,gene_expression,4.4191864e-09
TMEM207,gene_expression,0.0
RSF1,gene_expression,5.0725685e-08
DPP3,gene_expression,0.0
PRKAG2,gene_expression,5.522417e-12
ZNF518B,gene_expression,0.0
ZNF737,gene_expression,0.0
LSM6,gene_expression,1.5056807e-08
HNMT,gene_expression,2.0153561e-07
SRSF1,gene_expression,1.8214418e-21
PRDM5,gene_expression,0.0
CARHSP1,gene_expression,0.0
SYBU,gene_expression,0.0
DYDC2,gene_expression,0.0
CCDC120,gene_expression,0.0
EPHA1,gene_expression,1.1540406e-05
SEC13,gene_expression,1.0253197e-16
POLR1C,gene_expression,1.9158529e-16
SV2A,gene_expression,1.7278187e-07
OPN1LW,gene_expression,1.2345147e-08
RGS22,gene_expression,0.0
TTC26,gene_expression,1.04587526e-10
NSF,gene_expression,6.769684e-05
TRIM16L,gene_expression,0.0
B4GAT1,gene_expression,1.18985426e-07
DYNC1LI2,gene_expression,5.8606753e-07
USP25,gene_expression,3.0773735e-09
SLC26A8,gene_expression,0.0
ISOC2,gene_expression,0.0
UBR3,gene_expression,0.0
MCM6,gene_expression,9.520237e-05
HEPHL1,gene_expression,0.0
CADM4,gene_expression,0.0
TMEM218,gene_expression,0.0
ZMYND15,gene_expression,0.0
EMC2,gene_expression,0.0
LRP1,gene_expression,0.00032919005
ELAC1,gene_expression,0.0
BAP1,gene_expression,5.8810324e-06
CELSR2,gene_expression,0.0
PECR,gene_expression,4.932098e-07
MAPK8IP1,gene_expression,0.0
OR2T27,gene_expression,5.899805e-15
SYVN1,gene_expression,2.9103444e-07
CMPK1,gene_expression,8.697746e-05
ZNF420,gene_expression,2.9226819e-09
TWSG1,gene_expression,0.0
SYCP1,gene_expression,2.8906147e-10
AKAP8L,gene_expression,0.0
HLA-A,gene_expression,0.000112408314
GYPB,gene_expression,0.0
LRSAM1,gene_expression,8.7031805e-07
MAP3K12,gene_expression,0.0
GUF1,gene_expression,0.0
SLC16A4,gene_expression,0.0
PPID,gene_expression,0.0
DIP2C,gene_expression,0.0
SRRM4,gene_expression,0.0
SH3BP2,gene_expression,0.0
DAP3,gene_expression,0.0013553437
ZNF620,gene_expression,0.0
ZSCAN29,gene_expression,0.0
FTO,gene_expression,0.0
C1D,gene_expression,7.7806264e-29
NANOS2,gene_expression,0.0
GPATCH4,gene_expression,0.0
DCTN1,gene_expression,2.6659577e-20
ENDOU,gene_expression,0.0
TBC1D9,gene_expression,0.0
BCCIP,gene_expression,0.0
SUCNR1,gene_expression,0.0
SLC30A4,gene_expression,0.0
RAP2B,gene_expression,0.00012684817
PKD2,gene_expression,4.2383874e-09
DNAJB7,gene_expression,0.0
COL1A2,gene_expression,2.9194784e-09
FCHSD2,gene_expression,0.0
MAGOHB,gene_expression,4.6378595e-05
NMNAT3,gene_expression,0.0
AP3S2,gene_expression,0.0
PRM3,gene_expression,0.0
USP28,gene_expression,8.701876e-09
FNDC1,gene_expression,0.0
KRTAP20-3,gene_expression,0.0
LYZL1,gene_expression,0.0
SIK2,gene_expression,0.0
XG,gene_expression,0.0
RPL26L1,gene_expression,2.1308142e-20
ADAL,gene_expression,5.1682015e-05
ZSCAN16,gene_expression,0.0
MYF5,gene_expression,1.9979213e-11
LMLN,gene_expression,0.0
SPHK2,gene_expression,1.5164401e-09
SDHD,gene_expression,1.05334775e-05
FAM177A1,gene_expression,0.0
FKBP11,gene_expression,0.0
STEAP1,gene_expression,0.0
ARF4,gene_expression,5.5460274e-22
ZKSCAN2,gene_expression,0.0
CEBPE,gene_expression,0.0
HNRNPAB,gene_expression,0.0
SKI,gene_expression,9.485197e-05
TPH1,gene_expression,5.2052923e-10
HAVCR1,gene_expression,0.0
MAPKAPK3,gene_expression,9.635508e-06
PCYOX1L,gene_expression,3.9864294e-06
METTL8,gene_expression,0.0
RAG1,gene_expression,1.4843268e-06
MAP3K3,gene_expression,0.0
VWC2,gene_expression,0.0
FLVCR2,gene_expression,0.0
ZNF843,gene_expression,0.0
KEL,gene_expression,2.3751554e-06
SDS,gene_expression,1.3555436e-22
PEX16,gene_expression,0.0
SLC13A3,gene_expression,6.011194e-26
CACTIN,gene_expression,0.0
KRBA2,gene_expression,0.0
TCAF1,gene_expression,0.0
VPS52,gene_expression,0.00013135897
PILRB,gene_expression,9.5578534e-14
CAND2,gene_expression,0.0
CYP4Z1,gene_expression,0.0
BPIFB6,gene_expression,0.0
DVL3,gene_expression,0.00010355965
BCL7B,gene_expression,0.0
USP24,gene_expression,8.5159255e-11
JADE1,gene_expression,1.0869955e-24
CCDC174,gene_expression,0.0
PDGFB,gene_expression,1.9375788e-15
RALGPS1,gene_expression,0.0
HSPE1,gene_expression,0.0
PI4K2A,gene_expression,1.2689702e-06
MPP7,gene_expression,0.0
RHBDD2,gene_expression,0.0
RCN2,gene_expression,0.0
FER1L6,gene_expression,0.0
KIAA0040,gene_expression,0.0
RIMKLA,gene_expression,0.0
KIF3C,gene_expression,1.03570606e-07
U2SURP,gene_expression,2.8145025e-11
LAMB2,gene_expression,1.832054e-05
ZNF658,gene_expression,0.0
RNF14,gene_expression,4.9631817e-06
KRCC1,gene_expression,0.0
SIX5,gene_expression,0.0
TUSC2,gene_expression,0.0
DHRS1,gene_expression,0.0
BACE1,gene_expression,3.9961156e-11
TBC1D28,gene_expression,0.0
U2AF1L4,gene_expression,2.5013074e-05
NOP10,gene_expression,7.6649894e-07
FBLN7,gene_expression,0.0
PAX5,gene_expression,2.5358162e-11
ADAM10,gene_expression,2.594388e-20
GPR161,gene_expression,0.0
ZNF28,gene_expression,0.0
SEMA6A,gene_expression,0.00020153991
CYB5R1,gene_expression,8.13425e-06
COA1,gene_expression,0.0
FGFR1,gene_expression,0.00017043554
KDELR2,gene_expression,6.469109e-05
MYCL,gene_expression,0.0
CPNE8,gene_expression,0.0
PPAT,gene_expression,9.428682e-06
POLA2,gene_expression,0.0005503908
COL5A2,gene_expression,3.8515172e-06
POLR3H,gene_expression,0.0008945921
TECTA,gene_expression,0.0
TMEM135,gene_expression,0.0
ARL17B,gene_expression,0.0
GNAL,gene_expression,3.3571015e-28
HNRNPH2,gene_expression,1.23408e-07
CUL9,gene_expression,8.4008243e-20
CLRN3,gene_expression,0.0
CWC22,gene_expression,1.4291334e-09
SERPINA3,gene_expression,5.879914e-07
PTPN4,gene_expression,3.1639834e-07
ZNF250,gene_expression,0.0
SPZ1,gene_expression,0.0
RPAIN,gene_expression,0.0
NAP1L5,gene_expression,0.0
TXNIP,gene_expression,7.577577e-07
PDS5A,gene_expression,4.1388815e-22
CYP2U1,gene_expression,2.6994988e-09
SDF2L1,gene_expression,0.0
PEX26,gene_expression,0.0
HNRNPLL,gene_expression,0.0
DDB1,gene_expression,1.6388635e-06
CHST15,gene_expression,2.2799297e-11
LCE2A,gene_expression,3.180565e-10
RRP12,gene_expression,0.0
CARM1,gene_expression,8.430231e-06
CPSF4,gene_expression,0.00020720795
ANAPC10,gene_expression,2.3311208e-22
XYLT1,gene_expression,7.538723e-07
OR4C6,gene_expression,1.8849415e-10
RPL34,gene_expression,2.9371033e-14
OR6K2,gene_expression,0.0
CDK18,gene_expression,0.0
CLEC7A,gene_expression,0.0
CRY1,gene_expression,0.0
TTPA,gene_expression,4.6906584e-14
ENPP4,gene_expression,5.9280505e-06
INO80B,gene_expression,5.7965093e-07
LUC7L,gene_expression,0.0
OR4K5,gene_expression,0.0
KIF5C,gene_expression,1.5302426e-06
NAA50,gene_expression,0.0
CASP2,gene_expression,3.442094e-07
DPY19L4,gene_expression,0.0
DENND6B,gene_expression,2.3871024e-05
ETV6,gene_expression,0.0
CHADL,gene_expression,0.0
ADAT1,gene_expression,0.0
SLC5A10,gene_expression,1.5851747e-11
CDK5R2,gene_expression,0.0
UBR5,gene_expression,0.0
RAB11FIP3,gene_expression,0.001090917
ADCY6,gene_expression,1.6797336e-10
GRAMD1A,gene_expression,0.0
FDFT1,gene_expression,6.8419054e-06
SLC22A5,gene_expression,2.8339782e-06
CIDEC,gene_expression,5.502761e-11
RPL13,gene_expression,9.2863434e-14
ADI1,gene_expression,6.6278258e-06
LPP,gene_expression,0.0
MED14,gene_expression,1.7388014e-05
HMOX2,gene_expression,2.638178e-22
BRF2,gene_expression,4.8284983e-06
IFT80,gene_expression,0.00022483968
PAXBP1,gene_expression,0.0
ARSB,gene_expression,6.530568e-10
OR2D2,gene_expression,4.6683657e-10
ZNF76,gene_expression,0.0
EFHB,gene_expression,0.0
FBXO7,gene_expression,3.3769762e-13
RERG,gene_expression,0.0
FAM217B,gene_expression,0.0
PINK1,gene_expression,8.490918e-18
IFT74,gene_expression,1.8060997e-14
PSMC5,gene_expression,0.002574835
LILRB2,gene_expression,6.304131e-05
KIAA1217,gene_expression,0.0
NABP2,gene_expression,3.6163168e-09
FRG2C,gene_expression,0.0
POLH,gene_expression,9.2999e-09
N4BP2,gene_expression,0.0
FBXO46,gene_expression,0.0
SLC25A20,gene_expression,3.0688656e-07
DGKZ,gene_expression,0.0
MAPKAPK5,gene_expression,4.8370058e-08
PRMT6,gene_expression,6.625591e-05
ZNF597,gene_expression,0.0
RASGRP4,gene_expression,1.7427877e-07
TNNI3K,gene_expression,0.0
RABGEF1,gene_expression,3.3778626e-06
PLXDC1,gene_expression,0.0
HACL1,gene_expression,6.5895856e-14
MOSPD3,gene_expression,0.0
PAFAH1B2,gene_expression,8.856963e-11
GABRA6,gene_expression,4.216306e-33
OR1A1,gene_expression,3.5444642e-10
FBXO47,gene_expression,0.0
SCGB3A1,gene_expression,0.0
CT47A10,gene_expression,0.0
GALP,gene_expression,0.0
TIAM2,gene_expression,3.3913725e-06
RSL24D1,gene_expression,0.0
ZBTB22,gene_expression,0.0
PYROXD1,gene_expression,0.0
RNFT1,gene_expression,0.0
ZNF333,gene_expression,0.0
TRAF5,gene_expression,0.0
RAP2A,gene_expression,0.0
AP1M2,gene_expression,1.4472888e-08
RNF115,gene_expression,8.0269474e-10
AMZ2,gene_expression,0.0
ENTPD4,gene_expression,2.4337372e-11
NDUFA6,gene_expression,1.735843e-24
NAGK,gene_expression,0.0
CFAP44,gene_expression,0.0
DUSP28,gene_expression,0.0
TUBGCP5,gene_expression,7.979185e-11
FLVCR1,gene_expression,0.0
CGNL1,gene_expression,0.0
YIPF6,gene_expression,4.321611e-17
PTRHD1,gene_expression,0.0
OR2T35,gene_expression,8.67193e-14
JMJD6,gene_expression,1.6925158e-15
ARHGEF1,gene_expression,2.8860482e-06
RMND5A,gene_expression,0.0
DEFB135,gene_expression,1.1130107e-12
ELP3,gene_expression,7.629837e-12
PPDPF,gene_expression,0.0
POU5F1,gene_expression,1.7995125e-12
ZNF526,gene_expression,0.0
SLCO2A1,gene_expression,0.0001012679
KDM5A,gene_expression,1.3222333e-05
MAGED1,gene_expression,3.1872197e-22
ATP2C2,gene_expression,0.00027823105
XKR7,gene_expression,0.0
OAF,gene_expression,0.0
EPHA7,gene_expression,2.636726e-07
RCBTB2,gene_expression,0.0
UBN1,gene_expression,1.920981e-06
EPHB4,gene_expression,0.00010653538
LIMK1,gene_expression,0.00013282154
TMC3,gene_expression,0.0
VBP1,gene_expression,8.883011e-09
ARAP2,gene_expression,2.0025838e-07
PARP10,gene_expression,9.244873e-06
RHOA,gene_expression,1.5895471e-10
RPF2,gene_expression,0.0
TRPA1,gene_expression,2.4459627e-07
PARN,gene_expression,0.00010196841
GZF1,gene_expression,0.0
AGPS,gene_expression,3.1698825e-31
RNF139,gene_expression,4.6139814e-07
FAM199X,gene_expression,0.0
SPO11,gene_expression,2.2341082e-09
HEXIM2,gene_expression,0.0
GPR27,gene_expression,0.0
TNKS2,gene_expression,5.377291e-06
NRIP3,gene_expression,0.0
TTC9C,gene_expression,0.0
ZNF439,gene_expression,0.0
HSD17B8,gene_expression,0.0
MGME1,gene_expression,0.0
DBF4,gene_expression,1.0740776e-11
PPP1R3D,gene_expression,0.0
FAM47B,gene_expression,0.0
ECI2,gene_expression,1.7202241e-05
KCNU1,gene_expression,2.741919e-10
PTTG2,gene_expression,0.0
HMX1,gene_expression,0.0
DHTKD1,gene_expression,0.0
GRN,gene_expression,3.4516963e-06
VIL1,gene_expression,0.0
UTP3,gene_expression,1.3457759e-23
GIT1,gene_expression,8.054639e-05
CEPT1,gene_expression,2.7455883e-07
NEDD4,gene_expression,3.819369e-13
HNRNPA1L2,gene_expression,0.0
FASTKD1,gene_expression,0.0
SNX12,gene_expression,0.0
PTGES3,gene_expression,0.00014742806
CHID1,gene_expression,3.5378422e-13
NPEPPS,gene_expression,7.146899e-24
TTC19,gene_expression,0.0
ZSCAN4,gene_expression,0.0
GC,gene_expression,6.27978e-08
TFPI,gene_expression,5.2144674e-21
BBX,gene_expression,0.0
DPP9,gene_expression,0.0
ZNF207,gene_expression,0.0
CASP9,gene_expression,2.901479e-25
PSG6,gene_expression,0.0
TLE2,gene_expression,3.8615138e-07
SPINK1,gene_expression,0.0
GABPA,gene_expression,2.5205945e-05
HPS4,gene_expression,3.5040616e-06
TTC31,gene_expression,0.0
ABHD16A,gene_expression,0.0
FANCL,gene_expression,2.8247126e-07
SAMD10,gene_expression,0.0
TJAP1,gene_expression,0.0
YAP1,gene_expression,9.393561e-18
STX10,gene_expression,2.5304279e-17
KEAP1,gene_expression,1.9917814e-05
RBM4B,gene_expression,0.0
FAIM2,gene_expression,0.0
TAS2R39,gene_expression,3.4456715e-10
ATL3,gene_expression,0.0
TMEM63A,gene_expression,5.5353744e-06
DPM1,gene_expression,3.9271986e-10
OR8B3,gene_expression,4.2442e-09
USP18,gene_expression,3.4019337e-07
HOXB6,gene_expression,0.0
KLHL14,gene_expression,0.0
TRMT6,gene_expression,0.0
PRSS16,gene_expression,0.0
N4BP2L1,gene_expression,0.0
PLEKHA2,gene_expression,1.4250605e-05
RPAP1,gene_expression,0.0
EIF4G3,gene_expression,8.928344e-11
EHD3,gene_expression,0.0
PIGC,gene_expression,1.2901626e-06
TMIGD1,gene_expression,0.0
SH2D3A,gene_expression,0.0
SUPT4H1,gene_expression,1.5474911e-06
NXPH3,gene_expression,0.0
LRTM1,gene_expression,0.0
PRPSAP1,gene_expression,0.0
PPP1CA,gene_expression,3.5339846e-05
RAB3A,gene_expression,2.2536362e-15
ZNRF3,gene_expression,0.00039458452
ATG16L2,gene_expression,0.0
NPAS2,gene_expression,1.4852702e-05
KRT10,gene_expression,0.0
STARD5,gene_expression,2.2074804e-08
RUNDC3B,gene_expression,0.0
IFNGR2,gene_expression,8.7351834e-11
ZNF428,gene_expression,0.0
BLOC1S2,gene_expression,0.0
CCNJ,gene_expression,0.0
CFAP61,gene_expression,0.0
HSPA14,gene_expression,5.635202e-06
MTHFD1,gene_expression,1.1254773e-07
CALM3,gene_expression,0.0
NAIP,gene_expression,0.0
ELN,gene_expression,0.0
NUP107,gene_expression,3.5404332e-11
OR10Z1,gene_expression,1.988191e-09
SCFD2,gene_expression,0.0
CACNB2,gene_expression,1.9999075e-05
AP2M1,gene_expression,0.00014785516
PCED1A,gene_expression,0.0
STEAP2,gene_expression,8.094802e-08
KCNC3,gene_expression,7.9201316e-21
LBR,gene_expression,0.0
