,,root
CDK13,gene_expression,0.060636133
VSX2,gene_expression,0.07167489
CHST12,gene_expression,0.08754856
PRICKLE1,gene_expression,0.065430515
ATM,gene_expression,0.05587894
IGF2R,gene_expression,0.06368875
PJA2,gene_expression,-0.03241612
ECE1,gene_expression,-0.054833863
ZNF98,gene_expression,0.06369092
TUT1,gene_expression,0.052898936
TBC1D20,gene_expression,-0.067195855
BPGM,gene_expression,-0.1406058
SMARCC1,gene_expression,0.09490165
MSANTD4,gene_expression,-0.06162697
PKN2,gene_expression,-0.024562195
RAB13,gene_expression,-0.06672764
ZNF253,gene_expression,-0.027577506
ATPAF2,gene_expression,-0.08133085
RNPEP,gene_expression,0.05837556
SLC39A3,gene_expression,0.02590793
TMEM176B,gene_expression,-0.02159223
CSN1S1,gene_expression,-0.05738465
ZCCHC9,gene_expression,0.043311913
ANAPC15,gene_expression,0.021916281
CUL3,gene_expression,-0.0496627
COG3,gene_expression,0.10875445
POGZ,gene_expression,-0.06443368
MTMR2,gene_expression,-0.0991017
MCM2,gene_expression,0.07102793
ENC1,gene_expression,0.0792225
MMS22L,gene_expression,0.091917165
NELFB,gene_expression,-0.10037978
POLR3H,gene_expression,0.07278899
NADSYN1,gene_expression,0.051268768
ADAP2,gene_expression,0.035550546
MRPL16,gene_expression,-0.061634514
CHAF1B,gene_expression,-0.14247926
RAD51B,gene_expression,-0.12572102
TERF2,gene_expression,0.073652595
VNN1,gene_expression,-0.04542004
TFRC,gene_expression,-0.035087597
FBXO28,gene_expression,-0.08699816
B4GALT2,gene_expression,-0.14631334
LARP4,gene_expression,-0.15289062
HLA-E,gene_expression,-0.041278332
SLC15A4,gene_expression,-0.010971375
MDM2,gene_expression,-0.03671802
KLHL1,gene_expression,0.08108895
NEDD4L,gene_expression,0.09604929
NOTCH4,gene_expression,-0.030400416
ASB3,gene_expression,-0.10157098
SLC30A1,gene_expression,0.06707945
TADA1,gene_expression,-0.09020552
CALR,gene_expression,-0.033334482
PLD1,gene_expression,-0.06991549
CLPTM1,gene_expression,0.058638167
ZNF777,gene_expression,0.04097682
ZNF689,gene_expression,0.04149253
NFKBIA,gene_expression,-0.03436153
KCNK5,gene_expression,-0.040783394
EIF2B1,gene_expression,0.059834365
FAM160B1,gene_expression,-0.05636494
ATAT1,gene_expression,0.09124479
EPHB4,gene_expression,0.09153349
KHK,gene_expression,0.09773795
CNOT7,gene_expression,0.059822187
ALKBH6,gene_expression,-0.08267527
ANKRA2,gene_expression,0.056824617
CDK6,gene_expression,0.05041311
FAS,gene_expression,-0.08065426
ZNF200,gene_expression,0.10346394
FAM20B,gene_expression,0.0031636725
ANKRD46,gene_expression,0.027760802
DPY19L4,gene_expression,-0.012311297
PFDN1,gene_expression,0.07263176
NDFIP1,gene_expression,-0.066296674
VDR,gene_expression,-0.0070250747
ZNF606,gene_expression,-0.0971072
EXOC3,gene_expression,0.030459017
NCOR1,gene_expression,-0.04356332
SNUPN,gene_expression,-0.08117127
ZNF414,gene_expression,0.010510102
PCBP2,gene_expression,0.09217321
FBRS,gene_expression,-0.07075898
DCAF12,gene_expression,0.07210722
MTF1,gene_expression,-0.07868479
RAB2B,gene_expression,-0.09244308
MPHOSPH8,gene_expression,-0.016826926
HSCB,gene_expression,0.08321288
SLC25A36,gene_expression,0.0028413767
IL36B,gene_expression,0.041007288
RPS6KA2,gene_expression,-0.049594894
ZNF91,gene_expression,0.08508897
MRPL49,gene_expression,-0.04229634
VHL,gene_expression,0.14252418
ABCA7,gene_expression,0.05454289
TCFL5,gene_expression,0.09233812
GOLGB1,gene_expression,0.047928
CBR1,gene_expression,0.08090383
SLC44A2,gene_expression,-0.08539484
PARN,gene_expression,-0.014001385
RBMY1B,gene_expression,0.06933259
MKRN2,gene_expression,0.033433028
PEX7,gene_expression,-0.066815205
RAB18,gene_expression,-0.029448329
DCTN4,gene_expression,0.09664076
SPNS1,gene_expression,-0.032850195
MORC2,gene_expression,0.025067944
ZNF432,gene_expression,-0.017309925
POLR2J2,gene_expression,0.015189641
NOP9,gene_expression,0.040386446
PLEKHO2,gene_expression,-0.057212558
CIAO1,gene_expression,0.015465348
FLNB,gene_expression,-0.027936399
PRKAB2,gene_expression,0.0052835247
GMIP,gene_expression,0.026145514
MRPL22,gene_expression,0.07551609
EDC3,gene_expression,0.05594253
EIF5A,gene_expression,0.04772069
MTMR9,gene_expression,0.06762329
HAUS2,gene_expression,-0.15635046
LRRC42,gene_expression,-0.028901778
PARP16,gene_expression,0.0027120342
USP8,gene_expression,0.00547504
NSF,gene_expression,0.057010118
TGFBR3,gene_expression,0.034548026
EIF2D,gene_expression,0.056074645
SPATA19,gene_expression,-0.06636925
OR5D14,gene_expression,-0.022288894
IP6K2,gene_expression,-0.057828102
DAXX,gene_expression,0.07942302
FRS2,gene_expression,0.059639435
ZNF263,gene_expression,-0.0013197509
SPDL1,gene_expression,-0.07649955
BTN3A1,gene_expression,0.047188655
HNRNPDL,gene_expression,-0.046539277
PTER,gene_expression,-0.051441148
KCNQ4,gene_expression,-0.014360848
PRRG2,gene_expression,-0.099523686
FAM91A1,gene_expression,0.10112068
RPP25L,gene_expression,0.040477358
MED26,gene_expression,0.024835693
MXI1,gene_expression,-0.08686658
HYKK,gene_expression,-0.08541688
EIF4G2,gene_expression,-0.0863829
KRTAP19-6,gene_expression,0.07705355
SVIL,gene_expression,-0.11302931
TAF13,gene_expression,0.13632531
DDX59,gene_expression,-0.0633731
CDK4,gene_expression,-0.052108657
ZNF362,gene_expression,-0.0023831988
BRK1,gene_expression,-0.08282167
RELA,gene_expression,0.04928989
POLR3C,gene_expression,-0.054363713
CSF1R,gene_expression,-0.010934
KLHL17,gene_expression,-0.077248104
ZNF430,gene_expression,0.09043349
COLGALT1,gene_expression,-0.068598084
HIST1H3E,gene_expression,3.751103e-05
FBXO9,gene_expression,0.07961257
GTF2H1,gene_expression,0.0352343
MAPK4,gene_expression,-0.04998412
TMEM179B,gene_expression,-0.09910849
CSTF3,gene_expression,-0.08430361
PA2G4,gene_expression,0.0844112
CYB5R4,gene_expression,0.04269027
NUFIP1,gene_expression,-0.0760334
SMARCE1,gene_expression,-0.09585595
ACD,gene_expression,0.03836709
SCAP,gene_expression,0.06345241
RNF149,gene_expression,0.035944805
IL27RA,gene_expression,-0.030749604
ALPI,gene_expression,-0.04661365
FZR1,gene_expression,-0.04765333
ROGDI,gene_expression,-0.08245972
ZNF813,gene_expression,0.032354273
CPA5,gene_expression,0.067269
FASTKD3,gene_expression,0.06431087
ZNF653,gene_expression,0.01587335
DCANP1,gene_expression,-0.040591404
TAF4,gene_expression,0.0593795
DST,gene_expression,-0.07266836
ZNF692,gene_expression,-0.06989557
EWSR1,gene_expression,0.064530596
CABS1,gene_expression,-0.023955813
SYCP2,gene_expression,-0.08926936
PARK7,gene_expression,-0.0817133
DUSP8,gene_expression,0.047505967
ZBTB49,gene_expression,-0.0023898045
UPF1,gene_expression,-0.08422628
DMTF1,gene_expression,-0.048572853
OARD1,gene_expression,0.011639905
VPS26A,gene_expression,0.04147996
DNAJB11,gene_expression,0.13511752
B3GAT3,gene_expression,-0.00022955581
PHLPP1,gene_expression,0.018015007
PPP1R10,gene_expression,-0.067649566
ADSS,gene_expression,0.0911439
MBOAT2,gene_expression,0.07217487
SH3GLB2,gene_expression,-0.08561129
SIRT1,gene_expression,0.079528585
SUPT6H,gene_expression,-0.006167661
RAB11B,gene_expression,0.05265627
SLC1A4,gene_expression,0.0494613
HSF2,gene_expression,0.03434121
SAP30L,gene_expression,0.096639134
OTUD5,gene_expression,-0.082330376
ACOT8,gene_expression,0.0861629
RPL41,gene_expression,-0.09335463
TARBP1,gene_expression,0.0029605322
TSC2,gene_expression,-0.05402641
FBXO44,gene_expression,0.077448495
PGM2,gene_expression,-0.11313934
SPAG9,gene_expression,0.07853647
NQO2,gene_expression,0.10286185
UBXN2B,gene_expression,0.07714912
YWHAH,gene_expression,0.06933344
IBSP,gene_expression,-0.020628663
PATE1,gene_expression,0.0715437
MOS,gene_expression,-0.06996722
MRPL42,gene_expression,0.052871358
NIPA1,gene_expression,-0.07898415
ZC3H12C,gene_expression,-0.048948083
EIF4ENIF1,gene_expression,-0.05686802
TMEM203,gene_expression,0.07855293
FEM1C,gene_expression,-0.04217646
TC2N,gene_expression,0.010699753
LONP1,gene_expression,0.066450134
ALG8,gene_expression,0.083706036
DNAJC19,gene_expression,0.023521729
RAB40B,gene_expression,-0.08157747
VAMP7,gene_expression,0.025991013
MYH3,gene_expression,-0.06267179
IDH3B,gene_expression,0.029392729
STK38,gene_expression,-0.03525605
ZNF563,gene_expression,-0.102455616
SAP18,gene_expression,0.024646861
PTRHD1,gene_expression,0.0042094123
GMPPA,gene_expression,0.12962855
CEP250,gene_expression,0.046333637
TNFAIP1,gene_expression,0.020594433
ORAI3,gene_expression,-0.031316984
HOOK3,gene_expression,-0.12035102
BANP,gene_expression,-0.09187032
ELOVL5,gene_expression,0.025534846
SLC9A6,gene_expression,0.094332
ZNF207,gene_expression,0.0554019
FAM107B,gene_expression,-0.032926984
CFL1,gene_expression,0.07337915
STAMBP,gene_expression,-0.07203152
OR11H1,gene_expression,0.015636321
CUL4A,gene_expression,0.08630461
UBE2G2,gene_expression,-0.020802667
KIAA0586,gene_expression,0.029530713
DIRC1,gene_expression,-0.019577116
LAX1,gene_expression,-0.08139033
UHRF2,gene_expression,-0.0006663149
NBN,gene_expression,0.04908813
MAML2,gene_expression,0.065771475
ZIK1,gene_expression,-0.025784204
HUS1,gene_expression,0.06772524
CTIF,gene_expression,-0.086481184
MTG2,gene_expression,0.04160122
CNIH2,gene_expression,0.107339464
ATXN1,gene_expression,0.01430737
RSPH3,gene_expression,-0.0018109329
BTD,gene_expression,0.06959835
TECR,gene_expression,-0.037533667
C1GALT1C1,gene_expression,0.082811326
CDC5L,gene_expression,0.095678546
MAGOH,gene_expression,-0.07264183
AHSA1,gene_expression,0.0838317
ARAP3,gene_expression,0.06588253
UGGT1,gene_expression,0.0038792347
NDRG1,gene_expression,-0.045760754
SLC22A12,gene_expression,0.09655691
AKAP8L,gene_expression,-0.021375936
SCML1,gene_expression,0.031962644
PTPRR,gene_expression,0.07222082
RUSC1,gene_expression,-0.080414325
KMT2C,gene_expression,0.05641919
ANKH,gene_expression,-0.044136237
OR1L8,gene_expression,0.014374622
THAP6,gene_expression,0.08059342
ADPGK,gene_expression,-0.0627173
NADK,gene_expression,0.09261883
NDC1,gene_expression,-0.0771583
TUBGCP5,gene_expression,0.004432563
EED,gene_expression,0.0028690144
L3MBTL1,gene_expression,-0.06748139
B4GALT5,gene_expression,-0.051299024
ZYX,gene_expression,-0.08268086
CSTF1,gene_expression,0.046584163
VILL,gene_expression,-0.102947414
PSMD5,gene_expression,-0.084695265
ITGAM,gene_expression,-0.07884039
PANX1,gene_expression,0.07306486
QDPR,gene_expression,0.06635529
MLN,gene_expression,-0.0842256
REV1,gene_expression,-0.03943202
MLST8,gene_expression,0.04038866
HIST1H2AC,gene_expression,0.07683329
ZNF266,gene_expression,0.073570676
RTN4IP1,gene_expression,-0.06612916
BICD2,gene_expression,-0.09822984
RRP36,gene_expression,0.058950257
MYL1,gene_expression,-0.08764064
ENKD1,gene_expression,-0.05381258
MLH3,gene_expression,-0.07977933
GDE1,gene_expression,0.09055027
DCAF11,gene_expression,0.032260694
GATA2,gene_expression,0.051287886
FAM117A,gene_expression,-0.0879525
NOS2,gene_expression,0.09515569
SIKE1,gene_expression,0.02878686
ANKRD23,gene_expression,0.00015607373
NMNAT1,gene_expression,-0.08374469
DLX2,gene_expression,-0.03686641
TOP2B,gene_expression,0.07299947
NISCH,gene_expression,0.100133285
KDM5C,gene_expression,-0.06295444
SHC1,gene_expression,0.10197716
AGA,gene_expression,0.11972319
CCDC127,gene_expression,-0.08396681
MDC1,gene_expression,0.07434256
TATDN1,gene_expression,0.002439039
IGF2BP1,gene_expression,-2.4583616e-05
ZDHHC12,gene_expression,-0.020093309
SMG7,gene_expression,0.06895471
AGTRAP,gene_expression,0.08968185
RAB4B,gene_expression,0.02209804
RAB1A,gene_expression,-0.055616923
HPS4,gene_expression,0.068662435
KCNMB3,gene_expression,-0.06209246
PLCXD1,gene_expression,0.11222298
GEMIN5,gene_expression,0.0035813486
DVL2,gene_expression,-0.051295333
TMEM183A,gene_expression,-0.043719202
TEX33,gene_expression,0.1206789
PLB1,gene_expression,-0.0040352507
CARS2,gene_expression,-0.01993124
CWC15,gene_expression,0.06444901
GTSF1,gene_expression,0.08118082
IMPDH1,gene_expression,-0.08754382
NMT1,gene_expression,0.057600886
SARS,gene_expression,0.11281675
PVALB,gene_expression,0.06959394
GMEB2,gene_expression,0.15387632
NT5C3B,gene_expression,0.05907537
DLST,gene_expression,0.018398577
RPL27,gene_expression,-0.055612322
TRIM23,gene_expression,0.085742
RAB32,gene_expression,0.09290667
CCDC151,gene_expression,-0.060010057
STX16,gene_expression,-0.059320435
GPR146,gene_expression,-0.09275572
HAGH,gene_expression,-0.09308237
USP18,gene_expression,-0.07861099
CTH,gene_expression,0.025994373
TUBGCP6,gene_expression,0.02825957
SRP9,gene_expression,0.09404162
CTCF,gene_expression,-0.02943071
ZMYM2,gene_expression,0.092790075
SAFB,gene_expression,-0.06969656
EPC1,gene_expression,0.08932883
MICAL1,gene_expression,0.08243735
KIAA0753,gene_expression,0.028457744
EIF4G3,gene_expression,-0.028640881
DDX10,gene_expression,0.0622366
FAM219B,gene_expression,0.056202978
ATRAID,gene_expression,-0.046410702
PHACTR1,gene_expression,-0.04897456
SET,gene_expression,-0.050428152
SLC46A1,gene_expression,0.013925009
NELFA,gene_expression,-0.086050265
CAMSAP2,gene_expression,0.033190113
ZFP82,gene_expression,-0.008811141
SEC22B,gene_expression,0.092294134
XYLT1,gene_expression,0.06036182
DDRGK1,gene_expression,0.05577147
PHF12,gene_expression,-0.008035563
XRN1,gene_expression,0.13513468
DMRTB1,gene_expression,-0.07564071
HAUS5,gene_expression,0.036881164
LRRC8C,gene_expression,-0.048729207
PHKG2,gene_expression,-0.092169665
ZNF93,gene_expression,-0.04437113
HPCAL1,gene_expression,0.09352703
PNN,gene_expression,-0.087019645
ATG13,gene_expression,4.4440458e-06
NR2F2,gene_expression,0.046444703
GOLGA1,gene_expression,-0.010825293
ARHGEF12,gene_expression,-0.081443846
PIGG,gene_expression,0.07155707
YPEL1,gene_expression,-0.09304144
CCDC59,gene_expression,0.085229024
ZNF585B,gene_expression,-0.07304772
RTCB,gene_expression,0.052436884
LRRC10B,gene_expression,-0.051537562
RNF170,gene_expression,0.06398178
SLC35A2,gene_expression,0.10296589
HSPE1,gene_expression,0.08973048
MEIS1,gene_expression,0.069409356
TMEM51,gene_expression,0.012598081
EIF1AX,gene_expression,-0.05871069
SEC22A,gene_expression,-0.07485893
DNAJC25,gene_expression,-0.07929681
PIGB,gene_expression,0.039570104
CASP9,gene_expression,-0.09586481
HSD17B8,gene_expression,-0.025106588
ARGLU1,gene_expression,-0.053023204
CACNA1H,gene_expression,0.01722177
KCNAB2,gene_expression,-0.012134272
ESD,gene_expression,0.025551083
MPP7,gene_expression,-0.04096658
SH3BP5L,gene_expression,0.099901624
HPS5,gene_expression,0.12223746
SPDYC,gene_expression,0.0705824
TPCN2,gene_expression,-0.059607416
KLHL42,gene_expression,-0.1482719
MOGAT3,gene_expression,-0.055190936
RBX1,gene_expression,-0.10217471
DBNDD2,gene_expression,0.058299284
BCL11A,gene_expression,0.10144945
DNAJC4,gene_expression,0.08516149
ZNF10,gene_expression,-0.061157025
MGAT4A,gene_expression,0.099472485
NUP37,gene_expression,-0.08983789
MBTD1,gene_expression,-0.06496512
HSD17B12,gene_expression,0.0071463636
ZZZ3,gene_expression,-0.09707223
SRGAP3,gene_expression,0.08938209
GSDMA,gene_expression,-0.048851874
TMEM14C,gene_expression,-0.013437443
RIPK3,gene_expression,0.088308625
RPLP0,gene_expression,0.06877101
ZSCAN9,gene_expression,0.08256354
RBMX,gene_expression,-0.0727279
OTULIN,gene_expression,0.073984146
PLS1,gene_expression,0.07330827
BCL11B,gene_expression,0.045106165
OXSM,gene_expression,0.07784461
TCAF2,gene_expression,0.0006156718
ZNF684,gene_expression,-0.01920175
INPP5B,gene_expression,-0.132199
PXMP2,gene_expression,-0.055622753
POLR3K,gene_expression,0.01194862
TFPT,gene_expression,0.001300029
LPCAT3,gene_expression,-0.09361859
LYL1,gene_expression,0.042692985
KIF1BP,gene_expression,-0.093005314
ALG9,gene_expression,0.034550037
CTBP1,gene_expression,-0.08484412
ZNF248,gene_expression,-0.07500217
SMAP2,gene_expression,0.047757376
LRRC28,gene_expression,-0.059938855
NAPB,gene_expression,-0.08116892
UBN2,gene_expression,0.038781628
DGCR8,gene_expression,-0.07487485
DUSP27,gene_expression,-0.08130424
SNTA1,gene_expression,-0.022380406
MTOR,gene_expression,-0.1392856
PIGX,gene_expression,-0.055489577
FAM167A,gene_expression,0.05016245
PPP6C,gene_expression,0.016167572
ASAP1,gene_expression,-0.023962647
TET1,gene_expression,2.3044733e-05
STAG3,gene_expression,-0.06992167
TMED7,gene_expression,0.0061948155
ZSWIM1,gene_expression,0.06741543
ERH,gene_expression,-0.05687482
GLIPR1L2,gene_expression,-0.11506585
RBMX2,gene_expression,-0.031421043
SOCS2,gene_expression,-0.0573588
RBBP9,gene_expression,0.054734454
MLYCD,gene_expression,-0.027662648
RNF31,gene_expression,-0.030984662
ASXL1,gene_expression,-0.054474927
MYO1C,gene_expression,0.036287952
VPS4B,gene_expression,0.100564115
ZNF768,gene_expression,0.02950993
LRP8,gene_expression,0.08192103
POLE3,gene_expression,-0.09433713
UBR3,gene_expression,0.029226791
DIP2A,gene_expression,0.056729708
SLC4A5,gene_expression,0.0037436225
PGM1,gene_expression,0.08088222
HPS1,gene_expression,-0.036089055
ZNF180,gene_expression,0.0647234
KCNK6,gene_expression,0.008596629
CCHCR1,gene_expression,0.09374897
SFT2D2,gene_expression,0.08454042
SYDE2,gene_expression,-0.05581516
HSBP1,gene_expression,0.040339135
BNIP3L,gene_expression,0.089734636
METRNL,gene_expression,-0.08049125
ARID1A,gene_expression,1.0372201e-05
SMAD9,gene_expression,-0.06714898
SLC34A2,gene_expression,-0.047886416
SRPRB,gene_expression,0.09393356
SASH1,gene_expression,0.08294887
SLC24A3,gene_expression,0.05071112
SMPDL3A,gene_expression,-0.08899845
RLBP1,gene_expression,-0.067898445
EBF1,gene_expression,0.06357116
HNRNPA2B1,gene_expression,0.031417284
CD44,gene_expression,0.08179811
PBDC1,gene_expression,0.08878939
TMEM63A,gene_expression,-0.011882846
PDHX,gene_expression,-0.0085654175
PRR14,gene_expression,-0.06368335
IFNAR2,gene_expression,0.03680908
VAMP2,gene_expression,0.057493676
EIF3CL,gene_expression,0.093237564
NMT2,gene_expression,0.07628141
CASC4,gene_expression,0.04517923
CCNG1,gene_expression,-0.08623081
POGLUT1,gene_expression,-0.016645933
SLC5A3,gene_expression,0.023742137
IKZF4,gene_expression,-0.089362785
ANKZF1,gene_expression,0.074227154
GRHL1,gene_expression,-0.08125042
MICA,gene_expression,-0.043646306
DDX51,gene_expression,0.020725321
CLASP1,gene_expression,0.021887744
NFYA,gene_expression,-0.011040415
PPP1CB,gene_expression,0.08242928
ALDH3A2,gene_expression,-0.08658751
ZNF436,gene_expression,0.07585163
TCHP,gene_expression,-0.04933964
KNSTRN,gene_expression,0.0905133
MPZL2,gene_expression,0.071284086
FBXO10,gene_expression,0.063514695
FLCN,gene_expression,-0.06565402
BBS9,gene_expression,0.07899841
CLIC4,gene_expression,0.039667994
CRISPLD2,gene_expression,0.056119926
CFL2,gene_expression,0.043378048
UST,gene_expression,-0.09787876
NCEH1,gene_expression,0.05068683
GCSAM,gene_expression,-0.06503655
FAM76B,gene_expression,-0.09071257
CYBB,gene_expression,0.07645279
PHTF2,gene_expression,-0.07557507
ZWILCH,gene_expression,-0.01663461
PGM3,gene_expression,-0.06331555
AGAP4,gene_expression,0.096286125
EARS2,gene_expression,0.0002048417
BAZ2B,gene_expression,-0.053537264
TMEM80,gene_expression,0.019731624
PCDH18,gene_expression,0.0782978
PIBF1,gene_expression,-0.0036816988
SLC30A9,gene_expression,0.06826531
ZNF775,gene_expression,-0.05914494
DCK,gene_expression,0.070359066
MAML1,gene_expression,-0.015578925
LRRC14,gene_expression,0.07423142
SGK1,gene_expression,0.050149176
U2AF1L4,gene_expression,0.0988773
AMY2A,gene_expression,0.0010325095
EVI5,gene_expression,-0.07553707
SCYL3,gene_expression,-0.013654205
DAZ4,gene_expression,-0.012747251
PRMT9,gene_expression,0.12544131
CREB1,gene_expression,-0.05356968
CCDC66,gene_expression,-0.092434816
GALK2,gene_expression,-0.08928406
MCM6,gene_expression,-0.06400785
NXPE1,gene_expression,0.08192255
CREB3,gene_expression,0.079540655
HS1BP3,gene_expression,-0.039878137
DOK1,gene_expression,-0.018251536
SNAI3,gene_expression,0.083672285
SP2,gene_expression,0.07453028
PRR3,gene_expression,0.03312264
SAMD14,gene_expression,0.08569587
IL7,gene_expression,0.13088198
OR7E24,gene_expression,0.045271825
MMP20,gene_expression,0.07898347
PCCA,gene_expression,-0.02777478
SOWAHC,gene_expression,0.007403084
PABPC4,gene_expression,-0.06021531
VPS13A,gene_expression,-0.08240601
ALKBH7,gene_expression,0.004814904
KIAA0825,gene_expression,0.0020081077
SLK,gene_expression,0.1238863
SACM1L,gene_expression,-0.022184784
NDST1,gene_expression,-0.05792285
KRTAP10-10,gene_expression,0.066743165
RNF135,gene_expression,-0.047976524
ANKRD40,gene_expression,0.12843339
ACTL6A,gene_expression,-0.035254974
PRPSAP1,gene_expression,-0.08176094
FAR1,gene_expression,-0.07564064
USP13,gene_expression,0.03730452
ANXA7,gene_expression,0.011493717
