,,root
TULP4,gene_expression,0.00357144
PURB,gene_expression,-0.13711023
MPP2,gene_expression,-0.042661708
C5AR2,gene_expression,-0.0010535007
DHX33,gene_expression,-0.10702661
UBE2L6,gene_expression,0.009793726
ZNF763,gene_expression,0.08612834
GNAQ,gene_expression,-0.041856445
DNASE2,gene_expression,-0.07417889
MMGT1,gene_expression,0.029340278
TPGS1,gene_expression,0.073833555
TDO2,gene_expression,0.105304725
TRIM36,gene_expression,-0.03190459
HARBI1,gene_expression,0.0434994
NLGN2,gene_expression,0.25327483
ABHD14B,gene_expression,-0.11295604
ABCC12,gene_expression,-0.100482725
NEURL1B,gene_expression,-0.05619481
NANOGNB,gene_expression,0.0288272
DYNLT3,gene_expression,0.00791229
LDLRAP1,gene_expression,-0.2508665
TUBB2B,gene_expression,0.061381355
TMEM80,gene_expression,-0.08134547
GNL3L,gene_expression,-0.13942748
ZNF519,gene_expression,-0.04323007
ITGA2B,gene_expression,-0.022288071
TIE1,gene_expression,-0.05976931
UBE2V2,gene_expression,-0.14935203
GPAM,gene_expression,-0.10251936
KAT5,gene_expression,-0.073449336
F13B,gene_expression,-0.08864016
KLHL34,gene_expression,-0.20542915
SMARCAD1,gene_expression,0.00060539297
CLEC4M,gene_expression,-0.08798622
RAB4A,gene_expression,0.08300783
RRAS,gene_expression,0.04744743
SLC30A4,gene_expression,0.23030397
DHRS7C,gene_expression,-0.05590398
SNX12,gene_expression,-0.0069706985
RNF5,gene_expression,-0.048352472
IQCC,gene_expression,0.15781878
FAM135B,gene_expression,0.09883709
SLC2A1,gene_expression,-0.023296501
ELAVL1,gene_expression,-0.08819488
DPY19L1,gene_expression,-0.12949766
IGF2BP1,gene_expression,-0.06591176
POMT2,gene_expression,-0.072191335
GALNT11,gene_expression,-0.018023701
GCSAM,gene_expression,0.16641317
PCMTD1,gene_expression,0.033617795
ESRRG,gene_expression,-0.083907194
TRIM11,gene_expression,-0.020513564
EFCAB11,gene_expression,0.14163467
TMEM8B,gene_expression,0.10653207
TM2D2,gene_expression,0.076756686
DIS3,gene_expression,0.13397276
PNOC,gene_expression,-0.07516684
PPY,gene_expression,0.13323265
GPC3,gene_expression,-0.15129836
REPS1,gene_expression,-0.0106588425
ZSWIM4,gene_expression,-0.21991815
ZKSCAN5,gene_expression,0.06236798
OAF,gene_expression,0.11188197
SPDYA,gene_expression,0.09449907
ZNF771,gene_expression,-0.10262628
SNAPC3,gene_expression,0.07507977
MAN1C1,gene_expression,-0.088881716
GTF2H2,gene_expression,-0.52176315
ZFYVE16,gene_expression,-0.07733448
PYGM,gene_expression,-0.049180284
RNF26,gene_expression,0.04482654
CD274,gene_expression,-0.012414909
TPH1,gene_expression,0.06503849
CFAP126,gene_expression,0.14682272
COL11A1,gene_expression,-2.471428e-08
ZBTB2,gene_expression,0.0045716804
ADPRM,gene_expression,-0.09190984
PPIL4,gene_expression,0.034145508
CIRBP,gene_expression,0.014510496
IGSF8,gene_expression,-1.5886237e-06
ATP6V0A1,gene_expression,-0.013577954
E2F4,gene_expression,0.042947438
GAGE1,gene_expression,-0.043419003
MTR,gene_expression,-0.03409693
LILRA1,gene_expression,0.016095482
MADD,gene_expression,0.014879519
MAPK3,gene_expression,0.0729953
ABCG1,gene_expression,-2.350844e-11
ZNF251,gene_expression,-4.9742823e-08
CEP290,gene_expression,-0.16399981
FAM149A,gene_expression,0.030998843
TPD52L3,gene_expression,0.0058267103
FOXR1,gene_expression,-0.020126842
PLBD1,gene_expression,0.13458471
ZNF468,gene_expression,0.11392987
SSPN,gene_expression,-0.14850469
ATOH1,gene_expression,-0.20237303
FRYL,gene_expression,-0.10181772
PAX3,gene_expression,-0.14545088
TDRD9,gene_expression,0.02290099
FAM228B,gene_expression,-0.048194315
TCF7L1,gene_expression,0.0908088
FAT4,gene_expression,-0.006329239
PWWP2A,gene_expression,-0.23047958
DHX34,gene_expression,-0.08502308
FBXO45,gene_expression,0.043470837
KDM1B,gene_expression,-0.43597373
MTRF1L,gene_expression,0.039975736
NAP1L2,gene_expression,-0.045516636
RCE1,gene_expression,0.08688393
RHAG,gene_expression,0.06577214
NEU3,gene_expression,-0.03544582
LUC7L,gene_expression,0.112370245
CACUL1,gene_expression,-0.002127156
EDEM1,gene_expression,-0.04740937
DOCK3,gene_expression,0.013539291
VSX2,gene_expression,0.05047874
RAB36,gene_expression,0.030391008
MTHFS,gene_expression,0.027693879
ZFAT,gene_expression,0.22884528
DNM2,gene_expression,-0.096307844
NXPE4,gene_expression,-0.026580729
TMEM212,gene_expression,-0.03669073
BBX,gene_expression,0.009510651
TMEM263,gene_expression,-0.02187402
SUSD6,gene_expression,-0.007206172
P3H1,gene_expression,-0.08521504
CEP131,gene_expression,0.029111246
IMMT,gene_expression,-0.0026016966
RNF113A,gene_expression,-0.110358566
COQ4,gene_expression,0.010815853
LRRC23,gene_expression,0.10718262
OR7A10,gene_expression,-0.1437007
NDUFA4,gene_expression,0.028746879
SNAI3,gene_expression,-0.14184633
MKX,gene_expression,-0.043043897
ZNF280A,gene_expression,-0.07863277
TADA3,gene_expression,-0.055095885
GLYATL1,gene_expression,-0.10736337
CORO6,gene_expression,-0.031427972
FLYWCH1,gene_expression,0.06070892
ZFP62,gene_expression,-0.023579737
ZNF182,gene_expression,0.023040961
PRRC2C,gene_expression,0.09483937
POLE,gene_expression,-0.04331899
CTAG2,gene_expression,-0.15439145
ZNF175,gene_expression,0.06207027
METTL18,gene_expression,-0.019379254
SMIM8,gene_expression,0.027317742
NUBP1,gene_expression,-0.11186856
TERT,gene_expression,-0.08527969
DNAJC17,gene_expression,-0.10616026
SPATA31D4,gene_expression,-0.05356994
RRAGB,gene_expression,-0.06797237
ARHGEF26,gene_expression,0.12798981
TGOLN2,gene_expression,0.0767789
JDP2,gene_expression,0.12434578
TRPC4,gene_expression,-0.027194504
ZNF346,gene_expression,0.05083171
CFHR5,gene_expression,-0.19775756
STOML3,gene_expression,-0.03157979
TCEA2,gene_expression,-0.0034807369
MGMT,gene_expression,-0.056431584
TARS2,gene_expression,-0.022116307
OGT,gene_expression,-0.14691529
CCDC136,gene_expression,0.45374817
TH,gene_expression,-0.10787755
HEATR5A,gene_expression,-0.0050948164
CCDC121,gene_expression,-0.035431966
TXN2,gene_expression,-0.034860115
EIF4EBP2,gene_expression,-0.083968095
PINX1,gene_expression,-0.084903814
BLOC1S5,gene_expression,-0.019899253
RBM48,gene_expression,0.07588651
DNAJC24,gene_expression,-0.06797276
PMEPA1,gene_expression,-0.14451835
CPT1A,gene_expression,-0.00040817104
EMC1,gene_expression,-0.042289767
FTSJ1,gene_expression,0.053714335
URB2,gene_expression,-0.032039445
IMPG2,gene_expression,-0.04040923
DLST,gene_expression,0.090756245
TMEM33,gene_expression,0.054921273
STAU2,gene_expression,-0.022727057
INPP5B,gene_expression,-0.09916798
CDH3,gene_expression,0.031020101
TRIM13,gene_expression,0.12429218
BARHL1,gene_expression,0.264708
METTL7B,gene_expression,7.0676543e-07
KLHL3,gene_expression,-0.114494614
VPS45,gene_expression,-0.06685103
RPP30,gene_expression,-0.1809198
BANP,gene_expression,-0.060156465
SRL,gene_expression,-0.12565663
CFHR4,gene_expression,-0.10592486
WASL,gene_expression,0.0148863075
DEXI,gene_expression,0.07688592
LAPTM4A,gene_expression,0.05373426
ZNF780B,gene_expression,-0.067769825
SECISBP2L,gene_expression,0.104632
COLCA2,gene_expression,-0.109282814
ATRIP,gene_expression,0.16601315
CUL7,gene_expression,-0.05724947
RRP8,gene_expression,0.0048256437
SLC13A3,gene_expression,0.22072008
SDR16C5,gene_expression,0.08562329
IRF9,gene_expression,0.19921477
TSPYL5,gene_expression,-0.16440602
KRT25,gene_expression,0.02369974
LGALS14,gene_expression,-0.052532867
ASPHD1,gene_expression,0.07394918
SEMA5B,gene_expression,-0.117071435
SLC10A5,gene_expression,-0.14718966
SLC44A1,gene_expression,0.06833746
NPSR1,gene_expression,-0.04670355
SPANXN3,gene_expression,0.1006658
MMACHC,gene_expression,-0.07456654
VAPB,gene_expression,-0.02582695
COL5A2,gene_expression,-0.08508017
RPAP1,gene_expression,-0.033516068
ATG2B,gene_expression,0.021556001
KRTAP10-12,gene_expression,-0.01947466
DNMBP,gene_expression,-0.092190064
UNC93B1,gene_expression,0.07512592
KRTDAP,gene_expression,-0.0416252
ADGRF3,gene_expression,-0.13461967
TLR3,gene_expression,0.03856297
TMEM86A,gene_expression,0.0907723
HOXB2,gene_expression,0.007498461
HCN1,gene_expression,-8.010336e-09
TMEM87B,gene_expression,-0.12249848
MN1,gene_expression,0.00017453854
RAB23,gene_expression,-0.074511535
WIPF1,gene_expression,0.058807798
EYS,gene_expression,0.02179405
THAP6,gene_expression,0.019306641
TMEM174,gene_expression,0.0019283085
NUP133,gene_expression,0.056681376
HOMEZ,gene_expression,-0.0005879297
TUBGCP6,gene_expression,-0.016522625
LDHA,gene_expression,-0.12685525
ADGRE2,gene_expression,-0.051129255
LAMP2,gene_expression,0.006240524
INTS7,gene_expression,3.6060022e-13
RXRB,gene_expression,0.10628666
DTNB,gene_expression,-0.07154839
FLOT1,gene_expression,-0.09493866
GAK,gene_expression,0.0021648745
TC2N,gene_expression,-0.062099162
CRYBG3,gene_expression,0.14176653
DLL1,gene_expression,0.050792158
CCDC125,gene_expression,-0.07374351
FDXACB1,gene_expression,0.11699079
KCTD16,gene_expression,0.088229984
YWHAQ,gene_expression,-0.00684136
KRTAP19-1,gene_expression,-5.3664736e-11
DPYSL3,gene_expression,0.034223102
GRAMD1C,gene_expression,0.08537867
B4GALT1,gene_expression,-0.036423776
IFRD2,gene_expression,0.03315067
MLF1,gene_expression,-0.0035738307
OASL,gene_expression,-0.13768966
TMPRSS11D,gene_expression,0.14307436
STATH,gene_expression,-0.034672823
EFNA1,gene_expression,0.079383604
TMEM207,gene_expression,0.013931325
USP44,gene_expression,-0.191127
BAZ2B,gene_expression,0.013803535
NXPH3,gene_expression,0.075802125
MBL2,gene_expression,0.10862775
NF1,gene_expression,-0.102165475
ASCC2,gene_expression,-0.05571163
LRRC6,gene_expression,-0.0051651224
KLF3,gene_expression,0.013311393
TMEM184C,gene_expression,0.05133603
CCDC28B,gene_expression,-0.15611981
LMAN2,gene_expression,0.15246904
POU4F1,gene_expression,0.009467746
ATP6V1B2,gene_expression,-0.05480414
RBPMS,gene_expression,-0.056290265
CLDN17,gene_expression,-0.0757669
LAIR1,gene_expression,-4.366212e-10
ZKSCAN2,gene_expression,-0.064415514
GUCY2C,gene_expression,0.06374968
LYZL1,gene_expression,0.10887692
HSPBAP1,gene_expression,0.029483229
EEF1E1,gene_expression,-0.04945781
CHTF8,gene_expression,0.0030037283
IFNA17,gene_expression,0.03524581
TNK2,gene_expression,8.457116e-10
HOOK3,gene_expression,0.129166
VPS72,gene_expression,0.11561092
CLUAP1,gene_expression,0.09060865
FGF3,gene_expression,0.01188114
CYP4V2,gene_expression,0.09671706
ZNF22,gene_expression,0.06999248
OR14J1,gene_expression,-0.0155241685
ZNF74,gene_expression,0.06297431
ATP6AP1,gene_expression,0.08023575
LHX2,gene_expression,-0.28316492
ROGDI,gene_expression,-0.0030271986
AP1G1,gene_expression,-0.032330606
SERTAD2,gene_expression,0.031589203
PTTG2,gene_expression,-0.117060155
LRRN3,gene_expression,0.003106511
BRD7,gene_expression,-0.058102947
ZMYM2,gene_expression,0.019924046
NLRX1,gene_expression,0.030758306
MPI,gene_expression,0.01328323
MAPK6,gene_expression,-0.07194084
ZNF217,gene_expression,0.013412878
LTB4R2,gene_expression,-0.1508484
HOXD13,gene_expression,0.008614758
LIG4,gene_expression,-0.33598194
PIGY,gene_expression,-0.034682605
UBAP1,gene_expression,0.027332654
FHAD1,gene_expression,-0.019501982
MYCBP,gene_expression,-0.07918167
GALK2,gene_expression,-0.016510893
AGTPBP1,gene_expression,-0.06643352
RALGAPB,gene_expression,-0.01219873
SRD5A3,gene_expression,-0.08466601
GJD3,gene_expression,0.48731202
USP51,gene_expression,0.092636965
RPP25L,gene_expression,-0.10468244
CABP2,gene_expression,-3.77959e-07
RNF38,gene_expression,0.03300238
CCDC51,gene_expression,-0.0142956525
SETD7,gene_expression,-0.015832286
RDH10,gene_expression,-0.15499425
PODXL2,gene_expression,-0.08399649
TSC1,gene_expression,-0.03602117
SOX30,gene_expression,0.131347
FBXO9,gene_expression,-0.05699798
IGLON5,gene_expression,0.038734898
ARID2,gene_expression,0.031489596
MRPL3,gene_expression,-0.0025572903
LRRC37B,gene_expression,-0.02114152
TTC29,gene_expression,0.038627896
HVCN1,gene_expression,0.0015367467
FBXL7,gene_expression,0.06907192
DMRTA2,gene_expression,0.09514435
CPT2,gene_expression,0.006745938
DDX4,gene_expression,0.08962124
DPY19L3,gene_expression,0.03323891
NPPC,gene_expression,-0.03546714
LAMTOR5,gene_expression,0.069878764
AGA,gene_expression,-0.08318833
ARG1,gene_expression,-0.018823143
HTATIP2,gene_expression,-0.045590572
SLC9A3R1,gene_expression,-0.13785172
METTL25,gene_expression,0.10455008
TINCR,gene_expression,0.0064311335
CR2,gene_expression,-2.4106072e-05
ZMAT5,gene_expression,-0.041130096
VCPKMT,gene_expression,-0.08005159
PRAMEF2,gene_expression,-0.08474304
OR5AP2,gene_expression,-0.048349492
ADAMTS18,gene_expression,-0.02807645
CEP41,gene_expression,-0.021568205
MAPK8IP1,gene_expression,0.17480394
SLC48A1,gene_expression,0.086599074
ADIPOR1,gene_expression,0.06174969
TCAIM,gene_expression,0.09445378
CHRM5,gene_expression,0.022288717
OR5AS1,gene_expression,0.026157793
ING4,gene_expression,0.20657358
ZNF37A,gene_expression,-0.033440836
ORMDL2,gene_expression,-0.11578813
TES,gene_expression,-0.0005865943
CDX4,gene_expression,-0.11589249
CCDC154,gene_expression,-0.080049396
HSPB6,gene_expression,0.0074972315
NAALAD2,gene_expression,-0.030044198
WDR45,gene_expression,-0.11442923
DYNC2LI1,gene_expression,-7.589377e-08
PPP2R2D,gene_expression,0.023411194
MPEG1,gene_expression,-0.16515115
PDLIM3,gene_expression,0.34431916
LSMEM2,gene_expression,0.059703164
CASP4,gene_expression,-0.057414565
CDHR3,gene_expression,0.06378287
ARIH2,gene_expression,-0.042132355
CELA2A,gene_expression,-0.018338885
RUVBL2,gene_expression,-0.082756706
CCDC134,gene_expression,0.07859976
FPGT,gene_expression,-2.1762554e-07
DLG1,gene_expression,-0.050989013
ATG10,gene_expression,0.041490648
AKIRIN1,gene_expression,-0.03273389
OR2T29,gene_expression,0.06806177
DEFB123,gene_expression,-0.07105976
AEN,gene_expression,0.050161973
MARK1,gene_expression,0.12665677
EDDM3A,gene_expression,-0.009955265
THAP8,gene_expression,-6.49462e-08
OR1S1,gene_expression,0.042560928
ASB12,gene_expression,0.085185714
SUMO1,gene_expression,0.0055841506
ARMS2,gene_expression,0.034329582
ELOVL1,gene_expression,0.1036471
EFR3A,gene_expression,0.29089734
SUN5,gene_expression,-0.11552148
ARL2,gene_expression,0.03656051
BAG3,gene_expression,-0.1050388
TTLL3,gene_expression,0.008610825
TNFRSF17,gene_expression,-0.17506433
OR56A4,gene_expression,0.08794233
MXI1,gene_expression,0.056862753
THADA,gene_expression,0.0042524277
MANEAL,gene_expression,0.036756974
ACTR10,gene_expression,-0.09866696
NRXN2,gene_expression,0.07922111
FKBP9,gene_expression,0.0027987417
FITM2,gene_expression,0.102919415
TNNI1,gene_expression,-0.087023996
ATF4,gene_expression,0.0672647
DENND4B,gene_expression,0.002131101
QDPR,gene_expression,-0.121055685
HIF1A,gene_expression,0.041928492
FAM222B,gene_expression,-0.29322132
CD40,gene_expression,0.09145188
PRR15L,gene_expression,-0.25037214
EXTL1,gene_expression,-0.0871849
CSN3,gene_expression,0.018360835
KRTAP12-3,gene_expression,0.13971643
DMC1,gene_expression,-0.031863052
FMNL2,gene_expression,-0.12517686
PAIP2,gene_expression,-0.08114638
FAM160A2,gene_expression,-0.04360684
CIAPIN1,gene_expression,0.0044528525
KCNA6,gene_expression,-0.09058887
DENND2A,gene_expression,-0.081232764
CYP8B1,gene_expression,-0.08657734
SON,gene_expression,-1.1667403e-06
NR3C1,gene_expression,0.00044165784
NBN,gene_expression,0.081478946
SPACA5,gene_expression,-0.14355776
TSGA10,gene_expression,-0.19112338
PCBD1,gene_expression,0.106013216
ATP2B3,gene_expression,1.1249021e-07
DDX24,gene_expression,-0.0072257826
RAB20,gene_expression,-0.17222957
LSM1,gene_expression,-0.039112356
ZNF528,gene_expression,-0.03483856
SACM1L,gene_expression,0.013581752
TNC,gene_expression,-0.0037059942
OR4F5,gene_expression,0.13486095
MRPS22,gene_expression,-0.02041537
OR8I2,gene_expression,0.0782808
DYNAP,gene_expression,0.038947936
ALB,gene_expression,-0.00017347668
NKD1,gene_expression,0.02155362
LACTB,gene_expression,-0.032811463
AXL,gene_expression,-6.3299854e-07
KLHDC8B,gene_expression,0.057277624
NRBP1,gene_expression,-0.05716189
CMPK2,gene_expression,0.022913035
KSR1,gene_expression,-0.20979369
RNF130,gene_expression,-0.042839818
PLAG1,gene_expression,-0.06154906
TFAP2D,gene_expression,-0.050175708
CYTH2,gene_expression,-0.1359964
KRBA2,gene_expression,0.08577456
COMMD6,gene_expression,-0.12902795
CACTIN,gene_expression,0.06979481
GGT1,gene_expression,-0.3595736
RET,gene_expression,-0.0054405066
LRRC41,gene_expression,-0.05701606
COL6A5,gene_expression,0.24484174
SERINC3,gene_expression,0.069951035
SLC45A4,gene_expression,0.33532253
NCAPH2,gene_expression,0.0093751
AASS,gene_expression,-0.07981551
SRP9,gene_expression,-0.075963624
HOXB5,gene_expression,0.08224076
WDR83,gene_expression,0.096348144
G6PD,gene_expression,0.037571106
FBXL19,gene_expression,-0.05146071
MAPRE1,gene_expression,-0.22163494
ARL5A,gene_expression,-0.07202521
GRWD1,gene_expression,-0.034686133
PLB1,gene_expression,-0.046830326
ANAPC7,gene_expression,0.112516165
MBLAC2,gene_expression,-0.0996112
SCAF4,gene_expression,0.07042538
CTRB1,gene_expression,-0.037620846
RBM12B,gene_expression,0.07111212
HENMT1,gene_expression,0.074088
EYA2,gene_expression,-0.11817569
GADL1,gene_expression,0.01406172
ASH2L,gene_expression,-0.10517009
ZNF480,gene_expression,0.021990288
OXCT1,gene_expression,-0.14664654
ALDH9A1,gene_expression,0.09157253
PSMD8,gene_expression,0.010264715
SERPINB4,gene_expression,0.041802905
AMN1,gene_expression,0.23155183
PPTC7,gene_expression,0.059376236
DNAI2,gene_expression,-0.031419676
AKR7L,gene_expression,0.14967169
HOXB1,gene_expression,0.00054845406
SLC52A3,gene_expression,-0.04504402
SUOX,gene_expression,0.060174987
TRIM8,gene_expression,6.0043504e-08
ALG8,gene_expression,0.055270694
CTSL,gene_expression,-0.06245899
PMFBP1,gene_expression,0.001122596
WDR31,gene_expression,0.13313162
PUM2,gene_expression,0.03785779
NME9,gene_expression,0.08407912
ZNF552,gene_expression,0.06579696
ASB17,gene_expression,-0.03812117
ARRB2,gene_expression,-0.047021113
COPRS,gene_expression,-0.046031438
SUCLG1,gene_expression,-0.059945848
LARP4,gene_expression,7.8679905e-06
NEIL1,gene_expression,-0.08084526
RNF216,gene_expression,0.14247692
ZNF669,gene_expression,-0.070626475
ISCU,gene_expression,-0.0004735714
SLC9A3,gene_expression,-0.047676496
SLC25A22,gene_expression,-0.05178564
DCTN1,gene_expression,-0.020319063
GTF3C5,gene_expression,0.09261166
PRB1,gene_expression,-0.096833184
CTSE,gene_expression,-0.06058346
PDZD8,gene_expression,0.09278911
PSTPIP2,gene_expression,-0.11993995
DNASE1L1,gene_expression,-0.09317007
TM9SF1,gene_expression,0.0295906
HSPA4,gene_expression,-0.09197111
GATA3,gene_expression,0.12005232
BTN1A1,gene_expression,-0.01712709
EIF2S2,gene_expression,-0.03743066
SLC25A53,gene_expression,0.03371483
SLC39A3,gene_expression,0.07938768
NSUN5,gene_expression,0.045789618
SLC9A6,gene_expression,0.04099014
SOCS1,gene_expression,0.14468339
WDR75,gene_expression,-0.022689953
LZIC,gene_expression,0.053390503
IPO8,gene_expression,0.087055884
ATR,gene_expression,-0.08043536
RAD51AP1,gene_expression,-0.011172807
JUP,gene_expression,0.087342426
PTPN4,gene_expression,-0.1513813
TTC5,gene_expression,-0.0065644393
ATP10D,gene_expression,-0.033407614
BCL10,gene_expression,-0.13940959
PCYT2,gene_expression,0.13699113
TEFM,gene_expression,1.5260704e-09
MYOM2,gene_expression,0.08778704
E4F1,gene_expression,-0.0090112975
CHP1,gene_expression,0.045440927
PLCD1,gene_expression,0.054209106
DAZ2,gene_expression,4.7777704e-08
MKRN1,gene_expression,0.067041576
SFRP2,gene_expression,-3.0767274e-05
TANGO6,gene_expression,0.11511891
DNAJC11,gene_expression,0.059100177
KRTAP12-4,gene_expression,0.00079034356
DAZAP2,gene_expression,-0.14006078
RHOG,gene_expression,-0.43525195
BRMS1L,gene_expression,0.039684284
SLC41A2,gene_expression,0.067164935
GK5,gene_expression,-0.0044236886
SULT6B1,gene_expression,-0.11689055
GP1BA,gene_expression,0.023653729
SIAH2,gene_expression,0.07477489
THOC3,gene_expression,-0.030068874
RAB1A,gene_expression,0.018225523
ABL2,gene_expression,-0.029282529
RUNDC3A,gene_expression,-0.18465568
SEMA4A,gene_expression,0.021518584
COX18,gene_expression,0.06207825
PSME3,gene_expression,-0.09182993
ZSWIM6,gene_expression,0.0104018245
OR6N2,gene_expression,0.09110061
ZFYVE26,gene_expression,0.11338205
DCUN1D4,gene_expression,0.037755184
LMNTD2,gene_expression,-0.09711169
PDIK1L,gene_expression,0.01801188
TCF21,gene_expression,0.01783387
TNRC6C,gene_expression,0.03965046
TRIM26,gene_expression,0.021875145
TTC13,gene_expression,-0.06999024
CENPBD1,gene_expression,-0.12562753
ANKMY1,gene_expression,-0.02740309
PPIP5K1,gene_expression,-0.04971625
OR4C3,gene_expression,3.853126e-08
SIX4,gene_expression,-0.04745977
SPRYD7,gene_expression,0.005528847
LRWD1,gene_expression,0.002860214
HACL1,gene_expression,0.0038321582
CC2D2B,gene_expression,0.11968797
UBB,gene_expression,-0.00021617487
NR2F1,gene_expression,0.05217899
RPL10A,gene_expression,0.07111364
PITPNB,gene_expression,-0.1728626
DNAH2,gene_expression,-0.00896924
EMC7,gene_expression,-0.008334578
TMC4,gene_expression,0.05834345
ZNF460,gene_expression,-0.0025027303
DHRS11,gene_expression,0.05943628
MROH1,gene_expression,-0.03340253
PLD6,gene_expression,0.00032812022
USPL1,gene_expression,-0.051683377
HTR7,gene_expression,-0.09308438
JAK1,gene_expression,-0.077413775
TSC22D2,gene_expression,-0.019834656
DTNBP1,gene_expression,-0.025811609
CA7,gene_expression,-0.013474907
SLC12A9,gene_expression,-0.24666363
TIGD6,gene_expression,-0.045629486
TSPAN5,gene_expression,-0.06840137
DRGX,gene_expression,-0.002705597
DDIT4L,gene_expression,0.100716285
GLOD4,gene_expression,0.076260075
STAM,gene_expression,1.1947535e-13
MSL1,gene_expression,0.04148479
TOR1A,gene_expression,0.024769906
ZNF582,gene_expression,-0.055629503
RAB3IP,gene_expression,0.09564821
NEUROG3,gene_expression,-0.09635359
COL8A2,gene_expression,0.13684887
RNF215,gene_expression,0.031440794
ZFP28,gene_expression,-0.060814947
ANAPC10,gene_expression,-0.30950385
DGKA,gene_expression,-0.01629107
MPRIP,gene_expression,-0.021213667
SASS6,gene_expression,-0.045976713
MUS81,gene_expression,-0.14470047
SPPL2A,gene_expression,-0.12731871
ZNF354B,gene_expression,-0.103456825
OR1S2,gene_expression,0.04336344
TAZ,gene_expression,-0.058370393
MTHFSD,gene_expression,-0.06688344
SOX11,gene_expression,0.06690201
APOA4,gene_expression,0.058028445
UBN1,gene_expression,3.937162e-06
GGA1,gene_expression,-0.17528178
KCND2,gene_expression,0.024400774
SLC17A6,gene_expression,0.14368898
ALG12,gene_expression,0.05087354
CLTCL1,gene_expression,-0.054376766
BTBD11,gene_expression,-0.04646429
SLFN11,gene_expression,0.09685056
MAP4K3,gene_expression,-0.08899338
DYNLL2,gene_expression,-0.15521277
RANBP3L,gene_expression,-0.031421527
TSPAN31,gene_expression,0.069229975
ABT1,gene_expression,-0.061040066
CIR1,gene_expression,0.06401569
SCD5,gene_expression,-9.547138e-09
TTC8,gene_expression,-0.05545917
PLCB3,gene_expression,0.14350855
EBLN2,gene_expression,0.00321166
NECAB3,gene_expression,0.024723405
MOSPD2,gene_expression,-7.17334e-15
SPG21,gene_expression,0.037657026
CANT1,gene_expression,0.0019339167
TRIM2,gene_expression,0.13780606
HBA2,gene_expression,-0.29683694
OSGEP,gene_expression,0.023382988
VAMP8,gene_expression,0.12757069
SLC46A1,gene_expression,8.6244756e-05
CCNA1,gene_expression,0.06310837
IRF2BP1,gene_expression,0.15434963
MOBP,gene_expression,0.0200822
ANXA1,gene_expression,3.249827e-05
FARP1,gene_expression,-1.0617686e-08
OSTN,gene_expression,-0.012669121
UBAC2,gene_expression,0.059059884
NFAM1,gene_expression,0.027397579
SLC35G2,gene_expression,-0.0022477733
STPG1,gene_expression,-0.004066263
E2F5,gene_expression,-0.00095429865
KCNJ10,gene_expression,0.053920217
TNP1,gene_expression,1.43054865e-11
ZNF212,gene_expression,0.07015372
PPP1R17,gene_expression,-0.061354566
ACTRT3,gene_expression,0.07805915
CYTH3,gene_expression,0.06040362
PRDM14,gene_expression,0.15100914
RSPO4,gene_expression,-0.039832227
PARD3,gene_expression,-0.004939216
INMT,gene_expression,0.048567798
EPYC,gene_expression,-0.05163698
