ind,Transport of small molecules,Metabolism,Cellular responses to external stimuli,DNA Replication,Neuronal System,Cell-Cell communication,Programmed Cell Death,Cell Cycle,Circadian Clock,Organelle biogenesis and maintenance,Vesicle-mediated transport,Metabolism of proteins,Digestion and absorption,Immune System,Extracellular matrix organization,Signal Transduction,Gene expression (Transcription),DNA Repair,Developmental Biology,Chromatin organization,Mitophagy,Metabolism of RNA,Reproduction,Disease,Hemostasis,Muscle contraction
TCGA-E8-A432-01A,-5.1736242e-05,0.0006607215,-0.00011680905,-0.00088517467,-4.5912344e-05,-6.04139e-05,4.3197506e-05,-0.00015794391,5.1138827e-06,-6.304676e-05,-0.0001328084,-0.0009450166,-2.1861664e-05,-0.0007515754,-0.0015288293,0.0035481274,-0.0004266867,0.00022730087,6.422068e-05,0.00016987638,4.5949266e-05,-0.002806836,6.934894e-05,5.2884848e-06,0.0015259895,0.00031004817
TCGA-E8-A433-01A,-0.0003682138,0.000282787,-0.00015269028,-0.0008819861,2.7977096e-05,-6.696461e-05,-7.074619e-05,-0.00034369773,4.569784e-06,-4.1019703e-05,-0.00015098424,-0.0007467329,-7.0159265e-05,-0.00039796202,-0.0014931676,-0.00037712415,-0.0005883184,0.00039933852,6.531069e-05,0.00017208121,5.8330967e-05,-0.0031470468,6.405709e-05,-7.1909846e-05,0.001169529,0.000114695795
TCGA-E8-A433-01A,-0.0003682138,0.000282787,-0.00015269028,-0.0008819861,2.7977096e-05,-6.696461e-05,-7.074619e-05,-0.00034369773,4.569784e-06,-4.1019703e-05,-0.00015098424,-0.0007467329,-7.0159265e-05,-0.00039796202,-0.0014931676,-0.00037712415,-0.0005883184,0.00039933852,6.531069e-05,0.00017208121,5.8330967e-05,-0.0031470468,6.405709e-05,-7.1909846e-05,0.001169529,0.000114695795
TCGA-E8-A44K-01A,-0.0004698422,0.0003852224,-0.0001416902,-0.00047411254,2.2348624e-05,-6.034256e-05,-2.967843e-05,-0.00028380414,3.780778e-06,-1.0520533e-05,-0.00014211691,-0.0007078639,-8.289923e-05,-0.00042868828,-0.0013083424,-0.0013922219,-0.0007596949,0.00026229688,2.7669768e-05,0.00017451485,5.114102e-05,-0.0029109365,6.794745e-05,5.538791e-06,0.0009661244,7.1090755e-05
TCGA-EL-A3CL-01A,-0.00049185514,0.000952795,-7.569638e-05,-0.00069932285,5.154724e-05,-5.725405e-05,-0.00021099363,-0.0002486949,4.561278e-06,-4.253414e-05,-0.00016630009,-0.0007561724,-6.646445e-05,-0.0006354527,-0.0017474545,0.0034487925,-0.00052339805,0.0003663864,-3.3027063e-05,0.0001764226,4.9412643e-05,-0.0030551956,7.9040314e-05,0.00021413554,0.00130079,0.0002647104
TCGA-EL-A3CM-01A,-0.00044183005,0.0005009375,-0.00014457047,-0.00046576496,-4.720777e-05,-5.4124896e-05,-0.00011505619,-0.00028136876,4.509099e-06,-6.1956516e-06,-0.0001687368,-0.0013057828,-2.9346185e-05,-0.00046757574,-0.0013683592,0.0012613502,-0.00031233355,0.00036627904,2.407346e-05,0.00016958562,5.1518615e-05,-0.0030401219,7.23457e-05,7.7585544e-05,0.0011907442,0.00013955486
TCGA-EL-A3CO-01A,-0.00046602645,0.00015529711,-8.672475e-05,-0.0008971721,-1.464693e-05,-7.115311e-05,-0.00022678905,-0.00023373537,3.794528e-06,-4.6028974e-05,-0.00013981375,-0.00093180494,-3.8102124e-05,-0.0006370405,-0.0012862241,0.0028592027,-0.0004310525,0.00024748733,-1.9175737e-05,0.00017435406,5.34868e-05,-0.0029311439,8.1036924e-05,8.66733e-05,0.0013536913,0.0002561504
TCGA-EL-A3CP-01A,-0.0004657732,0.0007353007,-2.9249744e-05,-0.0008587456,-1.2089919e-05,-4.7642894e-05,-0.00015053946,-0.00021582031,4.988393e-06,-4.346283e-05,-0.00015426874,-0.0008039187,-6.6074375e-05,-0.00057498045,-0.0017554295,0.0037082543,-0.0005698669,0.00031619277,5.483377e-05,0.00016747897,5.7747995e-05,-0.0030341074,8.425761e-05,0.00027840293,0.0011881551,0.00016229728
TCGA-EL-A3CR-01A,-0.00035340403,-0.0004159666,-0.00013218244,-0.0007820326,-1.7984383e-05,-8.127711e-05,-0.0001711505,-0.000270256,5.005866e-06,-2.4850553e-05,-0.00012875359,-0.0014397609,-7.66461e-05,-0.0005224666,-0.001454321,-1.0626958e-05,-0.0012814848,0.00030210824,1.8950877e-05,0.00015322151,5.2227737e-05,-0.002898086,6.626523e-05,-5.951088e-05,0.0015919795,0.00017559959
TCGA-EL-A3CT-01A,-0.00033890415,0.0002691995,-0.00013279823,-0.0005795717,-4.7399702e-05,-5.874257e-05,-9.983897e-05,-0.00022766538,5.06476e-06,-3.9838404e-05,-0.00013764095,-0.0008598192,-4.0221016e-06,-0.00065517303,-0.0018887274,0.0021923997,-0.00044158509,0.00046921798,-1.5784979e-05,0.00016143538,6.0882998e-05,-0.0031600394,8.064553e-05,3.7187256e-05,0.0013001927,0.00031766333
TCGA-EL-A3CU-01A,-0.0003972216,0.0010910368,-6.694571e-05,-0.0007358719,-1.7864902e-05,-5.8634105e-05,-6.713202e-05,-0.00021341245,4.8732227e-06,-2.6387077e-05,-0.0001537371,-0.0012084116,-3.9905695e-05,-0.0006571038,-0.0015545152,0.0023298045,-0.00039691234,0.00033515415,8.333295e-05,0.00016992321,5.2438343e-05,-0.0030677977,8.358521e-05,0.00020490176,0.0012964227,0.00016449144
TCGA-EL-A3CZ-01A,-0.0004800944,0.0005811583,-5.896883e-05,-0.00081257924,6.387658e-05,-4.2491807e-05,2.7413831e-05,-0.00021334573,3.3755596e-06,-4.634411e-05,-0.00010276653,-0.0008526632,-4.657664e-05,-0.00060458283,-0.0013729326,0.0029884302,-0.00048456632,0.00043879895,5.1742536e-05,0.00016963843,6.131086e-05,-0.0032000148,7.416669e-05,0.00011065266,0.0011335557,0.00018259
TCGA-EL-A3D0-01A,-0.00040720488,0.00033137357,-9.710936e-05,-0.0007903522,-2.4510337e-05,-6.065103e-05,-0.00021330344,-0.00014257005,5.703849e-06,-3.6969544e-05,-0.00013767545,-0.0016676787,-2.6049498e-05,-0.0005014932,-0.0012622148,0.0017311913,-0.0006942353,0.00040196374,6.732813e-05,0.00017319444,5.4518714e-05,-0.0031652644,7.3649775e-05,0.00024000695,0.0013222923,0.00016007952
TCGA-EL-A3D5-01A,-0.0004053635,0.0004896191,-7.0804155e-05,-0.0009763735,6.056822e-05,-8.813062e-05,-0.00012713729,-0.00022138073,2.2844554e-06,-3.4016957e-05,-0.00014502324,-0.0011783247,8.841107e-06,-0.00056486373,-0.0010315493,-0.00046866664,-0.00039199996,0.0005182197,0.00012958518,0.00020411727,6.4038075e-05,-0.0031770426,7.208334e-05,-0.0001842828,0.0008922143,0.0002043808
TCGA-EL-A3D6-01A,-0.00036421823,0.00029094046,-0.00013522044,-0.0006973447,2.7459228e-05,-7.273934e-05,-3.7194575e-05,-0.00022545399,4.0806153e-06,-1.45850245e-05,-0.00010389529,-0.0011705398,-2.4603036e-05,-0.00060600304,-0.0012770975,0.00031182164,-0.0006807874,0.00038766034,1.971228e-05,0.00017228202,5.552627e-05,-0.0031561984,7.575623e-05,-1.3446229e-05,0.00097184256,0.00013225833
TCGA-EL-A3GP-01A,-0.00033016768,-0.0010805564,-0.000115172516,-0.000815695,-7.091461e-05,-7.5213786e-05,-0.00023013451,-0.00019585356,2.683777e-06,-2.5898416e-05,-0.0001303292,-0.0012412851,3.463897e-06,-0.00065980374,-0.0012056446,0.0022725046,-0.00044953584,0.00033886393,-1.4868826e-06,0.00016804371,5.0317638e-05,-0.0032383094,7.433368e-05,3.837372e-05,0.001315843,0.00045869712
TCGA-EL-A3GP-01A,-0.00033016768,-0.0010805564,-0.000115172516,-0.000815695,-7.091461e-05,-7.5213786e-05,-0.00023013451,-0.00019585356,2.683777e-06,-2.5898416e-05,-0.0001303292,-0.0012412851,3.463897e-06,-0.00065980374,-0.0012056446,0.0022725046,-0.00044953584,0.00033886393,-1.4868826e-06,0.00016804371,5.0317638e-05,-0.0032383094,7.433368e-05,3.837372e-05,0.001315843,0.00045869712
TCGA-EL-A3GQ-01A,-0.0004383933,0.0011467169,2.4879603e-06,-0.0008669284,-3.451467e-05,-5.294208e-05,-0.00017816336,-0.00020113791,4.967029e-06,-3.321886e-05,-0.00015587833,-0.0015839306,-8.682696e-05,-0.00070575427,-0.0013466162,0.0020881614,-0.0013955833,0.00032717915,7.540281e-05,0.00017099845,6.227957e-05,-0.0030348583,8.102851e-05,0.00013264277,0.0011765365,0.00030124668
TCGA-EL-A3GR-01A,-0.00044848595,0.0018259338,-2.4727804e-05,-0.0008508574,7.513915e-07,-5.160534e-05,-0.00016645348,-0.0002701936,5.073534e-06,-3.9984134e-05,-0.00015001204,-0.0011064516,-3.6671125e-05,-0.0006227981,-0.0019012642,0.0030984466,-0.0004916077,0.00024244878,-3.3859676e-05,0.00016539231,6.1872655e-05,-0.002994648,8.383199e-05,8.164616e-05,0.0012011924,0.0002930502
TCGA-EL-A3GY-01A,-0.00040957326,0.0008783506,-9.6497344e-05,-0.0008364415,-2.162045e-05,-5.851073e-05,-0.0001594354,-0.00027579107,4.721781e-06,-3.662966e-05,-0.00016011491,-0.0010504351,-9.175923e-06,-0.00063163176,-0.0018265783,0.0020622315,-0.00034008382,0.00025618245,2.2105938e-05,0.00017736272,5.101539e-05,-0.0030314666,8.122416e-05,0.0001295037,0.001183146,0.00026013106
TCGA-EL-A3H1-11A,-0.0004646526,0.00077073264,-9.113e-05,-0.0008233376,4.7645695e-05,-4.380307e-05,-0.00021890936,-0.000151057,1.883151e-06,-3.6322548e-05,-0.000102364764,-0.00089848984,-3.7693622e-05,-0.00069665787,-0.0010625918,0.0010506617,-0.00038414198,0.000386492,4.4612872e-05,0.00016919307,5.9950697e-05,-0.003159599,7.393868e-05,1.735103e-05,0.0009757292,0.00022194942
TCGA-EL-A3H2-01A,-0.0004923099,0.00074890745,-8.077816e-05,-0.0009030145,2.4486919e-05,-4.738897e-05,-0.0002744376,-0.00015624799,2.0707334e-06,-4.377239e-05,-0.0001281525,-0.0010229093,-2.6152327e-05,-0.0005718124,-0.0010254985,-0.0010578847,-0.00071718777,0.00031744383,8.460766e-05,0.00018920006,5.3338896e-05,-0.0030555823,7.587457e-05,-1.3785154e-06,0.0010936778,0.00017764568
TCGA-EL-A3H5-01A,-0.00029856697,-0.000105793944,-0.000106369356,-0.0004042843,-4.020753e-05,-7.536028e-05,-8.1126964e-05,-0.00018932734,2.9727557e-06,1.4333782e-06,-8.10568e-05,-0.0012851879,-4.8175625e-06,-0.0005458424,-0.0015677006,-0.003204989,-0.00021042263,0.0004535574,4.085134e-05,0.00014284783,4.7919388e-05,-0.002970203,5.642085e-05,-0.00015889369,0.00096785196,8.598136e-05
TCGA-EL-A3H5-01A,-0.00029856697,-0.000105793944,-0.000106369356,-0.0004042843,-4.020753e-05,-7.536028e-05,-8.1126964e-05,-0.00018932734,2.9727557e-06,1.4333782e-06,-8.10568e-05,-0.0012851879,-4.8175625e-06,-0.0005458424,-0.0015677006,-0.003204989,-0.00021042263,0.0004535574,4.085134e-05,0.00014284783,4.7919388e-05,-0.002970203,5.642085e-05,-0.00015889369,0.00096785196,8.598136e-05
TCGA-EL-A3H7-01A,-0.00037703037,0.0005985154,-0.00014492264,-0.00057647354,9.957036e-06,-7.1290146e-05,-5.8329217e-05,-0.00026786307,4.0248124e-06,-9.751811e-06,-0.00015827337,-0.0008696704,-4.0163228e-05,-0.0005820402,-0.0013867579,0.00077547494,-0.0006428248,0.00022650519,-1.891032e-05,0.00017260728,5.435328e-05,-0.002946168,7.467543e-05,5.7718808e-05,0.0011049982,0.000142624
TCGA-EL-A3MW-11A,-0.0005427181,0.0009843162,-3.8210554e-05,-0.0009147161,3.4584107e-05,-4.5695622e-05,-0.00028799602,-0.00019802175,2.3172736e-06,-5.5588378e-05,-6.490738e-05,-0.0015085818,-4.0800267e-05,-0.0006032888,-0.0012818392,0.0021684556,-0.00012317565,0.00022383615,3.0091975e-05,0.0001661365,6.105754e-05,-0.003015227,7.3775336e-05,7.274345e-05,0.00094246195,0.0003013144
TCGA-EL-A3MX-11A,-0.0004889746,-0.00079670275,-7.073598e-05,-0.0006974409,1.9791754e-05,-4.641463e-05,-0.0003320073,-0.0002153414,2.6964317e-06,-4.5261575e-05,-6.227474e-05,-0.0010200585,-4.029025e-05,-0.00051452545,-0.0011756936,0.00051749696,-0.00033332894,0.00028228364,4.3937776e-05,0.00017964852,5.564345e-05,-0.0030994632,7.131225e-05,5.792364e-05,0.001069038,0.00034055318
TCGA-EL-A3MY-01A,-0.00041843994,0.0010440333,-0.00010202514,-0.000950611,-1.6275443e-07,-6.59847e-05,-0.00014774947,-0.00024752118,4.9411483e-06,-2.9294775e-05,-0.00015073975,-0.0013153399,-6.16461e-05,-0.0006673968,-0.0020000362,0.003933371,-0.0008561685,0.0002506467,-2.9624734e-05,0.00017886283,5.5358923e-05,-0.0030845334,8.200185e-05,0.00012645245,0.0011957336,0.00015719853
TCGA-EL-A3MY-11A,-0.0005046247,0.00091825024,-3.8883387e-05,-0.0009811899,3.074331e-05,-4.101114e-05,-0.00028177936,-0.00014891766,2.1732887e-06,-4.794639e-05,-0.0001021587,-0.00088928436,-4.2255168e-05,-0.0005731669,-0.0012552901,0.0015555756,-0.00034832433,0.0003276352,6.0480997e-05,0.0001714076,5.9700196e-05,-0.003185816,7.57075e-05,0.00017372372,0.001036673,0.00028861937
TCGA-EL-A3MZ-01A,-0.00043000886,0.00070300733,-0.00011265425,-0.00059327786,-3.0544583e-05,-6.319498e-05,-2.7369733e-05,-0.0002812709,4.6022865e-06,-1.0257567e-05,-7.6916345e-05,-0.0011530076,-4.5353845e-05,-0.000465095,-0.0012271566,0.0008674067,-0.0008208865,0.00046390004,4.1106714e-06,0.00016807426,5.0049734e-05,-0.0030536768,7.302381e-05,2.915793e-05,0.0011233578,0.00015986463
TCGA-EL-A3MZ-01A,-0.00043000886,0.00070300733,-0.00011265425,-0.00059327786,-3.0544583e-05,-6.319498e-05,-2.7369733e-05,-0.0002812709,4.6022865e-06,-1.0257567e-05,-7.6916345e-05,-0.0011530076,-4.5353845e-05,-0.000465095,-0.0012271566,0.0008674067,-0.0008208865,0.00046390004,4.1106714e-06,0.00016807426,5.0049734e-05,-0.0030536768,7.302381e-05,2.915793e-05,0.0011233578,0.00015986463
TCGA-EL-A3T1-11A,-0.00041768432,0.0006725573,-9.6360534e-05,-0.00086954195,-4.4554263e-06,-6.315513e-05,-0.0002089817,-0.00024385765,2.887135e-06,-4.5474637e-05,-0.00013083029,-0.0010124608,-4.9174745e-05,-0.0007140053,-0.0011282398,0.0015656714,-0.0003162825,0.00023671807,-5.992002e-06,0.00017342244,5.397346e-05,-0.0027671405,7.713577e-05,3.55354e-05,0.001142821,0.00022203758
TCGA-EL-A3T3-01A,-0.0004369565,0.00032557145,-0.00011894042,-0.0006773727,1.3985424e-05,-6.409136e-05,-0.00021922892,-0.0002626196,4.429965e-06,-1.9142715e-05,-0.00015904257,-0.00082455296,-9.558498e-05,-0.0005123493,-0.0014341023,0.0008548083,-0.0009118975,0.00026175068,1.0838891e-05,0.00017593625,5.3869426e-05,-0.0028983883,7.096049e-05,2.8360386e-05,0.0011261519,0.00015232789
TCGA-EL-A3T6-11A,-0.00052195945,0.0004946764,-0.00011070822,-0.0008741698,7.7967685e-05,-6.0752314e-05,-0.00027419097,-0.0002170496,2.4780463e-06,-4.7363385e-05,-0.0001255476,-0.00088822603,-5.661867e-05,-0.0006717332,-0.00092523504,0.00092735805,-0.00029964326,0.00020409383,-2.2207141e-05,0.00016407044,5.8979418e-05,-0.0027364045,7.68148e-05,7.8049154e-05,0.0010405836,0.0002552775
TCGA-EL-A3T7-11A,-0.00054031337,0.000102780694,-5.1635194e-05,-0.00073056715,4.183513e-05,-4.1438696e-05,-0.0004273732,-0.00018202388,2.5058612e-06,-4.1508087e-05,-1.576576e-05,-0.0011656206,-6.907253e-05,-0.0005551166,-0.0011027951,0.00052563404,-0.00056322914,0.00020605783,6.1020775e-05,0.00016937329,5.9734415e-05,-0.0031092763,6.962294e-05,0.00011831166,0.0008987124,0.00025199915
TCGA-EL-A3T8-11A,-0.00051647186,0.0006109973,-8.392775e-05,-0.0007768243,4.381625e-05,-4.1774085e-05,-0.00035056815,-0.0001966006,3.2252183e-06,-5.1731207e-05,-8.4398125e-05,-0.0011550278,-5.588666e-05,-0.0005707993,-0.0011852406,0.00079632987,-0.00058157695,0.00023247168,5.1442268e-05,0.00017137986,6.033092e-05,-0.0029719677,6.975176e-05,-5.9332855e-05,0.000975749,0.00028641676
TCGA-EL-A3TB-01A,-0.00038206135,-0.00034170246,-0.00012384022,-0.00080103066,1.2068457e-05,-5.4777734e-05,-0.00020008399,-0.00029413347,5.499951e-06,-5.2293635e-05,-0.0001403977,-0.00070912467,-7.424743e-05,-0.00057776493,-0.0018057085,0.0012631381,-0.00069785735,0.00028473494,7.00129e-05,0.00018580291,5.0690534e-05,-0.00294593,7.135715e-05,1.4172329e-05,0.0011921073,0.00022739168
TCGA-EL-A3ZH-01A,-0.0005473408,-0.00023265454,-5.9253955e-05,-0.0009885201,0.00010228343,-5.047859e-05,-0.00030973612,-0.00025290402,2.9965815e-06,-5.718568e-05,-0.00010465063,-0.00088771293,-8.422888e-05,-0.0005618055,-0.0010222952,0.0007822915,-0.0006921214,0.00031931725,-1.0713772e-05,0.00016813855,5.900712e-05,-0.0030749817,7.074407e-05,-1.147874e-05,0.000819428,0.0002975916
TCGA-EL-A3ZL-01A,-0.00048169988,-0.00061104767,-0.000106434345,-0.00086662674,4.5452844e-06,-6.0016828e-05,-0.00019766008,-0.00028366968,4.0013083e-06,-2.3379533e-05,-0.0001862825,-0.0013976353,-8.55357e-05,-0.00036737075,-0.0014428804,0.000661039,-0.00144057,0.00036799422,4.409659e-05,0.00017498872,5.5931814e-05,-0.0028394796,6.851594e-05,5.723268e-05,0.0012356056,0.00016961552
TCGA-EL-A3ZO-01A,-0.0001975711,0.0006068109,-0.0001505464,-0.00069362443,4.7384733e-06,-6.830585e-05,-5.222089e-06,-0.00021073633,5.17911e-06,-3.9718765e-05,-0.00013514396,-0.00088449835,-3.77606e-05,-0.00055808324,-0.0011877877,0.0019317718,-0.0005263629,0.00040423858,4.3626333e-05,0.00017110282,5.053615e-05,-0.003075087,6.889988e-05,-0.000118954566,0.00091309927,0.00014487913
TCGA-EL-A3ZR-01A,-0.00051435665,0.00016892915,-0.000120793586,-0.0009914543,5.1297076e-05,-5.1439903e-05,-5.0416165e-06,-0.000283202,6.4168703e-06,-5.3262793e-05,-0.00013697181,-0.0007411926,-7.818624e-05,-0.0004780037,-0.0012215571,0.0011954338,-0.0005304714,0.00033654273,8.102512e-05,0.0001848386,5.7343204e-05,-0.0028783816,6.563488e-05,1.6679902e-05,0.0010931675,0.00022307564
TCGA-EL-A3ZR-11A,-0.000529592,0.0008143376,-6.716033e-05,-0.0007560982,5.3213458e-05,-4.577479e-05,-0.00032851406,-0.00022487318,5.1437028e-06,-4.995914e-05,-0.00013493489,-0.00115777,-6.7520654e-05,-0.0005728088,-0.0014489249,0.0017054254,-0.0003257364,0.00022189194,3.6429177e-05,0.00017332,6.281676e-05,-0.0029307376,6.953581e-05,-5.693318e-05,0.0010058184,0.00030149237
TCGA-EL-A3ZT-11A,-0.00055979454,0.00010815338,-3.1595384e-05,-0.0007326209,3.7755068e-05,-3.5915073e-05,-0.00034876878,-0.00020889597,3.863212e-06,-3.887487e-05,-8.486995e-05,-0.0012964681,-9.526833e-05,-0.0005861577,-0.00092825206,0.0015183224,-0.0003824996,0.00024253952,4.283154e-05,0.00016034063,6.105099e-05,-0.0030835483,7.082751e-05,5.3912958e-05,0.0008815557,0.00031695524
TCGA-EL-A3ZT-11A,-0.00055979454,0.00010815338,-3.1595384e-05,-0.0007326209,3.7755068e-05,-3.5915073e-05,-0.00034876878,-0.00020889597,3.863212e-06,-3.887487e-05,-8.486995e-05,-0.0012964681,-9.526833e-05,-0.0005861577,-0.00092825206,0.0015183224,-0.0003824996,0.00024253952,4.283154e-05,0.00016034063,6.105099e-05,-0.0030835483,7.082751e-05,5.3912958e-05,0.0008815557,0.00031695524
TCGA-EL-A4JX-01A,-0.00036653387,0.00063347665,-0.00011963953,-0.00016831237,8.909445e-06,-7.145714e-05,-0.00017884572,-0.000303577,3.8203075e-06,4.491382e-06,-0.0001764691,-0.0007368271,-3.0970827e-05,-0.0006178143,-0.0010819929,-0.001048391,-0.00089226576,0.00038498593,-2.0116918e-06,0.00016627215,4.386013e-05,-0.0026812127,7.039836e-05,-0.00013469515,0.0009567323,0.00011903548
TCGA-EL-A4JZ-01A,-0.0004212443,0.00054276775,-0.00010291391,-0.0009722004,-3.13676e-05,-8.153257e-05,-0.00021598846,-0.00026821715,4.601971e-06,-5.3954962e-05,-0.00017395767,-0.0010337475,-7.2628776e-05,-0.0007346272,-0.0013329968,0.0023626692,-0.0007493364,0.00038505957,3.447992e-06,0.00016984124,4.9687114e-05,-0.0029007534,7.730322e-05,8.557591e-05,0.0013472657,0.0002492598
TCGA-EL-A4K0-01A,-9.264385e-05,0.00055506435,-4.048445e-05,-0.0007601738,-1.0859821e-05,-7.042871e-05,-0.00019841653,-0.00027103449,5.0654553e-06,-3.4839788e-05,-0.00017071141,-0.0010043096,-7.640856e-05,-0.0007309389,-0.0023947477,0.0038786943,-0.0005837137,0.0002361854,5.1606796e-05,0.00017986816,4.893901e-05,-0.0030042625,8.292952e-05,0.00015096088,0.001292543,0.00031721374
TCGA-4C-A93U-01A,-0.00042577612,0.0007325462,-0.00011308756,-0.00053343753,-4.2796913e-05,-6.094626e-05,2.9338205e-05,-0.00018734178,4.8986644e-06,-2.3193346e-05,-0.00017650057,-0.0015350746,-4.7670113e-05,-0.0005750799,-0.0013393662,0.0010654319,-0.00052768236,0.00034056738,1.8960457e-06,0.00016584207,4.7976308e-05,-0.0029212271,7.5788106e-05,0.00013904602,0.0013119971,0.00026469902
TCGA-BJ-A0YZ-01A,-0.00020841199,0.0005202965,-0.0001513695,-0.0006133979,1.4581091e-05,-5.2902014e-05,-7.259774e-05,-0.00018170767,9.331929e-07,-3.2413496e-05,-9.927492e-05,-0.0012684054,3.1015243e-05,-0.0004928316,-0.0011166036,0.006801338,-0.00057865,0.000519293,-2.905867e-05,0.00017987545,5.152216e-05,-0.003175177,6.5908636e-05,0.000115168004,0.00090979494,0.0002038154
TCGA-BJ-A0YZ-01A,-0.00020841199,0.0005202965,-0.0001513695,-0.0006133979,1.4581091e-05,-5.2902014e-05,-7.259774e-05,-0.00018170767,9.331929e-07,-3.2413496e-05,-9.927492e-05,-0.0012684054,3.1015243e-05,-0.0004928316,-0.0011166036,0.006801338,-0.00057865,0.000519293,-2.905867e-05,0.00017987545,5.152216e-05,-0.003175177,6.5908636e-05,0.000115168004,0.00090979494,0.0002038154
TCGA-BJ-A0Z9-01A,-0.00043539435,0.0014975626,-7.0597496e-05,-0.0005577773,7.665741e-05,-5.8042355e-05,-0.00014836472,-0.00027053017,5.148289e-06,-3.134008e-05,-0.00012434158,-0.0011586789,-2.3358336e-05,-0.0004941719,-0.0015493839,0.0038424288,-0.00029626122,0.00027477354,-1.6866215e-05,0.00017535499,5.2388106e-05,-0.003264543,8.0196456e-05,9.396545e-05,0.0009818828,6.304276e-05
TCGA-BJ-A0Z9-01A,-0.00043539435,0.0014975626,-7.0597496e-05,-0.0005577773,7.665741e-05,-5.8042355e-05,-0.00014836472,-0.00027053017,5.148289e-06,-3.134008e-05,-0.00012434158,-0.0011586789,-2.3358336e-05,-0.0004941719,-0.0015493839,0.0038424288,-0.00029626122,0.00027477354,-1.6866215e-05,0.00017535499,5.2388106e-05,-0.003264543,8.0196456e-05,9.396545e-05,0.0009818828,6.304276e-05
TCGA-BJ-A0ZA-01A,-0.0004898528,0.001381443,-6.9291884e-05,-0.00086417416,5.4918633e-05,-4.85971e-05,-2.1457927e-05,-0.00025266834,3.3488602e-06,-3.9005434e-05,-0.00012597015,-0.0003467421,-4.3961372e-05,-0.00058751705,-0.0014171216,0.002161368,-0.0004903831,0.0004285411,1.5437414e-05,0.00017826102,5.4549295e-05,-0.0031706283,7.6516495e-05,0.00017791691,0.0010254757,0.00023783451
TCGA-BJ-A0ZB-01A,-0.00039863103,0.0003924299,-0.00012713131,-0.00051987596,-2.8743942e-05,-5.0601397e-05,-0.00013245287,-0.0003146831,4.354737e-06,-6.7428064e-06,-0.0001288776,-0.0012330062,-4.7703572e-05,-0.0003954143,-0.0014383991,0.00024923135,-0.0008209101,0.0003370216,5.8154914e-05,0.0001676335,4.7921276e-05,-0.0030497604,7.420458e-05,0.00015896508,0.0010828745,8.916186e-05
TCGA-BJ-A0ZF-01A,-0.00028094172,0.0010556995,-0.00014255023,-0.00093701296,4.2656935e-05,-4.0756167e-05,-0.00016186429,-0.00014704147,2.844217e-06,-5.2945594e-05,-5.8632417e-05,-0.001670297,4.7322155e-05,-0.0005306552,-0.0011488447,0.0017525876,-0.00044437908,0.0004163549,2.5961865e-05,0.0001859097,5.3635602e-05,-0.0031494214,6.8754205e-05,-8.156704e-05,0.00077918544,0.00024301176
TCGA-BJ-A192-01A,-0.00047648125,0.00026761484,-8.770814e-05,-0.00076049706,4.0092757e-05,-5.610111e-05,0.00015200637,-0.00023044164,2.23934e-06,-2.900915e-05,-8.605066e-05,-0.0012699942,-1.7727505e-05,-0.0006067319,-0.0014776519,0.00040520562,-0.00026236946,0.0005216166,1.2049642e-05,0.00017760912,5.224418e-05,-0.0030443347,6.5259395e-05,8.478632e-05,0.0009032796,0.00019674994
TCGA-BJ-A290-11A,-0.00048127508,0.00055218645,-6.2412575e-05,-0.0008568831,3.3217693e-05,-4.0902756e-05,-0.00032170227,-0.00019373483,3.7634313e-06,-5.5627926e-05,-0.00010682147,-0.0011554104,-3.8024282e-05,-0.00059479807,-0.0014079885,0.0012807411,-0.0003947911,0.00030887863,7.900358e-05,0.00017173562,5.727068e-05,-0.0031576387,7.245271e-05,8.7091685e-05,0.001128851,0.00031031313
TCGA-BJ-A2N7-01A,-0.00047022649,0.00026409826,-0.00013371819,-0.0008300128,6.842783e-05,-5.1988503e-05,-0.0001292033,-0.00023352173,4.6089103e-06,-3.7630554e-05,-0.00015491145,-0.0010714651,-5.7912435e-05,-0.0004972182,-0.0012085828,0.0011391687,-0.0005049554,0.00033983015,2.8319659e-05,0.00017833848,5.597e-05,-0.00312165,6.419387e-05,3.4959336e-05,0.0010232278,0.00014825142
TCGA-BJ-A2N8-11A,-0.00051269215,0.00056649046,-2.8318278e-05,-0.00090862165,5.6035795e-05,-3.7148795e-05,-0.00025767167,-0.00016882065,3.0268684e-06,-5.1233605e-05,-3.1934633e-05,-0.0013440761,-2.955397e-05,-0.00053970533,-0.0015468692,0.00083559996,-0.000445787,0.00030048226,4.7511043e-05,0.00017532428,5.759046e-05,-0.003295631,7.4095784e-05,9.536172e-05,0.00089848804,0.00024411152
TCGA-BJ-A2NA-01A,-0.00041434215,0.0008555701,-0.00010248628,-0.0007626414,-7.519163e-06,-6.0844992e-05,-0.0001876895,-0.00025129155,5.096161e-06,-3.0621766e-05,-0.00011719315,-0.0007682556,-4.319126e-05,-0.0005707825,-0.0015588496,0.0019472882,-0.00033370993,0.00038081605,5.6404755e-05,0.00017267928,5.302835e-05,-0.0030470637,7.663175e-05,0.00010746437,0.0012821459,0.00019201562
