,,coef
PURB,gene_expression,0.0
MPP2,gene_expression,0.0
C5AR2,gene_expression,0.00014354679
DHX33,gene_expression,0.0
UBE2L6,gene_expression,0.010592401
ZNF763,gene_expression,0.0
GNAQ,gene_expression,0.0026601343
DNASE2,gene_expression,2.9184139e-06
MMGT1,gene_expression,0.0001579215
TPGS1,gene_expression,0.00018472588
TDO2,gene_expression,0.00015459927
TRIM36,gene_expression,2.074849e-05
HARBI1,gene_expression,0.0
NLGN2,gene_expression,0.0012669227
ABHD14B,gene_expression,0.0
ABCC12,gene_expression,0.0
NEURL1B,gene_expression,0.0045933635
NANOGNB,gene_expression,0.0
DYNLT3,gene_expression,0.0
LDLRAP1,gene_expression,0.00018205754
TUBB2B,gene_expression,0.00905509
TMEM80,gene_expression,0.0
GNL3L,gene_expression,0.0
ZNF519,gene_expression,0.0
ITGA2B,gene_expression,0.0026615392
TIE1,gene_expression,0.0
UBE2V2,gene_expression,0.0041218116
GPAM,gene_expression,0.012608117
KAT5,gene_expression,0.0025709514
F13B,gene_expression,4.7238195e-06
KLHL34,gene_expression,0.0
SMARCAD1,gene_expression,0.0
CLEC4M,gene_expression,0.0
RAB4A,gene_expression,0.04455217
RRAS,gene_expression,0.0025385371
SLC30A4,gene_expression,0.0
DHRS7C,gene_expression,0.0
SNX12,gene_expression,0.0
RNF5,gene_expression,0.005202918
IQCC,gene_expression,0.0
FAM135B,gene_expression,0.0
SLC2A1,gene_expression,0.0003357761
ELAVL1,gene_expression,0.00589251
DPY19L1,gene_expression,0.0
IGF2BP1,gene_expression,0.00010246986
POMT2,gene_expression,0.0
GALNT11,gene_expression,0.0
GCSAM,gene_expression,0.0
PCMTD1,gene_expression,0.0
ESRRG,gene_expression,0.0005086252
TRIM11,gene_expression,1.9034429e-06
EFCAB11,gene_expression,0.0
TMEM8B,gene_expression,0.0
TM2D2,gene_expression,0.0
DIS3,gene_expression,0.0039420533
PNOC,gene_expression,0.003360173
PPY,gene_expression,0.00047027002
GPC3,gene_expression,0.005623263
REPS1,gene_expression,9.821987e-06
ZSWIM4,gene_expression,0.0
ZKSCAN5,gene_expression,0.0
OAF,gene_expression,0.0
SPDYA,gene_expression,0.0
ZNF771,gene_expression,0.0
SNAPC3,gene_expression,0.046387915
MAN1C1,gene_expression,0.0038153448
GTF2H2,gene_expression,0.0023194386
ZFYVE16,gene_expression,0.004926033
PYGM,gene_expression,0.0005330729
RNF26,gene_expression,0.0
CD274,gene_expression,0.00012918258
TPH1,gene_expression,0.00020270236
CFAP126,gene_expression,0.0
COL11A1,gene_expression,2.3626107e-10
ZBTB2,gene_expression,0.0
ADPRM,gene_expression,0.0015439489
PPIL4,gene_expression,0.010447467
CIRBP,gene_expression,0.0
IGSF8,gene_expression,0.0
ATP6V0A1,gene_expression,0.059472676
E2F4,gene_expression,0.006418177
GAGE1,gene_expression,0.0
MTR,gene_expression,0.0091541335
LILRA1,gene_expression,0.0001506741
MADD,gene_expression,0.00017255655
MAPK3,gene_expression,0.044739187
ABCG1,gene_expression,3.1536088e-13
ZNF251,gene_expression,0.0
CEP290,gene_expression,0.016047075
FAM149A,gene_expression,0.0
TPD52L3,gene_expression,0.0
FOXR1,gene_expression,0.0
PLBD1,gene_expression,0.007238633
ZNF468,gene_expression,0.0
SSPN,gene_expression,0.0
ATOH1,gene_expression,0.0
FRYL,gene_expression,0.0
PAX3,gene_expression,8.76793e-08
TDRD9,gene_expression,0.00045061205
FAM228B,gene_expression,0.0
TCF7L1,gene_expression,0.017875446
FAT4,gene_expression,0.0
PWWP2A,gene_expression,0.0
DHX34,gene_expression,0.0
FBXO45,gene_expression,0.0
KDM1B,gene_expression,0.0003886074
MTRF1L,gene_expression,9.3761795e-05
NAP1L2,gene_expression,0.0
RCE1,gene_expression,0.00080468477
RHAG,gene_expression,4.477566e-07
NEU3,gene_expression,0.0031335389
LUC7L,gene_expression,0.0
CACUL1,gene_expression,0.0
EDEM1,gene_expression,0.0040945415
DOCK3,gene_expression,0.020586649
VSX2,gene_expression,0.0
RAB36,gene_expression,0.00012994242
MTHFS,gene_expression,8.8663124e-05
ZFAT,gene_expression,0.0
DNM2,gene_expression,0.008297611
NXPE4,gene_expression,0.0
TMEM212,gene_expression,0.0
BBX,gene_expression,0.0
TMEM263,gene_expression,0.0
SUSD6,gene_expression,0.0
P3H1,gene_expression,0.0
CEP131,gene_expression,0.0028172487
IMMT,gene_expression,6.0898336e-05
RNF113A,gene_expression,0.0
COQ4,gene_expression,0.0
LRRC23,gene_expression,0.0
OR7A10,gene_expression,2.1100303e-05
NDUFA4,gene_expression,0.0006314725
SNAI3,gene_expression,0.0
MKX,gene_expression,0.0
ZNF280A,gene_expression,0.0
TADA3,gene_expression,0.00052840024
GLYATL1,gene_expression,5.5865723e-07
CORO6,gene_expression,0.0
FLYWCH1,gene_expression,0.0
ZFP62,gene_expression,0.0
ZNF182,gene_expression,0.0
PRRC2C,gene_expression,0.0
POLE,gene_expression,0.00065659476
CTAG2,gene_expression,0.0
ZNF175,gene_expression,0.0
METTL18,gene_expression,0.0
SMIM8,gene_expression,0.0
NUBP1,gene_expression,0.0037942785
TERT,gene_expression,1.4329751e-05
DNAJC17,gene_expression,0.0
SPATA31D4,gene_expression,0.0
RRAGB,gene_expression,0.036089107
ARHGEF26,gene_expression,0.0091461
TGOLN2,gene_expression,0.06404973
JDP2,gene_expression,0.0
TRPC4,gene_expression,5.7248522e-05
ZNF346,gene_expression,0.0
CFHR5,gene_expression,1.2478825e-08
STOML3,gene_expression,0.0
TCEA2,gene_expression,0.0
MGMT,gene_expression,0.0027403813
TARS2,gene_expression,0.026441751
OGT,gene_expression,8.358284e-05
CCDC136,gene_expression,0.0
TH,gene_expression,0.00018981776
HEATR5A,gene_expression,0.0
CCDC121,gene_expression,0.0
TXN2,gene_expression,0.00021930784
EIF4EBP2,gene_expression,0.0
PINX1,gene_expression,0.0
BLOC1S5,gene_expression,0.0
RBM48,gene_expression,0.0
DNAJC24,gene_expression,0.0
PMEPA1,gene_expression,0.0010917168
CPT1A,gene_expression,1.9976396e-05
EMC1,gene_expression,0.0
FTSJ1,gene_expression,0.0
URB2,gene_expression,0.0
IMPG2,gene_expression,0.0
DLST,gene_expression,0.006425165
TMEM33,gene_expression,0.0
STAU2,gene_expression,0.0
INPP5B,gene_expression,0.0016689871
CDH3,gene_expression,0.0
TRIM13,gene_expression,0.004285378
BARHL1,gene_expression,0.0
METTL7B,gene_expression,0.0
KLHL3,gene_expression,0.00018307372
VPS45,gene_expression,6.199669e-05
RPP30,gene_expression,0.0023259525
BANP,gene_expression,4.4067117e-05
SRL,gene_expression,0.0
CFHR4,gene_expression,1.1107962e-07
WASL,gene_expression,0.0016830898
DEXI,gene_expression,0.0
LAPTM4A,gene_expression,0.0
ZNF780B,gene_expression,0.0
SECISBP2L,gene_expression,0.0
COLCA2,gene_expression,0.0
ATRIP,gene_expression,0.014475651
CUL7,gene_expression,0.00018801558
RRP8,gene_expression,0.00056140963
SLC13A3,gene_expression,0.00010938212
SDR16C5,gene_expression,4.2149613e-06
IRF9,gene_expression,0.0
TSPYL5,gene_expression,0.0
KRT25,gene_expression,0.0
LGALS14,gene_expression,0.0
ASPHD1,gene_expression,0.0
SEMA5B,gene_expression,0.0011415167
SLC10A5,gene_expression,0.0
SLC44A1,gene_expression,0.006674826
NPSR1,gene_expression,6.312208e-06
SPANXN3,gene_expression,0.0
MMACHC,gene_expression,0.004588295
VAPB,gene_expression,0.0021765395
COL5A2,gene_expression,0.0012889681
RPAP1,gene_expression,0.0
ATG2B,gene_expression,0.0
KRTAP10-12,gene_expression,0.0
DNMBP,gene_expression,0.0
UNC93B1,gene_expression,0.0011343975
KRTDAP,gene_expression,0.0
ADGRF3,gene_expression,0.0
TLR3,gene_expression,0.0013470377
TMEM86A,gene_expression,0.0
HOXB2,gene_expression,5.7198075e-05
HCN1,gene_expression,4.866898e-12
TMEM87B,gene_expression,0.0
MN1,gene_expression,0.0
RAB23,gene_expression,0.00044061712
WIPF1,gene_expression,0.0037968543
EYS,gene_expression,0.0
THAP6,gene_expression,0.0
TMEM174,gene_expression,0.0
NUP133,gene_expression,0.0019133873
HOMEZ,gene_expression,0.0
TUBGCP6,gene_expression,0.0014876614
LDHA,gene_expression,0.0
ADGRE2,gene_expression,0.0
LAMP2,gene_expression,0.027486205
INTS7,gene_expression,1.8590098e-13
RXRB,gene_expression,0.0014646591
DTNB,gene_expression,0.0
FLOT1,gene_expression,0.0005453061
GAK,gene_expression,3.100124e-06
TC2N,gene_expression,0.0
CRYBG3,gene_expression,0.0
DLL1,gene_expression,0.003956079
CCDC125,gene_expression,0.0
FDXACB1,gene_expression,0.0
KCTD16,gene_expression,0.0
YWHAQ,gene_expression,0.0004600389
KRTAP19-1,gene_expression,0.0
DPYSL3,gene_expression,0.0010563005
GRAMD1C,gene_expression,0.0
B4GALT1,gene_expression,0.0014860159
IFRD2,gene_expression,0.0
MLF1,gene_expression,0.0
OASL,gene_expression,0.0
TMPRSS11D,gene_expression,0.0
STATH,gene_expression,0.0
EFNA1,gene_expression,1.4533256e-05
TMEM207,gene_expression,0.0
USP44,gene_expression,0.00013597125
BAZ2B,gene_expression,0.0
NXPH3,gene_expression,0.0
MBL2,gene_expression,9.510696e-07
NF1,gene_expression,0.001526436
ASCC2,gene_expression,3.5259236e-05
LRRC6,gene_expression,0.0
KLF3,gene_expression,0.0
TMEM184C,gene_expression,0.0
CCDC28B,gene_expression,0.0
LMAN2,gene_expression,2.5623358e-05
POU4F1,gene_expression,1.5255009e-07
ATP6V1B2,gene_expression,0.14842056
RBPMS,gene_expression,0.0
CLDN17,gene_expression,8.7719093e-10
LAIR1,gene_expression,4.2636034e-11
ZKSCAN2,gene_expression,0.0
GUCY2C,gene_expression,0.0001652502
LYZL1,gene_expression,0.0
HSPBAP1,gene_expression,0.0
EEF1E1,gene_expression,0.020474635
CHTF8,gene_expression,0.0
IFNA17,gene_expression,9.16576e-08
TNK2,gene_expression,0.0
HOOK3,gene_expression,0.0
VPS72,gene_expression,0.0003726617
CLUAP1,gene_expression,9.497964e-05
FGF3,gene_expression,0.000116236646
CYP4V2,gene_expression,0.00028331095
ZNF22,gene_expression,0.0
OR14J1,gene_expression,1.4919465e-06
ZNF74,gene_expression,0.0
ATP6AP1,gene_expression,0.11825444
LHX2,gene_expression,3.878968e-06
ROGDI,gene_expression,0.0
AP1G1,gene_expression,0.000410181
SERTAD2,gene_expression,0.0
PTTG2,gene_expression,0.0
LRRN3,gene_expression,0.0
BRD7,gene_expression,0.0009168637
ZMYM2,gene_expression,0.0012915272
NLRX1,gene_expression,0.000100461286
MPI,gene_expression,0.0
MAPK6,gene_expression,0.007703249
ZNF217,gene_expression,0.0024155034
LTB4R2,gene_expression,0.001051992
HOXD13,gene_expression,0.0
LIG4,gene_expression,0.0008187721
PIGY,gene_expression,0.0
UBAP1,gene_expression,7.5972406e-05
FHAD1,gene_expression,0.0
MYCBP,gene_expression,0.0
GALK2,gene_expression,0.0
AGTPBP1,gene_expression,0.0005209133
RALGAPB,gene_expression,1.837848e-07
SRD5A3,gene_expression,0.015714286
GJD3,gene_expression,6.997562e-06
USP51,gene_expression,0.0
RPP25L,gene_expression,0.0
CABP2,gene_expression,0.0
RNF38,gene_expression,0.0
CCDC51,gene_expression,0.0
SETD7,gene_expression,0.00023952892
RDH10,gene_expression,2.0640804e-05
PODXL2,gene_expression,0.0
TSC1,gene_expression,5.749025e-05
SOX30,gene_expression,0.0
FBXO9,gene_expression,0.0018727208
IGLON5,gene_expression,0.0
ARID2,gene_expression,0.0006982015
MRPL3,gene_expression,0.00020633417
LRRC37B,gene_expression,0.0
TTC29,gene_expression,0.0
HVCN1,gene_expression,6.331492e-05
FBXL7,gene_expression,0.00039519346
DMRTA2,gene_expression,0.0
CPT2,gene_expression,0.00014509445
DDX4,gene_expression,1.3617204e-06
DPY19L3,gene_expression,0.0
NPPC,gene_expression,1.2777005e-05
LAMTOR5,gene_expression,0.0025280074
AGA,gene_expression,0.008731624
ARG1,gene_expression,8.257355e-05
HTATIP2,gene_expression,0.0
SLC9A3R1,gene_expression,0.0
METTL25,gene_expression,0.0
TINCR,gene_expression,0.0
CR2,gene_expression,3.758392e-08
ZMAT5,gene_expression,1.1398589e-05
VCPKMT,gene_expression,0.00053350517
PRAMEF2,gene_expression,0.0
OR5AP2,gene_expression,1.2264934e-06
ADAMTS18,gene_expression,0.00016836735
CEP41,gene_expression,0.0006065909
MAPK8IP1,gene_expression,0.0
SLC48A1,gene_expression,0.0
ADIPOR1,gene_expression,0.002372948
TCAIM,gene_expression,0.0
CHRM5,gene_expression,3.2722783e-05
OR5AS1,gene_expression,5.3068555e-07
ING4,gene_expression,6.2426974e-05
ZNF37A,gene_expression,0.0
ORMDL2,gene_expression,0.0
TES,gene_expression,0.0
CDX4,gene_expression,0.0
CCDC154,gene_expression,0.0
HSPB6,gene_expression,0.0
NAALAD2,gene_expression,0.0
WDR45,gene_expression,0.002346094
DYNC2LI1,gene_expression,1.7471335e-10
PPP2R2D,gene_expression,4.3301414e-05
MPEG1,gene_expression,0.0
PDLIM3,gene_expression,0.0
LSMEM2,gene_expression,0.0
CASP4,gene_expression,0.0009825418
CDHR3,gene_expression,0.0
ARIH2,gene_expression,8.6703665e-05
CELA2A,gene_expression,6.497942e-07
RUVBL2,gene_expression,0.00030771017
CCDC134,gene_expression,0.0
FPGT,gene_expression,0.0
DLG1,gene_expression,0.0030437259
ATG10,gene_expression,0.00040414906
AKIRIN1,gene_expression,0.0
OR2T29,gene_expression,1.7330522e-06
DEFB123,gene_expression,8.712492e-08
AEN,gene_expression,0.0
MARK1,gene_expression,0.0
EDDM3A,gene_expression,0.0
THAP8,gene_expression,0.0
OR1S1,gene_expression,1.3941026e-05
ASB12,gene_expression,4.5659992e-05
SUMO1,gene_expression,0.020729575
ARMS2,gene_expression,0.0
ELOVL1,gene_expression,0.009575405
EFR3A,gene_expression,0.0
SUN5,gene_expression,0.0
ARL2,gene_expression,0.0
BAG3,gene_expression,0.002131251
TTLL3,gene_expression,5.3380307e-05
TNFRSF17,gene_expression,0.0016554641
OR56A4,gene_expression,8.056936e-06
MXI1,gene_expression,0.0
THADA,gene_expression,0.0
MANEAL,gene_expression,0.0
ACTR10,gene_expression,0.0053043785
NRXN2,gene_expression,0.00044248073
FKBP9,gene_expression,0.0011223092
FITM2,gene_expression,0.00714802
TNNI1,gene_expression,0.0014581112
ATF4,gene_expression,0.0
DENND4B,gene_expression,7.968464e-06
QDPR,gene_expression,0.0010422197
HIF1A,gene_expression,0.008110548
FAM222B,gene_expression,0.0
CD40,gene_expression,0.0049660173
PRR15L,gene_expression,0.0
EXTL1,gene_expression,3.9170192e-07
CSN3,gene_expression,0.0
KRTAP12-3,gene_expression,0.0
DMC1,gene_expression,0.00017032832
FMNL2,gene_expression,1.612764e-05
PAIP2,gene_expression,0.0
FAM160A2,gene_expression,0.0
CIAPIN1,gene_expression,0.00081232877
KCNA6,gene_expression,4.652038e-05
DENND2A,gene_expression,8.766302e-06
CYP8B1,gene_expression,0.0002658262
SON,gene_expression,0.0
NR3C1,gene_expression,4.051304e-05
NBN,gene_expression,0.0035458987
SPACA5,gene_expression,0.0
TSGA10,gene_expression,0.0
PCBD1,gene_expression,0.00090964534
ATP2B3,gene_expression,3.2489708e-10
DDX24,gene_expression,0.0
RAB20,gene_expression,0.0008970881
LSM1,gene_expression,0.008281218
ZNF528,gene_expression,0.0
SACM1L,gene_expression,0.021585481
TNC,gene_expression,0.023856996
OR4F5,gene_expression,9.960985e-06
MRPS22,gene_expression,0.00033495753
OR8I2,gene_expression,2.3771875e-06
DYNAP,gene_expression,0.0
ALB,gene_expression,5.7184266e-06
NKD1,gene_expression,0.0
LACTB,gene_expression,0.0
AXL,gene_expression,0.0
KLHDC8B,gene_expression,0.0
NRBP1,gene_expression,0.00010770634
CMPK2,gene_expression,0.0
KSR1,gene_expression,0.0143077
RNF130,gene_expression,0.00013299318
PLAG1,gene_expression,0.0
TFAP2D,gene_expression,5.24064e-07
CYTH2,gene_expression,1.730029e-05
KRBA2,gene_expression,0.0
COMMD6,gene_expression,0.0016805272
CACTIN,gene_expression,0.0
GGT1,gene_expression,0.00021778705
RET,gene_expression,1.935678e-05
LRRC41,gene_expression,0.0019034398
COL6A5,gene_expression,3.1371375e-05
SERINC3,gene_expression,0.0012880698
SLC45A4,gene_expression,0.0
NCAPH2,gene_expression,0.0005011816
AASS,gene_expression,0.0053342828
SRP9,gene_expression,0.00360982
HOXB5,gene_expression,0.0
WDR83,gene_expression,0.0004294691
G6PD,gene_expression,0.0038795166
FBXL19,gene_expression,0.00031616338
MAPRE1,gene_expression,7.0255126e-05
ARL5A,gene_expression,0.0
GRWD1,gene_expression,0.0
PLB1,gene_expression,6.513357e-05
ANAPC7,gene_expression,0.052687403
MBLAC2,gene_expression,0.0
SCAF4,gene_expression,0.0
CTRB1,gene_expression,8.580952e-05
RBM12B,gene_expression,0.0
HENMT1,gene_expression,0.00051669637
EYA2,gene_expression,0.0013437241
GADL1,gene_expression,0.0
ASH2L,gene_expression,0.004105628
ZNF480,gene_expression,0.0
OXCT1,gene_expression,0.0024754822
ALDH9A1,gene_expression,0.00014028125
PSMD8,gene_expression,0.06825811
SERPINB4,gene_expression,0.0
AMN1,gene_expression,0.0
PPTC7,gene_expression,0.0
DNAI2,gene_expression,0.0
AKR7L,gene_expression,0.00016156529
HOXB1,gene_expression,4.6173256e-09
SLC52A3,gene_expression,0.00038757265
SUOX,gene_expression,0.0001107884
TRIM8,gene_expression,0.0
ALG8,gene_expression,0.0
CTSL,gene_expression,0.0016938421
PMFBP1,gene_expression,0.0
WDR31,gene_expression,0.0
PUM2,gene_expression,0.0
NME9,gene_expression,0.0
ZNF552,gene_expression,0.0
ASB17,gene_expression,2.8644766e-07
ARRB2,gene_expression,0.010280571
COPRS,gene_expression,0.00015268625
SUCLG1,gene_expression,0.020079315
LARP4,gene_expression,0.0
NEIL1,gene_expression,0.00088574016
RNF216,gene_expression,0.00041359052
ZNF669,gene_expression,0.0
ISCU,gene_expression,0.0
SLC9A3,gene_expression,1.5058606e-07
SLC25A22,gene_expression,0.0049592457
DCTN1,gene_expression,0.00499873
GTF3C5,gene_expression,0.00018664119
PRB1,gene_expression,0.0
CTSE,gene_expression,0.0017613341
PDZD8,gene_expression,0.0
PSTPIP2,gene_expression,0.0
DNASE1L1,gene_expression,0.0003278931
TM9SF1,gene_expression,0.0
HSPA4,gene_expression,0.00042624853
GATA3,gene_expression,0.0007906292
BTN1A1,gene_expression,5.2381943e-06
EIF2S2,gene_expression,0.011363044
SLC25A53,gene_expression,0.0
SLC39A3,gene_expression,0.0005072408
NSUN5,gene_expression,0.0
SLC9A6,gene_expression,2.3814937e-06
SOCS1,gene_expression,0.012427803
WDR75,gene_expression,0.00182498
LZIC,gene_expression,0.0
IPO8,gene_expression,0.000499042
ATR,gene_expression,0.0024229428
RAD51AP1,gene_expression,0.00030335525
JUP,gene_expression,0.023540994
PTPN4,gene_expression,4.869369e-05
TTC5,gene_expression,8.8005245e-06
ATP10D,gene_expression,0.004659709
BCL10,gene_expression,0.0033349239
PCYT2,gene_expression,0.0013251096
TEFM,gene_expression,0.0
MYOM2,gene_expression,0.0
E4F1,gene_expression,0.0
CHP1,gene_expression,0.0021833712
PLCD1,gene_expression,0.0010638252
DAZ2,gene_expression,0.0
MKRN1,gene_expression,0.009139136
SFRP2,gene_expression,7.892534e-06
TANGO6,gene_expression,0.0
DNAJC11,gene_expression,8.135343e-05
KRTAP12-4,gene_expression,0.0
DAZAP2,gene_expression,0.0
RHOG,gene_expression,7.9332574e-05
BRMS1L,gene_expression,0.0
SLC41A2,gene_expression,0.0
GK5,gene_expression,0.0
SULT6B1,gene_expression,0.0
GP1BA,gene_expression,0.00011694063
SIAH2,gene_expression,0.003281015
THOC3,gene_expression,0.0132631445
RAB1A,gene_expression,0.016023116
ABL2,gene_expression,9.0421577e-07
RUNDC3A,gene_expression,0.0
SEMA4A,gene_expression,0.00033638589
COX18,gene_expression,0.0
PSME3,gene_expression,0.019311786
ZSWIM6,gene_expression,0.0
OR6N2,gene_expression,1.6351712e-05
ZFYVE26,gene_expression,0.0
DCUN1D4,gene_expression,8.359099e-05
LMNTD2,gene_expression,0.0
PDIK1L,gene_expression,0.0
TCF21,gene_expression,0.0
TNRC6C,gene_expression,0.041064363
TRIM26,gene_expression,0.0
TTC13,gene_expression,0.0
CENPBD1,gene_expression,0.0
ANKMY1,gene_expression,0.0
PPIP5K1,gene_expression,0.0019055208
OR4C3,gene_expression,2.344427e-13
SIX4,gene_expression,0.0
SPRYD7,gene_expression,0.0
LRWD1,gene_expression,0.0
HACL1,gene_expression,7.454317e-05
CC2D2B,gene_expression,0.0
UBB,gene_expression,0.027126867
NR2F1,gene_expression,0.002807495
RPL10A,gene_expression,0.033462334
PITPNB,gene_expression,0.012519255
DNAH2,gene_expression,0.0
EMC7,gene_expression,0.0
TMC4,gene_expression,0.0
ZNF460,gene_expression,0.0
DHRS11,gene_expression,0.0
MROH1,gene_expression,0.0
PLD6,gene_expression,5.4107304e-06
USPL1,gene_expression,0.0
HTR7,gene_expression,2.0019652e-05
JAK1,gene_expression,0.0017026395
TSC22D2,gene_expression,0.0
DTNBP1,gene_expression,1.2794368e-05
CA7,gene_expression,3.276325e-06
SLC12A9,gene_expression,0.0
TIGD6,gene_expression,0.0
TSPAN5,gene_expression,0.0
DRGX,gene_expression,0.0
DDIT4L,gene_expression,0.0
GLOD4,gene_expression,0.0
STAM,gene_expression,7.878396e-14
MSL1,gene_expression,0.00045302705
TOR1A,gene_expression,6.434596e-05
ZNF582,gene_expression,0.0
RAB3IP,gene_expression,0.0018864902
NEUROG3,gene_expression,4.9317628e-06
COL8A2,gene_expression,0.0010909705
RNF215,gene_expression,0.0
ZFP28,gene_expression,0.0
ANAPC10,gene_expression,0.09463447
DGKA,gene_expression,0.0
MPRIP,gene_expression,0.0044384515
SASS6,gene_expression,0.0
MUS81,gene_expression,0.004680151
SPPL2A,gene_expression,0.0028846315
ZNF354B,gene_expression,0.0
OR1S2,gene_expression,3.3796582e-06
TAZ,gene_expression,0.0006727865
MTHFSD,gene_expression,0.0
SOX11,gene_expression,0.0
APOA4,gene_expression,0.00011051799
UBN1,gene_expression,9.850907e-08
GGA1,gene_expression,7.395674e-05
KCND2,gene_expression,8.553016e-05
SLC17A6,gene_expression,2.630232e-07
ALG12,gene_expression,0.0
CLTCL1,gene_expression,2.4413544e-05
BTBD11,gene_expression,0.0
SLFN11,gene_expression,0.0
MAP4K3,gene_expression,0.0
DYNLL2,gene_expression,0.0019823646
RANBP3L,gene_expression,0.0
TSPAN31,gene_expression,0.0
ABT1,gene_expression,0.0
CIR1,gene_expression,0.0
SCD5,gene_expression,0.0
TTC8,gene_expression,0.0026336645
PLCB3,gene_expression,0.015135232
EBLN2,gene_expression,0.0
NECAB3,gene_expression,0.0
MOSPD2,gene_expression,1.0016112e-15
SPG21,gene_expression,0.0
CANT1,gene_expression,0.00074612186
TRIM2,gene_expression,0.0
HBA2,gene_expression,0.0
OSGEP,gene_expression,0.0
VAMP8,gene_expression,0.0033879138
SLC46A1,gene_expression,8.5717126e-08
CCNA1,gene_expression,0.014537519
IRF2BP1,gene_expression,0.0
MOBP,gene_expression,0.0
ANXA1,gene_expression,0.00022461422
FARP1,gene_expression,0.0
OSTN,gene_expression,0.0
UBAC2,gene_expression,0.0
NFAM1,gene_expression,0.000811467
SLC35G2,gene_expression,0.0
STPG1,gene_expression,0.0
E2F5,gene_expression,4.5346813e-05
KCNJ10,gene_expression,0.0009752296
TNP1,gene_expression,0.0
ZNF212,gene_expression,0.0
PPP1R17,gene_expression,0.0
ACTRT3,gene_expression,0.0
CYTH3,gene_expression,0.00027658365
PRDM14,gene_expression,0.0
RSPO4,gene_expression,0.00095882016
PARD3,gene_expression,0.0021895599
INMT,gene_expression,0.008269225
EPYC,gene_expression,0.0
TINF2,gene_expression,0.0045888866
MEST,gene_expression,0.0
RORC,gene_expression,0.0025266358
DYRK2,gene_expression,0.0012194016
ZNF449,gene_expression,0.0
RIOK2,gene_expression,0.00041443415
CCNDBP1,gene_expression,0.0
TRPA1,gene_expression,1.3515223e-05
GBA2,gene_expression,0.027521785
FAM218A,gene_expression,0.0
RPS5,gene_expression,0.047546096
EIF4E,gene_expression,7.385149e-11
CDK5RAP3,gene_expression,0.0
HIPK1,gene_expression,2.0713134e-05
MORC2,gene_expression,0.0
PSMA5,gene_expression,0.13981874
LRIT1,gene_expression,0.0
GLMN,gene_expression,9.976885e-05
CDC14B,gene_expression,0.011638313
GIMAP6,gene_expression,0.0
NAGA,gene_expression,0.0
PRELID2,gene_expression,0.0
CASP7,gene_expression,0.01101669
TMEM175,gene_expression,0.0
SLC25A39,gene_expression,0.0
SMYD4,gene_expression,0.0
FAIM2,gene_expression,0.0
ABHD6,gene_expression,0.004231714
TRIP10,gene_expression,3.74333e-18
BTBD7,gene_expression,0.0
ECM2,gene_expression,0.0
KLHL14,gene_expression,0.0
RSAD1,gene_expression,0.0
TXNDC15,gene_expression,0.0
CCDC159,gene_expression,0.0
BEND4,gene_expression,0.0
GPRC5B,gene_expression,0.0
KLHL20,gene_expression,0.0015763269
EFCAB3,gene_expression,0.0
TRMT10A,gene_expression,0.0
KCNQ1,gene_expression,0.029040478
TP53BP1,gene_expression,0.0021654863
CRISPLD2,gene_expression,0.0015264028
