,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
ACTL6B,4.1704428e-07,2.0,4.1704428e-07,-0.17021307,-0.23219927,1
ACTL9,0.0,0.0,0.0,-0.17022876,0.16592968,1
ACTN1,0.0016865794,4.0,0.0016865794,-0.1067516,-0.58037025,1
ACTN2,0.0009197182,5.0,0.0009197182,-0.13561366,-0.8021672,1
ACTN3,2.348179e-05,2.0,2.348179e-05,-0.16934499,-0.23151572,1
ACTR10,0.0053043785,4.0,0.0053043785,0.029410161,-0.47315496,1
ACTR1A,0.015366873,8.0,0.015366873,0.40812853,-0.9712305,1
ACTR2,0.0009441961,4.0,0.0009441961,-0.13469242,-0.60237116,1
ACTR3,0.0012366091,3.0,0.0012366091,-0.12368697,-0.39463475,1
ACTR3B,0.0,0.0,0.0,-0.17022876,0.16592968,1
ACTR5,0.0013020138,1.0,0.0013020138,-0.121225365,0.00544484,1
ACTR6,0.0,0.0,0.0,-0.17022876,0.16592968,1
ACTR8,0.00057220395,1.0,0.00057220395,-0.14869294,-0.016183425,1
ACTRT1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ACTRT2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ACTRT3,0.0,0.0,0.0,-0.17022876,0.16592968,1
ACVR1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ACVR1B,9.290032e-05,1.0,9.290032e-05,-0.16673231,-0.03038783,1
ACVR1C,2.8140399e-05,1.0,2.8140399e-05,-0.16916966,-0.032307025,1
ACVR2A,0.004842849,2.0,0.004842849,0.012039747,-0.08869138,1
ACVR2B,0.0022027679,2.0,0.0022027679,-0.08732401,-0.1669315,1
ACVRL1,0.008860716,1.0,0.008860716,0.16325872,0.22945069,1
ACY3,6.8314666e-06,1.0,6.8314666e-06,-0.16997166,-0.03293853,1
ACYP1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADAD1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADAL,0.032578524,2.0,0.032578524,1.055917,0.73326904,1
ADAM10,0.0245461,12.0,0.0245461,0.7536037,-1.4954822,1
ADAM11,2.8722494e-05,1.0,2.8722494e-05,-0.16914776,-0.032289777,1
ADAM15,0.0009998231,1.0,0.0009998231,-0.13259879,-0.0035107236,1
ADAM19,1.8266162e-05,1.0,1.8266162e-05,-0.1695413,-0.032599658,1
ADAM20,1.5469975e-07,1.0,1.5469975e-07,-0.17022295,-0.033136394,1
ADAM30,1.0888748e-09,1.0,1.0888748e-09,-0.17022873,-0.033140957,1
ADAM7,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADAMDEC1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADAMTS12,0.0025981183,2.0,0.0025981183,-0.07244435,-0.1552151,1
ADAMTS17,0.0035040528,2.0,0.0035040528,-0.03834803,-0.12836727,1
ADAMTS18,0.00016836735,2.0,0.00016836735,-0.16389199,-0.22722198,1
ADAMTS20,3.5156518e-05,2.0,3.5156518e-05,-0.1689056,-0.23116973,1
ADAMTSL2,0.0024563002,2.0,0.0024563002,-0.07778191,-0.15941794,1
ADAMTSL5,3.6239595e-05,2.0,3.6239595e-05,-0.16886483,-0.23113765,1
ADAP2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADARB1,0.0025589822,2.0,0.0025589822,-0.0739173,-0.1563749,1
ADAT1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADAT2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADAT3,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADCK1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADCK2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADCY10,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADCY2,0.00040499322,6.0,0.00040499322,-0.15498619,-1.016492,1
ADCY6,0.014229174,8.0,0.014229174,0.3653094,-1.0049468,1
ADCY7,0.0038205518,6.0,0.0038205518,-0.026436074,-0.91527015,1
ADCY9,0.004873123,6.0,0.004873123,0.01317916,-0.8840767,1
ADD1,0.00096542796,3.0,0.00096542796,-0.13389331,-0.40267134,1
ADD3,0.0001648636,1.0,0.0001648636,-0.16402386,-0.02825516,1
ADGRA2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRA3,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRB1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRB3,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRD2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRE1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRE2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRE5,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRF3,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRG1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRG2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRG5,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRG7,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRL2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADGRL4,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADH1C,3.0455809e-07,2.0,3.0455809e-07,-0.1702173,-0.23220259,1
ADHFE1,0.0048156492,1.0,0.0048156492,0.011016041,0.10957317,1
ADI1,0.0061188582,1.0,0.0061188582,0.060064435,0.14819442,1
ADIPOR1,0.002372948,1.0,0.002372948,-0.080919005,0.037182506,1
ADIPOR2,1.6889311e-05,1.0,1.6889311e-05,-0.16959311,-0.03264045,1
ADK,3.9858445e-05,1.0,3.9858445e-05,-0.16872863,-0.03195976,1
ADM2,0.015157348,1.0,0.015157348,0.4002427,0.4160545,1
ADM5,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADNP2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADO,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADORA2A,0.0002908291,3.0,0.0002908291,-0.15928294,-0.4226634,1
ADP signalling through P2Y purinoceptor 1,0.020575121,2.0,0.020575121,0.04894707,-0.21108831,2
ADP signalling through P2Y purinoceptor 12,0.021094235,2.0,0.021094235,0.056882,-0.12621142,2
ADPGK,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADPRH,0.0,0.0,0.0,-0.17022876,0.16592968,1
ADPRM,0.001543949,1.0,0.001543949,-0.112119734,0.012614711,1
ADRA2B,0.0022293115,3.0,0.0022293115,-0.086325,-0.36521554,1
ADRB1,0.0021815689,1.0,0.0021815689,-0.08812187,0.031510886,1
ADRM1,0.00033246854,2.0,0.00033246854,-0.15771577,-0.22235875,1
ADSL,3.7304206e-05,1.0,3.7304206e-05,-0.16882476,-0.032035455,1
AEBP2,0.00015087303,2.0,0.00015087303,-0.16455042,-0.22774042,1
AEN,0.0,0.0,0.0,-0.17022876,0.16592968,1
AFAP1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AFAP1L1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AFAP1L2,0.0,0.0,0.0,-0.17022876,0.16592968,1
AFF1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AFF3,0.0,0.0,0.0,-0.17022876,0.16592968,1
AFF4,0.055780906,2.0,0.055780906,1.9291767,1.4208832,1
AFM,0.0,0.0,0.0,-0.17022876,0.16592968,1
AFMID,0.000103449915,1.0,0.000103449915,-0.16633527,-0.030075194,1
AFP,7.2091774e-05,2.0,7.2091774e-05,-0.16751547,-0.23007515,1
AFTPH,0.0,0.0,0.0,-0.17022876,0.16592968,1
AGA,0.008731625,1.0,0.008731625,0.15840018,0.22562502,1
AGAP1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AGAP4,0.0,0.0,0.0,-0.17022876,0.16592968,1
AGAP6,0.0,0.0,0.0,-0.17022876,0.16592968,1
AGBL2,1.3177723e-05,1.0,1.3177723e-05,-0.16973281,-0.032750446,1
AGBL4,0.00025206796,1.0,0.00025206796,-0.16074178,-0.025670817,1
AGBL5,0.0024816182,1.0,0.0024816182,-0.07682902,0.040403,1
AGFG1,8.619074e-06,1.0,8.619074e-06,-0.16990438,-0.032885548,1
AGK,0.0015913675,1.0,0.0015913675,-0.11033505,0.014019988,1
AGL,0.00090226025,2.0,0.00090226025,-0.13627073,-0.20547268,1
AGO2,0.011885632,11.0,0.011885632,0.27710637,-1.6716108,1
AGO3,0.055836763,13.0,0.055836763,1.931279,-0.7672385,1
AGO4,0.049936466,13.0,0.049936466,1.7092116,-0.94209677,1
AGPAT2,0.0058798855,2.0,0.0058798855,0.051070306,-0.057958294,1
AGPAT3,0.0017869495,2.0,0.0017869495,-0.102974005,-0.17925447,1
AGPAT4,0.00018235242,1.0,0.00018235242,-0.16336563,-0.027736869,1
AGPAT5,0.001605307,1.0,0.001605307,-0.10981043,0.014433085,1
AGPS,0.018350553,2.0,0.018350553,0.5204242,0.31161606,1
AGR2,0.0,0.0,0.0,-0.17022876,0.16592968,1
AGT,0.00053118775,3.0,0.00053118775,-0.15023665,-0.41554025,1
AGTPBP1,0.0005209133,1.0,0.0005209133,-0.15062335,-0.017703453,1
AGTR2,0.00019260937,1.0,0.00019260937,-0.1629796,-0.027432915,1
AGTRAP,0.00768714,1.0,0.00768714,0.11908927,0.19467121,1
AGXT2,6.9769374e-07,1.0,6.9769374e-07,-0.17020251,-0.03312031,1
AHCTF1,0.0061951675,4.0,0.0061951675,0.06293646,-0.446756,1
AHCY,1.487834e-05,2.0,1.487834e-05,-0.1696688,-0.2317707,1
AHCYL2,0.0,0.0,0.0,-0.17022876,0.16592968,1
AHDC1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AHI1,0.0026373835,1.0,0.0026373835,-0.07096654,0.045019183,1
AHR,9.147749e-12,1.0,9.147749e-12,-0.17022876,-0.033140983,1
AHSA1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AHSG,0.0006488214,4.0,0.0006488214,-0.14580932,-0.61112475,1
AICDA,0.0,0.0,0.0,-0.17022876,0.16592968,1
AIF1L,0.0,0.0,0.0,-0.17022876,0.16592968,1
AIMP1,0.068600915,2.0,0.068600915,2.4116783,1.8008106,1
AIMP2,0.022068802,2.0,0.022068802,0.6603666,0.4218082,1
AIP,0.0010354146,2.0,0.0010354146,-0.13125925,-0.20152658,1
AJAP1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AJUBA,0.0018939945,3.0,0.0018939945,-0.0989452,-0.3751528,1
AK2,0.0020157662,1.0,0.0020157662,-0.094362125,0.026597247,1
AK3,0.0,0.0,0.0,-0.17022876,0.16592968,1
AK4,0.0010084773,1.0,0.0010084773,-0.13227308,-0.0032542527,1
AK7,9.3260474e-05,1.0,9.3260474e-05,-0.16671877,-0.030377166,1
AK8,0.0024368276,1.0,0.0024368276,-0.07851479,0.03907561,1
AK9,0.0004472965,1.0,0.0004472965,-0.15339403,-0.019885125,1
AKAP10,0.0,0.0,0.0,-0.17022876,0.16592968,1
AKAP11,0.0,0.0,0.0,-0.17022876,0.16592968,1
AKAP14,0.0,0.0,0.0,-0.17022876,0.16592968,1
AKAP3,0.0,0.0,0.0,-0.17022876,0.16592968,1
AKAP6,0.0,0.0,0.0,-0.17022876,0.16592968,1
AKAP8,0.0,0.0,0.0,-0.17022876,0.16592968,1
AKAP8L,0.0,0.0,0.0,-0.17022876,0.16592968,1
AKAP9,0.012377573,10.0,0.012377573,0.29562137,-1.4579612,1
AKIP1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AKIRIN1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AKIRIN2,0.0,0.0,0.0,-0.17022876,0.16592968,1
AKR1B1,0.0149063915,2.0,0.0149063915,0.39079756,0.20954666,1
AKR1B15,0.008431677,1.0,0.008431677,0.14711113,0.21673593,1
AKR1C1,2.1136436e-10,2.0,2.1136436e-10,-0.17022876,-0.23221162,1
AKR1C4,2.264193e-11,2.0,2.264193e-11,-0.17022876,-0.23221162,1
AKR1D1,1.692184e-05,1.0,1.692184e-05,-0.16959189,-0.032639492,1
AKR7A3,0.0006605873,1.0,0.0006605873,-0.14536649,-0.0135641545,1
AKR7L,0.00016156529,1.0,0.00016156529,-0.16414799,-0.028352907,1
AKT phosphorylates targets in the cytosol,0.10863008,2.0,0.10863008,1.39491,0.9935858,2
AKT phosphorylates targets in the nucleus,0.0022835436,2.0,0.0022835436,-0.23064859,-0.025648024,2
AKT-mediated inactivation of FOXO1A,0.00014724211,2.0,0.00014724211,-0.26567346,-0.022513388,2
AKT1,0.050492365,25.0,0.0020196945,-0.094214275,-3.3144703,1
AKT1S1,0.030834777,2.0,0.030834777,0.9902883,0.6815922,1
AKT2,0.048010547,19.0,0.048010547,1.6367265,-2.1935961,1
AKT3,0.012834759,15.0,0.012834759,0.3128283,-2.4397655,1
AKTIP,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALAD,0.0077227824,2.0,0.0077227824,0.12043074,-0.0033431381,1
ALAS1,0.004606098,3.0,0.004606098,0.0031292357,-0.2947783,1
ALB,5.718424e-06,9.0,5.718424e-06,-0.17001355,-1.6255366,1
ALDH16A1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALDH1A1,0.0045736963,3.0,0.0045736963,0.0019097471,-0.29573852,1
ALDH1A2,2.9780375e-07,1.0,2.9780375e-07,-0.17021756,-0.033132143,1
ALDH1B1,0.003717118,1.0,0.003717118,-0.030328976,0.07701765,1
ALDH2,2.6027813e-12,2.0,2.6027813e-12,-0.17022876,-0.23221162,1
ALDH3A2,0.0016313543,2.0,0.0016313543,-0.10883009,-0.18386562,1
ALDH5A1,0.000121610974,1.0,0.000121610974,-0.16565174,-0.029536977,1
ALDH8A1,4.0970832e-08,1.0,4.0970832e-08,-0.17022723,-0.033139765,1
ALDH9A1,0.00014028125,1.0,0.00014028125,-0.16494904,-0.028983675,1
ALDOC,0.0031300276,2.0,0.0031300276,-0.05242508,-0.1394517,1
ALG1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALG10,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALG10B,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALG11,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALG12,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALG2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALG5,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALG8,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALG9,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALK,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALKBH1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALKBH2,0.0015740223,1.0,0.0015740223,-0.11098788,0.013505944,1
ALKBH2 mediated reversal of alkylation damage,0.001574022,2.0,0.001574022,-0.24181251,-0.0052613523,2
ALKBH3 mediated reversal of alkylation damage,0.00019500336,2.0,0.00019500336,-0.2648747,-0.021935876,2
ALKBH4,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALKBH5,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALKBH6,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALKBH7,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALKBH8,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALOX12,0.0014092193,5.0,0.0014092193,-0.1171905,-0.7876606,1
ALOX12B,5.6552954e-06,1.0,5.6552954e-06,-0.17001592,-0.03297338,1
ALOX5,0.0021590125,13.0,0.0021590125,-0.08897082,-2.3580053,1
ALPI,2.1260112e-07,1.0,2.1260112e-07,-0.17022076,-0.033134677,1
ALPK2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALPK3,0.0,0.0,0.0,-0.17022876,0.16592968,1
ALYREF,0.0048969933,7.0,0.0048969933,0.014077556,-1.08244,1
AMBP,0.0011560114,1.0,0.0011560114,-0.1267204,0.0011179856,1
AMBRA1,0.0016424285,1.0,0.0016424285,-0.1084133,0.015533195,1
AMDHD1,1.7284896e-05,1.0,1.7284896e-05,-0.16957822,-0.032628737,1
AMDHD2,0.0,0.0,0.0,-0.17022876,0.16592968,1
AMER1,0.00023324936,11.0,0.00023324936,-0.16145006,-2.0169349,1
AMER1 mutants destabilize the destruction complex,0.0010203482,3.0,0.0010203482,-0.25107196,-0.6164706,3
AMER2,0.0,0.0,0.0,-0.17022876,0.16592968,1
AMER3,0.0,0.0,0.0,-0.17022876,0.16592968,1
AMFR,0.003723959,1.0,0.003723959,-0.030071503,0.07722039,1
AMIGO1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AMIGO2,0.0,0.0,0.0,-0.17022876,0.16592968,1
AMIGO3,0.0,0.0,0.0,-0.17022876,0.16592968,1
AMMECR1L,0.0,0.0,0.0,-0.17022876,0.16592968,1
AMN1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AMPD1,0.00032249134,1.0,0.00032249134,-0.15809128,-0.023583783,1
AMPD2,0.01689202,1.0,0.01689202,0.46552992,0.46746236,1
AMPH,0.0,0.0,0.0,-0.17022876,0.16592968,1
AMPK inhibits chREBP transcriptional activation activity,0.01517527,2.0,0.01517527,-0.16104558,0.12055653,2
AMTN,7.266485e-05,2.0,7.266485e-05,-0.1674939,-0.23005815,1
AMY1A,3.736527e-06,1.0,3.736527e-06,-0.17008814,-0.033030253,1
AMY2A,0.00019861595,1.0,0.00019861595,-0.16275352,-0.027254894,1
AMY2B,0.012950612,1.0,0.012950612,0.31718862,0.35065678,1
AMZ1,0.0,0.0,0.0,-0.17022876,0.16592968,1
AMZ2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ANAPC10,0.09463447,9.0,0.09463447,3.3914938,1.1788335,1
ANAPC11,0.05074152,9.0,0.05074152,1.7395111,-0.121955946,1
ANAPC13,1.9116007e-06,1.0,1.9116007e-06,-0.17015682,-0.033084333,1
ANAPC15,0.016339786,8.0,0.016339786,0.44474572,-0.9423978,1
ANAPC16,0.024281176,8.0,0.024281176,0.74363285,-0.70705074,1
ANAPC2,0.05174471,9.0,0.05174471,1.7772678,-0.092225865,1
ANAPC4,0.02266043,9.0,0.02266043,0.68263346,-0.9541529,1
ANAPC7,0.0526874,9.0,0.0526874,1.8127475,-0.06428889,1
ANG,0.0,0.0,0.0,-0.17022876,0.16592968,1
ANGEL1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ANGEL2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ANGPT1,0.00047929445,1.0,0.00047929445,-0.15218975,-0.018936854,1
ANGPTL2,0.0,0.0,0.0,-0.17022876,0.16592968,1
ANGPTL6,0.0,0.0,0.0,-0.17022876,0.16592968,1
ANK1,1.0524141e-05,5.0,1.0524141e-05,-0.16983268,-0.8291116,1
ANKAR,0.0,0.0,0.0,-0.17022876,0.16592968,1
ANKEF1,0.0,0.0,0.0,-0.17022876,0.16592968,1
ANKFY1,0.0,0.0,0.0,-0.17022876,0.16592968,1
